customer_id,total_purchase_value,total_orders,total_items_purchased,last_purchase_date,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_score,customer_segment
C0288,107119652.2,63,4626,2024-10-18,74,63,107119652.2,2,5,5,255,At-Risk High-Value
C0289,57538580.4,40,2569,2024-10-29,63,40,57538580.4,2,3,2,232,Potential / Regular
C0290,66221482.2,46,2872,2024-11-15,46,46,66221482.2,3,5,3,353,Loyal Customers
C0291,93293350.4,54,3766,2024-12-03,28,54,93293350.4,4,5,5,455,Champions
C0292,39031937.8,31,1714,2024-09-19,103,31,39031937.8,1,1,1,111,Low-Value / Inactive
C0293,73130661.4,42,3173,2024-09-25,97,42,73130661.4,1,4,4,144,At-Risk High-Value
C0294,88081900.8,51,4025,2024-12-27,4,51,88081900.8,5,5,5,555,Champions
C0295,80533744.6,46,3270,2024-10-09,83,46,80533744.6,2,5,5,255,At-Risk High-Value
C0296,59283432.8,41,2593,2024-11-07,54,41,59283432.8,2,3,2,232,Potential / Regular
C0297,79590004.4,39,3033,2024-07-01,183,39,79590004.4,1,3,5,135,Potential / Regular
C0298,54524918.8,37,2423,2024-11-20,41,37,54524918.8,3,2,2,322,Potential / Regular
C0299,53895506.2,37,2565,2024-08-30,123,37,53895506.2,1,2,2,122,Low-Value / Inactive
C0300,77188710.6,44,3058,2024-11-30,31,44,77188710.6,4,4,5,445,Champions
C0301,64808979.2,47,2645,2024-12-19,12,47,64808979.2,5,5,3,553,Loyal Customers
C0302,66273983.0,42,2575,2024-12-24,7,42,66273983.0,5,4,3,543,Loyal Customers
C0303,38889030.8,31,1997,2024-12-01,30,31,38889030.8,4,1,1,411,New / Potential Customers
C0304,91211305.8,51,3790,2024-12-25,6,51,91211305.8,5,5,5,555,Champions
C0305,52766904.8,33,2044,2024-11-27,34,33,52766904.8,3,1,1,311,Potential / Regular
C0306,72686638.2,47,2868,2024-12-16,15,47,72686638.2,4,5,4,454,Champions
C0307,87787133.2,48,3291,2024-11-24,37,48,87787133.2,3,5,5,355,Loyal Customers
C0308,53708429.6,36,2371,2024-12-12,19,36,53708429.6,4,2,2,422,New / Potential Customers
C0309,38759244.8,32,1893,2024-12-17,14,32,38759244.8,4,1,1,411,New / Potential Customers
C0310,65486421.4,41,2987,2024-11-07,54,41,65486421.4,2,3,3,233,Potential / Regular
C0311,78976613.2,46,3214,2024-09-17,105,46,78976613.2,1,5,5,155,At-Risk High-Value
C0312,67470700.2,40,2866,2024-11-17,44,40,67470700.2,3,3,4,334,Loyal Customers
C0313,53136931.2,32,2205,2024-09-02,120,32,53136931.2,1,1,1,111,Low-Value / Inactive
C0314,69465050.8,45,2829,2024-09-26,96,45,69465050.8,1,4,4,144,At-Risk High-Value
C0315,63797282.4,42,2834,2024-12-17,14,42,63797282.4,4,4,3,443,Loyal Customers
C0316,51245092.4,38,2180,2024-09-22,100,38,51245092.4,1,2,1,121,Low-Value / Inactive
C0317,52093578.6,38,2529,2024-12-25,6,38,52093578.6,5,2,1,521,New / Potential Customers
C0318,74022907.8,41,2957,2024-11-09,52,41,74022907.8,3,3,4,334,Loyal Customers
C0319,69856429.4,37,2936,2024-12-08,23,37,69856429.4,4,2,4,424,New / Potential Customers
C0320,54602363.0,35,2146,2024-12-30,1,35,54602363.0,5,1,2,512,New / Potential Customers
C0321,62032369.0,42,2813,2024-12-22,9,42,62032369.0,5,4,3,543,Loyal Customers
C0322,41492290.0,29,1995,2024-12-10,21,29,41492290.0,4,1,1,411,New / Potential Customers
C0323,57786002.2,40,2573,2024-12-22,9,40,57786002.2,5,3,2,532,Potential / Regular
C0324,55237914.6,38,2585,2024-08-24,129,38,55237914.6,1,2,2,122,Low-Value / Inactive
C0325,56775486.8,33,1858,2024-11-09,52,33,56775486.8,3,1,2,312,Potential / Regular
C0326,70540745.6,47,3035,2024-12-30,1,47,70540745.6,5,5,4,554,Champions
C0327,62303773.6,45,2718,2024-12-06,25,45,62303773.6,4,4,3,443,Loyal Customers
C0328,68279316.4,40,2732,2024-12-05,26,40,68279316.4,4,3,4,434,Loyal Customers
C0329,64307436.8,36,2480,2024-12-26,5,36,64307436.8,5,2,3,523,New / Potential Customers
C0330,58287142.6,41,2863,2024-08-10,143,41,58287142.6,1,3,2,132,Potential / Regular
C0331,69377141.2,44,3434,2024-12-15,16,44,69377141.2,4,4,4,444,Champions
C0332,52716408.8,39,2412,2024-11-23,38,39,52716408.8,3,3,1,331,Potential / Regular
C0333,66085313.2,42,2957,2024-12-02,29,42,66085313.2,4,4,3,443,Loyal Customers
C0334,43977096.8,37,2057,2024-08-24,129,37,43977096.8,1,2,1,121,Low-Value / Inactive
C0335,67074367.8,43,3174,2024-11-03,58,43,67074367.8,2,4,4,244,At-Risk High-Value
C0336,45959667.0,39,2261,2024-10-26,66,39,45959667.0,2,3,1,231,Potential / Regular
C0337,74236665.0,35,2775,2024-08-25,128,35,74236665.0,1,1,4,114,Potential / Regular
C0338,54984288.4,38,2320,2024-11-23,38,38,54984288.4,3,2,2,322,Potential / Regular
C0339,52031024.0,27,1972,2024-08-16,137,27,52031024.0,1,1,1,111,Low-Value / Inactive
C0340,70311394.8,39,2785,2024-12-04,27,39,70311394.8,4,3,4,434,Loyal Customers
C0341,70851281.4,38,2834,2024-10-07,85,38,70851281.4,2,2,4,224,Potential / Regular
C0342,100153639.6,44,3725,2024-10-09,83,44,100153639.6,2,4,5,245,At-Risk High-Value
C0343,75493416.4,45,2906,2024-11-21,40,45,75493416.4,3,4,4,344,Loyal Customers
C0344,50089886.6,30,2125,2024-06-17,197,30,50089886.6,1,1,1,111,Low-Value / Inactive
C0345,56899456.6,44,2735,2024-11-20,41,44,56899456.6,3,4,2,342,Potential / Regular
C0346,54686860.8,39,2411,2024-11-15,46,39,54686860.8,3,3,2,332,Potential / Regular
C0347,29076137.0,27,1584,2024-12-03,28,27,29076137.0,4,1,1,411,New / Potential Customers
C0348,55466523.4,35,2618,2024-10-24,68,35,55466523.4,2,1,2,212,Low-Value / Inactive
C0349,65933267.4,36,2751,2024-10-19,73,36,65933267.4,2,2,3,223,Potential / Regular
C0350,49779071.0,37,2189,2024-11-25,36,37,49779071.0,3,2,1,321,Potential / Regular
C0351,48026434.2,38,2488,2024-09-12,110,38,48026434.2,1,2,1,121,Low-Value / Inactive
C0352,53320209.4,37,2463,2024-11-11,50,37,53320209.4,3,2,2,322,Potential / Regular
C0353,35859534.8,30,1935,2024-10-08,84,30,35859534.8,2,1,1,211,Low-Value / Inactive
C0354,62107608.0,41,2800,2024-12-25,6,41,62107608.0,5,3,3,533,Loyal Customers
C0355,73634372.6,40,2851,2024-12-18,13,40,73634372.6,5,3,4,534,Loyal Customers
C0356,79690881.0,45,3218,2024-12-05,26,45,79690881.0,4,4,5,445,Champions
C0357,61407267.4,32,2173,2024-11-17,44,32,61407267.4,3,1,3,313,Potential / Regular
C0358,68550380.4,40,2669,2024-10-01,91,40,68550380.4,1,3,4,134,Potential / Regular
C0359,99895983.4,52,3851,2024-11-28,33,52,99895983.4,3,5,5,355,Loyal Customers
C0360,60127880.8,34,2454,2024-11-17,44,34,60127880.8,3,1,2,312,Potential / Regular
C0361,58802186.0,35,2366,2024-09-26,96,35,58802186.0,1,1,2,112,Low-Value / Inactive
C0362,57018296.0,42,2667,2024-10-11,81,42,57018296.0,2,4,2,242,Potential / Regular
C0363,64018233.4,37,2801,2024-11-07,54,37,64018233.4,2,2,3,223,Potential / Regular
C0364,61474010.8,38,2656,2024-11-18,43,38,61474010.8,3,2,3,323,Potential / Regular
C0365,66847837.2,47,3234,2024-11-05,56,47,66847837.2,2,5,3,253,Potential / Regular
C0366,46920707.6,30,1771,2024-10-26,66,30,46920707.6,2,1,1,211,Low-Value / Inactive
C0367,61649463.4,31,2403,2024-11-04,57,31,61649463.4,2,1,3,213,Potential / Regular
C0368,54132389.8,33,2185,2024-11-30,31,33,54132389.8,4,1,2,412,New / Potential Customers
C0369,76487726.6,46,3047,2024-12-13,18,46,76487726.6,4,5,4,454,Champions
C0370,58581481.2,41,2621,2024-12-18,13,41,58581481.2,5,3,2,532,Potential / Regular
C0371,91039744.6,51,3092,2024-11-02,59,51,91039744.6,2,5,5,255,At-Risk High-Value
C0372,53251324.8,37,2270,2024-07-10,174,37,53251324.8,1,2,1,121,Low-Value / Inactive
C0373,77626618.6,43,3071,2024-09-02,120,43,77626618.6,1,4,5,145,At-Risk High-Value
C0374,74514218.8,46,3203,2024-12-10,21,46,74514218.8,4,5,4,454,Champions
C0375,83627577.8,44,3155,2024-11-03,58,44,83627577.8,2,4,5,245,At-Risk High-Value
C0376,62674127.8,35,2814,2024-12-19,12,35,62674127.8,5,1,3,513,New / Potential Customers
C0377,72235206.4,40,2878,2024-12-07,24,40,72235206.4,4,3,4,434,Loyal Customers
C0378,62811212.6,42,2762,2024-12-15,16,42,62811212.6,4,4,3,443,Loyal Customers
C0379,66830982.6,44,3010,2024-12-15,16,44,66830982.6,4,4,3,443,Loyal Customers
C0380,91048215.0,58,4063,2024-12-08,23,58,91048215.0,4,5,5,455,Champions
C0381,68417032.8,34,2374,2024-12-21,10,34,68417032.8,5,1,4,514,New / Potential Customers
C0382,50583035.6,37,2710,2024-11-19,42,37,50583035.6,3,2,1,321,Potential / Regular
C0383,71832906.0,43,2872,2024-11-19,42,43,71832906.0,3,4,4,344,Loyal Customers
C0384,81888155.8,42,3384,2024-09-09,113,42,81888155.8,1,4,5,145,At-Risk High-Value
C0385,76626473.0,42,2949,2024-09-23,99,42,76626473.0,1,4,5,145,At-Risk High-Value
C0386,53754976.6,38,2488,2024-11-04,57,38,53754976.6,2,2,2,222,Low-Value / Inactive
C0387,55063811.6,38,2894,2024-10-26,66,38,55063811.6,2,2,2,222,Low-Value / Inactive
C0388,53499029.0,34,2182,2024-12-12,19,34,53499029.0,4,1,2,412,New / Potential Customers
C0389,56596362.6,33,2232,2024-11-25,36,33,56596362.6,3,1,2,312,Potential / Regular
C0390,67178497.6,35,2582,2024-11-09,52,35,67178497.6,3,1,4,314,Potential / Regular
C0391,54227537.6,35,2274,2024-11-30,31,35,54227537.6,4,1,2,412,New / Potential Customers
C0392,47369152.4,34,1945,2024-12-12,19,34,47369152.4,4,1,1,411,New / Potential Customers
C0393,57683779.4,42,2367,2024-12-18,13,42,57683779.4,5,4,2,542,Potential / Regular
C0394,84930805.8,46,3405,2024-11-21,40,46,84930805.8,3,5,5,355,Loyal Customers
C0395,64514679.8,44,2938,2024-12-20,11,44,64514679.8,5,4,3,543,Loyal Customers
C0396,67383019.2,40,2897,2024-12-07,24,40,67383019.2,4,3,4,434,Loyal Customers
C0397,60279612.2,41,2720,2024-12-17,14,41,60279612.2,4,3,3,433,Loyal Customers
C0398,68352134.0,43,3153,2024-12-02,29,43,68352134.0,4,4,4,444,Champions
C0399,62998360.6,42,2656,2024-12-25,6,42,62998360.6,5,4,3,543,Loyal Customers
C0400,53789410.8,38,2330,2024-10-23,69,38,53789410.8,2,2,2,222,Low-Value / Inactive
C0401,61848709.2,38,2505,2024-10-25,67,38,61848709.2,2,2,3,223,Potential / Regular
C0402,51082966.6,39,2501,2024-07-12,172,39,51082966.6,1,3,1,131,Potential / Regular
C0403,85078442.8,49,3658,2024-12-10,21,49,85078442.8,4,5,5,455,Champions
C0404,57215502.0,35,2374,2024-12-26,5,35,57215502.0,5,1,2,512,New / Potential Customers
C0405,56480507.0,37,2259,2024-06-25,189,37,56480507.0,1,2,2,122,Low-Value / Inactive
C0406,70714584.6,37,2628,2024-10-11,81,37,70714584.6,2,2,4,224,Potential / Regular
C0407,65695217.4,43,2773,2024-12-25,6,43,65695217.4,5,4,3,543,Loyal Customers
C0408,69586523.2,39,2900,2024-11-02,59,39,69586523.2,2,3,4,234,Potential / Regular
C0409,60821412.6,45,2971,2024-10-09,83,45,60821412.6,2,4,3,243,Potential / Regular
C0410,62834152.6,42,2714,2024-11-27,34,42,62834152.6,3,4,3,343,Loyal Customers
C0411,77930913.2,46,3012,2024-12-12,19,46,77930913.2,4,5,5,455,Champions
C0412,49251584.6,37,2070,2024-05-28,217,37,49251584.6,1,2,1,121,Low-Value / Inactive
C0413,69429652.6,46,3109,2024-11-08,53,46,69429652.6,3,5,4,354,Loyal Customers
C0414,69142464.4,44,2672,2024-12-31,0,44,69142464.4,5,4,4,544,Champions
C0415,73386860.0,36,3025,2024-10-11,81,36,73386860.0,2,2,4,224,Potential / Regular
C0416,53927329.4,43,2911,2024-10-20,72,43,53927329.4,2,4,2,242,Potential / Regular
C0417,56892210.6,36,2290,2024-09-11,111,36,56892210.6,1,2,2,122,Low-Value / Inactive
C0418,49957660.0,32,2243,2024-11-14,47,32,49957660.0,3,1,1,311,Potential / Regular
C0419,63139736.8,34,2293,2024-09-30,92,34,63139736.8,1,1,3,113,Potential / Regular
C0420,105420085.2,54,4133,2024-11-22,39,54,105420085.2,3,5,5,355,Loyal Customers
C0421,88158611.2,45,3405,2024-09-17,105,45,88158611.2,1,4,5,145,At-Risk High-Value
C0422,78729224.2,44,3019,2024-11-04,57,44,78729224.2,2,4,5,245,At-Risk High-Value
C0423,55793317.0,35,2455,2024-12-27,4,35,55793317.0,5,1,2,512,New / Potential Customers
C0424,63757994.8,38,3059,2024-09-23,99,38,63757994.8,1,2,3,123,Potential / Regular
C0425,73307047.0,44,2773,2024-12-09,22,44,73307047.0,4,4,4,444,Champions
C0426,60676762.6,40,2623,2024-12-03,28,40,60676762.6,4,3,3,433,Loyal Customers
C0427,60390081.4,46,2646,2024-11-26,35,46,60390081.4,3,5,3,353,Loyal Customers
C0428,72557852.6,45,3061,2024-08-26,127,45,72557852.6,1,4,4,144,At-Risk High-Value
C0429,71560643.6,44,2856,2024-10-21,71,44,71560643.6,2,4,4,244,At-Risk High-Value
C0430,47869210.4,29,2199,2024-10-11,81,29,47869210.4,2,1,1,211,Low-Value / Inactive
C0431,50133961.8,31,2010,2024-07-05,179,31,50133961.8,1,1,1,111,Low-Value / Inactive
C0432,55153813.4,41,2547,2024-10-04,88,41,55153813.4,2,3,2,232,Potential / Regular
C0433,65222517.6,38,3012,2024-08-13,140,38,65222517.6,1,2,3,123,Potential / Regular
C0434,54780833.4,35,2174,2024-10-26,66,35,54780833.4,2,1,2,212,Low-Value / Inactive
C0435,84330852.8,57,3742,2024-11-01,60,57,84330852.8,2,5,5,255,At-Risk High-Value
C0436,63326538.6,38,2905,2024-12-15,16,38,63326538.6,4,2,3,423,New / Potential Customers
C0437,49034632.4,32,2097,2024-12-21,10,32,49034632.4,5,1,1,511,New / Potential Customers
C0438,67257764.0,45,3016,2024-09-01,121,45,67257764.0,1,4,4,144,At-Risk High-Value
C0439,63476155.8,43,2755,2024-12-29,2,43,63476155.8,5,4,3,543,Loyal Customers
C0440,86507191.8,47,3555,2024-10-21,71,47,86507191.8,2,5,5,255,At-Risk High-Value
C0441,52770182.0,35,2635,2024-10-19,73,35,52770182.0,2,1,1,211,Low-Value / Inactive
C0442,60326225.8,36,2373,2024-10-20,72,36,60326225.8,2,2,3,223,Potential / Regular
C0443,66704165.0,43,2920,2024-11-18,43,43,66704165.0,3,4,3,343,Loyal Customers
C0444,59419781.4,35,2853,2024-08-06,147,35,59419781.4,1,1,2,112,Low-Value / Inactive
C0445,62230426.6,30,2285,2024-12-28,3,30,62230426.6,5,1,3,513,New / Potential Customers
C0446,55273239.8,36,2401,2024-10-16,76,36,55273239.8,2,2,2,222,Low-Value / Inactive
C0447,74979355.4,39,3115,2024-12-23,8,39,74979355.4,5,3,4,534,Loyal Customers
C0448,68537789.4,37,2535,2024-12-11,20,37,68537789.4,4,2,4,424,New / Potential Customers
C0449,63310212.0,37,2543,2024-11-19,42,37,63310212.0,3,2,3,323,Potential / Regular
C0450,62233287.4,43,2678,2024-09-12,110,43,62233287.4,1,4,3,143,Potential / Regular
C0451,52353064.4,42,2397,2024-07-06,178,42,52353064.4,1,4,1,141,Potential / Regular
C0452,50797162.6,42,2639,2024-12-27,4,42,50797162.6,5,4,1,541,Potential / Regular
C0453,65818457.0,36,2909,2024-12-31,0,36,65818457.0,5,2,3,523,New / Potential Customers
C0454,46799854.2,37,2154,2024-11-14,47,37,46799854.2,3,2,1,321,Potential / Regular
C0455,73447442.0,40,2848,2024-11-27,34,40,73447442.0,3,3,4,334,Loyal Customers
C0456,34272135.8,29,1677,2024-10-16,76,29,34272135.8,2,1,1,211,Low-Value / Inactive
C0457,61313002.6,35,2723,2024-11-15,46,35,61313002.6,3,1,3,313,Potential / Regular
C0458,61418386.0,43,2970,2024-12-28,3,43,61418386.0,5,4,3,543,Loyal Customers
C0459,79388823.0,45,3116,2024-12-14,17,45,79388823.0,4,4,5,445,Champions
C0460,72367400.6,36,2905,2024-11-25,36,36,72367400.6,3,2,4,324,Potential / Regular
C0461,71054553.4,42,3079,2024-10-31,61,42,71054553.4,2,4,4,244,At-Risk High-Value
C0462,92177113.6,52,3826,2024-11-13,48,52,92177113.6,3,5,5,355,Loyal Customers
C0463,58325024.0,36,2670,2024-08-22,131,36,58325024.0,1,2,2,122,Low-Value / Inactive
C0464,67409135.2,39,2845,2024-09-13,109,39,67409135.2,1,3,4,134,Potential / Regular
C0465,54021591.4,39,2713,2024-12-12,19,39,54021591.4,4,3,2,432,Potential / Regular
C0466,99913868.2,52,3880,2024-12-13,18,52,99913868.2,4,5,5,455,Champions
C0467,67788106.8,55,2898,2024-11-06,55,55,67788106.8,2,5,4,254,At-Risk High-Value
C0468,89417777.4,56,3955,2024-12-31,0,56,89417777.4,5,5,5,555,Champions
C0469,71372672.2,44,3044,2024-12-18,13,44,71372672.2,5,4,4,544,Champions
C0470,54364363.0,44,2622,2024-09-27,95,44,54364363.0,1,4,2,142,Potential / Regular
C0471,74383440.6,42,3064,2024-11-27,34,42,74383440.6,3,4,4,344,Loyal Customers
C0472,58343752.4,37,2818,2024-11-23,38,37,58343752.4,3,2,2,322,Potential / Regular
C0473,51561279.0,31,2056,2024-11-15,46,31,51561279.0,3,1,1,311,Potential / Regular
C0474,53742284.8,35,2257,2024-11-07,54,35,53742284.8,2,1,2,212,Low-Value / Inactive
C0475,97922412.6,58,4343,2024-12-18,13,58,97922412.6,5,5,5,555,Champions
C0476,84202311.6,38,2530,2024-09-29,93,38,84202311.6,1,2,5,125,Potential / Regular
C0477,57871728.4,37,2745,2024-10-13,79,37,57871728.4,2,2,2,222,Low-Value / Inactive
C0478,79015238.4,47,3323,2024-12-29,2,47,79015238.4,5,5,5,555,Champions
C0479,39881485.2,29,1874,2024-10-08,84,29,39881485.2,2,1,1,211,Low-Value / Inactive
C0480,58091138.8,37,2491,2024-11-24,37,37,58091138.8,3,2,2,322,Potential / Regular
C0481,61067778.2,40,2894,2024-12-31,0,40,61067778.2,5,3,3,533,Loyal Customers
C0482,81628023.2,36,2843,2024-12-03,28,36,81628023.2,4,2,5,425,New / Potential Customers
C0483,108672502.0,53,3846,2024-12-18,13,53,108672502.0,5,5,5,555,Champions
C0484,53367824.4,31,2368,2024-11-10,51,31,53367824.4,3,1,2,312,Potential / Regular
C0485,66922042.0,34,2620,2024-10-01,91,34,66922042.0,1,1,3,113,Potential / Regular
C0486,68491843.6,42,3174,2024-10-07,85,42,68491843.6,2,4,4,244,At-Risk High-Value
C0487,46208581.6,31,1910,2024-03-18,288,31,46208581.6,1,1,1,111,Low-Value / Inactive
C0488,74510940.6,40,3168,2024-11-26,35,40,74510940.6,3,3,4,334,Loyal Customers
C0489,78799228.8,51,3366,2024-08-17,136,51,78799228.8,1,5,5,155,At-Risk High-Value
C0490,93900425.2,50,4114,2024-12-29,2,50,93900425.2,5,5,5,555,Champions
C0491,78280966.4,32,2861,2024-07-04,180,32,78280966.4,1,1,5,115,Potential / Regular
C0492,65225924.2,37,2768,2024-11-05,56,37,65225924.2,2,2,3,223,Potential / Regular
C0493,67033833.2,45,3145,2024-11-22,39,45,67033833.2,3,4,3,343,Loyal Customers
C0494,48287535.6,32,2140,2024-11-28,33,32,48287535.6,3,1,1,311,Potential / Regular
C0495,105717422.2,52,3819,2024-11-25,36,52,105717422.2,3,5,5,355,Loyal Customers
C0496,63706971.4,41,2547,2024-12-27,4,41,63706971.4,5,3,3,533,Loyal Customers
C0497,54198333.6,33,2411,2024-12-10,21,33,54198333.6,4,1,2,412,New / Potential Customers
C0498,66413930.8,30,2160,2024-08-19,134,30,66413930.8,1,1,3,113,Potential / Regular
C0499,72950313.2,44,2851,2024-11-29,32,44,72950313.2,4,4,4,444,Champions
C0500,46749033.2,29,2099,2024-12-07,24,29,46749033.2,4,1,1,411,New / Potential Customers
