month,product_id,total_quantity,total_orders,sales_value,product_name,category,previous_month_quantity,demand_change_pct
2020-07,P005,825,68,6971250,Fuel Injector FI-220,Engine,660.0,25.0
2020-08,P005,787,58,6650150,Fuel Injector FI-220,Engine,825.0,-4.6060606060606055
2020-09,P005,628,54,5306600,Fuel Injector FI-220,Engine,787.0,-20.20330368487929
2020-10,P005,655,54,5534750,Fuel Injector FI-220,Engine,628.0,4.2993630573248405
2020-11,P005,599,54,5061550,Fuel Injector FI-220,Engine,655.0,-8.549618320610687
2020-12,P005,634,56,5357300,Fuel Injector FI-220,Engine,599.0,5.843071786310518
2021-01,P005,804,65,6793800,Fuel Injector FI-220,Engine,634.0,26.813880126182966
2021-02,P005,620,47,5239000,Fuel Injector FI-220,Engine,804.0,-22.885572139303484
2021-03,P005,608,54,5137600,Fuel Injector FI-220,Engine,620.0,-1.935483870967742
2021-04,P005,641,53,5416450,Fuel Injector FI-220,Engine,608.0,5.427631578947369
2021-05,P005,756,58,6388200,Fuel Injector FI-220,Engine,641.0,17.94071762870515
2021-06,P005,617,54,5213650,Fuel Injector FI-220,Engine,756.0,-18.386243386243386
2021-07,P005,492,46,4157400,Fuel Injector FI-220,Engine,617.0,-20.25931928687196
2021-08,P005,646,52,5458700,Fuel Injector FI-220,Engine,492.0,31.300813008130078
2021-09,P005,467,47,3946150,Fuel Injector FI-220,Engine,646.0,-27.708978328173373
2021-10,P005,854,64,7216300,Fuel Injector FI-220,Engine,467.0,82.86937901498929
2021-11,P005,767,63,6481150,Fuel Injector FI-220,Engine,854.0,-10.187353629976581
2021-12,P005,549,49,4639050,Fuel Injector FI-220,Engine,767.0,-28.42242503259452
2022-01,P005,813,64,6869850,Fuel Injector FI-220,Engine,549.0,48.08743169398907
2022-02,P005,420,41,3549000,Fuel Injector FI-220,Engine,813.0,-48.33948339483395
2022-03,P005,441,49,3726450,Fuel Injector FI-220,Engine,420.0,5.0
2022-04,P005,600,55,5070000,Fuel Injector FI-220,Engine,441.0,36.054421768707485
2022-05,P005,616,51,5205200,Fuel Injector FI-220,Engine,600.0,2.666666666666667
2022-06,P005,586,54,4951700,Fuel Injector FI-220,Engine,616.0,-4.870129870129871
2022-07,P005,536,47,4529200,Fuel Injector FI-220,Engine,586.0,-8.532423208191126
2022-08,P005,754,63,6371300,Fuel Injector FI-220,Engine,536.0,40.67164179104478
2022-09,P005,597,48,5044650,Fuel Injector FI-220,Engine,754.0,-20.822281167108752
2022-10,P005,657,55,5551650,Fuel Injector FI-220,Engine,597.0,10.050251256281408
2022-11,P005,347,41,2932150,Fuel Injector FI-220,Engine,657.0,-47.1841704718417
2022-12,P005,551,43,4655950,Fuel Injector FI-220,Engine,347.0,58.789625360230545
2023-01,P005,507,46,4284150,Fuel Injector FI-220,Engine,551.0,-7.985480943738657
2023-02,P005,586,52,4951700,Fuel Injector FI-220,Engine,507.0,15.581854043392504
2023-03,P005,782,60,6607900,Fuel Injector FI-220,Engine,586.0,33.44709897610921
2023-04,P005,741,56,6261450,Fuel Injector FI-220,Engine,782.0,-5.242966751918159
2023-05,P005,564,45,4765800,Fuel Injector FI-220,Engine,741.0,-23.88663967611336
2023-06,P005,687,53,5805150,Fuel Injector FI-220,Engine,564.0,21.808510638297875
2023-07,P005,777,69,6565650,Fuel Injector FI-220,Engine,687.0,13.100436681222707
2023-08,P005,714,57,6033300,Fuel Injector FI-220,Engine,777.0,-8.108108108108109
2023-09,P005,718,60,6067100,Fuel Injector FI-220,Engine,714.0,0.5602240896358543
2023-10,P005,653,51,5517850,Fuel Injector FI-220,Engine,718.0,-9.052924791086351
2023-11,P005,546,50,4613700,Fuel Injector FI-220,Engine,653.0,-16.38591117917305
2023-12,P005,612,50,5171400,Fuel Injector FI-220,Engine,546.0,12.087912087912088
2024-01,P005,651,58,5500950,Fuel Injector FI-220,Engine,612.0,6.372549019607843
2024-02,P005,638,54,5391100,Fuel Injector FI-220,Engine,651.0,-1.9969278033794162
2024-03,P005,488,48,4123600,Fuel Injector FI-220,Engine,638.0,-23.510971786833856
2024-04,P005,516,44,4360200,Fuel Injector FI-220,Engine,488.0,5.737704918032787
2024-05,P005,579,49,4892550,Fuel Injector FI-220,Engine,516.0,12.209302325581394
2024-06,P005,686,58,5796700,Fuel Injector FI-220,Engine,579.0,18.48013816925734
2024-07,P005,439,41,3709550,Fuel Injector FI-220,Engine,686.0,-36.005830903790084
2024-08,P005,693,58,5855850,Fuel Injector FI-220,Engine,439.0,57.85876993166287
2024-09,P005,613,52,5179850,Fuel Injector FI-220,Engine,693.0,-11.544011544011545
2024-10,P005,445,39,3760250,Fuel Injector FI-220,Engine,613.0,-27.40619902120718
2024-11,P005,598,53,5053100,Fuel Injector FI-220,Engine,445.0,34.38202247191011
2024-12,P005,634,48,5357300,Fuel Injector FI-220,Engine,598.0,6.0200668896321075
2019-01,P006,474,46,5308800,Alternator ALT-500,Electrical,,
2019-02,P006,623,52,6977600,Alternator ALT-500,Electrical,474.0,31.434599156118143
2019-03,P006,579,57,6484800,Alternator ALT-500,Electrical,623.0,-7.062600321027287
2019-04,P006,434,42,4860800,Alternator ALT-500,Electrical,579.0,-25.043177892918827
2019-05,P006,507,51,5678400,Alternator ALT-500,Electrical,434.0,16.82027649769585
2019-06,P006,632,52,7078400,Alternator ALT-500,Electrical,507.0,24.65483234714004
2019-07,P006,715,57,8008000,Alternator ALT-500,Electrical,632.0,13.132911392405063
2019-08,P006,477,46,5342400,Alternator ALT-500,Electrical,715.0,-33.28671328671329
2019-09,P006,559,42,6260800,Alternator ALT-500,Electrical,477.0,17.19077568134172
2019-10,P006,697,52,7806400,Alternator ALT-500,Electrical,559.0,24.686940966010734
2019-11,P006,595,54,6664000,Alternator ALT-500,Electrical,697.0,-14.634146341463413
2019-12,P006,595,54,6664000,Alternator ALT-500,Electrical,595.0,0.0
2020-01,P006,612,57,6854400,Alternator ALT-500,Electrical,595.0,2.857142857142857
2020-02,P006,344,34,3852800,Alternator ALT-500,Electrical,612.0,-43.790849673202615
2020-03,P006,516,41,5779200,Alternator ALT-500,Electrical,344.0,50.0
2020-04,P006,516,45,5779200,Alternator ALT-500,Electrical,516.0,0.0
2020-05,P006,794,70,8892800,Alternator ALT-500,Electrical,516.0,53.875968992248055
2020-06,P006,659,52,7380800,Alternator ALT-500,Electrical,794.0,-17.002518891687657
2020-07,P006,921,72,10315200,Alternator ALT-500,Electrical,659.0,39.75720789074355
2020-08,P006,801,71,8971200,Alternator ALT-500,Electrical,921.0,-13.029315960912053
2020-09,P006,750,57,8400000,Alternator ALT-500,Electrical,801.0,-6.367041198501873
2020-10,P006,594,52,6652800,Alternator ALT-500,Electrical,750.0,-20.8
2020-11,P006,608,50,6809600,Alternator ALT-500,Electrical,594.0,2.356902356902357
2020-12,P006,774,63,8668800,Alternator ALT-500,Electrical,608.0,27.302631578947366
2021-01,P006,694,56,7772800,Alternator ALT-500,Electrical,774.0,-10.335917312661499
2021-02,P006,849,62,9508800,Alternator ALT-500,Electrical,694.0,22.334293948126803
2021-03,P006,700,61,7840000,Alternator ALT-500,Electrical,849.0,-17.550058892815077
2021-04,P006,587,52,6574400,Alternator ALT-500,Electrical,700.0,-16.142857142857142
2021-05,P006,608,47,6809600,Alternator ALT-500,Electrical,587.0,3.577512776831346
2021-06,P006,661,48,7403200,Alternator ALT-500,Electrical,608.0,8.717105263157894
2021-07,P006,451,45,5051200,Alternator ALT-500,Electrical,661.0,-31.77004538577912
2021-08,P006,736,60,8243200,Alternator ALT-500,Electrical,451.0,63.19290465631929
2021-09,P006,636,57,7123200,Alternator ALT-500,Electrical,736.0,-13.586956521739129
2021-10,P006,707,59,7918400,Alternator ALT-500,Electrical,636.0,11.163522012578616
2021-11,P006,744,67,8332800,Alternator ALT-500,Electrical,707.0,5.233380480905233
2021-12,P006,715,57,8008000,Alternator ALT-500,Electrical,744.0,-3.8978494623655915
2022-01,P006,606,53,6787200,Alternator ALT-500,Electrical,715.0,-15.244755244755245
2022-02,P006,722,62,8086400,Alternator ALT-500,Electrical,606.0,19.141914191419144
2022-03,P006,773,65,8657600,Alternator ALT-500,Electrical,722.0,7.063711911357341
2022-04,P006,565,48,6328000,Alternator ALT-500,Electrical,773.0,-26.90815006468305
2022-05,P006,692,65,7750400,Alternator ALT-500,Electrical,565.0,22.477876106194692
2022-06,P006,552,49,6182400,Alternator ALT-500,Electrical,692.0,-20.23121387283237
2022-07,P006,652,50,7302400,Alternator ALT-500,Electrical,552.0,18.115942028985508
2022-08,P006,640,51,7168000,Alternator ALT-500,Electrical,652.0,-1.8404907975460123
2022-09,P006,810,60,9072000,Alternator ALT-500,Electrical,640.0,26.5625
2022-10,P006,558,51,6249600,Alternator ALT-500,Electrical,810.0,-31.11111111111111
2022-11,P006,610,50,6832000,Alternator ALT-500,Electrical,558.0,9.31899641577061
2022-12,P006,600,50,6720000,Alternator ALT-500,Electrical,610.0,-1.639344262295082
2023-01,P006,662,43,7414400,Alternator ALT-500,Electrical,600.0,10.333333333333334
2023-02,P006,730,57,8176000,Alternator ALT-500,Electrical,662.0,10.27190332326284
2023-03,P006,635,54,7112000,Alternator ALT-500,Electrical,730.0,-13.013698630136986
2023-04,P006,675,53,7560000,Alternator ALT-500,Electrical,635.0,6.299212598425196
2023-05,P006,688,55,7705600,Alternator ALT-500,Electrical,675.0,1.925925925925926
2023-06,P006,724,58,8108800,Alternator ALT-500,Electrical,688.0,5.232558139534884
2023-07,P006,771,61,8635200,Alternator ALT-500,Electrical,724.0,6.49171270718232
2023-08,P006,672,59,7526400,Alternator ALT-500,Electrical,771.0,-12.840466926070038
2023-09,P006,822,66,9206400,Alternator ALT-500,Electrical,672.0,22.321428571428573
2023-10,P006,595,51,6664000,Alternator ALT-500,Electrical,822.0,-27.61557177615572
2023-11,P006,551,50,6171200,Alternator ALT-500,Electrical,595.0,-7.394957983193278
2023-12,P006,588,55,6585600,Alternator ALT-500,Electrical,551.0,6.715063520871143
2024-01,P006,812,67,9094400,Alternator ALT-500,Electrical,588.0,38.095238095238095
2024-02,P006,726,51,8131200,Alternator ALT-500,Electrical,812.0,-10.591133004926109
2024-03,P006,652,60,7302400,Alternator ALT-500,Electrical,726.0,-10.192837465564738
2024-04,P006,688,54,7705600,Alternator ALT-500,Electrical,652.0,5.521472392638037
2024-05,P006,565,47,6328000,Alternator ALT-500,Electrical,688.0,-17.87790697674419
2024-06,P006,553,58,6193600,Alternator ALT-500,Electrical,565.0,-2.1238938053097343
2024-07,P006,678,57,7593600,Alternator ALT-500,Electrical,553.0,22.60397830018083
2024-08,P006,748,62,8377600,Alternator ALT-500,Electrical,678.0,10.32448377581121
2024-09,P006,701,60,7851200,Alternator ALT-500,Electrical,748.0,-6.283422459893048
2024-10,P006,783,64,8769600,Alternator ALT-500,Electrical,701.0,11.697574893009985
2024-11,P006,541,48,6059200,Alternator ALT-500,Electrical,783.0,-30.906768837803323
2024-12,P006,527,52,5902400,Alternator ALT-500,Electrical,541.0,-2.5878003696857674
2019-01,P007,517,47,749650,Hydraulic Hose HH-60,Hydraulic,,
2019-02,P007,612,47,887400,Hydraulic Hose HH-60,Hydraulic,517.0,18.3752417794971
2019-03,P007,779,61,1129550,Hydraulic Hose HH-60,Hydraulic,612.0,27.287581699346404
2019-04,P007,525,43,761250,Hydraulic Hose HH-60,Hydraulic,779.0,-32.60590500641848
2019-05,P007,601,53,871450,Hydraulic Hose HH-60,Hydraulic,525.0,14.476190476190476
2019-06,P007,777,57,1126650,Hydraulic Hose HH-60,Hydraulic,601.0,29.28452579034942
2019-07,P007,563,50,816350,Hydraulic Hose HH-60,Hydraulic,777.0,-27.54182754182754
2019-08,P007,687,54,996150,Hydraulic Hose HH-60,Hydraulic,563.0,22.02486678507993
2019-09,P007,668,56,968600,Hydraulic Hose HH-60,Hydraulic,687.0,-2.7656477438136826
2019-10,P007,627,55,909150,Hydraulic Hose HH-60,Hydraulic,668.0,-6.137724550898203
2019-11,P007,664,50,962800,Hydraulic Hose HH-60,Hydraulic,627.0,5.901116427432217
2019-12,P007,531,46,769950,Hydraulic Hose HH-60,Hydraulic,664.0,-20.03012048192771
2020-01,P007,584,50,846800,Hydraulic Hose HH-60,Hydraulic,531.0,9.981167608286253
2020-02,P007,622,51,901900,Hydraulic Hose HH-60,Hydraulic,584.0,6.506849315068493
2020-03,P007,635,55,920750,Hydraulic Hose HH-60,Hydraulic,622.0,2.090032154340836
2020-04,P007,605,47,877250,Hydraulic Hose HH-60,Hydraulic,635.0,-4.724409448818897
2020-05,P007,582,55,843900,Hydraulic Hose HH-60,Hydraulic,605.0,-3.8016528925619832
2020-06,P007,673,57,975850,Hydraulic Hose HH-60,Hydraulic,582.0,15.63573883161512
2020-07,P007,823,65,1193350,Hydraulic Hose HH-60,Hydraulic,673.0,22.288261515601786
2020-08,P007,761,57,1103450,Hydraulic Hose HH-60,Hydraulic,823.0,-7.533414337788578
2020-09,P007,571,48,827950,Hydraulic Hose HH-60,Hydraulic,761.0,-24.96714848883049
2020-10,P007,745,58,1080250,Hydraulic Hose HH-60,Hydraulic,571.0,30.472854640980735
2020-11,P007,720,54,1044000,Hydraulic Hose HH-60,Hydraulic,745.0,-3.3557046979865772
2020-12,P007,612,51,887400,Hydraulic Hose HH-60,Hydraulic,720.0,-15.0
2021-01,P007,672,62,974400,Hydraulic Hose HH-60,Hydraulic,612.0,9.803921568627452
2021-02,P007,547,47,793150,Hydraulic Hose HH-60,Hydraulic,672.0,-18.601190476190478
2021-03,P007,549,50,796050,Hydraulic Hose HH-60,Hydraulic,547.0,0.3656307129798903
2021-04,P007,678,55,983100,Hydraulic Hose HH-60,Hydraulic,549.0,23.497267759562842
2021-05,P007,530,45,768500,Hydraulic Hose HH-60,Hydraulic,678.0,-21.828908554572273
2021-06,P007,666,56,965700,Hydraulic Hose HH-60,Hydraulic,530.0,25.660377358490567
2021-07,P007,713,61,1033850,Hydraulic Hose HH-60,Hydraulic,666.0,7.057057057057057
2021-08,P007,721,54,1045450,Hydraulic Hose HH-60,Hydraulic,713.0,1.1220196353436185
2021-09,P007,659,51,955550,Hydraulic Hose HH-60,Hydraulic,721.0,-8.599167822468793
2021-10,P007,902,65,1307900,Hydraulic Hose HH-60,Hydraulic,659.0,36.874051593323216
2021-11,P007,711,63,1030950,Hydraulic Hose HH-60,Hydraulic,902.0,-21.175166297117517
2021-12,P007,794,72,1151300,Hydraulic Hose HH-60,Hydraulic,711.0,11.673699015471167
2022-01,P007,487,41,706150,Hydraulic Hose HH-60,Hydraulic,794.0,-38.66498740554156
2022-02,P007,558,51,809100,Hydraulic Hose HH-60,Hydraulic,487.0,14.579055441478438
2022-03,P007,889,65,1289050,Hydraulic Hose HH-60,Hydraulic,558.0,59.318996415770606
2022-04,P007,628,58,910600,Hydraulic Hose HH-60,Hydraulic,889.0,-29.358830146231725
2022-05,P007,729,61,1057050,Hydraulic Hose HH-60,Hydraulic,628.0,16.0828025477707
2022-06,P007,599,50,868550,Hydraulic Hose HH-60,Hydraulic,729.0,-17.832647462277095
2022-07,P007,682,53,988900,Hydraulic Hose HH-60,Hydraulic,599.0,13.856427378964941
2022-08,P007,608,57,881600,Hydraulic Hose HH-60,Hydraulic,682.0,-10.850439882697946
2022-09,P007,681,59,987450,Hydraulic Hose HH-60,Hydraulic,608.0,12.006578947368421
2022-10,P007,594,48,861300,Hydraulic Hose HH-60,Hydraulic,681.0,-12.77533039647577
2022-11,P007,690,57,1000500,Hydraulic Hose HH-60,Hydraulic,594.0,16.161616161616163
2022-12,P007,791,56,1146950,Hydraulic Hose HH-60,Hydraulic,690.0,14.637681159420291
2023-01,P007,550,46,797500,Hydraulic Hose HH-60,Hydraulic,791.0,-30.467762326169407
2023-02,P007,561,53,813450,Hydraulic Hose HH-60,Hydraulic,550.0,2.0
2023-03,P007,690,58,1000500,Hydraulic Hose HH-60,Hydraulic,561.0,22.994652406417114
2023-04,P007,577,51,836650,Hydraulic Hose HH-60,Hydraulic,690.0,-16.3768115942029
2023-05,P007,703,59,1019350,Hydraulic Hose HH-60,Hydraulic,577.0,21.837088388214905
2023-06,P007,606,56,878700,Hydraulic Hose HH-60,Hydraulic,703.0,-13.79800853485064
2023-07,P007,602,52,872900,Hydraulic Hose HH-60,Hydraulic,606.0,-0.6600660066006601
2023-08,P007,585,50,848250,Hydraulic Hose HH-60,Hydraulic,602.0,-2.823920265780731
2023-09,P007,680,65,986000,Hydraulic Hose HH-60,Hydraulic,585.0,16.23931623931624
2023-10,P007,597,54,865650,Hydraulic Hose HH-60,Hydraulic,680.0,-12.205882352941176
2023-11,P007,670,59,971500,Hydraulic Hose HH-60,Hydraulic,597.0,12.227805695142377
2023-12,P007,612,56,887400,Hydraulic Hose HH-60,Hydraulic,670.0,-8.656716417910449
2024-01,P007,700,53,1015000,Hydraulic Hose HH-60,Hydraulic,612.0,14.37908496732026
2024-02,P007,603,56,874350,Hydraulic Hose HH-60,Hydraulic,700.0,-13.857142857142858
2024-03,P007,556,50,806200,Hydraulic Hose HH-60,Hydraulic,603.0,-7.79436152570481
2024-04,P007,499,47,723550,Hydraulic Hose HH-60,Hydraulic,556.0,-10.251798561151078
2024-05,P007,677,55,981650,Hydraulic Hose HH-60,Hydraulic,499.0,35.671342685370746
2024-06,P007,599,56,868550,Hydraulic Hose HH-60,Hydraulic,677.0,-11.521418020679468
2024-07,P007,666,57,965700,Hydraulic Hose HH-60,Hydraulic,599.0,11.185308848080133
2024-08,P007,733,61,1062850,Hydraulic Hose HH-60,Hydraulic,666.0,10.06006006006006
2024-09,P007,636,57,922200,Hydraulic Hose HH-60,Hydraulic,733.0,-13.233287858117325
2024-10,P007,689,51,999050,Hydraulic Hose HH-60,Hydraulic,636.0,8.333333333333332
2024-11,P007,518,51,751100,Hydraulic Hose HH-60,Hydraulic,689.0,-24.818577648766325
2024-12,P007,597,49,865650,Hydraulic Hose HH-60,Hydraulic,518.0,15.250965250965251
2019-01,P008,586,55,339880,Bucket Tooth BT-10,Attachments,,
2019-02,P008,515,49,298700,Bucket Tooth BT-10,Attachments,586.0,-12.1160409556314
2019-03,P008,620,53,359600,Bucket Tooth BT-10,Attachments,515.0,20.388349514563107
2019-04,P008,823,59,477340,Bucket Tooth BT-10,Attachments,620.0,32.74193548387097
2019-05,P008,609,55,353220,Bucket Tooth BT-10,Attachments,823.0,-26.00243013365735
2019-06,P008,500,42,290000,Bucket Tooth BT-10,Attachments,609.0,-17.898193760262725
2019-07,P008,857,70,497060,Bucket Tooth BT-10,Attachments,500.0,71.39999999999999
2019-08,P008,700,61,406000,Bucket Tooth BT-10,Attachments,857.0,-18.319719953325556
2019-09,P008,516,49,299280,Bucket Tooth BT-10,Attachments,700.0,-26.285714285714285
2019-10,P008,514,47,298120,Bucket Tooth BT-10,Attachments,516.0,-0.3875968992248062
2019-11,P008,582,44,337560,Bucket Tooth BT-10,Attachments,514.0,13.229571984435799
2019-12,P008,597,55,346260,Bucket Tooth BT-10,Attachments,582.0,2.5773195876288657
2020-01,P008,490,45,284200,Bucket Tooth BT-10,Attachments,597.0,-17.922948073701843
2020-02,P008,608,51,352640,Bucket Tooth BT-10,Attachments,490.0,24.081632653061224
2020-03,P008,664,51,385120,Bucket Tooth BT-10,Attachments,608.0,9.210526315789473
2020-04,P008,536,51,310880,Bucket Tooth BT-10,Attachments,664.0,-19.27710843373494
2020-05,P008,747,66,433260,Bucket Tooth BT-10,Attachments,536.0,39.365671641791046
2020-06,P008,731,64,423980,Bucket Tooth BT-10,Attachments,747.0,-2.14190093708166
2020-07,P008,687,56,398460,Bucket Tooth BT-10,Attachments,731.0,-6.019151846785226
2020-08,P008,616,48,357280,Bucket Tooth BT-10,Attachments,687.0,-10.334788937409025
2020-09,P008,557,48,323060,Bucket Tooth BT-10,Attachments,616.0,-9.577922077922079
2020-10,P008,700,59,406000,Bucket Tooth BT-10,Attachments,557.0,25.673249551166965
2020-11,P008,662,59,383960,Bucket Tooth BT-10,Attachments,700.0,-5.428571428571429
2020-12,P008,786,67,455880,Bucket Tooth BT-10,Attachments,662.0,18.731117824773413
2021-01,P008,630,51,365400,Bucket Tooth BT-10,Attachments,786.0,-19.84732824427481
2021-02,P008,645,51,374100,Bucket Tooth BT-10,Attachments,630.0,2.380952380952381
2021-03,P008,484,50,280720,Bucket Tooth BT-10,Attachments,645.0,-24.96124031007752
2021-04,P008,593,55,343940,Bucket Tooth BT-10,Attachments,484.0,22.520661157024794
2021-05,P008,678,52,393240,Bucket Tooth BT-10,Attachments,593.0,14.333895446880272
2021-06,P008,522,46,302760,Bucket Tooth BT-10,Attachments,678.0,-23.008849557522122
2021-07,P008,676,57,392080,Bucket Tooth BT-10,Attachments,522.0,29.50191570881226
2021-08,P008,614,48,356120,Bucket Tooth BT-10,Attachments,676.0,-9.171597633136095
2021-09,P008,866,70,502280,Bucket Tooth BT-10,Attachments,614.0,41.042345276872965
2021-10,P008,663,55,384540,Bucket Tooth BT-10,Attachments,866.0,-23.44110854503464
2021-11,P008,603,49,349740,Bucket Tooth BT-10,Attachments,663.0,-9.049773755656108
2021-12,P008,545,49,316100,Bucket Tooth BT-10,Attachments,603.0,-9.618573797678277
2022-01,P008,551,57,319580,Bucket Tooth BT-10,Attachments,545.0,1.1009174311926606
2022-02,P008,642,49,372360,Bucket Tooth BT-10,Attachments,551.0,16.515426497277677
2022-03,P008,485,44,281300,Bucket Tooth BT-10,Attachments,642.0,-24.45482866043614
2022-04,P008,657,50,381060,Bucket Tooth BT-10,Attachments,485.0,35.4639175257732
2022-05,P008,805,64,466900,Bucket Tooth BT-10,Attachments,657.0,22.526636225266362
2022-06,P008,484,46,280720,Bucket Tooth BT-10,Attachments,805.0,-39.87577639751553
2022-07,P008,748,59,433840,Bucket Tooth BT-10,Attachments,484.0,54.54545454545454
2022-08,P008,460,43,266800,Bucket Tooth BT-10,Attachments,748.0,-38.50267379679144
2022-09,P008,527,48,305660,Bucket Tooth BT-10,Attachments,460.0,14.565217391304348
2022-10,P008,747,59,433260,Bucket Tooth BT-10,Attachments,527.0,41.745730550284634
2022-11,P008,686,50,397880,Bucket Tooth BT-10,Attachments,747.0,-8.165997322623829
2022-12,P008,597,48,346260,Bucket Tooth BT-10,Attachments,686.0,-12.973760932944606
2023-01,P008,834,63,483720,Bucket Tooth BT-10,Attachments,597.0,39.698492462311556
2023-02,P008,416,42,241280,Bucket Tooth BT-10,Attachments,834.0,-50.11990407673861
2023-03,P008,609,49,353220,Bucket Tooth BT-10,Attachments,416.0,46.394230769230774
2023-04,P008,695,54,403100,Bucket Tooth BT-10,Attachments,609.0,14.12151067323481
2023-05,P008,525,51,304500,Bucket Tooth BT-10,Attachments,695.0,-24.46043165467626
2023-06,P008,506,43,293480,Bucket Tooth BT-10,Attachments,525.0,-3.619047619047619
2023-07,P008,640,58,371200,Bucket Tooth BT-10,Attachments,506.0,26.48221343873518
2023-08,P008,663,53,384540,Bucket Tooth BT-10,Attachments,640.0,3.5937499999999996
2023-09,P008,835,67,484300,Bucket Tooth BT-10,Attachments,663.0,25.94268476621418
2023-10,P008,575,50,333500,Bucket Tooth BT-10,Attachments,835.0,-31.137724550898206
2023-11,P008,522,55,302760,Bucket Tooth BT-10,Attachments,575.0,-9.217391304347826
2023-12,P008,667,58,386860,Bucket Tooth BT-10,Attachments,522.0,27.77777777777778
2024-01,P008,583,53,338140,Bucket Tooth BT-10,Attachments,667.0,-12.593703148425787
2024-02,P008,685,54,397300,Bucket Tooth BT-10,Attachments,583.0,17.495711835334475
2024-03,P008,655,50,379900,Bucket Tooth BT-10,Attachments,685.0,-4.37956204379562
2024-04,P008,640,63,371200,Bucket Tooth BT-10,Attachments,655.0,-2.2900763358778624
2024-05,P008,673,54,390340,Bucket Tooth BT-10,Attachments,640.0,5.15625
2024-06,P008,768,60,445440,Bucket Tooth BT-10,Attachments,673.0,14.115898959881129
2024-07,P008,609,47,353220,Bucket Tooth BT-10,Attachments,768.0,-20.703125
2024-08,P008,714,59,414120,Bucket Tooth BT-10,Attachments,609.0,17.24137931034483
2024-09,P008,495,44,287100,Bucket Tooth BT-10,Attachments,714.0,-30.672268907563026
2024-10,P008,536,53,310880,Bucket Tooth BT-10,Attachments,495.0,8.282828282828284
2024-11,P008,666,63,386280,Bucket Tooth BT-10,Attachments,536.0,24.253731343283583
2024-12,P008,754,63,437320,Bucket Tooth BT-10,Attachments,666.0,13.213213213213212
2019-01,P009,578,58,8612200,Starter Motor SM-700,Electrical,,
2019-02,P009,465,41,6928500,Starter Motor SM-700,Electrical,578.0,-19.55017301038062
2019-03,P009,801,67,11934900,Starter Motor SM-700,Electrical,465.0,72.25806451612902
2019-04,P009,587,46,8746300,Starter Motor SM-700,Electrical,801.0,-26.716604244694132
2019-05,P009,690,49,10281000,Starter Motor SM-700,Electrical,587.0,17.54684838160136
2019-06,P009,745,57,11100500,Starter Motor SM-700,Electrical,690.0,7.971014492753622
2019-07,P009,669,58,9968100,Starter Motor SM-700,Electrical,745.0,-10.201342281879194
2019-08,P009,808,60,12039200,Starter Motor SM-700,Electrical,669.0,20.777279521674142
2019-09,P009,460,48,6854000,Starter Motor SM-700,Electrical,808.0,-43.06930693069307
2019-10,P009,590,50,8791000,Starter Motor SM-700,Electrical,460.0,28.26086956521739
2019-11,P009,661,62,9848900,Starter Motor SM-700,Electrical,590.0,12.033898305084746
2019-12,P009,643,55,9580700,Starter Motor SM-700,Electrical,661.0,-2.723146747352496
2020-01,P009,610,48,9089000,Starter Motor SM-700,Electrical,643.0,-5.132192846034215
2020-02,P009,643,58,9580700,Starter Motor SM-700,Electrical,610.0,5.409836065573771
2020-03,P009,591,47,8805900,Starter Motor SM-700,Electrical,643.0,-8.087091757387247
2020-04,P009,526,42,7837400,Starter Motor SM-700,Electrical,591.0,-10.998307952622675
2020-05,P009,878,71,13082200,Starter Motor SM-700,Electrical,526.0,66.92015209125475
2020-06,P009,609,48,9074100,Starter Motor SM-700,Electrical,878.0,-30.637813211845106
2020-07,P009,853,78,12709700,Starter Motor SM-700,Electrical,609.0,40.06568144499179
2020-08,P009,697,60,10385300,Starter Motor SM-700,Electrical,853.0,-18.2883939038687
2020-09,P009,654,56,9744600,Starter Motor SM-700,Electrical,697.0,-6.169296987087518
2020-10,P009,552,47,8224800,Starter Motor SM-700,Electrical,654.0,-15.59633027522936
2020-11,P009,668,55,9953200,Starter Motor SM-700,Electrical,552.0,21.014492753623188
2020-12,P009,867,65,12918300,Starter Motor SM-700,Electrical,668.0,29.790419161676645
2021-01,P009,556,49,8284400,Starter Motor SM-700,Electrical,867.0,-35.870818915801614
2021-02,P009,453,41,6749700,Starter Motor SM-700,Electrical,556.0,-18.525179856115106
2021-03,P009,586,52,8731400,Starter Motor SM-700,Electrical,453.0,29.3598233995585
2021-04,P009,559,46,8329100,Starter Motor SM-700,Electrical,586.0,-4.607508532423208
2021-05,P009,541,55,8060900,Starter Motor SM-700,Electrical,559.0,-3.2200357781753133
2021-06,P009,514,43,7658600,Starter Motor SM-700,Electrical,541.0,-4.990757855822551
2021-07,P009,711,57,10593900,Starter Motor SM-700,Electrical,514.0,38.32684824902724
2021-08,P009,585,52,8716500,Starter Motor SM-700,Electrical,711.0,-17.72151898734177
2021-09,P009,714,53,10638600,Starter Motor SM-700,Electrical,585.0,22.05128205128205
2021-10,P009,804,57,11979600,Starter Motor SM-700,Electrical,714.0,12.605042016806722
2021-11,P009,682,61,10161800,Starter Motor SM-700,Electrical,804.0,-15.17412935323383
2021-12,P009,682,55,10161800,Starter Motor SM-700,Electrical,682.0,0.0
2022-01,P009,626,49,9327400,Starter Motor SM-700,Electrical,682.0,-8.211143695014663
2022-02,P009,455,36,6779500,Starter Motor SM-700,Electrical,626.0,-27.316293929712458
