product_id,branch_id,total_incoming,total_outgoing,total_adjustments,movement_count,opening_stock,current_stock,expected_stock,stock_variance,absolute_variance,shrinkage_pct,shrinkage_class,anomaly_event_count,total_anomaly_volume,max_daily_quantity,high_frequency_events,volume_anomaly_events,shrinkage_risk_points,anomaly_risk_points,frequency_risk_points,operational_risk_score,operational_risk_class,primary_risk_driver,operational_risk_rank
P020,PUN001,108105,5604,343,1219,80,102734,102924,-190,190,-0.1846022307722203,High Shrinkage,15,6237,895,12,5,50,40,10,100,High Risk,Stock Shrinkage,159
P018,KOL001,103536,7193,291,1342,161,96607,96795,-188,188,-0.1942249083113797,High Shrinkage,32,11899,815,22,11,50,40,10,100,High Risk,Stock Shrinkage,160
P016,HYD001,110929,5041,235,1185,103,106040,106226,-186,186,-0.1750983751623896,High Shrinkage,24,11431,806,13,15,50,40,10,100,High Risk,Stock Shrinkage,161
P018,PUN001,116597,5196,154,1271,155,111530,111710,-180,180,-0.1611315012084862,High Shrinkage,26,11851,921,18,13,50,40,10,100,High Risk,Stock Shrinkage,162
P019,AHM001,111789,6604,161,1364,217,105387,105563,-176,176,-0.1667250835993672,High Shrinkage,30,12350,840,27,10,50,40,10,100,High Risk,Stock Shrinkage,163
P029,CHN001,108913,7667,403,1424,97,101572,101746,-174,174,-0.1710140939201541,High Shrinkage,24,10141,847,17,11,50,40,10,100,High Risk,Stock Shrinkage,164
P025,DEL001,115027,5304,201,1227,180,109936,110104,-168,168,-0.1525830124246167,High Shrinkage,32,17414,926,19,21,50,40,10,100,High Risk,Stock Shrinkage,165
P019,KOL001,95724,7135,334,1313,92,88853,89015,-162,162,-0.1819917991349772,High Shrinkage,28,9902,759,22,10,50,40,10,100,High Risk,Stock Shrinkage,166
P004,CHN001,111231,7520,254,1424,171,103984,104136,-152,152,-0.1459629714988092,High Shrinkage,34,15891,1011,26,15,50,40,10,100,High Risk,Stock Shrinkage,167
P022,KOL001,106033,6906,448,1346,265,99690,99840,-150,150,-0.1502403846153846,High Shrinkage,24,9343,843,17,10,50,40,10,100,High Risk,Stock Shrinkage,168
P018,HYD001,117593,4954,254,1229,210,112953,113103,-150,150,-0.1326224768573778,High Shrinkage,20,9657,751,15,12,50,40,10,100,High Risk,Stock Shrinkage,169
P001,DEL001,121433,5859,298,1311,196,115928,116068,-140,140,-0.1206189475135265,High Shrinkage,29,14125,841,20,17,50,40,10,100,High Risk,Stock Shrinkage,170
P016,CHN001,119217,7680,424,1487,180,112003,112141,-138,138,-0.1230593627665171,High Shrinkage,30,11483,691,21,12,50,40,10,100,High Risk,Stock Shrinkage,171
P003,CHN001,115420,7934,293,1506,191,107840,107970,-130,130,-0.12040381587478,High Shrinkage,35,15475,751,25,15,50,40,10,100,High Risk,Stock Shrinkage,172
P024,KOL001,119031,7162,304,1433,155,112198,112328,-130,130,-0.11573249768535,High Shrinkage,32,14433,773,25,13,50,40,10,100,High Risk,Stock Shrinkage,173
P006,PUN001,116157,5467,242,1253,210,111016,111142,-126,126,-0.1133684835615698,High Shrinkage,30,13272,1014,21,12,50,40,10,100,High Risk,Stock Shrinkage,174
P008,DEL001,112248,5914,157,1275,298,106667,106789,-122,122,-0.1142439764395209,High Shrinkage,31,14006,1007,20,15,50,40,10,100,High Risk,Stock Shrinkage,175
P006,AHM001,113118,6049,242,1319,170,107359,107481,-122,122,-0.1135084340488086,High Shrinkage,28,12603,666,17,15,50,40,10,100,High Risk,Stock Shrinkage,176
P008,HYD001,106704,5323,220,1185,270,101753,101871,-118,118,-0.1158327688939933,High Shrinkage,27,13165,739,20,16,50,40,10,100,High Risk,Stock Shrinkage,177
P012,AHM001,113779,7040,135,1391,103,106861,106977,-116,116,-0.1084345233087486,High Shrinkage,32,15078,927,19,20,50,40,10,100,High Risk,Stock Shrinkage,178
P003,DEL001,110409,5681,205,1239,113,104884,105046,-162,162,-0.1542181520476743,High Shrinkage,19,9346,758,8,13,50,40,7,97,High Risk,Stock Shrinkage,179
P022,AHM001,109862,6555,110,1320,156,103495,103573,-78,78,-0.0753092022052079,Medium Shrinkage,29,11891,770,20,12,30,40,10,80,High Risk,Movement Anomaly,180
