customer_id,customer_type,industry_segment,city,state,region,branch_id,credit_limit,current_balance,customer_rating,delivered_order_count,total_revenue,average_order_value,revenue_contribution_pct,regional_revenue_rank,regional_customer_value_class,regional_priority_flag
C0162,Retail,Mining,Kolkata,West Bengal,East,KOL001,21937,2738,4,28,62233145.6,2222612.342857143,0.21273384886131688,31,Medium Regional Value,Medium Value Customer
C0163,Dealer,Logistics,Ahmedabad,Gujarat,West,AHM001,492794,476585,5,38,46377823.0,1220469.0263157894,0.1585350168865465,122,Low Regional Value,Low Value Customer
C0164,Government,Construction,Delhi,Delhi,North,DEL001,1454565,1435105,4,36,45625652.8,1267379.2444444443,0.1559638458473505,73,Low Regional Value,Low Value Customer
C0165,Fleet Owner,Manufacturing,Delhi,Delhi,North,DEL001,364580,79115,4,50,79168592.4,1583371.8480000002,0.2706249090867874,8,High Regional Value,High Value Customer
C0166,Fleet Owner,Manufacturing,Ahmedabad,Gujarat,West,AHM001,735924,576566,2,32,69504759.6,2172023.7375,0.23759067425138417,21,High Regional Value,High Value - Review
C0167,Retail,Mining,Vadodara,Gujarat,West,HYD001,34602,32450,4,31,50383279.4,1625267.0774193548,0.17222701571133664,100,Low Regional Value,Low Value Customer
C0168,Dealer,Infrastructure,Pune,Maharashtra,West,PUN001,238781,189804,1,34,64028787.0,1883199.6176470588,0.21887195585420402,45,High Regional Value,High Value - Review
C0169,Fleet Owner,Construction,Ahmedabad,Gujarat,West,AHM001,693290,315019,4,40,69450095.6,1736252.39,0.2374038142911164,22,High Regional Value,High Value Customer
C0170,Government,Construction,Bengaluru,Karnataka,South,HYD001,1285103,765704,4,27,38882680.4,1440099.274074074,0.1329140954677452,153,Low Regional Value,Low Value Customer
C0171,Fleet Owner,Construction,Chennai,Tamil Nadu,South,CHN001,687863,7826,3,30,55348450.2,1844948.34,0.18919964154206156,94,Medium Regional Value,Medium Value Customer
C0172,Dealer,Manufacturing,Bengaluru,Karnataka,South,CHN001,425290,197440,1,37,57323600.2,1549286.491891892,0.19595136937981417,85,Medium Regional Value,Medium Value Customer
C0173,Retail,Logistics,Chennai,Tamil Nadu,South,CHN001,22198,3421,1,31,57999777.4,1870960.5612903226,0.1982627707541369,80,Medium Regional Value,Medium Value Customer
C0174,Government,Mining,Ahmedabad,Gujarat,West,AHM001,1316961,123349,2,29,29793255.0,1027353.6206896552,0.10184337855897603,151,Low Regional Value,Low Value Customer
C0175,Fleet Owner,Rental,Kolkata,West Bengal,East,KOL001,222980,209069,5,36,59434888.8,1650969.1333333333,0.20316846479745315,39,Medium Regional Value,Medium Value Customer
C0176,Dealer,Logistics,Chennai,Tamil Nadu,South,CHN001,397313,332315,2,42,66901722.800000004,1592898.161904762,0.22869261788844752,38,High Regional Value,High Value - Review
C0177,Dealer,Construction,Pune,Maharashtra,West,PUN001,100097,9054,1,28,35762840.4,1277244.3,0.1222494317321636,144,Low Regional Value,Low Value Customer
C0178,Dealer,Logistics,Kolkata,West Bengal,East,KOL001,178736,135022,1,54,89493824.6,1657293.048148148,0.30592002979964433,3,High Regional Value,High Value - Review
C0179,Government,Infrastructure,Chennai,Tamil Nadu,South,CHN001,630635,213290,3,32,43222736.0,1350710.5,0.14774986703543072,140,Low Regional Value,Low Value Customer
C0180,Fleet Owner,Logistics,Hyderabad,Telangana,South,HYD001,747590,313557,3,27,30093537.8,1114575.474074074,0.10286984629051961,158,Low Regional Value,Low Value Customer
C0181,Government,Construction,Vadodara,Gujarat,West,PUN001,766249,475114,5,36,53087081.0,1474641.138888889,0.18146952009352532,92,Medium Regional Value,Medium Value Customer
C0182,Dealer,Infrastructure,Kolkata,West Bengal,East,KOL001,298476,237412,5,29,40856091.0,1408830.7241379311,0.13965987745054959,84,Low Regional Value,Low Value Customer
C0183,Government,Mining,Ahmedabad,Gujarat,West,AHM001,1225772,731224,4,27,32313901.0,1196811.148148148,0.11045979542216096,149,Low Regional Value,Low Value Customer
C0184,Retail,Rental,Chennai,Tamil Nadu,South,CHN001,47652,2668,3,29,61479056.4,2119967.4620689657,0.21015611803389184,59,Medium Regional Value,Medium Value Customer
C0185,Dealer,Logistics,Pune,Maharashtra,West,PUN001,210864,117546,5,33,47500335.2,1439404.0969696972,0.16237214159553412,113,Low Regional Value,Low Value Customer
C0186,Fleet Owner,Infrastructure,Kolkata,West Bengal,East,KOL001,198216,73566,3,40,70676837.0,1766920.925,0.24159722950520324,14,High Regional Value,High Value Customer
C0187,Retail,Rental,Jaipur,Rajasthan,North,CHN001,42105,40074,1,30,46901016.0,1563367.2,0.16032346674737594,72,Low Regional Value,Low Value Customer
C0188,Corporate,Logistics,Pune,Maharashtra,West,PUN001,261082,245715,4,39,54387524.8,1394551.917948718,0.18591487493031886,84,Medium Regional Value,Medium Value Customer
C0189,Government,Manufacturing,Visakhapatnam,Andhra Pradesh,South,KOL001,1168432,250217,4,35,61121980.8,1746342.3085714285,0.20893551338680064,61,Medium Regional Value,Medium Value Customer
C0190,Retail,Manufacturing,Jaipur,Rajasthan,North,CHN001,49811,31087,1,35,56351528.4,1610043.6685714286,0.19262850061928746,53,Medium Regional Value,Medium Value Customer
C0191,Corporate,Manufacturing,Visakhapatnam,Andhra Pradesh,South,KOL001,615994,569076,2,29,65787839.8,2268546.1999999997,0.22488499069096918,40,High Regional Value,High Value - Review
C0192,Fleet Owner,Logistics,Patna,Bihar,East,DEL001,476705,231421,2,40,69269688.4,1731742.2100000002,0.23678712172884472,19,High Regional Value,High Value - Review
C0193,Dealer,Infrastructure,Vadodara,Gujarat,West,CHN001,495310,178591,4,38,67795348.0,1784088.105263158,0.23174732975304374,29,High Regional Value,High Value Customer
C0194,Fleet Owner,Construction,Visakhapatnam,Andhra Pradesh,South,CHN001,380469,167449,1,33,48202752.8,1460689.4787878788,0.16477324149359115,122,Low Regional Value,Low Value Customer
C0195,Fleet Owner,Logistics,Kolkata,West Bengal,East,KOL001,389773,149217,2,31,56797913.6,1832190.7612903225,0.19415439555445735,48,Medium Regional Value,Medium Value Customer
C0196,Fleet Owner,Rental,Guwahati,Assam,North East,KOL001,318408,222601,3,48,71291851.6,1485246.9083333332,0.24369955651603495,1,High Regional Value,High Value Customer
C0197,Government,Manufacturing,Ahmedabad,Gujarat,West,AHM001,1385304,201035,2,47,77464617.6,1648183.3531914891,0.26480014940170576,9,High Regional Value,High Value - Review
C0198,Government,Mining,Ahmedabad,Gujarat,West,AHM001,1493816,273190,2,36,63577917.2,1766053.2555555557,0.2173307310460315,48,High Regional Value,High Value - Review
C0199,Government,Mining,Ahmedabad,Gujarat,West,AHM001,666213,506832,3,33,48930073.4,1482729.4969696968,0.16725946823180898,104,Low Regional Value,Low Value Customer
C0200,Retail,Logistics,Ranchi,Jharkhand,East,DEL001,12816,11546,2,47,84469856.6,1797230.9914893615,0.288746415339184,5,High Regional Value,High Value - Review
C0201,Dealer,Infrastructure,Chennai,Tamil Nadu,South,CHN001,468119,467851,4,47,80475593.0,1712246.6595744682,0.2750926772740032,9,High Regional Value,High Value Customer
C0202,Government,Logistics,Chandigarh,Punjab,North,AHM001,1402130,532821,4,28,50389917.2,1799639.9000000001,0.17224970594703592,64,Low Regional Value,Low Value Customer
C0203,Government,Manufacturing,Ahmedabad,Gujarat,West,AHM001,1101577,142383,1,35,53777085.6,1536488.1600000001,0.183828188177467,88,Medium Regional Value,Medium Value Customer
C0204,Retail,Rental,Coimbatore,Tamil Nadu,South,HYD001,20298,7042,2,31,39880662.0,1286472.9677419355,0.13632553264987562,150,Low Regional Value,Low Value Customer
C0205,Retail,Construction,Lucknow,Uttar Pradesh,North,CHN001,45755,34257,2,33,51965845.0,1574722.5757575757,0.17763675786590194,59,Low Regional Value,Low Value Customer
C0206,Retail,Construction,Pune,Maharashtra,West,PUN001,29675,24913,3,40,89674652.2,2241866.305,0.3065381594306871,1,High Regional Value,High Value Customer
C0207,Corporate,Rental,Kolkata,West Bengal,East,KOL001,463240,70498,1,45,87068691.0,1934859.8,0.29763010648374977,4,High Regional Value,High Value - Review
C0208,Fleet Owner,Logistics,Jaipur,Rajasthan,North,KOL001,737567,537907,4,30,46904115.8,1563470.5266666666,0.160334062907643,71,Low Regional Value,Low Value Customer
C0209,Corporate,Infrastructure,Ranchi,Jharkhand,East,CHN001,834417,590973,5,44,65445658.4,1487401.3272727272,0.22371529943514498,23,High Regional Value,High Value Customer
C0210,Retail,Infrastructure,Pune,Maharashtra,West,PUN001,11789,1490,2,30,53509817.8,1783660.5933333333,0.18291457683382478,89,Medium Regional Value,Medium Value Customer
C0211,Fleet Owner,Manufacturing,Hyderabad,Telangana,South,HYD001,323531,251580,1,42,59389779.2,1414042.361904762,0.20301426499385855,72,Medium Regional Value,Medium Value Customer
C0212,Retail,Infrastructure,Guwahati,Assam,North East,PUN001,24433,23440,4,31,45262151.0,1460069.3870967743,0.15472127428461696,9,Low Regional Value,Low Value Customer
C0213,Fleet Owner,Rental,Mumbai,Maharashtra,West,PUN001,192184,161419,4,30,66248437.6,2208281.2533333334,0.2264594690790752,34,High Regional Value,High Value Customer
C0214,Corporate,Rental,Pune,Maharashtra,West,PUN001,583212,447435,4,31,50612095.0,1632648.2258064516,0.1730091844864839,98,Low Regional Value,Low Value Customer
C0215,Corporate,Rental,Chennai,Tamil Nadu,South,CHN001,647280,121034,5,49,73940925.4,1508998.4775510204,0.2527549828480711,20,High Regional Value,High Value Customer
C0216,Government,Mining,Kolkata,West Bengal,East,KOL001,1360073,1039649,1,39,62009378.6,1589984.0666666667,0.21196893790110102,32,Medium Regional Value,Medium Value Customer
C0217,Corporate,Infrastructure,Delhi,Delhi,North,DEL001,777454,325192,5,36,61360958.2,1704471.0611111112,0.20975241861636487,38,Medium Regional Value,Medium Value Customer
C0218,Fleet Owner,Construction,Nagpur,Maharashtra,West,PUN001,635931,456436,5,36,44324901.0,1231247.25,0.15151743816283703,132,Low Regional Value,Low Value Customer
C0219,Government,Manufacturing,Pune,Maharashtra,West,PUN001,1072558,185057,2,39,59976015.0,1537846.5384615385,0.20501821637494208,59,Medium Regional Value,Medium Value Customer
C0220,Government,Infrastructure,Indore,Madhya Pradesh,Central,KOL001,1116238,93524,2,43,53467975.0,1243441.2790697673,0.182771544052735,8,Medium Regional Value,Medium Value Customer
C0221,Dealer,Logistics,Delhi,Delhi,North,DEL001,244567,24830,5,44,82001959.0,1863680.8863636365,0.2803103102703828,7,High Regional Value,High Value Customer
C0222,Fleet Owner,Logistics,Delhi,Delhi,North,DEL001,501339,373637,5,41,57177978.6,1394584.843902439,0.1954535857124987,49,Medium Regional Value,Medium Value Customer
C0223,Corporate,Logistics,Ahmedabad,Gujarat,West,AHM001,681810,584759,1,33,54079206.6,1638763.8363636364,0.18486093949562998,86,Medium Regional Value,Medium Value Customer
C0224,Retail,Manufacturing,Kolkata,West Bengal,East,KOL001,11280,3718,3,36,54050072.4,1501390.9,0.1847613489889998,57,Medium Regional Value,Medium Value Customer
C0225,Fleet Owner,Logistics,Delhi,Delhi,North,DEL001,431855,283635,5,48,69254158.0,1442794.9583333333,0.23673403359173542,24,High Regional Value,High Value Customer
C0226,Dealer,Logistics,Ahmedabad,Gujarat,West,AHM001,400547,150512,5,26,47025541.0,1808674.6538461538,0.16074913513154734,120,Low Regional Value,Low Value Customer
C0227,Fleet Owner,Infrastructure,Kolkata,West Bengal,East,KOL001,282190,210075,1,34,57926647.6,1703724.9294117647,0.198012788471055,44,Medium Regional Value,Medium Value Customer
C0228,Government,Construction,Chennai,Tamil Nadu,South,CHN001,1026411,1025544,3,34,61132479.4,1798014.0999999999,0.20897140113703602,60,Medium Regional Value,Medium Value Customer
C0229,Government,Mining,Patna,Bihar,East,HYD001,543686,47129,3,28,44419985.8,1586428.0642857142,0.15184247002933182,77,Low Regional Value,Low Value Customer
C0230,Dealer,Infrastructure,Delhi,Delhi,North,DEL001,271689,146416,5,38,62086661.8,1633859.5210526315,0.212233117904053,37,Medium Regional Value,Medium Value Customer
C0231,Government,Infrastructure,Pune,Maharashtra,West,PUN001,903218,113383,4,32,51646725.4,1613960.16875,0.17654589960860884,95,Low Regional Value,Low Value Customer
C0232,Government,Mining,Chennai,Tamil Nadu,South,CHN001,1074153,787541,1,37,57544368.0,1555253.189189189,0.19670602806444032,84,Medium Regional Value,Medium Value Customer
C0233,Government,Logistics,Kolkata,West Bengal,East,KOL001,1146772,306186,3,28,49889164.0,1781755.857142857,0.1705379628792772,65,Low Regional Value,Low Value Customer
C0234,Corporate,Infrastructure,Surat,Gujarat,West,CHN001,418214,52828,2,29,72295152.4,2492936.2896551727,0.24712917651502214,17,High Regional Value,High Value - Review
C0235,Fleet Owner,Mining,Bhubaneswar,Odisha,East,CHN001,417861,387266,5,38,60478356.4,1591535.694736842,0.206735388445132,37,Medium Regional Value,Medium Value Customer
C0236,Corporate,Mining,Mumbai,Maharashtra,West,KOL001,413027,200865,1,41,57861179.0,1411248.268292683,0.19778899474950537,67,Medium Regional Value,Medium Value Customer
C0237,Dealer,Infrastructure,Coimbatore,Tamil Nadu,South,HYD001,488722,178656,5,44,74820743.4,1700471.4409090912,0.25576249705345083,19,High Regional Value,High Value Customer
C0238,Corporate,Construction,Chennai,Tamil Nadu,South,CHN001,299342,40569,5,30,36717219.2,1223907.3066666669,0.12551181986051888,157,Low Regional Value,Low Value Customer
C0239,Government,Logistics,Chennai,Tamil Nadu,South,CHN001,1361502,566279,4,32,44962159.0,1405067.46875,0.1536958006054012,134,Low Regional Value,Low Value Customer
C0240,Corporate,Manufacturing,Hyderabad,Telangana,South,HYD001,695741,453727,1,46,92835709.4,2018167.595652174,0.3173437174358858,1,High Regional Value,High Value - Review
C0241,Government,Construction,Ahmedabad,Gujarat,West,AHM001,973243,304765,1,39,73396972.0,1881973.641025641,0.2508955669489139,14,High Regional Value,High Value - Review
C0242,Government,Construction,Chennai,Tamil Nadu,South,CHN001,568255,46526,3,47,73225487.6,1557989.0978723404,0.25030937552182214,23,High Regional Value,High Value Customer
C0243,Government,Construction,Delhi,Delhi,North,DEL001,1271592,1157997,3,28,42431751.6,1515419.7,0.1450460159898352,77,Low Regional Value,Low Value Customer
C0244,Government,Logistics,Lucknow,Uttar Pradesh,North,KOL001,1113022,736516,3,44,77550764.4,1762517.3727272728,0.26509462817430196,9,High Regional Value,High Value Customer
C0245,Dealer,Logistics,Chennai,Tamil Nadu,South,CHN001,204820,16669,2,33,56554752.6,1713780.3818181818,0.19332318937125315,89,Medium Regional Value,Medium Value Customer
C0246,Retail,Manufacturing,Delhi,Delhi,North,DEL001,31917,9359,2,35,77080113.6,2202288.96,0.26348578524681765,11,High Regional Value,High Value - Review
C0247,Corporate,Logistics,Bhubaneswar,Odisha,East,AHM001,294502,230829,2,39,67759559.60000001,1737424.6051282054,0.23162499294999153,21,High Regional Value,High Value - Review
C0248,Fleet Owner,Rental,Pune,Maharashtra,West,PUN001,635210,15754,5,30,45208412.0,1506947.0666666667,0.15453757628584575,129,Low Regional Value,Low Value Customer
C0249,Corporate,Construction,Ahmedabad,Gujarat,West,AHM001,817572,617949,4,35,63391180.8,1811176.5942857142,0.2166924031467825,49,High Regional Value,High Value Customer
C0250,Government,Infrastructure,Patna,Bihar,East,PUN001,886619,515833,2,43,74416923.4,1730626.1255813956,0.25438210430584113,9,High Regional Value,High Value - Review
C0251,Dealer,Mining,Chandigarh,Punjab,North,CHN001,325375,94574,4,36,60544705.8,1681797.3833333333,0.20696219303769367,41,Medium Regional Value,Medium Value Customer
C0252,Retail,Construction,Chennai,Tamil Nadu,South,CHN001,19663,14945,2,34,45321304.6,1332979.5470588235,0.15492348120957117,133,Low Regional Value,Low Value Customer
C0253,Retail,Rental,Pune,Maharashtra,West,PUN001,43197,9387,2,39,72946151.6,1870414.1435897434,0.24935451100657702,16,High Regional Value,High Value - Review
C0254,Dealer,Mining,Ahmedabad,Gujarat,West,AHM001,194781,184262,5,48,89556446.6,1865759.3041666665,0.30613409288379273,2,High Regional Value,High Value Customer
C0255,Retail,Infrastructure,Chennai,Tamil Nadu,South,CHN001,22302,1943,4,45,71144094.2,1580979.8711111112,0.24319447196508243,28,High Regional Value,High Value Customer
C0256,Corporate,Infrastructure,Guwahati,Assam,North East,PUN001,930018,60762,4,30,58794725.4,1959824.18,0.20098017071928675,4,Medium Regional Value,Medium Value Customer
C0257,Corporate,Logistics,Delhi,Delhi,North,DEL001,443957,112531,1,43,76189558.0,1771850.1860465116,0.2604415663087186,13,High Regional Value,High Value - Review
C0258,Corporate,Mining,Chennai,Tamil Nadu,South,CHN001,299133,238697,2,28,62250978.4,2223249.2285714285,0.21279480737696638,54,Medium Regional Value,Medium Value Customer
C0259,Fleet Owner,Logistics,Coimbatore,Tamil Nadu,South,CHN001,326836,313932,1,33,60202150.6,1824307.593939394,0.2057912240075912,68,Medium Regional Value,Medium Value Customer
C0260,Dealer,Logistics,Hyderabad,Telangana,South,HYD001,127019,19787,5,32,55524668.6,1735145.89375,0.18980201537534216,93,Medium Regional Value,Medium Value Customer
C0261,Dealer,Manufacturing,Delhi,Delhi,North,DEL001,164597,79881,5,33,62999554.6,1909077.412121212,0.21535369291387196,34,High Regional Value,High Value Customer
C0262,Corporate,Logistics,Delhi,Delhi,North,DEL001,476523,424625,4,26,36628894.0,1408803.6153846155,0.1252098945831399,78,Low Regional Value,Low Value Customer
C0263,Government,Rental,Chennai,Tamil Nadu,South,CHN001,907695,500438,3,35,61677496.4,1762214.1828571428,0.21083445277916366,57,Medium Regional Value,Medium Value Customer
C0264,Retail,Infrastructure,Pune,Maharashtra,West,PUN001,35955,35640,4,36,67321592.8,1870044.2444444443,0.23012787494094336,31,High Regional Value,High Value Customer
C0265,Retail,Mining,Ahmedabad,Gujarat,West,AHM001,18495,6434,1,29,47931619.6,1652814.4689655174,0.16384641691106377,112,Low Regional Value,Low Value Customer
C0266,Fleet Owner,Rental,Bengaluru,Karnataka,South,CHN001,196336,54211,4,35,50717014.0,1449057.5428571429,0.17336783296027533,112,Low Regional Value,Low Value Customer
C0267,Fleet Owner,Infrastructure,Hyderabad,Telangana,South,HYD001,253236,64982,3,29,46440405.199999996,1601393.2827586206,0.15874894392089212,129,Low Regional Value,Low Value Customer
C0268,Government,Mining,Pune,Maharashtra,West,PUN001,1168032,365651,3,32,63709103.6,1990909.4875,0.21777917033864957,46,High Regional Value,High Value Customer
C0269,Government,Mining,Chennai,Tamil Nadu,South,CHN001,1060345,618,1,41,61642030.4,1503464.156097561,0.21071321804788062,58,Medium Regional Value,Medium Value Customer
C0270,Corporate,Manufacturing,Delhi,Delhi,North,DEL001,711134,413227,2,43,68114112.8,1584049.134883721,0.23283697518445687,27,High Regional Value,High Value - Review
C0271,Corporate,Infrastructure,Hyderabad,Telangana,South,HYD001,399363,217846,5,24,37757473.800000004,1573228.0750000002,0.12906776039221024,155,Low Regional Value,Low Value Customer
C0272,Government,Construction,Delhi,Delhi,North,DEL001,963398,856171,1,39,75550922.6,1937203.1435897434,0.2582584954491108,15,High Regional Value,High Value - Review
C0273,Dealer,Manufacturing,Kolkata,West Bengal,East,KOL001,181148,167313,1,37,60830001.0,1644054.0810810812,0.20793742810531748,36,Medium Regional Value,Medium Value Customer
C0274,Dealer,Mining,Jaipur,Rajasthan,North,CHN001,463140,127143,3,39,54639688.2,1401017.6461538463,0.1867768543483086,55,Medium Regional Value,Medium Value Customer
C0275,Fleet Owner,Construction,Vadodara,Gujarat,West,AHM001,651275,262408,5,45,64270295.0,1428228.7777777778,0.21969751152675546,43,High Regional Value,High Value Customer
C0276,Dealer,Manufacturing,Indore,Madhya Pradesh,Central,KOL001,337657,283507,3,44,67350598.6,1530695.4227272726,0.23022702653313445,2,High Regional Value,High Value Customer
C0277,Dealer,Logistics,Surat,Gujarat,West,PUN001,430878,302093,1,36,43668914.6,1213025.4055555556,0.14927505574222744,133,Low Regional Value,Low Value Customer
C0278,Fleet Owner,Logistics,Ahmedabad,Gujarat,West,AHM001,312177,50733,4,38,47107787.2,1239678.6105263159,0.16103028033980463,117,Low Regional Value,Low Value Customer
C0279,Dealer,Rental,Nagpur,Maharashtra,West,CHN001,105022,100986,4,26,35292218.0,1357393.0,0.12064068588544313,145,Low Regional Value,Low Value Customer
C0280,Corporate,Construction,Pune,Maharashtra,West,PUN001,252022,26117,4,42,59078520.8,1406631.4476190475,0.20195027896544837,64,Medium Regional Value,Medium Value Customer
C0281,Government,Logistics,Visakhapatnam,Andhra Pradesh,South,KOL001,1088567,176124,4,26,46282268.6,1780087.2538461538,0.1582083797691125,130,Low Regional Value,Low Value Customer
C0282,Government,Logistics,Kolkata,West Bengal,East,KOL001,1271863,328689,2,44,69381309.6,1576847.9454545453,0.2371686805792223,18,High Regional Value,High Value - Review
C0283,Retail,Logistics,Jaipur,Rajasthan,North,CHN001,11744,10481,1,31,44490975.8,1435192.7677419353,0.1520851377554296,75,Low Regional Value,Low Value Customer
C0284,Corporate,Manufacturing,Kolkata,West Bengal,East,KOL001,948858,247207,1,41,69641823.4,1698581.0585365854,0.23805920447643458,17,High Regional Value,High Value - Review
C0285,Government,Infrastructure,Pune,Maharashtra,West,PUN001,1359546,764093,4,47,54036327.8,1149709.1021276596,0.18471436531766403,87,Medium Regional Value,Medium Value Customer
C0286,Dealer,Construction,Chennai,Tamil Nadu,South,CHN001,168144,158029,2,36,60273490.2,1674263.6166666667,0.20603508678421786,67,Medium Regional Value,Medium Value Customer
C0287,Dealer,Manufacturing,Chennai,Tamil Nadu,South,CHN001,208477,196469,4,36,55179366.6,1532760.1833333333,0.18862165685784646,95,Medium Regional Value,Medium Value Customer
C0288,Dealer,Infrastructure,Delhi,Delhi,North,DEL001,279745,19656,3,55,97218403.8,1767607.3418181818,0.33232524278071646,1,High Regional Value,High Value Customer
C0289,Corporate,Logistics,Hyderabad,Telangana,South,HYD001,600072,472573,2,35,50221149.2,1434889.9771428572,0.17167280008990013,115,Low Regional Value,Low Value Customer
C0290,Corporate,Construction,Ahmedabad,Gujarat,West,AHM001,506218,233450,3,40,57372288.2,1434307.205,0.19611780135964582,70,Medium Regional Value,Medium Value Customer
C0291,Retail,Construction,Hyderabad,Telangana,South,HYD001,34183,21689,2,46,79064597.0,1718795.5869565217,0.2702694177888211,12,High Regional Value,High Value - Review
C0292,Corporate,Rental,Indore,Madhya Pradesh,Central,AHM001,627266,572987,2,27,30979627.8,1147393.6222222222,0.1058988003040144,11,Low Regional Value,Low Value Customer
C0293,Dealer,Logistics,Pune,Maharashtra,West,PUN001,304956,217813,3,36,66815451.4,1855984.7611111111,0.22839771319109192,33,High Regional Value,High Value Customer
C0294,Government,Infrastructure,Hyderabad,Telangana,South,HYD001,826435,405286,4,45,79772077.0,1772712.822222222,0.27268782267485664,11,High Regional Value,High Value Customer
C0295,Corporate,Mining,Kolkata,West Bengal,East,KOL001,789992,559779,5,38,65390145.6,1720793.305263158,0.2235255379906412,24,High Regional Value,High Value Customer
C0296,Corporate,Manufacturing,Kolkata,West Bengal,East,KOL001,361733,33627,2,40,56944680.8,1423617.02,0.19465609526835703,47,Medium Regional Value,Medium Value Customer
C0297,Fleet Owner,Rental,Chennai,Tamil Nadu,South,CHN001,333899,295884,3,34,73065015.6,2148971.0470588235,0.24976082818638948,24,High Regional Value,High Value Customer
C0298,Fleet Owner,Construction,Chennai,Tamil Nadu,South,CHN001,229813,62180,4,33,46771231.0,1417310.0303030303,0.15987981791188358,128,Low Regional Value,Low Value Customer
C0299,Retail,Logistics,Bengaluru,Karnataka,South,CHN001,36717,4107,1,34,48095055.8,1414560.4647058824,0.16440509688029978,123,Low Regional Value,Low Value Customer
C0300,Dealer,Mining,Delhi,Delhi,North,DEL001,121112,70050,1,40,72746205.0,1818655.125,0.24867102619515308,20,High Regional Value,High Value - Review
C0301,Dealer,Mining,Ranchi,Jharkhand,East,KOL001,388632,1511,5,46,63821535.6,1387424.6869565218,0.21816350077646657,28,High Regional Value,High Value Customer
C0302,Fleet Owner,Mining,Ahmedabad,Gujarat,West,AHM001,698314,539240,1,36,63607092.0,1766863.6666666667,0.21743046033713392,47,High Regional Value,High Value - Review
C0303,Corporate,Mining,Ahmedabad,Gujarat,West,AHM001,323564,38655,3,27,32465859.599999998,1202439.2444444443,0.11097924108948037,148,Low Regional Value,Low Value Customer
C0304,Dealer,Construction,Delhi,Delhi,North,DEL001,177177,155235,5,48,86460648.4,1801263.5083333335,0.2955516121167602,5,High Regional Value,High Value Customer
C0305,Fleet Owner,Logistics,Delhi,Delhi,North,DEL001,702965,105968,3,31,48238808.800000004,1556090.6064516131,0.16489649304355852,68,Low Regional Value,Low Value Customer
C0306,Fleet Owner,Manufacturing,Kolkata,West Bengal,East,KOL001,126541,117140,1,42,69813587.0,1662228.261904762,0.23864635030314776,16,High Regional Value,High Value - Review
C0307,Dealer,Manufacturing,Ahmedabad,Gujarat,West,AHM001,302503,100600,1,42,73655534.6,1753703.2047619047,0.2517794209874536,13,High Regional Value,High Value - Review
C0308,Retail,Mining,Delhi,Delhi,North,DEL001,23387,13502,3,33,50359329.6,1526040.290909091,0.17214514722976887,65,Low Regional Value,Low Value Customer
C0309,Government,Manufacturing,Ahmedabad,Gujarat,West,AHM001,618080,43088,4,31,38065991.6,1227935.2129032258,0.13012237812691504,140,Low Regional Value,Low Value Customer
C0310,Government,Infrastructure,Patna,Bihar,East,CHN001,735405,630621,4,39,59059490.6,1514345.912820513,0.20188522733337083,41,Medium Regional Value,Medium Value Customer
C0311,Government,Infrastructure,Chandigarh,Punjab,North,DEL001,1148922,76276,4,41,69331648.2,1691015.8097560976,0.23699892119039526,23,High Regional Value,High Value Customer
C0312,Government,Construction,Vadodara,Gujarat,West,PUN001,673691,616166,4,37,65437706.6,1768586.664864865,0.2236881175049522,38,High Regional Value,High Value Customer
C0313,Corporate,Mining,Ahmedabad,Gujarat,West,AHM001,821603,658403,1,30,48205237.4,1606841.2466666666,0.16478173469308774,109,Low Regional Value,Low Value Customer
C0314,Retail,Logistics,Kolkata,West Bengal,East,KOL001,10952,8769,1,36,58625243.800000004,1628478.9944444445,0.200400825537044,43,Medium Regional Value,Medium Value Customer
C0315,Dealer,Rental,Surat,Gujarat,West,AHM001,407774,313009,4,40,61457629.4,1536440.7349999999,0.21008287333228465,51,Medium Regional Value,Medium Value Customer
C0316,Dealer,Manufacturing,Kolkata,West Bengal,East,KOL001,254996,128290,4,33,45390754.0,1375477.393939394,0.15516088264606723,74,Low Regional Value,Low Value Customer
C0317,Corporate,Manufacturing,Coimbatore,Tamil Nadu,South,HYD001,228417,52279,3,32,43291415.2,1352856.725,0.1479846356689596,139,Low Regional Value,Low Value Customer
C0318,Corporate,Logistics,Delhi,Delhi,North,DEL001,973000,403649,3,36,62202116.0,1727836.5555555555,0.212627779239205,36,Medium Regional Value,Medium Value Customer
C0319,Dealer,Mining,Bengaluru,Karnataka,South,KOL001,396406,88680,5,33,60426895.0,1831118.0303030303,0.20655947605014946,65,Medium Regional Value,Medium Value Customer
C0320,Retail,Construction,Delhi,Delhi,North,DEL001,16859,8363,1,34,53574056.6,1575707.5470588235,0.1831341666848355,57,Medium Regional Value,Medium Value Customer
C0321,Retail,Logistics,Hyderabad,Telangana,South,HYD001,33291,18767,2,38,54558976.4,1435762.5368421052,0.18650095423596516,100,Medium Regional Value,Medium Value Customer
C0322,Government,Construction,Ahmedabad,Gujarat,West,AHM001,975830,17767,2,28,40996678.0,1464167.0714285714,0.1401404511596482,137,Low Regional Value,Low Value Customer
C0323,Government,Manufacturing,Ahmedabad,Gujarat,West,AHM001,717071,189451,2,36,50291498.8,1396986.0777777778,0.17191327871314124,101,Low Regional Value,Low Value Customer
C0324,Corporate,Mining,Chennai,Tamil Nadu,South,CHN001,384819,150633,5,35,52335374.8,1495296.4228571428,0.17889993516258276,105,Medium Regional Value,Medium Value Customer
