customer_id,delivered_order_count,total_purchase_value,first_order_date,last_order_date,recency_days,customer_tenure_days,customer_tenure_years,average_orders_per_year,average_order_value,customer_type,industry_segment,region,customer_rating,retention_status,customer_value_class,retention_priority_score,action_focus,retention_priority_rank
C0185,33,47500335.2,2019-03-25,2024-09-16,107,2109,5.77,5.72,1439404.1,Dealer,Logistics,West,5,High Churn Risk,Low Value,35.44,Immediate retention intervention required,152
C0142,45,84828043.0,2019-02-06,2024-12-08,24,2156,5.9,7.62,1885067.62,Retail,Manufacturing,West,1,Active,High Value,35.37,Maintain engagement and encourage repeat purchases,153
C0266,35,50717014.0,2019-01-22,2024-09-24,99,2171,5.94,5.89,1449057.54,Fleet Owner,Rental,South,4,High Churn Risk,Medium Value,35.3,Immediate retention intervention required,154
C0009,34,68836324.8,2019-04-14,2024-11-04,58,2089,5.72,5.94,2024597.79,Corporate,Rental,West,4,Recently At Risk,High Value,35.14,Run targeted re-engagement campaign,155
C0351,34,44776790.6,2019-03-29,2024-09-12,111,2105,5.76,5.9,1316964.43,Corporate,Rental,East,1,High Churn Risk,Low Value,35.1,Immediate retention intervention required,156
C0107,49,85196217.6,2019-01-16,2024-12-11,21,2177,5.96,8.22,1738698.32,Fleet Owner,Construction,North,1,Active,High Value,35.01,Maintain engagement and encourage repeat purchases,157
C0264,36,67321592.8,2019-01-02,2024-11-02,60,2191,6.0,6.0,1870044.24,Retail,Infrastructure,West,4,Recently At Risk,High Value,34.92,Run targeted re-engagement campaign,158
C0060,44,77163010.4,2019-07-20,2024-11-24,38,1992,5.45,8.07,1753704.78,Dealer,Mining,South,1,Recently At Risk,High Value,34.88,Run targeted re-engagement campaign,159
C0255,45,71144094.2,2019-01-05,2024-11-11,51,2188,5.99,7.51,1580979.87,Retail,Infrastructure,South,4,Recently At Risk,High Value,34.82,Run targeted re-engagement campaign,160
C0477,36,57746038.6,2019-06-12,2024-10-13,80,2030,5.56,6.48,1604056.63,Government,Construction,West,5,At Risk,Medium Value,34.72,Prioritize retention outreach and personalized offers,161
C0242,47,73225487.6,2019-01-30,2024-11-18,44,2163,5.92,7.94,1557989.1,Government,Construction,South,3,Recently At Risk,High Value,34.42,Run targeted re-engagement campaign,162
C0277,36,43668914.6,2019-05-28,2024-09-14,109,2045,5.6,6.43,1213025.41,Dealer,Logistics,West,1,High Churn Risk,Low Value,34.36,Immediate retention intervention required,163
C0094,31,46343009.2,2019-01-18,2024-09-20,103,2175,5.95,5.21,1494935.78,Corporate,Logistics,West,4,High Churn Risk,Low Value,34.35,Immediate retention intervention required,164
C0300,40,72746205.0,2019-05-05,2024-11-18,44,2068,5.66,7.06,1818655.12,Dealer,Mining,North,1,Recently At Risk,High Value,34.25,Run targeted re-engagement campaign,165
C0470,36,49194933.2,2019-01-25,2024-09-27,96,2168,5.94,6.07,1366525.92,Government,Mining,South,1,High Churn Risk,Medium Value,34.23,Immediate retention intervention required,166
C0053,27,45016037.4,2019-05-16,2024-09-18,105,2057,5.63,4.79,1667260.64,Fleet Owner,Construction,North,5,High Churn Risk,Low Value,34.19,Immediate retention intervention required,167
C0291,46,79064597.0,2019-03-13,2024-12-03,29,2121,5.81,7.92,1718795.59,Retail,Construction,South,2,Active,High Value,34.08,Maintain engagement and encourage repeat purchases,168
C0114,33,48515792.8,2019-02-09,2024-09-27,96,2153,5.89,5.6,1470175.54,Retail,Mining,East,4,High Churn Risk,Low Value,33.98,Immediate retention intervention required,169
C0173,31,57999777.4,2019-03-29,2024-10-18,75,2105,5.76,5.38,1870960.56,Retail,Logistics,South,1,At Risk,Medium Value,33.98,Prioritize retention outreach and personalized offers,170
C0422,37,65678984.2,2019-09-19,2024-11-04,58,1931,5.29,7.0,1775107.68,Government,Construction,South,5,Recently At Risk,Medium Value,33.97,Run targeted re-engagement campaign,171
C0356,45,79690881.0,2019-03-16,2024-12-05,27,2118,5.8,7.76,1770908.47,Dealer,Mining,East,2,Active,High Value,33.97,Maintain engagement and encourage repeat purchases,172
C0064,32,57893888.0,2019-03-21,2024-10-18,75,2113,5.79,5.53,1809184.0,Corporate,Manufacturing,North,3,At Risk,Medium Value,33.94,Prioritize retention outreach and personalized offers,173
C0091,30,39090471.8,2019-01-09,2024-09-07,116,2184,5.98,5.02,1303015.73,Retail,Construction,South,2,High Churn Risk,Low Value,33.84,Immediate retention intervention required,174
C0486,34,52620254.4,2019-01-01,2024-10-07,86,2192,6.0,5.67,1547654.54,Government,Manufacturing,West,2,At Risk,Medium Value,33.83,Prioritize retention outreach and personalized offers,175
C0265,29,47931619.6,2019-02-19,2024-09-27,96,2143,5.87,4.94,1652814.47,Retail,Mining,West,1,High Churn Risk,Low Value,33.76,Immediate retention intervention required,176
C0066,32,54037060.8,2019-01-29,2024-10-11,82,2164,5.92,5.4,1688658.15,Retail,Manufacturing,Central,1,At Risk,Medium Value,33.68,Prioritize retention outreach and personalized offers,177
C0316,33,45390754.0,2019-03-08,2024-09-22,101,2126,5.82,5.67,1375477.39,Dealer,Manufacturing,East,4,High Churn Risk,Low Value,33.66,Immediate retention intervention required,178
C0012,37,53404468.4,2019-01-28,2024-10-10,83,2165,5.93,6.24,1443364.01,Fleet Owner,Logistics,South,1,At Risk,Medium Value,33.61,Prioritize retention outreach and personalized offers,179
C0307,42,73655534.6,2019-01-15,2024-11-24,38,2178,5.96,7.04,1753703.2,Dealer,Manufacturing,West,1,Recently At Risk,High Value,33.58,Run targeted re-engagement campaign,180
C0132,37,49004629.4,2019-02-22,2024-10-01,92,2140,5.86,6.32,1324449.44,Corporate,Construction,Central,2,High Churn Risk,Medium Value,33.49,Immediate retention intervention required,181
C0362,37,53495189.2,2019-02-26,2024-10-11,82,2136,5.85,6.33,1445815.92,Corporate,Rental,West,1,At Risk,Medium Value,33.48,Prioritize retention outreach and personalized offers,182
C0403,45,80523517.0,2019-02-19,2024-12-10,22,2143,5.87,7.67,1789411.49,Government,Construction,East,4,Active,High Value,33.45,Maintain engagement and encourage repeat purchases,183
C0230,38,62086661.8,2019-02-19,2024-10-31,62,2143,5.87,6.48,1633859.52,Dealer,Infrastructure,North,5,At Risk,Medium Value,33.31,Prioritize retention outreach and personalized offers,184
C0349,33,56613876.0,2019-01-31,2024-10-19,74,2162,5.92,5.58,1715572.0,Corporate,Rental,West,1,At Risk,Medium Value,33.3,Prioritize retention outreach and personalized offers,185
C0226,26,47025541.0,2019-01-22,2024-09-28,95,2171,5.94,4.37,1808674.65,Dealer,Logistics,West,5,High Churn Risk,Low Value,33.26,Immediate retention intervention required,186
C0247,39,67759559.6,2019-02-14,2024-11-13,49,2148,5.88,6.63,1737424.61,Corporate,Logistics,East,2,Recently At Risk,High Value,33.24,Run targeted re-engagement campaign,187
C0304,48,86460648.4,2019-01-26,2024-12-25,7,2167,5.93,8.09,1801263.51,Dealer,Construction,North,5,Active,High Value,33.13,Maintain engagement and encourage repeat purchases,188
C0275,45,64270295.0,2019-06-17,2024-11-06,56,2025,5.54,8.12,1428228.78,Fleet Owner,Construction,West,5,Recently At Risk,Medium Value,33.12,Run targeted re-engagement campaign,189
C0432,37,49310040.8,2019-01-26,2024-10-04,89,2167,5.93,6.24,1332703.81,Fleet Owner,Mining,South,3,At Risk,Medium Value,33.1,Prioritize retention outreach and personalized offers,190
C0223,33,54079206.6,2019-03-01,2024-10-15,78,2133,5.84,5.65,1638763.84,Corporate,Logistics,West,1,At Risk,Medium Value,33.03,Prioritize retention outreach and personalized offers,191
C0263,35,61677496.4,2019-03-06,2024-11-01,61,2128,5.83,6.01,1762214.18,Government,Rental,South,3,At Risk,Medium Value,33.0,Prioritize retention outreach and personalized offers,192
C0227,34,57926647.6,2019-02-13,2024-10-24,69,2149,5.88,5.78,1703724.93,Fleet Owner,Infrastructure,East,1,At Risk,Medium Value,32.95,Prioritize retention outreach and personalized offers,193
C0201,47,80475593.0,2019-02-01,2024-12-13,19,2161,5.92,7.94,1712246.66,Dealer,Infrastructure,South,4,Active,High Value,32.93,Maintain engagement and encourage repeat purchases,194
C0401,36,58231157.8,2019-01-11,2024-10-25,68,2182,5.97,6.03,1617532.16,Government,Logistics,North East,1,At Risk,Medium Value,32.89,Prioritize retention outreach and personalized offers,195
C0171,30,55348450.2,2019-04-27,2024-10-19,74,2076,5.68,5.28,1844948.34,Fleet Owner,Construction,South,3,At Risk,Medium Value,32.83,Prioritize retention outreach and personalized offers,196
C0253,39,72946151.6,2019-03-28,2024-11-27,35,2106,5.77,6.76,1870414.14,Retail,Rental,West,2,Recently At Risk,High Value,32.82,Run targeted re-engagement campaign,197
C0236,41,57861179.0,2019-03-21,2024-10-25,68,2113,5.79,7.09,1411248.27,Corporate,Mining,West,1,At Risk,Medium Value,32.76,Prioritize retention outreach and personalized offers,198
C0394,40,69936379.2,2019-03-08,2024-11-21,41,2126,5.82,6.87,1748409.48,Government,Construction,South,4,Recently At Risk,High Value,32.71,Run targeted re-engagement campaign,199
C0160,44,70762190.2,2019-02-19,2024-11-23,39,2143,5.87,7.5,1608231.6,Retail,Rental,West,2,Recently At Risk,High Value,32.68,Run targeted re-engagement campaign,200
C0071,42,72076738.0,2019-01-24,2024-11-26,36,2169,5.94,7.07,1716112.81,Corporate,Rental,North,2,Recently At Risk,High Value,32.66,Run targeted re-engagement campaign,201
C0467,48,62880162.4,2019-01-02,2024-11-06,56,2191,6.0,8.0,1310003.38,Retail,Construction,North,5,Recently At Risk,Medium Value,32.61,Run targeted re-engagement campaign,202
C0390,32,64132451.0,2019-03-23,2024-11-09,53,2111,5.78,5.54,2004139.09,Fleet Owner,Construction,North,3,Recently At Risk,Medium Value,32.57,Run targeted re-engagement campaign,203
C0244,44,77550764.4,2019-05-06,2024-12-09,23,2067,5.66,7.78,1762517.37,Government,Logistics,North,3,Active,High Value,32.51,Maintain engagement and encourage repeat purchases,204
C0383,41,68192154.0,2019-02-18,2024-11-19,43,2144,5.87,6.98,1663223.27,Fleet Owner,Infrastructure,North,5,Recently At Risk,High Value,32.4,Run targeted re-engagement campaign,205
C0492,35,61798115.2,2019-02-04,2024-11-05,57,2158,5.91,5.92,1765660.43,Dealer,Rental,East,1,Recently At Risk,Medium Value,32.37,Run targeted re-engagement campaign,206
C0141,36,66220737.2,2019-04-06,2024-11-15,47,2097,5.74,6.27,1839464.92,Corporate,Rental,West,4,Recently At Risk,Medium Value,32.34,Run targeted re-engagement campaign,207
C0408,36,60127186.2,2019-07-06,2024-11-02,60,2006,5.49,6.55,1670199.62,Government,Infrastructure,South,4,Recently At Risk,Medium Value,32.26,Run targeted re-engagement campaign,208
C0335,38,60351028.0,2019-01-31,2024-11-03,59,2162,5.92,6.42,1588184.95,Government,Infrastructure,North East,5,Recently At Risk,Medium Value,32.17,Run targeted re-engagement campaign,209
C0175,36,59434888.8,2019-01-24,2024-11-01,61,2169,5.94,6.06,1650969.13,Fleet Owner,Rental,East,5,At Risk,Medium Value,32.17,Prioritize retention outreach and personalized offers,210
C0343,40,68419201.6,2019-02-28,2024-11-21,41,2134,5.84,6.85,1710480.04,Corporate,Construction,West,1,Recently At Risk,High Value,32.15,Run targeted re-engagement campaign,211
C0482,31,73762403.2,2019-12-15,2024-12-03,29,1844,5.05,6.14,2379432.36,Fleet Owner,Logistics,East,1,Active,High Value,32.12,Maintain engagement and encourage repeat purchases,212
C0446,34,52035543.6,2019-02-03,2024-10-16,77,2159,5.91,5.75,1530457.16,Retail,Logistics,South,1,At Risk,Medium Value,32.11,Prioritize retention outreach and personalized offers,213
C0413,41,62380011.4,2019-02-06,2024-11-08,54,2156,5.9,6.95,1521463.69,Fleet Owner,Manufacturing,South,1,Recently At Risk,Medium Value,32.09,Run targeted re-engagement campaign,214
C0069,47,77108269.8,2019-02-18,2024-12-11,21,2144,5.87,8.01,1640601.49,Dealer,Logistics,North,2,Active,High Value,32.02,Maintain engagement and encourage repeat purchases,215
C0442,33,53527848.6,2019-01-28,2024-10-20,73,2165,5.93,5.57,1622056.02,Dealer,Logistics,East,3,At Risk,Medium Value,31.99,Prioritize retention outreach and personalized offers,216
C0490,44,84742703.8,2019-01-26,2024-12-29,3,2167,5.93,7.42,1925970.54,Government,Logistics,West,3,Active,High Value,31.83,Maintain engagement and encourage repeat purchases,217
C0061,29,33890240.0,2019-01-29,2024-09-08,115,2164,5.92,4.89,1168628.97,Dealer,Construction,West,4,High Churn Risk,Low Value,31.75,Immediate retention intervention required,218
C0312,37,65437706.6,2019-04-16,2024-11-17,45,2087,5.71,6.48,1768586.66,Government,Construction,West,4,Recently At Risk,Medium Value,31.71,Run targeted re-engagement campaign,219
C0049,39,82316206.2,2019-01-25,2024-12-25,7,2168,5.94,6.57,2110671.95,Dealer,Manufacturing,South,5,Active,High Value,31.6,Maintain engagement and encourage repeat purchases,220
C0434,33,54575670.2,2019-01-05,2024-10-26,67,2188,5.99,5.51,1653808.19,Corporate,Mining,Central,4,At Risk,Medium Value,31.37,Prioritize retention outreach and personalized offers,221
C0280,42,59078520.8,2019-01-12,2024-11-05,57,2181,5.97,7.03,1406631.45,Corporate,Construction,West,4,Recently At Risk,Medium Value,31.37,Run targeted re-engagement campaign,222
C0443,40,64951558.8,2019-03-27,2024-11-18,44,2107,5.77,6.93,1623788.97,Dealer,Infrastructure,East,1,Recently At Risk,Medium Value,31.37,Run targeted re-engagement campaign,223
C0461,36,56714684.2,2019-02-27,2024-10-31,62,2135,5.85,6.16,1575407.89,Corporate,Infrastructure,North,5,At Risk,Medium Value,31.33,Prioritize retention outreach and personalized offers,224
C0056,36,60885469.8,2019-01-08,2024-11-10,52,2185,5.98,6.02,1691263.05,Dealer,Mining,North,4,Recently At Risk,Medium Value,31.2,Run targeted re-engagement campaign,225
C0252,34,45321304.6,2019-08-03,2024-10-07,86,1978,5.42,6.28,1332979.55,Retail,Construction,South,2,At Risk,Low Value,31.13,Prioritize retention outreach and personalized offers,226
C0189,35,61121980.8,2019-03-03,2024-11-11,51,2131,5.83,6.0,1746342.31,Government,Manufacturing,South,4,Recently At Risk,Medium Value,31.12,Run targeted re-engagement campaign,227
C0272,39,75550922.6,2019-09-01,2024-12-13,19,1949,5.34,7.31,1937203.14,Government,Construction,North,1,Active,High Value,31.11,Maintain engagement and encourage repeat purchases,228
C0090,43,51915256.6,2019-03-16,2024-10-22,71,2118,5.8,7.42,1207331.55,Government,Infrastructure,North,1,At Risk,Medium Value,31.06,Prioritize retention outreach and personalized offers,229
C0310,39,59059490.6,2019-05-30,2024-11-07,55,2043,5.59,6.97,1514345.91,Government,Infrastructure,East,4,Recently At Risk,Medium Value,31.03,Run targeted re-engagement campaign,230
C0082,46,77500928.6,2019-03-17,2024-12-18,14,2117,5.8,7.94,1684802.8,Fleet Owner,Manufacturing,West,3,Active,High Value,30.99,Maintain engagement and encourage repeat purchases,231
C0367,27,57592654.8,2019-02-28,2024-11-04,58,2134,5.84,4.62,2133061.29,Fleet Owner,Logistics,South,2,Recently At Risk,Medium Value,30.98,Run targeted re-engagement campaign,232
C0209,44,65445658.4,2019-10-18,2024-11-22,40,1902,5.21,8.45,1487401.33,Corporate,Infrastructure,East,5,Recently At Risk,Medium Value,30.88,Run targeted re-engagement campaign,233
C0488,37,67251532.8,2019-03-01,2024-11-26,36,2133,5.84,6.34,1817608.99,Government,Construction,South,1,Recently At Risk,High Value,30.88,Run targeted re-engagement campaign,234
C0400,35,51694363.6,2019-04-06,2024-10-23,70,2097,5.74,6.1,1476981.82,Government,Infrastructure,North,5,At Risk,Medium Value,30.81,Prioritize retention outreach and personalized offers,235
C0080,42,56541324.2,2019-02-20,2024-11-03,59,2142,5.86,7.16,1346222.0,Retail,Mining,South,1,Recently At Risk,Medium Value,30.76,Run targeted re-engagement campaign,236
C0075,33,50186853.4,2019-04-17,2024-10-20,73,2086,5.71,5.78,1520813.74,Retail,Mining,South,5,At Risk,Medium Value,30.75,Prioritize retention outreach and personalized offers,237
C0045,42,75275350.6,2019-02-02,2024-12-15,17,2160,5.91,7.1,1792270.25,Corporate,Rental,East,4,Active,High Value,30.67,Maintain engagement and encourage repeat purchases,238
C0336,33,39095696.4,2019-04-29,2024-09-26,97,2074,5.68,5.81,1184718.07,Government,Rental,East,5,High Churn Risk,Low Value,30.66,Immediate retention intervention required,239
C0165,50,79168592.4,2019-02-27,2024-12-24,8,2135,5.85,8.55,1583371.85,Fleet Owner,Manufacturing,North,4,Active,High Value,30.6,Maintain engagement and encourage repeat purchases,240
C0113,41,78713400.0,2019-01-13,2024-12-23,9,2180,5.97,6.87,1919839.02,Corporate,Logistics,South,2,Active,High Value,30.6,Maintain engagement and encourage repeat purchases,241
C0233,28,49889164.0,2019-05-29,2024-10-21,72,2044,5.6,5.0,1781755.86,Government,Logistics,East,3,At Risk,Medium Value,30.48,Prioritize retention outreach and personalized offers,242
C0381,29,62038399.0,2019-07-06,2024-11-17,45,2006,5.49,5.28,2139255.14,Corporate,Mining,South,4,Recently At Risk,Medium Value,30.46,Run targeted re-engagement campaign,243
C0070,41,76883391.4,2019-02-04,2024-12-20,12,2158,5.91,6.94,1875204.67,Government,Logistics,West,3,Active,High Value,30.43,Maintain engagement and encourage repeat purchases,244
C0193,38,67795348.0,2019-01-10,2024-11-30,32,2183,5.98,6.36,1784088.11,Dealer,Infrastructure,West,4,Recently At Risk,High Value,30.41,Run targeted re-engagement campaign,245
C0152,40,62249804.2,2019-03-10,2024-11-18,44,2124,5.82,6.88,1556245.1,Corporate,Manufacturing,South,2,Recently At Risk,Medium Value,30.37,Run targeted re-engagement campaign,246
C0348,34,50897650.4,2019-04-15,2024-10-24,69,2088,5.72,5.95,1496989.72,Retail,Logistics,North,2,At Risk,Medium Value,30.35,Prioritize retention outreach and personalized offers,247
C0224,36,54050072.4,2019-01-30,2024-10-31,62,2163,5.92,6.08,1501390.9,Retail,Manufacturing,East,3,At Risk,Medium Value,30.34,Prioritize retention outreach and personalized offers,248
C0022,38,56759064.0,2019-01-13,2024-11-06,56,2180,5.97,6.37,1493659.58,Retail,Infrastructure,South,3,Recently At Risk,Medium Value,30.34,Run targeted re-engagement campaign,249
C0294,45,79772077.0,2019-03-26,2024-12-27,5,2108,5.77,7.8,1772712.82,Government,Infrastructure,South,4,Active,High Value,30.33,Maintain engagement and encourage repeat purchases,250
C0430,27,44879330.8,2019-03-08,2024-10-11,82,2126,5.82,4.64,1662197.44,Retail,Manufacturing,West,5,At Risk,Low Value,30.3,Prioritize retention outreach and personalized offers,251
C0015,34,61028370.8,2019-02-18,2024-11-16,46,2144,5.87,5.79,1794952.08,Government,Rental,West,2,Recently At Risk,Medium Value,30.25,Run targeted re-engagement campaign,252
C0296,40,56944680.8,2019-01-02,2024-11-07,55,2191,6.0,6.67,1423617.02,Corporate,Manufacturing,East,2,Recently At Risk,Medium Value,30.24,Run targeted re-engagement campaign,253
C0034,32,42477752.2,2019-01-05,2024-10-06,87,2188,5.99,5.34,1327429.76,Government,Construction,West,5,At Risk,Low Value,30.24,Prioritize retention outreach and personalized offers,254
C0199,33,48930073.4,2019-01-19,2024-10-21,72,2174,5.95,5.54,1482729.5,Government,Mining,West,3,At Risk,Medium Value,30.12,Prioritize retention outreach and personalized offers,255
C0460,32,64634814.4,2019-04-06,2024-11-25,37,2097,5.74,5.57,2019837.95,Dealer,Logistics,South,1,Recently At Risk,Medium Value,30.08,Run targeted re-engagement campaign,256
C0471,37,65501994.2,2019-02-23,2024-11-27,35,2139,5.86,6.32,1770324.17,Fleet Owner,Logistics,West,5,Recently At Risk,Medium Value,30.06,Run targeted re-engagement campaign,257
C0411,43,72229183.0,2019-07-14,2024-12-12,20,1998,5.47,7.86,1679748.44,Corporate,Mining,South,5,Active,High Value,30.04,Maintain engagement and encourage repeat purchases,258
C0161,37,60837361.2,2019-03-24,2024-11-17,45,2110,5.78,6.4,1644253.01,Dealer,Mining,West,4,Recently At Risk,Medium Value,30.01,Run targeted re-engagement campaign,259
C0124,42,54870405.8,2019-01-11,2024-11-04,58,2182,5.97,7.03,1306438.23,Dealer,Construction,West,3,Recently At Risk,Medium Value,29.98,Run targeted re-engagement campaign,260
C0216,39,62009378.6,2019-01-27,2024-11-20,42,2166,5.93,6.58,1589984.07,Government,Mining,East,1,Recently At Risk,Medium Value,29.94,Run targeted re-engagement campaign,261
C0106,39,58339475.8,2019-04-07,2024-11-12,50,2096,5.74,6.8,1495883.99,Dealer,Infrastructure,Central,2,Recently At Risk,Medium Value,29.92,Run targeted re-engagement campaign,262
C0130,39,60017312.8,2019-02-17,2024-11-16,46,2145,5.87,6.64,1538905.46,Government,Mining,West,1,Recently At Risk,Medium Value,29.88,Run targeted re-engagement campaign,263
C0051,36,59420710.4,2019-02-15,2024-11-15,47,2147,5.88,6.12,1650575.29,Retail,Infrastructure,North,4,Recently At Risk,Medium Value,29.82,Run targeted re-engagement campaign,264
C0441,31,47045233.8,2019-01-17,2024-10-19,74,2176,5.96,5.2,1517588.19,Dealer,Construction,North,2,At Risk,Low Value,29.76,Prioritize retention outreach and personalized offers,265
C0166,32,69504759.6,2019-01-18,2024-12-08,24,2175,5.95,5.37,2172023.74,Fleet Owner,Manufacturing,West,2,Active,High Value,29.71,Maintain engagement and encourage repeat purchases,266
C0257,43,76189558.0,2019-01-18,2024-12-23,9,2175,5.95,7.22,1771850.19,Corporate,Logistics,North,1,Active,High Value,29.67,Maintain engagement and encourage repeat purchases,267
C0186,40,70676837.0,2019-02-17,2024-12-11,21,2145,5.87,6.81,1766920.92,Fleet Owner,Infrastructure,East,3,Active,High Value,29.64,Maintain engagement and encourage repeat purchases,268
C0459,41,71816909.8,2019-03-10,2024-12-14,18,2124,5.82,7.05,1751631.95,Retail,Logistics,East,5,Active,High Value,29.56,Maintain engagement and encourage repeat purchases,269
C0109,44,69451949.0,2019-01-14,2024-12-09,23,2179,5.97,7.38,1578453.39,Retail,Mining,South,1,Active,High Value,29.52,Maintain engagement and encourage repeat purchases,270
C0250,43,74416923.4,2019-03-08,2024-12-20,12,2126,5.82,7.39,1730626.13,Government,Infrastructure,East,2,Active,High Value,29.52,Maintain engagement and encourage repeat purchases,271
C0377,37,68519191.2,2019-02-01,2024-12-07,25,2161,5.92,6.25,1851870.03,Dealer,Logistics,West,3,Active,High Value,29.51,Maintain engagement and encourage repeat purchases,272
C0269,41,61642030.4,2019-01-12,2024-11-22,40,2181,5.97,6.87,1503464.16,Government,Mining,South,1,Recently At Risk,Medium Value,29.47,Run targeted re-engagement campaign,273
C0073,32,56970903.6,2019-03-23,2024-11-12,50,2111,5.78,5.54,1780340.74,Corporate,Rental,North,4,Recently At Risk,Medium Value,29.42,Run targeted re-engagement campaign,274
C0368,31,51837532.8,2019-02-17,2024-11-01,61,2145,5.87,5.28,1672178.48,Fleet Owner,Construction,South,1,At Risk,Medium Value,29.36,Prioritize retention outreach and personalized offers,275
C0289,35,50221149.2,2019-02-07,2024-10-29,64,2155,5.9,5.93,1434889.98,Corporate,Logistics,South,2,At Risk,Medium Value,29.26,Prioritize retention outreach and personalized offers,276
C0218,36,44324901.0,2019-02-02,2024-10-16,77,2160,5.91,6.09,1231247.25,Fleet Owner,Construction,West,5,At Risk,Low Value,29.26,Prioritize retention outreach and personalized offers,277
C0455,35,63287015.4,2019-04-27,2024-11-27,35,2076,5.68,6.16,1808200.44,Retail,Logistics,Central,1,Recently At Risk,Medium Value,29.25,Run targeted re-engagement campaign,278
C0416,37,46006682.0,2019-01-05,2024-10-20,73,2188,5.99,6.18,1243423.84,Dealer,Manufacturing,South,2,At Risk,Low Value,29.21,Prioritize retention outreach and personalized offers,279
C0010,46,63051038.4,2019-01-23,2024-11-27,35,2170,5.94,7.74,1370674.75,Dealer,Construction,South,5,Recently At Risk,Medium Value,29.16,Run targeted re-engagement campaign,280
C0220,43,53467975.0,2019-01-19,2024-11-06,56,2174,5.95,7.22,1243441.28,Government,Infrastructure,Central,2,Recently At Risk,Medium Value,29.13,Run targeted re-engagement campaign,281
C0290,40,57372288.2,2019-03-04,2024-11-15,47,2130,5.83,6.86,1434307.2,Corporate,Construction,West,3,Recently At Risk,Medium Value,29.06,Run targeted re-engagement campaign,282
C0497,30,51439335.2,2019-06-12,2024-11-02,60,2030,5.56,5.4,1714644.51,Government,Logistics,South,3,Recently At Risk,Medium Value,29.04,Run targeted re-engagement campaign,283
C0363,32,53560072.2,2019-05-10,2024-11-07,55,2063,5.65,5.67,1673752.26,Fleet Owner,Logistics,South,5,Recently At Risk,Medium Value,28.99,Run targeted re-engagement campaign,284
C0211,42,59389779.2,2019-03-06,2024-11-20,42,2128,5.83,7.21,1414042.36,Fleet Owner,Manufacturing,South,1,Recently At Risk,Medium Value,28.97,Run targeted re-engagement campaign,285
C0374,41,68389697.6,2019-03-07,2024-12-10,22,2127,5.82,7.04,1668041.4,Corporate,Manufacturing,West,5,Active,High Value,28.96,Maintain engagement and encourage repeat purchases,286
C0425,41,67882732.6,2019-01-17,2024-12-09,23,2176,5.96,6.88,1655676.4,Dealer,Manufacturing,South,3,Active,High Value,28.94,Maintain engagement and encourage repeat purchases,287
C0357,28,57734552.2,2019-01-05,2024-11-17,45,2188,5.99,4.67,2061948.29,Corporate,Mining,West,2,Recently At Risk,Medium Value,28.86,Run targeted re-engagement campaign,288
C0039,38,62706510.2,2019-04-17,2024-11-28,34,2086,5.71,6.65,1650171.32,Fleet Owner,Rental,South,4,Recently At Risk,Medium Value,28.86,Run targeted re-engagement campaign,289
C0448,36,68495840.4,2019-03-13,2024-12-11,21,2121,5.81,6.2,1902662.23,Fleet Owner,Logistics,East,4,Active,High Value,28.83,Maintain engagement and encourage repeat purchases,290
C0063,38,72065344.4,2019-02-28,2024-12-19,13,2134,5.84,6.5,1896456.43,Retail,Rental,North,5,Active,High Value,28.81,Maintain engagement and encourage repeat purchases,291
C0457,33,56578805.4,2019-01-13,2024-11-15,47,2180,5.97,5.53,1714509.25,Retail,Manufacturing,East,4,Recently At Risk,Medium Value,28.77,Run targeted re-engagement campaign,292
C0086,29,59655682.6,2019-01-12,2024-11-22,40,2181,5.97,4.86,2057092.5,Retail,Construction,West,3,Recently At Risk,Medium Value,28.74,Run targeted re-engagement campaign,293
C0499,39,62785837.0,2019-01-18,2024-11-29,33,2175,5.95,6.55,1609893.26,Corporate,Construction,East,5,Recently At Risk,Medium Value,28.73,Run targeted re-engagement campaign,294
C0215,49,73940925.4,2019-02-28,2024-12-24,8,2134,5.84,8.39,1508998.48,Corporate,Rental,South,5,Active,High Value,28.67,Maintain engagement and encourage repeat purchases,295
C0387,34,47133318.0,2019-01-02,2024-10-26,67,2191,6.0,5.67,1386274.06,Dealer,Infrastructure,East,4,At Risk,Low Value,28.62,Prioritize retention outreach and personalized offers,296
C0140,37,60136648.6,2019-03-18,2024-11-24,38,2116,5.79,6.39,1625314.83,Retail,Logistics,West,3,Recently At Risk,Medium Value,28.58,Run targeted re-engagement campaign,297
C0478,44,75901402.2,2019-02-04,2024-12-29,3,2158,5.91,7.45,1725031.87,Retail,Rental,North,1,Active,High Value,28.56,Maintain engagement and encourage repeat purchases,298
C0016,35,70872336.2,2019-01-18,2024-12-18,14,2175,5.95,5.88,2024923.89,Government,Rental,East,4,Active,High Value,28.54,Maintain engagement and encourage repeat purchases,299
C0306,42,69813587.0,2019-07-19,2024-12-16,16,1993,5.46,7.7,1662228.26,Fleet Owner,Manufacturing,East,1,Active,High Value,28.48,Maintain engagement and encourage repeat purchases,300
C0020,37,42586254.6,2019-01-26,2024-10-17,76,2167,5.93,6.24,1150979.85,Dealer,Logistics,East,3,At Risk,Low Value,28.45,Prioritize retention outreach and personalized offers,301
C0325,30,52920013.4,2019-03-03,2024-11-09,53,2131,5.83,5.14,1764000.45,Corporate,Rental,East,3,Recently At Risk,Medium Value,28.42,Run targeted re-engagement campaign,302
