customer_id,customer_type,industry_segment,region,unique_products_purchased,total_product_units,total_product_revenue,total_product_gross_value,avg_revenue_per_product,product_diversification_class,cross_sell_opportunity_score,cross_sell_opportunity_class,cross_sell_priority_rank,action_focus
C0395,Corporate,Manufacturing,East,30,2938,50643860,64514679.8,1688128.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,156,Maintain product engagement and monitor purchasing breadth
C0275,Fleet Owner,Construction,West,30,2734,50445750,64270295.0,1681525.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,157,Maintain product engagement and monitor purchasing breadth
C0379,Retail,Mining,West,30,2899,50443570,64194052.6,1681452.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,158,Maintain product engagement and monitor purchasing breadth
C0329,Dealer,Infrastructure,Central,30,2480,50414010,64307436.800000004,1680467.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,159,Maintain product engagement and monitor purchasing breadth
C0390,Fleet Owner,Construction,North,30,2474,50314950,64132451.0,1677165.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,160,Maintain product engagement and monitor purchasing breadth
C0168,Dealer,Infrastructure,West,30,2844,50309900,64028787.0,1676996.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,161,Maintain product engagement and monitor purchasing breadth
C0116,Dealer,Construction,North,30,2516,50227070,64081942.6,1674235.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,162,Maintain product engagement and monitor purchasing breadth
C0126,Dealer,Manufacturing,South,30,2272,50213860,64059034.800000004,1673795.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,163,Maintain product engagement and monitor purchasing breadth
C0301,Dealer,Mining,East,30,2547,50074420,63821535.6,1669147.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,164,Maintain product engagement and monitor purchasing breadth
C0268,Government,Mining,West,30,2405,49962270,63709103.6,1665409.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,165,Maintain product engagement and monitor purchasing breadth
C0302,Fleet Owner,Mining,West,30,2506,49894150,63607092.0,1663138.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,166,Maintain product engagement and monitor purchasing breadth
C0340,Government,Mining,South,30,2588,49824870,63532821.6,1660829.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,167,Maintain product engagement and monitor purchasing breadth
C0198,Government,Mining,West,30,2375,49819290,63577917.2,1660643.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,168,Maintain product engagement and monitor purchasing breadth
C0054,Fleet Owner,Manufacturing,South,30,2238,49743760,63424926.8,1658125.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,169,Maintain product engagement and monitor purchasing breadth
C0249,Corporate,Construction,West,30,2439,49712310,63391180.8,1657077.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,170,Maintain product engagement and monitor purchasing breadth
C0333,Corporate,Mining,South,30,2835,49686600,63220923.0,1656220.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,171,Maintain product engagement and monitor purchasing breadth
C0455,Retail,Logistics,Central,30,2493,49656280,63287015.4,1655209.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,172,Maintain product engagement and monitor purchasing breadth
C0010,Dealer,Construction,South,30,2985,49509380,63051038.4,1650312.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,173,Maintain product engagement and monitor purchasing breadth
C0261,Dealer,Manufacturing,North,30,2553,49449470,62999554.6,1648315.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,174,Maintain product engagement and monitor purchasing breadth
C0467,Retail,Construction,North,30,2649,49361930,62880162.4,1645397.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,175,Maintain product engagement and monitor purchasing breadth
C0039,Fleet Owner,Rental,South,30,2863,49221640,62706510.199999996,1640721.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,176,Maintain product engagement and monitor purchasing breadth
C0499,Corporate,Construction,East,30,2434,49218150,62785837.0,1640605.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,177,Maintain product engagement and monitor purchasing breadth
C0328,Government,Rental,East,30,2539,49201820,62646507.6,1640060.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,178,Maintain product engagement and monitor purchasing breadth
C0101,Corporate,Logistics,South,30,2830,49185770,62629058.6,1639525.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,179,Maintain product engagement and monitor purchasing breadth
C0135,Retail,Rental,South,30,2223,49182970,62791824.6,1639432.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,180,Maintain product engagement and monitor purchasing breadth
C0138,Corporate,Mining,South,30,2527,49111730,62582651.4,1637057.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,181,Maintain product engagement and monitor purchasing breadth
C0413,Fleet Owner,Manufacturing,South,30,2737,48986230,62380011.4,1632874.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,182,Maintain product engagement and monitor purchasing breadth
C0152,Corporate,Manufacturing,South,30,2932,48907690,62249804.199999996,1630256.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,183,Maintain product engagement and monitor purchasing breadth
C0258,Corporate,Mining,South,30,2296,48830880,62250978.4,1627696.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,184,Maintain product engagement and monitor purchasing breadth
C0230,Dealer,Infrastructure,North,30,2971,48757760,62086661.8,1625258.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,185,Maintain product engagement and monitor purchasing breadth
C0318,Corporate,Logistics,North,30,2547,48754200,62202116.0,1625140.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,186,Maintain product engagement and monitor purchasing breadth
C0216,Government,Mining,East,30,2494,48655520,62009378.6,1621850.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,187,Maintain product engagement and monitor purchasing breadth
C0381,Corporate,Mining,South,30,1971,48585550,62038399.0,1619518.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,188,Maintain product engagement and monitor purchasing breadth
C0492,Dealer,Rental,East,30,2635,48527140,61798115.2,1617571.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,189,Maintain product engagement and monitor purchasing breadth
C0438,Corporate,Rental,East,30,2562,48432400,61720027.0,1614413.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,190,Maintain product engagement and monitor purchasing breadth
C0269,Government,Mining,South,30,2864,48367030,61642030.4,1612234.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,191,Maintain product engagement and monitor purchasing breadth
C0263,Government,Rental,South,30,2552,48351480,61677496.4,1611716.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,192,Maintain product engagement and monitor purchasing breadth
C0184,Retail,Rental,South,30,2326,48287230,61479056.4,1609574.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,193,Maintain product engagement and monitor purchasing breadth
C0419,Fleet Owner,Logistics,West,30,2198,48221790,61514207.199999996,1607393.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,194,Maintain product engagement and monitor purchasing breadth
C0315,Dealer,Rental,West,30,2744,48208830,61457629.4,1606961.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,195,Maintain product engagement and monitor purchasing breadth
C0217,Corporate,Infrastructure,North,30,2339,48179740,61360958.2,1605991.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,196,Maintain product engagement and monitor purchasing breadth
C0447,Fleet Owner,Rental,East,30,2524,48124660,61334243.8,1604155.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,197,Maintain product engagement and monitor purchasing breadth
C0146,Retail,Mining,West,30,2407,48058590,61245406.2,1601953.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,198,Maintain product engagement and monitor purchasing breadth
C0189,Government,Manufacturing,South,30,2752,47996060,61121980.8,1599868.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,199,Maintain product engagement and monitor purchasing breadth
C0228,Government,Construction,South,30,2234,47933580,61132479.4,1597786.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,200,Maintain product engagement and monitor purchasing breadth
C0015,Government,Rental,West,30,2350,47922560,61028370.8,1597418.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,201,Maintain product engagement and monitor purchasing breadth
C0327,Retail,Mining,West,30,2598,47883020,61017008.6,1596100.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,202,Maintain product engagement and monitor purchasing breadth
C0161,Dealer,Mining,West,30,2835,47774340,60837361.2,1592478.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,203,Maintain product engagement and monitor purchasing breadth
C0273,Dealer,Manufacturing,East,30,2548,47764950,60830001.0,1592165.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,204,Maintain product engagement and monitor purchasing breadth
C0409,Government,Logistics,West,30,2971,47755320,60821412.6,1591844.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,205,Maintain product engagement and monitor purchasing breadth
C0004,Fleet Owner,Logistics,South,30,2879,47754210,60843242.8,1591807.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,206,Maintain product engagement and monitor purchasing breadth
C0056,Dealer,Mining,North,30,2498,47730860,60885469.8,1591028.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,207,Maintain product engagement and monitor purchasing breadth
C0024,Dealer,Rental,South,30,2526,47587690,60658309.199999996,1586256.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,208,Maintain product engagement and monitor purchasing breadth
C0251,Dealer,Mining,North,30,2253,47504560,60544705.8,1583485.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,209,Maintain product engagement and monitor purchasing breadth
C0026,Fleet Owner,Mining,North,30,2679,47482150,60554977.0,1582738.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,210,Maintain product engagement and monitor purchasing breadth
C0481,Corporate,Logistics,South,30,2851,47455190,60397194.2,1581839.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,211,Maintain product engagement and monitor purchasing breadth
C0235,Fleet Owner,Mining,East,30,2602,47454230,60478356.4,1581807.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,212,Maintain product engagement and monitor purchasing breadth
C0335,Government,Infrastructure,North East,30,2769,47401100,60351028.0,1580036.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,213,Maintain product engagement and monitor purchasing breadth
C0085,Retail,Mining,South,30,2228,47385290,60463527.2,1579509.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,214,Maintain product engagement and monitor purchasing breadth
C0319,Dealer,Mining,South,30,2588,47364750,60426895.0,1578825.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,215,Maintain product engagement and monitor purchasing breadth
C0365,Government,Manufacturing,East,30,2697,47362240,60336743.2,1578741.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,216,Maintain product engagement and monitor purchasing breadth
C0286,Dealer,Construction,South,30,2640,47333390,60273490.2,1577779.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,217,Maintain product engagement and monitor purchasing breadth
C0259,Fleet Owner,Logistics,South,30,2294,47259670,60202150.6,1575322.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,218,Maintain product engagement and monitor purchasing breadth
C0140,Retail,Logistics,West,30,2498,47230520,60136648.6,1574350.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,219,Maintain product engagement and monitor purchasing breadth
C0408,Government,Infrastructure,South,30,2629,47201090,60127186.2,1573369.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,220,Maintain product engagement and monitor purchasing breadth
C0130,Government,Mining,West,30,2610,47103710,60017312.8,1570123.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,221,Maintain product engagement and monitor purchasing breadth
C0021,Corporate,Mining,South,30,2391,47093630,59956738.4,1569787.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,222,Maintain product engagement and monitor purchasing breadth
C0219,Government,Manufacturing,West,30,2604,47075000,59976015.0,1569166.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,223,Maintain product engagement and monitor purchasing breadth
C0065,Corporate,Mining,West,30,2370,46865770,59751563.6,1562192.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,224,Maintain product engagement and monitor purchasing breadth
C0086,Retail,Construction,West,30,2069,46746570,59655682.6,1558219.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,225,Maintain product engagement and monitor purchasing breadth
C0211,Fleet Owner,Manufacturing,South,30,3126,46705690,59389779.2,1556856.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,226,Maintain product engagement and monitor purchasing breadth
C0358,Government,Infrastructure,West,30,2398,46632120,59405501.6,1554404.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,227,Maintain product engagement and monitor purchasing breadth
C0453,Dealer,Mining,East,30,2527,46607160,59284873.8,1553572.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,228,Maintain product engagement and monitor purchasing breadth
C0051,Retail,Infrastructure,North,30,2586,46593280,59420710.4,1553109.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,229,Maintain product engagement and monitor purchasing breadth
C0175,Fleet Owner,Rental,East,30,2207,46583410,59434888.8,1552780.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,230,Maintain product engagement and monitor purchasing breadth
C0399,Fleet Owner,Rental,South,30,2439,46532600,59287998.0,1551086.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,231,Maintain product engagement and monitor purchasing breadth
C0017,Government,Infrastructure,South,30,2440,46409400,59194497.0,1546980.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,232,Maintain product engagement and monitor purchasing breadth
C0485,Fleet Owner,Rental,West,30,2289,46389160,59146123.8,1546305.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,233,Maintain product engagement and monitor purchasing breadth
C0280,Corporate,Construction,West,30,2692,46383310,59078520.8,1546110.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,234,Maintain product engagement and monitor purchasing breadth
C0310,Government,Infrastructure,East,30,2817,46376420,59059490.6,1545880.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,235,Maintain product engagement and monitor purchasing breadth
C0055,Dealer,Construction,North,30,2627,46311140,59056095.2,1543704.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,236,Maintain product engagement and monitor purchasing breadth
C0131,Corporate,Rental,South,30,2228,46237660,59008448.8,1541255.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,237,Maintain product engagement and monitor purchasing breadth
C0158,Corporate,Infrastructure,East,30,2349,46231390,58875735.2,1541046.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,238,Maintain product engagement and monitor purchasing breadth
C0355,Government,Infrastructure,South,30,2259,46214030,58903770.4,1540467.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,239,Maintain product engagement and monitor purchasing breadth
C0256,Corporate,Infrastructure,North East,30,2389,46110780,58794725.4,1537026.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,240,Maintain product engagement and monitor purchasing breadth
C0314,Retail,Logistics,East,30,2236,46037410,58625243.8,1534580.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,241,Maintain product engagement and monitor purchasing breadth
C0106,Dealer,Infrastructure,Central,30,2716,45839560,58339475.8,1527985.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,242,Maintain product engagement and monitor purchasing breadth
C0401,Government,Logistics,North East,30,2290,45711960,58231157.8,1523732.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,243,Maintain product engagement and monitor purchasing breadth
C0030,Corporate,Construction,South,30,2481,45703710,58263942.8,1523457.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,244,Maintain product engagement and monitor purchasing breadth
C0424,Retail,Construction,West,30,2714,45692330,58183379.4,1523077.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,245,Maintain product engagement and monitor purchasing breadth
C0023,Corporate,Mining,South,30,2181,45671740,58217713.2,1522391.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,246,Maintain product engagement and monitor purchasing breadth
C0029,Dealer,Construction,South,30,2565,45653420,58176890.6,1521780.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,247,Maintain product engagement and monitor purchasing breadth
C0173,Retail,Logistics,South,30,2502,45510430,57999777.4,1517014.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,248,Maintain product engagement and monitor purchasing breadth
C0093,Dealer,Manufacturing,South,30,2522,45460060,57944235.8,1515335.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,249,Maintain product engagement and monitor purchasing breadth
C0227,Fleet Owner,Infrastructure,East,30,2172,45457070,57926647.6,1515235.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,250,Maintain product engagement and monitor purchasing breadth
C0236,Corporate,Mining,West,30,2323,45446800,57861179.0,1514893.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,251,Maintain product engagement and monitor purchasing breadth
C0047,Corporate,Rental,West,30,2272,45416100,57880918.0,1513870.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,252,Maintain product engagement and monitor purchasing breadth
C0038,Fleet Owner,Rental,North,30,2388,45410090,57808311.2,1513669.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,253,Maintain product engagement and monitor purchasing breadth
C0077,Corporate,Mining,North,30,2369,45390570,57865492.6,1513019.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,254,Maintain product engagement and monitor purchasing breadth
C0064,Corporate,Manufacturing,North,30,2240,45390350,57893888.0,1513011.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,255,Maintain product engagement and monitor purchasing breadth
C0398,Government,Rental,South,30,2629,45379170,57843305.6,1512639.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,256,Maintain product engagement and monitor purchasing breadth
C0436,Fleet Owner,Logistics,East,30,2530,45357190,57784314.2,1511906.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,257,Maintain product engagement and monitor purchasing breadth
C0477,Government,Construction,West,30,2667,45286770,57746038.6,1509559.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,258,Maintain product engagement and monitor purchasing breadth
C0357,Corporate,Mining,West,30,1981,45252290,57734552.2,1508409.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,259,Maintain product engagement and monitor purchasing breadth
C0367,Fleet Owner,Logistics,South,30,2168,45173860,57592654.8,1505795.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,260,Maintain product engagement and monitor purchasing breadth
C0232,Government,Mining,South,30,2545,45159600,57544368.0,1505320.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,261,Maintain product engagement and monitor purchasing breadth
C0068,Retail,Mining,North,30,2466,45062980,57372766.4,1502099.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,262,Maintain product engagement and monitor purchasing breadth
C0290,Corporate,Construction,West,30,2504,45014240,57372288.2,1500474.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,263,Maintain product engagement and monitor purchasing breadth
C0088,Corporate,Infrastructure,West,30,2304,44991010,57330201.8,1499700.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,264,Maintain product engagement and monitor purchasing breadth
C0172,Dealer,Manufacturing,South,30,2312,44967390,57323600.2,1498913.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,265,Maintain product engagement and monitor purchasing breadth
C0105,Government,Logistics,North,30,2459,44966360,57202879.8,1498878.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,266,Maintain product engagement and monitor purchasing breadth
C0011,Retail,Infrastructure,West,30,2717,44933810,57187490.8,1497793.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,267,Maintain product engagement and monitor purchasing breadth
C0222,Fleet Owner,Logistics,North,30,2558,44904020,57177978.6,1496800.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,268,Maintain product engagement and monitor purchasing breadth
C0426,Dealer,Infrastructure,North East,30,2335,44884200,57207251.0,1496140.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,269,Maintain product engagement and monitor purchasing breadth
C0445,Government,Mining,East,30,2065,44860580,57177744.4,1495352.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,270,Maintain product engagement and monitor purchasing breadth
C0433,Dealer,Infrastructure,North,30,2521,44764880,57020323.4,1492162.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,271,Maintain product engagement and monitor purchasing breadth
C0073,Corporate,Rental,North,30,2151,44726770,56970903.6,1490892.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,272,Maintain product engagement and monitor purchasing breadth
C0296,Corporate,Manufacturing,East,30,2558,44706560,56944680.8,1490218.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,273,Maintain product engagement and monitor purchasing breadth
C0059,Retail,Manufacturing,South,30,2341,44636580,56859509.4,1487886.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,274,Maintain product engagement and monitor purchasing breadth
C0058,Retail,Infrastructure,West,30,2537,44606750,56831525.0,1486891.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,275,Maintain product engagement and monitor purchasing breadth
C0354,Corporate,Logistics,South,30,2595,44585860,56690884.8,1486195.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,276,Maintain product engagement and monitor purchasing breadth
C0022,Retail,Infrastructure,South,30,2582,44575550,56759064.0,1485851.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,277,Maintain product engagement and monitor purchasing breadth
C0461,Corporate,Infrastructure,North,30,2715,44543940,56714684.2,1484798.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,278,Maintain product engagement and monitor purchasing breadth
C0195,Fleet Owner,Logistics,East,30,2094,44526020,56797913.6,1484200.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,279,Maintain product engagement and monitor purchasing breadth
C0349,Corporate,Rental,West,30,2459,44485700,56613876.0,1482856.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,280,Maintain product engagement and monitor purchasing breadth
C0052,Government,Manufacturing,North East,30,2298,44420040,56612172.199999996,1480668.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,281,Maintain product engagement and monitor purchasing breadth
C0080,Retail,Mining,South,30,2633,44386690,56541324.2,1479556.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,282,Maintain product engagement and monitor purchasing breadth
C0099,Fleet Owner,Rental,South,30,2882,44372200,56469516.0,1479073.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,283,Maintain product engagement and monitor purchasing breadth
C0457,Retail,Manufacturing,East,30,2509,44351780,56578805.4,1478392.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,284,Maintain product engagement and monitor purchasing breadth
C0245,Dealer,Logistics,South,30,2268,44342070,56554752.6,1478069.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,285,Maintain product engagement and monitor purchasing breadth
C0081,Corporate,Rental,West,30,2676,44271750,56355210.0,1475725.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,286,Maintain product engagement and monitor purchasing breadth
C0397,Fleet Owner,Mining,West,30,2475,44216230,56279511.4,1473874.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,287,Maintain product engagement and monitor purchasing breadth
C0190,Retail,Manufacturing,North,30,2251,44179380,56351528.4,1472646.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,288,Maintain product engagement and monitor purchasing breadth
C0050,Dealer,Mining,East,30,1930,44016360,56151044.800000004,1467212.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,289,Maintain product engagement and monitor purchasing breadth
C0098,Corporate,Mining,East,30,2381,44013350,56088743.0,1467111.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,290,Maintain product engagement and monitor purchasing breadth
C0111,Corporate,Construction,South,30,2497,43914790,55916542.2,1463826.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,291,Maintain product engagement and monitor purchasing breadth
C0449,Fleet Owner,Logistics,West,30,2249,43705510,55700286.8,1456850.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,292,Maintain product engagement and monitor purchasing breadth
C0157,Dealer,Infrastructure,North,30,2346,43654580,55572804.4,1455152.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,293,Maintain product engagement and monitor purchasing breadth
C0095,Fleet Owner,Logistics,West,30,2310,43640740,55610118.2,1454691.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,294,Maintain product engagement and monitor purchasing breadth
C0260,Dealer,Logistics,South,30,2342,43590270,55524668.6,1453009.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,295,Maintain product engagement and monitor purchasing breadth
C0067,Retail,Manufacturing,West,30,2135,43570420,55575120.6,1452347.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,296,Maintain product engagement and monitor purchasing breadth
C0463,Dealer,Mining,West,30,2617,43452000,55370560.0,1448400.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,297,Maintain product engagement and monitor purchasing breadth
C0072,Government,Logistics,West,30,1998,43449850,55369763.0,1448328.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,298,Maintain product engagement and monitor purchasing breadth
C0171,Fleet Owner,Construction,South,30,2101,43403890,55348450.2,1446796.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,299,Maintain product engagement and monitor purchasing breadth
C0450,Fleet Owner,Construction,East,30,2347,43401530,55345960.4,1446717.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,300,Maintain product engagement and monitor purchasing breadth
C0287,Dealer,Manufacturing,South,30,2332,43261120,55179366.6,1442037.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,301,Maintain product engagement and monitor purchasing breadth
C0001,Retail,Construction,East,30,2123,43201680,55019747.4,1440056.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,302,Maintain product engagement and monitor purchasing breadth
C0472,Dealer,Manufacturing,South,30,2669,43087580,54888819.4,1436252.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,303,Maintain product engagement and monitor purchasing breadth
C0124,Dealer,Construction,West,30,2907,43084310,54870405.8,1436143.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,304,Maintain product engagement and monitor purchasing breadth
C0148,Government,Construction,South,30,2144,43008380,54884128.4,1433612.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,305,Maintain product engagement and monitor purchasing breadth
C0274,Dealer,Mining,North,30,2395,42946740,54639688.2,1431558.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,306,Maintain product engagement and monitor purchasing breadth
C0493,Retail,Construction,South,30,2728,42934640,54684935.2,1431154.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,307,Maintain product engagement and monitor purchasing breadth
C0360,Dealer,Construction,West,30,2233,42914200,54662201.0,1430473.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,308,Maintain product engagement and monitor purchasing breadth
C0407,Dealer,Logistics,South,30,2248,42882880,54609453.4,1429429.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,309,Maintain product engagement and monitor purchasing breadth
C0346,Retail,Construction,East,30,2411,42873560,54686860.8,1429118.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,310,Maintain product engagement and monitor purchasing breadth
C0321,Retail,Logistics,South,30,2577,42809230,54558976.4,1426974.3333333333,Highly Diversified,0.0,Low Cross-Sell Opportunity,311,Maintain product engagement and monitor purchasing breadth
C0434,Corporate,Mining,Central,30,2130,42768890,54575670.2,1425629.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,312,Maintain product engagement and monitor purchasing breadth
