customer_id,customer_type,industry_segment,region,credit_limit,customer_rating,first_purchase_date,last_purchase_date,customer_tenure_days,recency_days,delivered_order_count,total_revenue,average_order_value,recency_segment,frequency_segment,monetary_segment,recency_score,frequency_score,monetary_score,retention_score,churn_risk_score,churn_risk_class,retention_class,retention_priority_score,retention_priority_rank
C0330,Retail,Infrastructure,East,41835,3,2019-02-12,2024-08-10,2150,144,38,54285450.6,1428564.4894736842,At Risk Customer,High Frequency,Medium-Low Value,60,66.10000000000001,38.4,56.13,43.87,Low Churn Risk,Moderately Retained,22.01,114
C0018,Retail,Construction,West,49835,2,2019-06-10,2024-11-14,2032,48,31,49286607.8,1589890.5741935482,Recent Customer,High Frequency,Medium-Low Value,80,21.0,26.0,51.75,48.25,Low Churn Risk,Moderately Retained,21.98,115
C0132,Corporate,Construction,Central,604969,2,2019-02-22,2024-10-01,2140,92,37,49004629.4,1324449.4432432433,At Risk Customer,High Frequency,Medium-Low Value,60,60.6,25.6,51.55,48.45,Low Churn Risk,Moderately Retained,21.94,116
C0122,Dealer,Rental,North East,351917,2,2019-01-12,2024-11-05,2181,57,31,48051119.4,1550036.1096774193,Recent Customer,High Frequency,Low Value,80,21.0,21.6,50.65,49.35,Low Churn Risk,Moderately Retained,21.92,117
C0066,Retail,Manufacturing,Central,37976,1,2019-01-29,2024-10-11,2164,82,32,54037060.800000004,1688658.1500000001,Recent Customer,High Frequency,Medium-Low Value,80,27.1,37.8,56.22,43.78,Low Churn Risk,Moderately Retained,21.86,118
C0364,Government,Infrastructure,East,615436,5,2019-03-14,2024-11-18,2120,44,32,54408370.8,1700261.5875,Recent Customer,High Frequency,Medium-Low Value,80,27.1,39.0,56.52,43.48,Low Churn Risk,Moderately Retained,21.86,119
C0449,Fleet Owner,Logistics,West,359802,3,2019-07-19,2024-11-19,1993,43,32,55700286.8,1740633.9625,Recent Customer,High Frequency,Medium-Low Value,80,27.1,43.2,57.58,42.42,Low Churn Risk,Moderately Retained,21.84,120
C0363,Fleet Owner,Logistics,South,384777,5,2019-05-10,2024-11-07,2063,55,32,53560072.2,1673752.25625,Recent Customer,High Frequency,Medium-Low Value,80,27.1,36.6,55.92,44.08,Low Churn Risk,Moderately Retained,21.82,121
C0073,Corporate,Rental,North,740385,4,2019-03-23,2024-11-12,2111,50,32,56970903.6,1780340.7375,Recent Customer,High Frequency,Medium-Low Value,80,27.1,47.199999999999996,58.58,41.42,Low Churn Risk,Moderately Retained,21.81,122
C0305,Fleet Owner,Logistics,North,702965,3,2019-05-16,2024-11-27,2057,35,31,48238808.800000004,1556090.6064516131,Recent Customer,High Frequency,Low Value,80,21.0,23.400000000000002,51.1,48.9,Low Churn Risk,Moderately Retained,21.8,123
C0336,Government,Rental,East,1317175,5,2019-04-29,2024-09-26,2074,97,33,39095696.4,1184718.0727272728,At Risk Customer,High Frequency,Low Value,60,33.5,5.6000000000000005,39.78,60.22,Medium Churn Risk,Weakly Retained,21.76,124
C0441,Dealer,Construction,North,261833,2,2019-01-17,2024-10-19,2176,74,31,47045233.8,1517588.187096774,Recent Customer,High Frequency,Low Value,80,21.0,19.2,50.05,49.95,Low Churn Risk,Moderately Retained,21.72,125
C0277,Dealer,Logistics,West,430878,1,2019-05-28,2024-09-14,2045,109,36,43668914.6,1213025.4055555556,At Risk Customer,High Frequency,Low Value,60,53.300000000000004,11.600000000000001,46.22,53.78,Medium Churn Risk,Moderately Retained,21.71,126
C0079,Retail,Rental,North,28890,5,2019-01-25,2024-11-28,2168,34,31,47175266.2,1521782.7806451614,Recent Customer,High Frequency,Low Value,80,21.0,20.4,50.35,49.65,Low Churn Risk,Moderately Retained,21.65,127
C0064,Corporate,Manufacturing,North,577111,3,2019-03-21,2024-10-18,2113,75,32,57893888.0,1809184.0,Recent Customer,High Frequency,Medium-High Value,80,27.1,51.4,59.62,40.38,Low Churn Risk,Moderately Retained,21.61,128
C0231,Government,Infrastructure,West,903218,4,2019-02-21,2024-11-08,2141,54,32,51646725.4,1613960.16875,Recent Customer,High Frequency,Medium-Low Value,80,27.1,32.0,54.78,45.22,Low Churn Risk,Moderately Retained,21.58,129
C0235,Fleet Owner,Mining,East,417861,5,2019-05-08,2024-09-10,2065,113,38,60478356.4,1591535.694736842,At Risk Customer,High Frequency,Medium-High Value,60,66.10000000000001,59.599999999999994,61.42,38.58,Low Churn Risk,Strongly Retained,21.56,130
C0464,Corporate,Infrastructure,North,703261,1,2019-01-18,2024-09-13,2175,110,38,67405736.8,1773835.1789473684,At Risk Customer,High Frequency,High Value,60,66.10000000000001,76.6,65.68,34.32,Low Churn Risk,Strongly Retained,21.38,131
C0025,Corporate,Infrastructure,West,738335,2,2019-01-29,2024-08-18,2164,136,38,70349653.0,1851306.6578947369,At Risk Customer,High Frequency,High Value,60,66.10000000000001,82.8,67.23,32.77,Low Churn Risk,Strongly Retained,21.31,132
C0373,Corporate,Manufacturing,South,502349,3,2019-04-03,2024-09-02,2100,121,38,69753317.8,1835613.6263157893,At Risk Customer,High Frequency,High Value,60,66.10000000000001,82.0,67.03,32.97,Low Churn Risk,Strongly Retained,21.25,133
C0100,Government,Construction,North,504876,3,2019-01-25,2024-09-10,2168,113,38,48373950.0,1272998.6842105263,At Risk Customer,High Frequency,Low Value,60,66.10000000000001,24.0,52.53,47.47,Low Churn Risk,Moderately Retained,21.22,134
C0386,Retail,Construction,North,31717,4,2019-04-23,2024-11-04,2080,58,32,48819152.6,1525598.51875,Recent Customer,High Frequency,Low Value,80,27.1,24.8,52.98,47.02,Low Churn Risk,Moderately Retained,21.22,135
C0268,Government,Mining,West,1168032,3,2019-01-21,2024-10-07,2172,86,32,63709103.6,1990909.4875,Recent Customer,High Frequency,Medium-High Value,80,27.1,69.0,64.03,35.97,Low Churn Risk,Strongly Retained,21.18,136
C0390,Fleet Owner,Construction,North,220350,3,2019-03-23,2024-11-09,2111,53,32,64132451.0,2004139.09375,Recent Customer,High Frequency,Medium-High Value,80,27.1,70.0,64.28,35.72,Low Churn Risk,Strongly Retained,21.17,137
C0406,Dealer,Logistics,West,229106,3,2019-02-25,2024-10-11,2137,82,32,64818334.4,2025572.95,Recent Customer,High Frequency,Medium-High Value,80,27.1,71.6,64.68,35.32,Low Churn Risk,Strongly Retained,21.16,138
C0460,Dealer,Logistics,South,143749,1,2019-04-06,2024-11-25,2097,37,32,64634814.4,2019837.95,Recent Customer,High Frequency,Medium-High Value,80,27.1,71.2,64.58,35.42,Low Churn Risk,Strongly Retained,21.16,139
C0494,Corporate,Construction,East,704926,2,2019-02-25,2024-11-28,2137,34,32,48287535.6,1508985.4875,Recent Customer,High Frequency,Low Value,80,27.1,23.599999999999998,52.68,47.32,Low Churn Risk,Moderately Retained,21.12,140
C0245,Dealer,Logistics,South,204820,2,2019-01-01,2024-11-30,2192,32,33,56554752.6,1713780.3818181818,Recent Customer,High Frequency,Medium-Low Value,80,33.5,45.0,59.62,40.38,Low Churn Risk,Moderately Retained,21.11,141
C0457,Retail,Manufacturing,East,16374,4,2019-01-13,2024-11-15,2180,47,33,56578805.4,1714509.2545454544,Recent Customer,High Frequency,Medium-Low Value,80,33.5,45.2,59.68,40.32,Low Churn Risk,Moderately Retained,21.08,142
C0434,Corporate,Mining,Central,437713,4,2019-01-05,2024-10-26,2188,67,33,54575670.2,1653808.187878788,Recent Customer,High Frequency,Medium-Low Value,80,33.5,39.4,58.22,41.78,Low Churn Risk,Moderately Retained,21.07,143
C0163,Dealer,Logistics,West,492794,5,2019-06-02,2024-08-05,2040,149,38,46377823.0,1220469.0263157894,At Risk Customer,High Frequency,Low Value,60,66.10000000000001,17.4,50.88,49.12,Low Churn Risk,Moderately Retained,21.05,144
C0334,Corporate,Mining,South,681229,5,2019-01-03,2024-08-24,2190,130,33,37526956.6,1137180.5030303032,At Risk Customer,High Frequency,Low Value,60,33.5,3.8,39.33,60.67,Medium Churn Risk,Weakly Retained,21.04,145
C0349,Corporate,Rental,West,505172,1,2019-01-31,2024-10-19,2162,74,33,56613876.0,1715572.0,Recent Customer,High Frequency,Medium-Low Value,80,33.5,45.6,59.78,40.22,Low Churn Risk,Moderately Retained,21.04,146
C0442,Dealer,Logistics,East,440207,3,2019-01-28,2024-10-20,2165,73,33,53527848.6,1622056.0181818183,Recent Customer,High Frequency,Medium-Low Value,80,33.5,36.4,57.48,42.52,Low Churn Risk,Moderately Retained,21.04,147
C0223,Corporate,Logistics,West,681810,1,2019-03-01,2024-10-15,2133,78,33,54079206.6,1638763.8363636364,Recent Customer,High Frequency,Medium-Low Value,80,33.5,38.2,57.92,42.08,Low Churn Risk,Moderately Retained,21.03,148
C0151,Government,Infrastructure,East,1163117,5,2019-03-03,2024-11-28,2131,34,27,39556960.6,1465072.6148148149,Recent Customer,Medium Frequency,Low Value,80,5.1,6.2,42.82,57.18,Medium Churn Risk,Moderately Retained,20.9,149
C0365,Government,Manufacturing,East,617154,1,2019-01-04,2024-09-15,2189,108,39,60336743.2,1547095.9794871795,At Risk Customer,High Frequency,Medium-High Value,60,71.7,58.599999999999994,62.58,37.42,Low Churn Risk,Strongly Retained,20.87,150
C0061,Dealer,Construction,West,362037,4,2019-01-29,2024-09-08,2164,115,29,33890240.0,1168628.9655172413,At Risk Customer,Medium Frequency,Low Value,60,11.5,2.1999999999999997,33.42,66.58,Medium Churn Risk,Weakly Retained,20.85,151
C0205,Retail,Construction,North,45755,2,2019-02-07,2024-11-15,2155,47,33,51965845.0,1574722.5757575757,Recent Customer,High Frequency,Medium-Low Value,80,33.5,32.800000000000004,56.58,43.42,Low Churn Risk,Moderately Retained,20.85,152
C0338,Corporate,Rental,West,849500,4,2019-02-01,2024-11-23,2161,39,33,52210070.0,1582123.3333333333,Recent Customer,High Frequency,Medium-Low Value,80,33.5,33.800000000000004,56.82,43.18,Low Churn Risk,Moderately Retained,20.84,153
C0150,Fleet Owner,Manufacturing,West,197605,5,2019-07-12,2024-11-09,2000,53,30,41608958.8,1386965.2933333332,Recent Customer,High Frequency,Low Value,80,15.6,8.4,46.0,54.0,Medium Churn Risk,Moderately Retained,20.77,154
C0075,Retail,Mining,South,27094,5,2019-04-17,2024-10-20,2086,73,33,50186853.4,1520813.7393939393,Recent Customer,High Frequency,Medium-Low Value,80,33.5,27.800000000000004,55.32,44.68,Low Churn Risk,Moderately Retained,20.72,155
C0239,Government,Logistics,South,1361502,4,2019-10-11,2024-10-27,1909,66,32,44962159.0,1405067.46875,Recent Customer,High Frequency,Low Value,80,27.1,14.2,50.32,49.68,Low Churn Risk,Moderately Retained,20.64,156
C0438,Corporate,Rental,East,482026,2,2019-06-17,2024-09-01,2025,122,39,61720027.0,1582564.7948717948,At Risk Customer,High Frequency,Medium-High Value,60,71.7,63.800000000000004,63.88,36.12,Low Churn Risk,Strongly Retained,20.6,157
C0084,Corporate,Logistics,West,522422,3,2019-04-29,2024-09-22,2074,101,39,73317161.4,1879927.2153846156,At Risk Customer,High Frequency,High Value,60,71.7,87.0,69.68,30.32,Low Churn Risk,Strongly Retained,20.54,158
C0271,Corporate,Infrastructure,South,399363,5,2019-06-05,2024-11-26,2037,36,24,37757473.800000004,1573228.0750000002,Recent Customer,Medium Frequency,Low Value,80,0.7000000000000001,4.2,41.22,58.78,Medium Churn Risk,Moderately Retained,20.51,159
C0199,Government,Mining,West,666213,3,2019-01-19,2024-10-21,2174,72,33,48930073.4,1482729.4969696968,Recent Customer,High Frequency,Medium-Low Value,80,33.5,25.2,54.68,45.32,Low Churn Risk,Moderately Retained,20.49,160
C0384,Retail,Construction,South,30122,3,2019-02-05,2024-09-09,2157,114,39,72157498.2,1850192.2615384615,At Risk Customer,High Frequency,High Value,60,71.7,85.39999999999999,69.27,30.73,Low Churn Risk,Strongly Retained,20.49,161
C0298,Fleet Owner,Construction,South,229813,4,2019-01-05,2024-11-20,2188,42,33,46771231.0,1417310.0303030303,Recent Customer,High Frequency,Low Value,80,33.5,18.0,52.88,47.12,Low Churn Risk,Moderately Retained,20.37,162
C0391,Government,Construction,West,624393,3,2019-01-14,2024-11-30,2179,32,33,47080496.4,1426681.709090909,Recent Customer,High Frequency,Low Value,80,33.5,19.400000000000002,53.22,46.78,Low Churn Risk,Moderately Retained,20.36,163
C0479,Retail,Construction,West,41285,1,2019-02-22,2024-10-08,2140,85,26,37716131.0,1450620.423076923,Recent Customer,Medium Frequency,Low Value,80,2.3,4.0,41.58,58.42,Medium Churn Risk,Moderately Retained,20.36,164
C0112,Fleet Owner,Mining,South,389833,2,2019-02-27,2024-12-01,2135,31,33,46248326.6,1401464.4424242424,Recent Customer,High Frequency,Low Value,80,33.5,16.8,52.58,47.42,Low Churn Risk,Moderately Retained,20.27,165
C0352,Corporate,Mining,South,729658,1,2019-02-23,2024-11-11,2139,51,30,40262666.2,1342088.8733333335,Recent Customer,High Frequency,Low Value,80,15.6,7.199999999999999,45.7,54.3,Medium Churn Risk,Moderately Retained,20.21,166
C0001,Retail,Construction,East,45896,4,2019-01-26,2024-11-15,2167,47,34,55019747.4,1618227.8647058823,Recent Customer,High Frequency,Medium-Low Value,80,39.900000000000006,41.199999999999996,60.28,39.72,Low Churn Risk,Strongly Retained,20.2,167
C0472,Dealer,Manufacturing,South,475653,4,2019-04-29,2024-11-23,2074,39,34,54888819.4,1614377.0411764705,Recent Customer,High Frequency,Medium-Low Value,80,39.900000000000006,41.0,60.22,39.78,Low Churn Risk,Strongly Retained,20.18,168
C0415,Government,Infrastructure,North East,870771,1,2019-03-21,2024-10-11,2113,82,33,68592455.6,2078559.2606060605,Recent Customer,High Frequency,High Value,80,33.5,79.4,68.22,31.78,Low Churn Risk,Strongly Retained,20.15,169
C0486,Government,Manufacturing,West,670285,2,2019-01-01,2024-10-07,2192,86,34,52620254.4,1547654.5411764705,Recent Customer,High Frequency,Medium-Low Value,80,39.900000000000006,34.4,58.58,41.42,Low Churn Risk,Moderately Retained,20.14,170
C0446,Retail,Logistics,South,25401,1,2019-02-03,2024-10-16,2159,77,34,52035543.6,1530457.1647058823,Recent Customer,High Frequency,Medium-Low Value,80,39.900000000000006,33.4,58.32,41.68,Low Churn Risk,Moderately Retained,20.04,171
C0120,Fleet Owner,Construction,South,416429,5,2019-01-02,2024-11-15,2191,47,34,50313583.0,1479811.2647058824,Recent Customer,High Frequency,Medium-Low Value,80,39.900000000000006,28.4,57.08,42.92,Low Churn Risk,Moderately Retained,19.96,172
C0034,Government,Construction,West,1033298,5,2019-01-05,2024-10-06,2188,87,32,42477752.2,1327429.75625,Recent Customer,High Frequency,Low Value,80,27.1,9.6,49.18,50.82,Medium Churn Risk,Moderately Retained,19.95,173
C0072,Government,Logistics,West,1196826,3,2019-06-15,2024-12-23,2027,9,26,55369763.0,2129606.269230769,Very Recent Customer,Medium Frequency,Medium-Low Value,100,2.3,42.0,61.08,38.92,Low Churn Risk,Strongly Retained,19.92,174
C0348,Retail,Logistics,North,32723,2,2019-04-15,2024-10-24,2088,69,34,50897650.4,1496989.717647059,Recent Customer,High Frequency,Medium-Low Value,80,39.900000000000006,31.0,57.72,42.28,Low Churn Risk,Moderately Retained,19.89,175
C0227,Fleet Owner,Infrastructure,East,282190,1,2019-02-13,2024-10-24,2149,69,34,57926647.6,1703724.9294117647,Recent Customer,High Frequency,Medium-High Value,80,39.900000000000006,51.6,62.88,37.12,Low Churn Risk,Strongly Retained,19.87,176
C0044,Government,Mining,West,888707,4,2019-01-05,2024-11-17,2188,45,34,49589458.0,1458513.4705882352,Recent Customer,High Frequency,Medium-Low Value,80,39.900000000000006,26.8,56.68,43.32,Low Churn Risk,Moderately Retained,19.85,177
C0028,Retail,Infrastructure,South,45173,3,2019-01-22,2024-11-13,2171,49,29,38208624.0,1317538.7586206896,Recent Customer,Medium Frequency,Low Value,80,11.5,4.6,44.02,55.98,Medium Churn Risk,Moderately Retained,19.77,178
C0103,Dealer,Infrastructure,South,167168,4,2019-02-21,2024-08-29,2141,125,40,75304293.2,1882607.33,At Risk Customer,Very High Frequency,High Value,60,76.4,90.0,71.6,28.4,Very Low Churn Risk,Strongly Retained,19.77,179
C0192,Fleet Owner,Logistics,East,476705,2,2019-01-19,2024-08-29,2174,125,40,69269688.4,1731742.2100000002,At Risk Customer,Very High Frequency,High Value,60,76.4,80.2,69.15,30.85,Low Churn Risk,Strongly Retained,19.75,180
C0006,Government,Construction,West,514827,3,2019-06-05,2024-09-02,2037,121,40,65482805.4,1637070.135,At Risk Customer,Very High Frequency,Medium-High Value,60,76.4,73.2,67.4,32.6,Low Churn Risk,Strongly Retained,19.73,181
C0480,Government,Infrastructure,West,635943,3,2019-01-24,2024-11-24,2169,38,34,48525468.6,1427219.6647058823,Recent Customer,High Frequency,Low Value,80,39.900000000000006,24.4,56.08,43.92,Low Churn Risk,Moderately Retained,19.7,182
C0121,Government,Construction,West,690836,2,2019-01-22,2024-12-01,2171,31,34,47029566.199999996,1383222.5352941174,Recent Customer,High Frequency,Low Value,80,39.900000000000006,19.0,54.72,45.28,Low Churn Risk,Moderately Retained,19.68,183
C0050,Dealer,Mining,East,442160,3,2019-01-11,2024-12-14,2182,18,27,56151044.8,2079668.3259259257,Very Recent Customer,Medium Frequency,Medium-Low Value,100,5.1,43.8,62.22,37.78,Low Churn Risk,Strongly Retained,19.61,184
C0387,Dealer,Infrastructure,East,111501,4,2019-01-02,2024-10-26,2191,67,34,47133318.0,1386274.0588235294,Recent Customer,High Frequency,Low Value,80,39.900000000000006,20.0,54.98,45.02,Low Churn Risk,Moderately Retained,19.61,185
C0350,Dealer,Logistics,North East,386127,2,2019-05-03,2024-11-25,2070,37,32,41227777.0,1288368.03125,Recent Customer,High Frequency,Low Value,80,27.1,7.8,48.72,51.28,Medium Churn Risk,Moderately Retained,19.54,186
C0015,Government,Rental,West,790010,2,2019-02-18,2024-11-16,2144,46,34,61028370.8,1794952.0823529412,Recent Customer,High Frequency,Medium-High Value,80,39.900000000000006,61.6,65.38,34.62,Low Churn Risk,Strongly Retained,19.53,187
C0203,Government,Manufacturing,West,1101577,1,2019-02-25,2024-11-19,2137,43,35,53777085.6,1536488.1600000001,Recent Customer,High Frequency,Medium-Low Value,80,45.9,37.2,60.78,39.22,Low Churn Risk,Strongly Retained,19.49,188
C0097,Corporate,Construction,West,351063,5,2019-03-22,2024-12-16,2112,16,26,47499351.2,1826898.1230769232,Very Recent Customer,Medium Frequency,Low Value,100,2.3,20.599999999999998,55.72,44.28,Low Churn Risk,Moderately Retained,19.44,189
C0382,Retail,Manufacturing,South,41306,3,2019-04-17,2024-11-19,2086,43,33,42929317.0,1300888.393939394,Recent Customer,High Frequency,Low Value,80,33.5,10.6,51.02,48.98,Low Churn Risk,Moderately Retained,19.43,190
C0139,Government,Mining,West,825908,2,2019-03-13,2024-10-31,2121,62,29,37337910.0,1287514.1379310344,Recent Customer,Medium Frequency,Low Value,80,11.5,3.5999999999999996,43.78,56.22,Medium Churn Risk,Moderately Retained,19.4,191
C0252,Retail,Construction,South,19663,2,2019-08-03,2024-10-07,1978,86,34,45321304.6,1332979.5470588235,Recent Customer,High Frequency,Low Value,80,39.900000000000006,15.0,53.72,46.28,Low Churn Risk,Moderately Retained,19.39,192
C0400,Government,Infrastructure,North,1018688,5,2019-04-06,2024-10-23,2097,70,35,51694363.6,1476981.8171428572,Recent Customer,High Frequency,Medium-Low Value,80,45.9,32.2,59.53,40.47,Low Churn Risk,Moderately Retained,19.34,193
C0289,Corporate,Logistics,South,600072,2,2019-02-07,2024-10-29,2155,64,35,50221149.2,1434889.9771428572,Recent Customer,High Frequency,Medium-Low Value,80,45.9,28.000000000000004,58.48,41.52,Low Churn Risk,Moderately Retained,19.27,194
C0102,Government,Infrastructure,East,1221840,4,2019-03-11,2024-10-24,2123,69,34,71864051.2,2113648.564705882,Recent Customer,High Frequency,High Value,80,39.900000000000006,84.6,71.12,28.88,Very Low Churn Risk,Strongly Retained,19.18,195
C0378,Retail,Manufacturing,North,45130,4,2019-01-19,2024-11-16,2174,46,35,50644577.199999996,1446987.92,Recent Customer,High Frequency,Medium-Low Value,80,45.9,30.2,59.02,40.98,Low Churn Risk,Moderately Retained,19.18,196
C0279,Dealer,Rental,West,105022,4,2019-05-12,2024-11-12,2061,50,26,35292218.0,1357393.0,Recent Customer,Medium Frequency,Low Value,80,2.3,2.6,41.22,58.78,Medium Churn Risk,Moderately Retained,19.17,197
C0009,Corporate,Rental,West,273316,4,2019-04-14,2024-11-04,2089,58,34,68836324.8,2024597.788235294,Recent Customer,High Frequency,High Value,80,39.900000000000006,79.60000000000001,69.88,30.12,Low Churn Risk,Strongly Retained,19.16,198
C0311,Government,Infrastructure,North,1148922,4,2019-02-03,2024-09-17,2159,106,41,69331648.2,1691015.8097560976,At Risk Customer,Very High Frequency,High Value,60,80.0,80.4,70.1,29.9,Very Low Churn Risk,Strongly Retained,19.16,199
C0454,Government,Mining,West,797861,3,2019-02-08,2024-11-14,2154,48,33,41820500.6,1267287.896969697,Recent Customer,High Frequency,Low Value,80,33.5,8.6,50.52,49.48,Low Churn Risk,Moderately Retained,19.12,200
C0445,Government,Mining,East,1283660,2,2019-04-04,2024-12-28,2099,4,28,57177744.4,2042062.3,Very Recent Customer,Medium Frequency,Medium-Low Value,100,8.4,47.599999999999994,64.0,36.0,Low Churn Risk,Strongly Retained,19.02,201
C0176,Dealer,Logistics,South,397313,2,2019-01-14,2024-08-07,2179,147,42,66901722.800000004,1592898.161904762,At Risk Customer,Very High Frequency,High Value,60,83.1,75.4,69.62,30.38,Low Churn Risk,Strongly Retained,18.78,202
C0500,Corporate,Infrastructure,East,483892,3,2019-01-06,2024-12-07,2187,25,27,44474866.6,1647217.2814814816,Very Recent Customer,Medium Frequency,Low Value,100,5.1,12.8,54.48,45.52,Low Churn Risk,Moderately Retained,18.71,203
C0095,Fleet Owner,Logistics,West,207876,3,2019-05-21,2024-12-26,2052,6,29,55610118.2,1917590.2827586208,Very Recent Customer,Medium Frequency,Medium-Low Value,100,11.5,43.0,63.62,36.38,Low Churn Risk,Strongly Retained,18.7,204
C0189,Government,Manufacturing,South,1168432,4,2019-03-03,2024-11-11,2131,51,35,61121980.8,1746342.3085714285,Recent Customer,High Frequency,Medium-High Value,80,45.9,61.8,66.92,33.08,Low Churn Risk,Strongly Retained,18.69,205
C0332,Corporate,Mining,South,545215,1,2019-01-19,2024-11-11,2174,51,35,44566684.4,1273333.8399999999,Recent Customer,High Frequency,Low Value,80,45.9,13.200000000000001,54.78,45.22,Low Churn Risk,Moderately Retained,18.63,206
C0263,Government,Rental,South,907695,3,2019-03-06,2024-11-01,2128,61,35,61677496.4,1762214.1828571428,Recent Customer,High Frequency,Medium-High Value,80,45.9,63.6,67.38,32.62,Low Churn Risk,Strongly Retained,18.59,207
C0492,Dealer,Rental,East,442676,1,2019-02-04,2024-11-05,2158,57,35,61798115.2,1765660.4342857143,Recent Customer,High Frequency,Medium-High Value,80,45.9,64.0,67.47,32.53,Low Churn Risk,Strongly Retained,18.58,208
C0224,Retail,Manufacturing,East,11280,3,2019-01-30,2024-10-31,2163,62,36,54050072.4,1501390.9,Recent Customer,High Frequency,Medium-Low Value,80,53.300000000000004,38.0,62.82,37.18,Low Churn Risk,Strongly Retained,18.57,209
C0397,Fleet Owner,Mining,West,685521,3,2019-02-11,2024-11-22,2151,40,36,56279511.4,1563319.7611111111,Recent Customer,High Frequency,Medium-Low Value,80,53.300000000000004,44.0,64.32,35.68,Low Churn Risk,Strongly Retained,18.56,210
C0287,Dealer,Manufacturing,South,208477,4,2019-03-22,2024-11-27,2112,35,36,55179366.6,1532760.1833333333,Recent Customer,High Frequency,Medium-Low Value,80,53.300000000000004,41.4,63.68,36.32,Low Churn Risk,Strongly Retained,18.52,211
C0024,Dealer,Rental,South,266822,4,2019-01-22,2024-09-17,2171,106,44,60658309.2,1378597.9363636365,At Risk Customer,Very High Frequency,Medium-High Value,60,88.0,60.199999999999996,67.05,32.95,Low Churn Risk,Strongly Retained,18.47,212
C0455,Retail,Logistics,Central,12300,1,2019-04-27,2024-11-27,2076,35,35,63287015.4,1808200.44,Recent Customer,High Frequency,Medium-High Value,80,45.9,67.80000000000001,68.43,31.57,Low Churn Risk,Strongly Retained,18.47,213
C0461,Corporate,Infrastructure,North,965128,5,2019-02-27,2024-10-31,2135,62,36,56714684.2,1575407.8944444444,Recent Customer,High Frequency,Medium-Low Value,80,53.300000000000004,46.0,64.82,35.18,Low Churn Risk,Strongly Retained,18.44,214
C0221,Dealer,Logistics,North,244567,5,2019-01-17,2024-09-05,2176,118,44,82001959.0,1863680.8863636365,At Risk Customer,Very High Frequency,High Value,60,88.0,94.8,75.7,24.3,Very Low Churn Risk,Highly Retained,18.42,215
C0428,Retail,Construction,North,39509,4,2019-01-25,2024-08-26,2168,128,43,66337820.6,1542740.0139534883,At Risk Customer,Very High Frequency,Medium-High Value,60,85.39999999999999,74.8,70.05,29.95,Very Low Churn Risk,Strongly Retained,18.36,216
C0246,Retail,Manufacturing,North,31917,2,2019-01-26,2024-11-02,2167,60,35,77080113.6,2202288.96,Recent Customer,High Frequency,High Value,80,45.9,91.4,74.32,25.68,Very Low Churn Risk,Strongly Retained,18.29,217
C0021,Corporate,Mining,South,856624,5,2019-01-16,2024-10-01,2177,92,45,59956738.4,1332371.9644444445,At Risk Customer,Very High Frequency,Medium-High Value,60,91.0,57.199999999999996,67.05,32.95,Low Churn Risk,Strongly Retained,18.26,218
C0477,Government,Construction,West,831717,5,2019-06-12,2024-10-13,2030,80,36,57746038.6,1604056.6277777778,Recent Customer,High Frequency,Medium-Low Value,80,53.300000000000004,50.0,65.82,34.18,Low Churn Risk,Strongly Retained,18.24,219
C0007,Corporate,Manufacturing,West,859003,4,2019-05-08,2024-11-03,2065,59,31,36509378.2,1177721.8774193549,Recent Customer,High Frequency,Low Value,80,21.0,3.0,46.0,54.0,Medium Churn Risk,Moderately Retained,18.22,220
C0038,Fleet Owner,Rental,North,348040,1,2019-01-08,2024-11-29,2185,33,36,57808311.2,1605786.4222222222,Recent Customer,High Frequency,Medium-High Value,80,53.300000000000004,50.4,65.92,34.08,Low Churn Risk,Strongly Retained,18.21,221
C0093,Dealer,Manufacturing,South,447924,2,2019-02-13,2024-12-01,2149,31,36,57944235.8,1609562.1055555556,Recent Customer,High Frequency,Medium-High Value,80,53.300000000000004,51.800000000000004,66.28,33.72,Low Churn Risk,Strongly Retained,18.06,222
C0164,Government,Construction,North,1454565,4,2019-01-11,2024-11-13,2182,49,36,45625652.8,1267379.2444444443,Recent Customer,High Frequency,Low Value,80,53.300000000000004,15.6,57.22,42.78,Low Churn Risk,Moderately Retained,18.04,223
C0033,Government,Mining,South,655166,5,2019-03-05,2024-12-12,2129,20,30,49354094.2,1645136.4733333334,Very Recent Customer,High Frequency,Medium-Low Value,100,15.6,26.400000000000002,60.5,39.5,Low Churn Risk,Strongly Retained,18.02,224
C0037,Corporate,Construction,West,330103,1,2019-06-12,2024-10-25,2030,68,36,45505928.0,1264053.5555555555,Recent Customer,High Frequency,Low Value,80,53.300000000000004,15.4,57.18,42.82,Low Churn Risk,Moderately Retained,18.01,225
C0401,Government,Logistics,North East,1066548,1,2019-01-11,2024-10-25,2182,68,36,58231157.8,1617532.161111111,Recent Customer,High Frequency,Medium-High Value,80,53.300000000000004,52.800000000000004,66.53,33.47,Low Churn Risk,Strongly Retained,18.01,226
C0208,Fleet Owner,Logistics,North,737567,4,2019-01-20,2024-12-30,2173,2,30,46904115.8,1563470.5266666666,Very Recent Customer,High Frequency,Low Value,100,15.6,18.6,58.55,41.45,Low Churn Risk,Moderately Retained,17.97,227
