customer_id,customer_type,industry_segment,region,delivered_order_count,total_revenue,average_order_value,first_purchase_date,last_purchase_date,purchase_frequency_class,purchase_frequency_score,customer_value_class,purchase_behaviour_segment,order_share_pct,revenue_share_pct,purchase_behaviour_priority_score,purchase_behaviour_priority_class,purchase_behaviour_priority_rank
C0415,Government,Infrastructure,North East,33,68592455.6,2078559.26,2019-03-21,2024-10-11,Medium Frequency,60,Very High Value,Low Frequency High Value,0.183,0.2345,61.7,High Priority,153
C0377,Dealer,Logistics,West,37,68519191.2,1851870.03,2019-02-01,2024-12-07,Medium Frequency,60,Very High Value,Low Frequency High Value,0.2052,0.2342,61.66,High Priority,154
C0448,Fleet Owner,Logistics,East,36,68495840.4,1902662.23,2019-03-13,2024-12-11,Medium Frequency,60,Very High Value,Low Frequency High Value,0.1996,0.2341,61.65,High Priority,155
C0041,Government,Rental,South,38,68044561.6,1790646.36,2019-01-11,2024-06-11,Medium Frequency,60,Very High Value,Low Frequency High Value,0.2107,0.2326,61.44,High Priority,156
C0193,Dealer,Infrastructure,West,38,67795348.0,1784088.11,2019-01-10,2024-11-30,Medium Frequency,60,Very High Value,Low Frequency High Value,0.2107,0.2317,61.33,High Priority,157
C0247,Corporate,Logistics,East,39,67759559.6,1737424.61,2019-02-14,2024-11-13,Medium Frequency,60,Very High Value,Low Frequency High Value,0.2163,0.2316,61.31,High Priority,158
C0385,Corporate,Manufacturing,West,37,67435700.6,1822586.5,2019-07-27,2024-09-23,Medium Frequency,60,Very High Value,Low Frequency High Value,0.2052,0.2305,61.16,High Priority,159
C0464,Corporate,Infrastructure,North,38,67405736.8,1773835.18,2019-01-18,2024-09-13,Medium Frequency,60,Very High Value,Low Frequency High Value,0.2107,0.2304,61.15,High Priority,160
C0264,Retail,Infrastructure,West,36,67321592.8,1870044.24,2019-01-02,2024-11-02,Medium Frequency,60,Very High Value,Low Frequency High Value,0.1996,0.2301,61.11,High Priority,161
C0488,Government,Construction,South,37,67251532.8,1817608.99,2019-03-01,2024-11-26,Medium Frequency,60,Very High Value,Low Frequency High Value,0.2052,0.2299,61.08,High Priority,162
C0156,Government,Manufacturing,South,33,67117436.4,2033861.71,2019-01-14,2024-09-17,Medium Frequency,60,Very High Value,Low Frequency High Value,0.183,0.2294,61.02,High Priority,163
C0341,Fleet Owner,Mining,North,36,66838579.4,1856627.21,2019-03-10,2024-10-07,Medium Frequency,60,Very High Value,Low Frequency High Value,0.1996,0.2285,60.89,High Priority,164
C0293,Dealer,Logistics,West,36,66815451.4,1855984.76,2019-01-19,2024-09-25,Medium Frequency,60,High Value,Low Frequency High Value,0.1996,0.2284,60.88,High Priority,165
C0213,Fleet Owner,Rental,West,30,66248437.6,2208281.25,2019-02-26,2024-08-31,Medium Frequency,60,High Value,Low Frequency High Value,0.1664,0.2265,60.61,High Priority,166
C0141,Corporate,Rental,West,36,66220737.2,1839464.92,2019-04-06,2024-11-15,Medium Frequency,60,High Value,Low Frequency High Value,0.1996,0.2264,60.6,High Priority,167
C0422,Government,Construction,South,37,65678984.2,1775107.68,2019-09-19,2024-11-04,Medium Frequency,60,High Value,Low Frequency High Value,0.2052,0.2245,60.35,High Priority,168
C0471,Fleet Owner,Logistics,West,37,65501994.2,1770324.17,2019-02-23,2024-11-27,Medium Frequency,60,High Value,Low Frequency High Value,0.2052,0.2239,60.27,High Priority,169
C0312,Government,Construction,West,37,65437706.6,1768586.66,2019-04-16,2024-11-17,Medium Frequency,60,High Value,Low Frequency High Value,0.2052,0.2237,60.24,High Priority,170
C0295,Corporate,Mining,East,38,65390145.6,1720793.31,2019-03-07,2024-10-09,Medium Frequency,60,High Value,Low Frequency High Value,0.2107,0.2235,60.22,High Priority,171
C0149,Government,Manufacturing,West,38,65235052.4,1716711.91,2019-02-28,2024-12-12,Medium Frequency,60,High Value,Low Frequency High Value,0.2107,0.223,60.15,High Priority,172
C0406,Dealer,Logistics,West,32,64818334.4,2025572.95,2019-02-25,2024-10-11,Medium Frequency,60,High Value,Low Frequency High Value,0.1775,0.2216,59.95,Medium Priority,173
C0460,Dealer,Logistics,South,32,64634814.4,2019837.95,2019-04-06,2024-11-25,Medium Frequency,60,High Value,Low Frequency High Value,0.1775,0.2209,59.87,Medium Priority,174
C0396,Government,Manufacturing,West,38,64506474.4,1697538.8,2019-01-14,2024-12-07,Medium Frequency,60,High Value,Low Frequency High Value,0.2107,0.2205,59.81,Medium Priority,175
C0329,Dealer,Infrastructure,Central,36,64307436.8,1786317.69,2019-01-03,2024-12-26,Medium Frequency,60,High Value,Low Frequency High Value,0.1996,0.2198,59.72,Medium Priority,176
C0390,Fleet Owner,Construction,North,32,64132451.0,2004139.09,2019-03-23,2024-11-09,Medium Frequency,60,High Value,Low Frequency High Value,0.1775,0.2192,59.64,Medium Priority,177
C0116,Dealer,Construction,North,35,64081942.6,1830912.65,2019-01-08,2024-07-28,Medium Frequency,60,High Value,Low Frequency High Value,0.1941,0.2191,59.61,Medium Priority,178
C0126,Dealer,Manufacturing,South,33,64059034.8,1941182.87,2019-03-05,2024-04-05,Medium Frequency,60,High Value,Low Frequency High Value,0.183,0.219,59.6,Medium Priority,179
C0168,Dealer,Infrastructure,West,34,64028787.0,1883199.62,2019-06-02,2024-12-18,Medium Frequency,60,High Value,Low Frequency High Value,0.1885,0.2189,59.59,Medium Priority,180
C0268,Government,Mining,West,32,63709103.6,1990909.49,2019-01-21,2024-10-07,Medium Frequency,60,High Value,Low Frequency High Value,0.1775,0.2178,59.44,Medium Priority,181
C0302,Fleet Owner,Mining,West,36,63607092.0,1766863.67,2019-02-05,2024-12-24,Medium Frequency,60,High Value,Low Frequency High Value,0.1996,0.2174,59.39,Medium Priority,182
C0198,Government,Mining,West,36,63577917.2,1766053.26,2019-03-27,2024-08-01,Medium Frequency,60,High Value,Low Frequency High Value,0.1996,0.2173,59.38,Medium Priority,183
C0340,Government,Mining,South,35,63532821.6,1815223.47,2019-01-05,2024-12-04,Medium Frequency,60,High Value,Low Frequency High Value,0.1941,0.2172,59.36,Medium Priority,184
C0054,Fleet Owner,Manufacturing,South,37,63424926.8,1714187.21,2019-01-31,2024-12-14,Medium Frequency,60,High Value,Low Frequency High Value,0.2052,0.2168,59.31,Medium Priority,185
C0249,Corporate,Construction,West,35,63391180.8,1811176.59,2019-01-16,2024-09-03,Medium Frequency,60,High Value,Low Frequency High Value,0.1941,0.2167,59.29,Medium Priority,186
C0455,Retail,Logistics,Central,35,63287015.4,1808200.44,2019-04-27,2024-11-27,Medium Frequency,60,High Value,Low Frequency High Value,0.1941,0.2163,59.25,Medium Priority,187
C0333,Corporate,Mining,South,39,63220923.0,1621049.31,2019-01-09,2024-12-02,Medium Frequency,60,High Value,Low Frequency High Value,0.2163,0.2161,59.21,Medium Priority,188
C0261,Dealer,Manufacturing,North,33,62999554.6,1909077.41,2019-05-06,2024-12-06,Medium Frequency,60,High Value,Low Frequency High Value,0.183,0.2154,59.11,Medium Priority,189
C0135,Retail,Rental,South,35,62791824.6,1794052.13,2019-03-09,2024-08-27,Medium Frequency,60,High Value,Low Frequency High Value,0.1941,0.2146,59.02,Medium Priority,190
C0499,Corporate,Construction,East,39,62785837.0,1609893.26,2019-01-18,2024-11-29,Medium Frequency,60,High Value,Low Frequency High Value,0.2163,0.2146,59.01,Medium Priority,191
C0039,Fleet Owner,Rental,South,38,62706510.2,1650171.32,2019-04-17,2024-11-28,Medium Frequency,60,High Value,Low Frequency High Value,0.2107,0.2144,58.98,Medium Priority,192
C0328,Government,Rental,East,37,62646507.6,1693148.85,2019-01-03,2024-12-05,Medium Frequency,60,High Value,Low Frequency High Value,0.2052,0.2141,58.95,Medium Priority,193
C0101,Corporate,Logistics,South,38,62629058.6,1648133.12,2019-02-26,2024-10-10,Medium Frequency,60,High Value,Low Frequency High Value,0.2107,0.2141,58.94,Medium Priority,194
C0138,Corporate,Mining,South,34,62582651.4,1840666.22,2019-01-10,2024-12-25,Medium Frequency,60,High Value,Low Frequency High Value,0.1885,0.2139,58.92,Medium Priority,195
C0318,Corporate,Logistics,North,36,62202116.0,1727836.56,2019-01-08,2024-10-17,Medium Frequency,60,High Value,Low Frequency High Value,0.1996,0.2126,58.74,Medium Priority,196
C0230,Dealer,Infrastructure,North,38,62086661.8,1633859.52,2019-02-19,2024-10-31,Medium Frequency,60,High Value,Low Frequency High Value,0.2107,0.2122,58.69,Medium Priority,197
C0216,Government,Mining,East,39,62009378.6,1589984.07,2019-01-27,2024-11-20,Medium Frequency,60,High Value,Low Frequency High Value,0.2163,0.212,58.65,Medium Priority,198
C0492,Dealer,Rental,East,35,61798115.2,1765660.43,2019-02-04,2024-11-05,Medium Frequency,60,High Value,Low Frequency High Value,0.1941,0.2112,58.56,Medium Priority,199
C0438,Corporate,Rental,East,39,61720027.0,1582564.79,2019-06-17,2024-09-01,Medium Frequency,60,High Value,Low Frequency High Value,0.2163,0.211,58.52,Medium Priority,200
C0263,Government,Rental,South,35,61677496.4,1762214.18,2019-03-06,2024-11-01,Medium Frequency,60,High Value,Low Frequency High Value,0.1941,0.2108,58.5,Medium Priority,201
C0419,Fleet Owner,Logistics,West,31,61514207.2,1984329.26,2019-03-05,2024-09-30,Medium Frequency,60,High Value,Low Frequency High Value,0.1719,0.2103,58.43,Medium Priority,202
C0217,Corporate,Infrastructure,North,36,61360958.2,1704471.06,2019-01-19,2024-12-18,Medium Frequency,60,High Value,Low Frequency High Value,0.1996,0.2098,58.36,Medium Priority,203
C0447,Fleet Owner,Rental,East,33,61334243.8,1858613.45,2019-05-16,2024-12-23,Medium Frequency,60,High Value,Low Frequency High Value,0.183,0.2097,58.34,Medium Priority,204
C0146,Retail,Mining,West,30,61245406.2,2041513.54,2019-01-20,2024-12-31,Medium Frequency,60,High Value,Low Frequency High Value,0.1664,0.2094,58.3,Medium Priority,205
C0228,Government,Construction,South,34,61132479.4,1798014.1,2019-03-27,2024-09-10,Medium Frequency,60,High Value,Low Frequency High Value,0.1885,0.209,58.25,Medium Priority,206
C0189,Government,Manufacturing,South,35,61121980.8,1746342.31,2019-03-03,2024-11-11,Medium Frequency,60,High Value,Low Frequency High Value,0.1941,0.2089,58.24,Medium Priority,207
C0015,Government,Rental,West,34,61028370.8,1794952.08,2019-02-18,2024-11-16,Medium Frequency,60,High Value,Low Frequency High Value,0.1885,0.2086,58.2,Medium Priority,208
C0056,Dealer,Mining,North,36,60885469.8,1691263.05,2019-01-08,2024-11-10,Medium Frequency,60,High Value,Low Frequency High Value,0.1996,0.2081,58.14,Medium Priority,209
C0161,Dealer,Mining,West,37,60837361.2,1644253.01,2019-03-24,2024-11-17,Medium Frequency,60,High Value,Low Frequency High Value,0.2052,0.208,58.11,Medium Priority,210
C0273,Dealer,Manufacturing,East,37,60830001.0,1644054.08,2019-05-04,2024-12-31,Medium Frequency,60,High Value,Low Frequency High Value,0.2052,0.2079,58.11,Medium Priority,211
C0026,Fleet Owner,Mining,North,36,60554977.0,1682082.69,2019-01-09,2024-12-29,Medium Frequency,60,High Value,Low Frequency High Value,0.1996,0.207,57.98,Medium Priority,212
C0251,Dealer,Mining,North,36,60544705.8,1681797.38,2019-01-09,2024-07-06,Medium Frequency,60,High Value,Low Frequency High Value,0.1996,0.207,57.98,Medium Priority,213
C0235,Fleet Owner,Mining,East,38,60478356.4,1591535.69,2019-05-08,2024-09-10,Medium Frequency,60,High Value,Low Frequency High Value,0.2107,0.2067,57.95,Medium Priority,214
C0085,Retail,Mining,South,37,60463527.2,1634149.38,2019-01-01,2024-09-20,Medium Frequency,60,High Value,Low Frequency High Value,0.2052,0.2067,57.94,Medium Priority,215
C0319,Dealer,Mining,South,33,60426895.0,1831118.03,2019-05-16,2024-12-08,Medium Frequency,60,High Value,Low Frequency High Value,0.183,0.2066,57.92,Medium Priority,216
C0481,Corporate,Logistics,South,39,60397194.2,1548646.01,2019-01-03,2024-12-31,Medium Frequency,60,High Value,Low Frequency High Value,0.2163,0.2065,57.91,Medium Priority,217
C0335,Government,Infrastructure,North East,38,60351028.0,1588184.95,2019-01-31,2024-11-03,Medium Frequency,60,High Value,Low Frequency High Value,0.2107,0.2063,57.89,Medium Priority,218
C0365,Government,Manufacturing,East,39,60336743.2,1547095.98,2019-01-04,2024-09-15,Medium Frequency,60,High Value,Low Frequency High Value,0.2163,0.2063,57.88,Medium Priority,219
C0286,Dealer,Construction,South,36,60273490.2,1674263.62,2019-01-06,2024-12-29,Medium Frequency,60,High Value,Low Frequency High Value,0.1996,0.206,57.85,Medium Priority,220
C0259,Fleet Owner,Logistics,South,33,60202150.6,1824307.59,2019-02-02,2024-12-13,Medium Frequency,60,High Value,Low Frequency High Value,0.183,0.2058,57.82,Medium Priority,221
C0140,Retail,Logistics,West,37,60136648.6,1625314.83,2019-03-18,2024-11-24,Medium Frequency,60,High Value,Low Frequency High Value,0.2052,0.2056,57.79,Medium Priority,222
C0408,Government,Infrastructure,South,36,60127186.2,1670199.62,2019-07-06,2024-11-02,Medium Frequency,60,High Value,Low Frequency High Value,0.1996,0.2055,57.79,Medium Priority,223
C0130,Government,Mining,West,39,60017312.8,1538905.46,2019-02-17,2024-11-16,Medium Frequency,60,High Value,Low Frequency High Value,0.2163,0.2052,57.73,Medium Priority,224
C0219,Government,Manufacturing,West,39,59976015.0,1537846.54,2019-01-09,2024-12-21,Medium Frequency,60,High Value,Low Frequency High Value,0.2163,0.205,57.72,Medium Priority,225
C0410,Corporate,Mining,South,39,59804309.8,1533443.84,2019-03-03,2024-11-27,Medium Frequency,60,High Value,Low Frequency High Value,0.2163,0.2044,57.64,Medium Priority,226
C0065,Corporate,Mining,West,36,59751563.6,1659765.66,2019-01-07,2024-12-12,Medium Frequency,60,High Value,Low Frequency High Value,0.1996,0.2043,57.61,Medium Priority,227
C0175,Fleet Owner,Rental,East,36,59434888.8,1650969.13,2019-01-24,2024-11-01,Medium Frequency,60,High Value,Low Frequency High Value,0.1996,0.2032,57.47,Medium Priority,228
C0051,Retail,Infrastructure,North,36,59420710.4,1650575.29,2019-02-15,2024-11-15,Medium Frequency,60,High Value,Low Frequency High Value,0.1996,0.2031,57.46,Medium Priority,229
C0358,Government,Infrastructure,West,36,59405501.6,1650152.82,2019-04-17,2024-10-01,Medium Frequency,60,High Value,Low Frequency High Value,0.1996,0.2031,57.45,Medium Priority,230
C0399,Fleet Owner,Rental,South,39,59287998.0,1520205.08,2019-01-03,2024-12-25,Medium Frequency,60,High Value,Low Frequency High Value,0.2163,0.2027,57.4,Medium Priority,231
C0453,Dealer,Mining,East,31,59284873.8,1912415.28,2019-05-25,2024-12-01,Medium Frequency,60,High Value,Low Frequency High Value,0.1719,0.2027,57.4,Medium Priority,232
C0017,Government,Infrastructure,South,39,59194497.0,1517807.62,2019-01-31,2024-12-21,Medium Frequency,60,High Value,Low Frequency High Value,0.2163,0.2023,57.35,Medium Priority,233
C0310,Government,Infrastructure,East,39,59059490.6,1514345.91,2019-05-30,2024-11-07,Medium Frequency,60,High Value,Low Frequency High Value,0.2163,0.2019,57.29,Medium Priority,234
C0055,Dealer,Construction,North,32,59056095.2,1845502.98,2019-04-01,2024-12-11,Medium Frequency,60,High Value,Low Frequency High Value,0.1775,0.2019,57.29,Medium Priority,235
C0131,Corporate,Rental,South,32,59008448.8,1844014.02,2019-02-21,2024-06-14,Medium Frequency,60,High Value,Low Frequency High Value,0.1775,0.2017,57.27,Medium Priority,236
C0355,Government,Infrastructure,South,32,58903770.4,1840742.82,2019-01-03,2024-12-18,Medium Frequency,60,High Value,Low Frequency High Value,0.1775,0.2014,57.22,Medium Priority,237
C0158,Corporate,Infrastructure,East,36,58875735.2,1635437.09,2019-03-03,2024-09-26,Medium Frequency,60,High Value,Low Frequency High Value,0.1996,0.2013,57.21,Medium Priority,238
C0256,Corporate,Infrastructure,North East,30,58794725.4,1959824.18,2019-01-03,2024-09-19,Medium Frequency,60,High Value,Low Frequency High Value,0.1664,0.201,57.17,Medium Priority,239
C0314,Retail,Logistics,East,36,58625243.8,1628478.99,2019-01-22,2024-09-26,Medium Frequency,60,High Value,Low Frequency High Value,0.1996,0.2004,57.09,Medium Priority,240
C0106,Dealer,Infrastructure,Central,39,58339475.8,1495883.99,2019-04-07,2024-11-12,Medium Frequency,60,High Value,Low Frequency High Value,0.2163,0.1994,56.96,Medium Priority,241
C0030,Corporate,Construction,South,32,58263942.8,1820748.21,2019-01-30,2024-09-02,Medium Frequency,60,High Value,Low Frequency High Value,0.1775,0.1992,56.92,Medium Priority,242
C0401,Government,Logistics,North East,36,58231157.8,1617532.16,2019-01-11,2024-10-25,Medium Frequency,60,High Value,Low Frequency High Value,0.1996,0.1991,56.91,Medium Priority,243
C0023,Corporate,Mining,South,32,58217713.2,1819303.54,2019-01-05,2024-12-27,Medium Frequency,60,High Value,Low Frequency High Value,0.1775,0.199,56.9,Medium Priority,244
C0424,Retail,Construction,West,35,58183379.4,1662382.27,2019-03-22,2024-09-23,Medium Frequency,60,High Value,Low Frequency High Value,0.1941,0.1989,56.89,Medium Priority,245
C0029,Dealer,Construction,South,38,58176890.6,1530970.81,2019-01-16,2024-06-30,Medium Frequency,60,High Value,Low Frequency High Value,0.2107,0.1989,56.88,Medium Priority,246
C0173,Retail,Logistics,South,31,57999777.4,1870960.56,2019-03-29,2024-10-18,Medium Frequency,60,High Value,Low Frequency High Value,0.1719,0.1983,56.8,Medium Priority,247
C0093,Dealer,Manufacturing,South,36,57944235.8,1609562.11,2019-02-13,2024-12-01,Medium Frequency,60,High Value,Low Frequency High Value,0.1996,0.1981,56.78,Medium Priority,248
C0227,Fleet Owner,Infrastructure,East,34,57926647.6,1703724.93,2019-02-13,2024-10-24,Medium Frequency,60,High Value,Low Frequency High Value,0.1885,0.198,56.77,Medium Priority,249
C0064,Corporate,Manufacturing,North,32,57893888.0,1809184.0,2019-03-21,2024-10-18,Medium Frequency,60,High Value,Low Frequency High Value,0.1775,0.1979,56.75,Medium Priority,250
C0047,Corporate,Rental,West,30,57880918.0,1929363.93,2019-04-06,2024-08-25,Medium Frequency,60,High Value,Low Frequency High Value,0.1664,0.1979,56.75,Medium Priority,251
C0077,Corporate,Mining,North,34,57865492.6,1701926.25,2019-02-05,2024-12-16,Medium Frequency,60,High Value,Low Frequency High Value,0.1885,0.1978,56.74,Medium Priority,252
C0398,Government,Rental,South,35,57843305.6,1652665.87,2019-09-10,2024-12-02,Medium Frequency,60,High Value,Low Frequency High Value,0.1941,0.1977,56.73,Medium Priority,253
C0038,Fleet Owner,Rental,North,36,57808311.2,1605786.42,2019-01-08,2024-11-29,Medium Frequency,60,High Value,Low Frequency High Value,0.1996,0.1976,56.71,Medium Priority,254
C0436,Fleet Owner,Logistics,East,34,57784314.2,1699538.65,2019-02-01,2024-12-15,Medium Frequency,60,High Value,Low Frequency High Value,0.1885,0.1975,56.7,Medium Priority,255
C0477,Government,Construction,West,36,57746038.6,1604056.63,2019-06-12,2024-10-13,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1996,0.1974,56.68,Medium Priority,256
C0232,Government,Mining,South,37,57544368.0,1555253.19,2019-01-24,2024-12-29,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.2052,0.1967,56.59,Medium Priority,257
C0068,Retail,Mining,North,39,57372766.4,1471096.57,2019-03-11,2024-12-06,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.2163,0.1961,56.51,Medium Priority,258
C0088,Corporate,Infrastructure,West,36,57330201.8,1592505.61,2019-01-26,2024-08-06,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1996,0.196,56.49,Medium Priority,259
C0172,Dealer,Manufacturing,South,37,57323600.2,1549286.49,2019-08-18,2024-11-27,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.2052,0.196,56.49,Medium Priority,260
C0426,Dealer,Infrastructure,North East,35,57207251.0,1634492.89,2019-02-20,2024-12-03,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1941,0.1956,56.44,Medium Priority,261
C0433,Dealer,Infrastructure,North,31,57020323.4,1839365.27,2019-09-11,2024-05-27,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1719,0.1949,56.35,Medium Priority,262
C0073,Corporate,Rental,North,32,56970903.6,1780340.74,2019-03-23,2024-11-12,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1775,0.1947,56.33,Medium Priority,263
C0059,Retail,Manufacturing,South,32,56859509.4,1776859.67,2019-01-21,2024-12-20,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1775,0.1944,56.28,Medium Priority,264
C0195,Fleet Owner,Logistics,East,31,56797913.6,1832190.76,2019-02-15,2024-12-28,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1719,0.1942,56.25,Medium Priority,265
C0022,Retail,Infrastructure,South,38,56759064.0,1493659.58,2019-01-13,2024-11-06,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.2107,0.194,56.23,Medium Priority,266
C0461,Corporate,Infrastructure,North,36,56714684.2,1575407.89,2019-02-27,2024-10-31,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1996,0.1939,56.21,Medium Priority,267
C0354,Corporate,Logistics,South,37,56690884.8,1532186.08,2019-01-06,2024-12-25,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.2052,0.1938,56.2,Medium Priority,268
C0349,Corporate,Rental,West,33,56613876.0,1715572.0,2019-01-31,2024-10-19,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.183,0.1935,56.16,Medium Priority,269
C0052,Government,Manufacturing,North East,35,56612172.2,1617490.63,2019-02-12,2024-12-11,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1941,0.1935,56.16,Medium Priority,270
C0457,Retail,Manufacturing,East,33,56578805.4,1714509.25,2019-01-13,2024-11-15,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.183,0.1934,56.15,Medium Priority,271
C0245,Dealer,Logistics,South,33,56554752.6,1713780.38,2019-01-01,2024-11-30,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.183,0.1933,56.13,Medium Priority,272
C0081,Corporate,Rental,West,37,56355210.0,1523113.78,2019-01-03,2024-12-23,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.2052,0.1926,56.04,Medium Priority,273
C0190,Retail,Manufacturing,North,35,56351528.4,1610043.67,2019-05-15,2024-12-29,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1941,0.1926,56.04,Medium Priority,274
C0397,Fleet Owner,Mining,West,36,56279511.4,1563319.76,2019-02-11,2024-11-22,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1996,0.1924,56.01,Medium Priority,275
C0098,Corporate,Mining,East,35,56088743.0,1602535.51,2019-03-14,2024-12-18,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1941,0.1917,55.92,Medium Priority,276
C0111,Corporate,Construction,South,33,55916542.2,1694440.67,2019-04-09,2024-12-16,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.183,0.1911,55.84,Medium Priority,277
C0449,Fleet Owner,Logistics,West,32,55700286.8,1740633.96,2019-07-19,2024-11-19,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1775,0.1904,55.74,Medium Priority,278
C0067,Retail,Manufacturing,West,31,55575120.6,1792745.83,2019-05-29,2024-12-30,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1719,0.19,55.68,Medium Priority,279
C0157,Dealer,Infrastructure,North,34,55572804.4,1634494.25,2019-02-15,2024-12-30,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1885,0.19,55.68,Medium Priority,280
C0260,Dealer,Logistics,South,32,55524668.6,1735145.89,2019-08-24,2024-09-05,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1775,0.1898,55.66,Medium Priority,281
C0463,Dealer,Mining,West,35,55370560.0,1582016.0,2019-01-10,2024-08-22,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1941,0.1893,55.59,Medium Priority,282
C0171,Fleet Owner,Construction,South,30,55348450.2,1844948.34,2019-04-27,2024-10-19,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1664,0.1892,55.58,Medium Priority,283
C0450,Fleet Owner,Construction,East,38,55345960.4,1456472.64,2019-01-15,2024-09-12,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.2107,0.1892,55.58,Medium Priority,284
C0287,Dealer,Manufacturing,South,36,55179366.6,1532760.18,2019-03-22,2024-11-27,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1996,0.1886,55.5,Medium Priority,285
C0001,Retail,Construction,East,34,55019747.4,1618227.86,2019-01-26,2024-11-15,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1885,0.1881,55.42,Medium Priority,286
C0472,Dealer,Manufacturing,South,34,54888819.4,1614377.04,2019-04-29,2024-11-23,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1885,0.1876,55.36,Medium Priority,287
C0148,Government,Construction,South,35,54884128.4,1568117.95,2019-01-28,2024-12-09,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1941,0.1876,55.36,Medium Priority,288
C0346,Retail,Construction,East,39,54686860.8,1402227.2,2019-01-21,2024-11-15,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.2163,0.1869,55.27,Medium Priority,289
C0493,Retail,Construction,South,38,54684935.2,1439077.24,2019-02-18,2024-11-22,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.2107,0.1869,55.27,Medium Priority,290
C0360,Dealer,Construction,West,31,54662201.0,1763296.81,2019-05-25,2024-11-17,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1719,0.1869,55.26,Medium Priority,291
C0274,Dealer,Mining,North,39,54639688.2,1401017.65,2019-01-08,2024-06-27,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.2163,0.1868,55.25,Medium Priority,292
C0407,Dealer,Logistics,South,38,54609453.4,1437090.88,2019-02-01,2024-12-25,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.2107,0.1867,55.24,Medium Priority,293
C0434,Corporate,Mining,Central,33,54575670.2,1653808.19,2019-01-05,2024-10-26,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.183,0.1866,55.22,Medium Priority,294
C0321,Retail,Logistics,South,38,54558976.4,1435762.54,2019-01-04,2024-06-28,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.2107,0.1865,55.21,Medium Priority,295
C0364,Government,Infrastructure,East,32,54408370.8,1700261.59,2019-03-14,2024-11-18,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1775,0.186,55.14,Medium Priority,296
C0188,Corporate,Logistics,West,39,54387524.8,1394551.92,2019-03-04,2024-12-27,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.2163,0.1859,55.13,Medium Priority,297
C0027,Fleet Owner,Logistics,West,39,54309976.4,1392563.5,2019-03-25,2024-12-26,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.2163,0.1856,55.1,Medium Priority,298
C0330,Retail,Infrastructure,East,38,54285450.6,1428564.49,2019-02-12,2024-08-10,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.2107,0.1856,55.09,Medium Priority,299
C0223,Corporate,Logistics,West,33,54079206.6,1638763.84,2019-03-01,2024-10-15,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.183,0.1849,54.99,Medium Priority,300
C0224,Retail,Manufacturing,East,36,54050072.4,1501390.9,2019-01-30,2024-10-31,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1996,0.1848,54.98,Medium Priority,301
C0066,Retail,Manufacturing,Central,32,54037060.8,1688658.15,2019-01-29,2024-10-11,Medium Frequency,60,Medium Value,Moderate Frequency Customers,0.1775,0.1847,54.97,Medium Priority,302
