customer_id,customer_type,industry_segment,region,delivered_order_count,total_revenue,average_order_value,median_order_value,minimum_order_value,maximum_order_value,average_products_per_order,average_units_per_order,total_units_purchased,total_product_revenue,order_value_std,order_value_cv_pct,basket_size_class,order_value_segment,basket_frequency_segment,basket_value_score,basket_behaviour_class,action_focus,basket_behaviour_rank
C0030,Corporate,Construction,South,32,58263942.8,1820748.21,1324381.4,37170.0,9144403.2,6.25,77.53,2481,45703710,1857250.84,102.0,Small Basket,High Order Value,Medium Frequency,70.11,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,109
C0312,Government,Construction,West,37,65437706.6,1768586.66,1451456.2,93315.0,6414244.0,6.05,72.68,2689,51311620,1371891.89,77.57,Small Basket,Medium-High Order Value,High Frequency,69.84,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,110
C0469,Government,Manufacturing,North,40,68502617.4,1712565.44,1356428.3,6584.4,5168905.0,6.1,70.5,2820,53714930,1317300.87,76.92,Small Basket,Medium-High Order Value,High Frequency,69.82,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,111
C0422,Government,Construction,South,37,65678984.2,1775107.68,1658707.0,18816.0,4845456.0,6.03,71.76,2655,51607190,1411654.25,79.52,Small Basket,Medium-High Order Value,High Frequency,69.6,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,112
C0357,Corporate,Mining,West,28,57734552.2,2061948.29,2091872.7,68121.4,7081630.0,6.04,70.75,1981,45252290,1567090.21,76.0,Small Basket,High Order Value,Medium Frequency,69.56,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,113
C0406,Dealer,Logistics,West,32,64818334.4,2025572.95,1600575.5,46578.0,5633603.4,5.88,72.25,2312,50826330,1662309.48,82.07,Small Basket,High Order Value,Medium Frequency,69.33,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,114
C0329,Dealer,Infrastructure,Central,36,64307436.8,1786317.69,1265583.5,16576.0,4995538.4,6.03,68.89,2480,50414010,1514545.15,84.79,Small Basket,High Order Value,High Frequency,69.23,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,115
C0498,Fleet Owner,Construction,East,28,64864362.8,2316584.39,1610843.9,50480.4,8244842.0,5.89,75.71,2120,50845460,2238821.52,96.64,Small Basket,High Order Value,Medium Frequency,69.08,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,116
C0202,Government,Logistics,North,28,50389917.2,1799639.9,1453942.1,99055.0,5630216.4,6.57,77.96,2183,39546540,1445024.12,80.3,Small Basket,High Order Value,Medium Frequency,69.02,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,117
C0464,Corporate,Infrastructure,North,38,67405736.8,1773835.18,1344709.9,5522.4,6386541.2,5.92,74.76,2841,52908510,1693971.92,95.5,Small Basket,Medium-High Order Value,High Frequency,68.98,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,118
C0331,Dealer,Logistics,North,42,67826105.8,1614907.28,1288770.8,117024.0,5704534.0,6.52,79.33,3332,53327060,1464328.87,90.68,Small Basket,Medium-Low Order Value,High Frequency,68.92,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,119
C0071,Corporate,Rental,North,42,72076738.0,1716112.81,1128966.5,70656.0,8168383.2,5.93,73.45,3085,56572600,1666722.94,97.12,Small Basket,Medium-High Order Value,High Frequency,68.85,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,120
C0201,Dealer,Infrastructure,South,47,80475593.0,1712246.66,1454612.4,11894.4,5666462.6,5.87,70.77,3326,63133600,1357872.99,79.3,Small Basket,Medium-High Order Value,Very High Frequency,68.75,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,121
C0374,Corporate,Manufacturing,West,41,68389697.6,1668041.4,1227200.2,6631.6,4869679.0,6.15,71.9,2948,53669570,1265009.8,75.84,Small Basket,Medium-High Order Value,High Frequency,68.37,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,122
C0109,Retail,Mining,South,44,69451949.0,1578453.39,1464979.9,46652.8,3701021.8,6.66,75.18,3308,54539050,1027254.76,65.08,Small Basket,Medium-Low Order Value,High Frequency,68.32,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,123
C0448,Fleet Owner,Logistics,East,36,68495840.4,1902662.23,1098740.2,15292.8,7597278.6,5.72,70.17,2526,53706280,1711314.81,89.94,Small Basket,High Order Value,High Frequency,68.26,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,124
C0226,Dealer,Logistics,West,26,47025541.0,1808674.65,1768907.2,108160.0,3750645.0,6.58,79.42,2065,36902950,997844.71,55.17,Small Basket,High Order Value,Medium Frequency,68.26,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,125
C0193,Dealer,Infrastructure,West,38,67795348.0,1784088.11,1536069.9,2655.0,5629116.0,5.87,70.13,2665,53179600,1363858.14,76.45,Small Basket,High Order Value,High Frequency,68.23,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,126
C0230,Dealer,Infrastructure,North,38,62086661.8,1633859.52,1508059.5,41840.0,4758421.2,6.63,78.18,2971,48757760,1201142.69,73.52,Small Basket,Medium-High Order Value,High Frequency,68.16,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,127
C0295,Corporate,Mining,East,38,65390145.6,1720793.31,1373638.0,74104.0,8237411.0,6.05,71.82,2729,51330170,1606116.32,93.34,Small Basket,Medium-High Order Value,High Frequency,67.95,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,128
C0005,Dealer,Construction,West,45,74996415.4,1666587.01,1544836.8,7186.2,4953340.0,6.0,71.8,3231,58882280,1294386.68,77.67,Small Basket,Medium-High Order Value,Very High Frequency,67.76,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,129
C0169,Fleet Owner,Construction,West,40,69450095.6,1736252.39,1492808.6,3681.6,4629859.0,5.9,68.78,2751,54509920,1304536.18,75.14,Small Basket,Medium-High Order Value,High Frequency,67.56,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,130
C0064,Corporate,Manufacturing,North,32,57893888.0,1809184.0,1421189.1,17157.2,6069874.6,6.12,70.0,2240,45390350,1580974.41,87.39,Small Basket,High Order Value,Medium Frequency,67.44,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,131
C0462,Retail,Logistics,South,49,82777824.6,1689343.36,1453210.0,6785.0,5864712.8,5.86,72.37,3546,64949220,1434768.95,84.93,Small Basket,Medium-High Order Value,Very High Frequency,67.3,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,132
C0260,Dealer,Logistics,South,32,55524668.6,1735145.89,1666473.3,9263.0,4696228.0,6.5,73.19,2342,43590270,1292309.2,74.48,Small Basket,Medium-High Order Value,Medium Frequency,67.08,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,133
C0178,Dealer,Logistics,East,54,89493824.6,1657293.05,1338191.5,94819.2,6565429.0,5.91,68.39,3693,70236970,1250003.56,75.42,Small Basket,Medium-High Order Value,Very High Frequency,67.0,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,134
C0069,Dealer,Logistics,North,47,77108269.8,1640601.49,1380615.6,4814.4,6514369.4,6.04,71.3,3351,60517360,1346014.42,82.04,Small Basket,Medium-High Order Value,Very High Frequency,66.88,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,135
C0161,Dealer,Mining,West,37,60837361.2,1644253.01,1492534.0,6584.4,6565388.0,6.49,76.62,2835,47774340,1383995.56,84.17,Small Basket,Medium-High Order Value,High Frequency,66.7,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,136
C0247,Corporate,Logistics,East,39,67759559.6,1737424.61,1646208.0,31898.0,4647834.0,5.9,73.38,2862,53174220,1289660.74,74.23,Small Basket,Medium-High Order Value,High Frequency,66.6,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,137
C0424,Retail,Construction,West,35,58183379.4,1662382.27,1432424.0,21995.2,4832227.2,6.54,77.54,2714,45692330,1272551.85,76.55,Small Basket,Medium-High Order Value,High Frequency,66.52,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,138
C0457,Retail,Manufacturing,East,33,56578805.4,1714509.25,1381093.4,15399.0,6188822.4,6.42,76.03,2509,44351780,1455168.55,84.87,Small Basket,Medium-High Order Value,Medium Frequency,66.52,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,139
C0063,Retail,Rental,North,38,72065344.4,1896456.43,1659343.1,30798.0,7811161.6,5.53,67.66,2571,56519080,1766381.53,93.14,Small Basket,High Order Value,High Frequency,66.46,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,140
C0484,Fleet Owner,Mining,West,27,48200851.6,1785216.73,1400148.6,242915.0,4934956.0,6.48,80.0,2160,37883370,1400227.91,78.43,Small Basket,High Order Value,Medium Frequency,66.24,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,141
C0149,Government,Manufacturing,West,38,65235052.4,1716711.91,1489179.7,27739.0,7066794.0,5.97,67.53,2566,51241680,1474441.48,85.89,Small Basket,Medium-High Order Value,High Frequency,66.21,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,142
C0459,Retail,Logistics,East,41,71816909.8,1751631.95,1464868.4,44083.2,4992761.0,5.78,69.49,2849,56361360,1548589.73,88.41,Small Basket,Medium-High Order Value,High Frequency,66.06,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,143
C0492,Dealer,Rental,East,35,61798115.2,1765660.43,1490810.4,105984.0,6006162.0,6.03,75.29,2635,48527140,1429426.09,80.96,Small Basket,Medium-High Order Value,High Frequency,65.64,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,144
C0244,Government,Logistics,North,44,77550764.4,1762517.37,1466306.0,24072.0,6039104.0,5.68,67.23,2958,60886580,1465246.1,83.13,Small Basket,Medium-High Order Value,High Frequency,65.54,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,145
C0059,Retail,Manufacturing,South,32,56859509.4,1776859.67,1598695.1,1227.2,5012084.2,6.16,73.16,2341,44636580,1385543.66,77.98,Small Basket,Medium-High Order Value,Medium Frequency,65.5,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,146
C0191,Corporate,Manufacturing,South,29,65787839.8,2268546.2,1768448.0,15680.0,7760856.8,5.72,74.66,2165,51572860,2145132.92,94.56,Small Basket,High Order Value,Medium Frequency,65.46,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,147
C0311,Government,Infrastructure,North,41,69331648.2,1691015.81,1277325.0,7976.8,5875455.2,5.9,67.8,2780,54370990,1539007.55,91.01,Small Basket,Medium-High Order Value,High Frequency,65.2,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,148
C0264,Retail,Infrastructure,West,36,67321592.8,1870044.24,1397878.1,365.8,5778544.2,5.64,66.56,2396,52753710,1597693.12,85.44,Small Basket,High Order Value,High Frequency,64.98,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,149
C0355,Government,Infrastructure,South,32,58903770.4,1840742.82,1749266.0,2926.4,5377543.8,5.91,70.59,2259,46214030,1385772.34,75.28,Small Basket,High Order Value,Medium Frequency,64.98,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,150
C0383,Fleet Owner,Infrastructure,North,41,68192154.0,1663223.27,1560448.0,1097.4,5612063.0,5.95,67.83,2781,53480050,1304361.28,78.42,Small Basket,Medium-High Order Value,High Frequency,64.89,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,151
C0363,Fleet Owner,Logistics,South,32,53560072.2,1673752.26,1287730.3,44908.0,7839785.0,6.72,78.25,2504,42048290,1718768.01,102.69,Small Basket,Medium-High Order Value,Medium Frequency,64.78,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,152
C0165,Fleet Owner,Manufacturing,North,50,79168592.4,1583371.85,1404370.7,53443.4,4754816.0,6.12,69.92,3496,62168180,1008482.49,63.69,Small Basket,Medium-Low Order Value,Very High Frequency,64.22,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,153
C0349,Corporate,Rental,West,33,56613876.0,1715572.0,1214251.4,50445.0,9896112.0,6.24,74.52,2459,44485700,1900415.55,110.77,Small Basket,Medium-High Order Value,Medium Frequency,64.14,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,154
C0455,Retail,Logistics,Central,35,63287015.4,1808200.44,1337110.0,1711.0,8075806.8,5.8,71.23,2493,49656280,1754474.66,97.03,Small Basket,High Order Value,High Frequency,64.13,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,155
C0444,Dealer,Manufacturing,South,30,50928809.0,1697626.97,1779203.0,169096.0,4413709.6,6.77,86.2,2586,39970050,965998.69,56.9,Small Basket,Medium-High Order Value,Medium Frequency,64.1,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,156
C0156,Government,Manufacturing,South,33,67117436.4,2033861.71,2026330.0,7646.4,7765100.0,5.58,72.97,2408,52631480,1669818.99,82.1,Small Basket,High Order Value,Medium Frequency,63.6,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,157
C0137,Dealer,Infrastructure,South,21,42806442.6,2038402.03,1729930.2,97344.0,6886682.4,5.86,78.86,1656,33571570,1643097.97,80.61,Small Basket,High Order Value,Low Frequency,63.46,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,158
C0066,Retail,Manufacturing,Central,32,54037060.8,1688658.15,1374057.4,5097.6,5302098.4,6.47,74.81,2394,42371560,1323781.82,78.39,Small Basket,Medium-High Order Value,Medium Frequency,63.42,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,159
C0126,Dealer,Manufacturing,South,33,64059034.8,1941182.87,1232096.4,39400.2,7434227.4,5.64,68.85,2272,50213860,1855774.06,95.6,Small Basket,High Order Value,Medium Frequency,63.3,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,160
C0101,Corporate,Logistics,South,38,62629058.6,1648133.12,1506739.2,16047.0,5942734.0,6.13,74.47,2830,49185770,1254371.81,76.11,Small Basket,Medium-High Order Value,High Frequency,63.3,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,161
C0291,Retail,Construction,South,46,79064597.0,1718795.59,1441764.5,40768.0,7201697.0,5.61,64.54,2969,61983900,1536447.91,89.39,Small Basket,Medium-High Order Value,Very High Frequency,63.24,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,162
C0210,Retail,Infrastructure,West,30,53509817.8,1783660.59,1494048.0,32509.0,5497597.0,6.07,67.87,2036,41928210,1529798.0,85.77,Small Basket,High Order Value,Medium Frequency,62.5,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,163
C0381,Corporate,Mining,South,29,62038399.0,2139255.14,1440332.8,13184.0,6845687.6,5.66,67.97,1971,48585550,1846761.01,86.33,Small Basket,High Order Value,Medium Frequency,62.34,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,164
C0255,Retail,Infrastructure,South,45,71144094.2,1580979.87,1455844.2,2053.2,5010891.6,6.11,71.93,3237,55876690,1128766.2,71.4,Small Basket,Medium-Low Order Value,Very High Frequency,62.15,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,165
C0006,Government,Construction,West,40,65482805.4,1637070.14,1469578.2,26160.6,5745789.4,6.0,68.42,2737,51412280,1329168.26,81.19,Small Basket,Medium-High Order Value,High Frequency,62.04,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,166
C0026,Fleet Owner,Mining,North,36,60554977.0,1682082.69,1319620.3,122078.0,6658688.0,6.03,74.42,2679,47482150,1509202.2,89.72,Small Basket,Medium-High Order Value,High Frequency,61.83,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,167
C0051,Retail,Infrastructure,North,36,59420710.4,1650575.29,1271525.7,86661.6,5350889.2,6.17,71.83,2586,46593280,1275941.17,77.3,Small Basket,Medium-High Order Value,High Frequency,61.72,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,168
C0281,Government,Logistics,South,26,46282268.6,1780087.25,1565934.0,47318.0,4286883.8,6.19,71.12,1849,36333020,1288422.66,72.38,Small Basket,High Order Value,Medium Frequency,61.46,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,169
C0318,Corporate,Logistics,North,36,62202116.0,1727836.56,1741328.5,1227.2,4063416.0,5.86,70.75,2547,48754200,1190738.46,68.91,Small Basket,Medium-High Order Value,High Frequency,61.43,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,170
C0127,Government,Construction,East,28,48960650.8,1748594.67,1713576.1,34998.8,4573880.0,6.25,76.21,2134,38456060,1205741.76,68.95,Small Basket,Medium-High Order Value,Medium Frequency,61.27,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,171
C0245,Dealer,Logistics,South,33,56554752.6,1713780.38,1725292.2,4755.4,5331467.6,6.09,68.73,2268,44342070,1312201.82,76.57,Small Basket,Medium-High Order Value,Medium Frequency,61.22,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,172
C0135,Retail,Rental,South,35,62791824.6,1794052.13,1663050.0,14030.2,4680398.0,5.71,63.51,2223,49182970,1347226.16,75.09,Small Basket,High Order Value,High Frequency,61.11,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,173
C0425,Dealer,Manufacturing,South,41,67882732.6,1655676.4,1175920.0,82880.0,5159783.0,5.83,62.02,2543,53232320,1309397.76,79.09,Small Basket,Medium-High Order Value,High Frequency,61.04,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,174
C0195,Fleet Owner,Logistics,East,31,56797913.6,1832190.76,1712933.4,40768.0,6345962.8,5.81,67.55,2094,44526020,1526627.75,83.32,Small Basket,High Order Value,Medium Frequency,60.92,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,175
C0039,Fleet Owner,Rental,South,38,62706510.2,1650171.32,1479484.0,11800.0,5432100.6,5.97,75.34,2863,49221640,1498380.33,90.8,Small Basket,Medium-High Order Value,High Frequency,60.91,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,176
C0131,Corporate,Rental,South,32,59008448.8,1844014.02,1344378.7,92630.0,6233903.0,5.75,69.62,2228,46237660,1597368.89,86.62,Small Basket,High Order Value,Medium Frequency,60.91,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,177
C0371,Retail,Rental,South,47,82052808.0,1745804.43,1357440.0,6749.6,5973471.4,5.45,60.51,2844,64331600,1530332.43,87.66,Small Basket,Medium-High Order Value,Very High Frequency,60.9,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,178
C0326,Government,Mining,East,42,66177447.4,1575653.51,1355802.3,2194.8,4552623.8,6.17,67.93,2853,51922180,1354234.77,85.95,Small Basket,Medium-Low Order Value,High Frequency,60.88,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,179
C0497,Government,Logistics,South,30,51439335.2,1714644.51,1185899.4,126686.0,6819184.2,6.27,75.97,2279,40341140,1377065.58,80.31,Small Basket,Medium-High Order Value,Medium Frequency,60.85,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,180
C0186,Fleet Owner,Infrastructure,East,40,70676837.0,1766920.92,1376074.0,3292.2,5600723.2,5.52,70.38,2815,55408900,1533992.76,86.82,Small Basket,Medium-High Order Value,High Frequency,60.73,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,181
C0364,Government,Infrastructure,East,32,54408370.8,1700261.59,1399459.0,30290.6,4029449.0,6.19,73.69,2358,42733560,1206851.06,70.98,Small Basket,Medium-High Order Value,Medium Frequency,60.7,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,182
C0398,Government,Rental,South,35,57843305.6,1652665.87,1273592.0,32509.0,6610140.8,6.17,75.11,2629,45379170,1399261.99,84.67,Small Basket,Medium-High Order Value,High Frequency,60.56,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,183
C0111,Corporate,Construction,South,33,55916542.2,1694440.67,1383004.6,10266.0,4965744.0,6.12,75.67,2497,43914790,1345218.41,79.39,Small Basket,Medium-High Order Value,Medium Frequency,60.46,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,184
C0023,Corporate,Mining,South,32,58217713.2,1819303.54,1307301.3,11977.0,5860772.2,5.78,68.16,2181,45671740,1552421.55,85.33,Small Basket,High Order Value,Medium Frequency,60.44,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,185
C0073,Corporate,Rental,North,32,56970903.6,1780340.74,1353601.9,21952.0,5358915.6,5.88,67.22,2151,44726770,1618991.71,90.94,Small Basket,High Order Value,Medium Frequency,60.43,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,186
C0192,Fleet Owner,Logistics,East,40,69269688.4,1731742.21,1111406.5,5097.6,5102365.2,5.6,64.22,2569,54295880,1547168.91,89.34,Small Basket,Medium-High Order Value,High Frequency,60.4,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,187
C0472,Dealer,Manufacturing,South,34,54888819.4,1614377.04,1500706.4,1475.0,4041090.0,6.53,78.5,2669,43087580,1177393.09,72.93,Small Basket,Medium-Low Order Value,Medium Frequency,60.27,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,188
C0430,Retail,Manufacturing,West,27,44879330.8,1662197.44,1401385.0,7646.4,4887364.6,7.04,78.33,2115,35197560,1283343.17,77.21,Small Basket,Medium-High Order Value,Medium Frequency,60.2,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,189
C0233,Government,Logistics,East,28,49889164.0,1781755.86,1338134.0,34220.0,5219109.2,6.04,75.21,2106,39173800,1389171.14,77.97,Small Basket,High Order Value,Medium Frequency,60.06,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,190
C0282,Government,Logistics,East,44,69381309.6,1576847.95,1350919.6,26550.0,4996571.0,6.05,72.73,3200,54475470,1148485.22,72.83,Small Basket,Medium-Low Order Value,High Frequency,60.02,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,191
C0215,Corporate,Rental,South,49,73940925.4,1508998.48,1352846.2,1829.0,3942115.6,6.22,75.31,3690,58120530,984485.94,65.24,Small Basket,Medium-Low Order Value,Very High Frequency,59.92,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,192
C0249,Corporate,Construction,West,35,63391180.8,1811176.59,1476341.0,18585.0,5676290.2,5.6,69.69,2439,49712310,1364197.97,75.32,Small Basket,High Order Value,High Frequency,59.9,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,193
C0477,Government,Construction,West,36,57746038.6,1604056.63,1399342.8,82237.2,4246147.6,6.31,74.08,2667,45286770,1004304.7,62.61,Small Basket,Medium-Low Order Value,High Frequency,59.77,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,194
C0436,Fleet Owner,Logistics,East,34,57784314.2,1699538.65,1514175.6,4790.8,3814440.4,6.0,74.41,2530,45357190,1198598.6,70.52,Small Basket,Medium-High Order Value,Medium Frequency,59.74,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,195
C0333,Corporate,Mining,South,39,63220923.0,1621049.31,1252161.0,17700.0,5589180.0,6.0,72.69,2835,49686600,1323019.84,81.62,Small Basket,Medium-High Order Value,High Frequency,59.5,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,196
C0468,Fleet Owner,Rental,South,49,75254807.6,1535812.4,1119793.6,8590.4,5477343.0,6.06,70.16,3438,59022070,1494669.94,97.32,Small Basket,Medium-Low Order Value,Very High Frequency,59.44,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,197
C0050,Dealer,Mining,East,27,56151044.8,2079668.33,2000292.8,18526.0,5049947.0,5.59,71.48,1930,44016360,1511865.28,72.7,Small Basket,High Order Value,Medium Frequency,59.26,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,198
C0340,Government,Mining,South,35,63532821.6,1815223.47,1555676.8,16225.0,6407954.2,5.57,73.94,2588,49824870,1527417.72,84.14,Small Basket,High Order Value,High Frequency,59.13,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,199
C0056,Dealer,Mining,North,36,60885469.8,1691263.05,1043777.0,59140.0,5634526.4,5.86,69.39,2498,47730860,1633159.56,96.56,Small Basket,Medium-High Order Value,High Frequency,58.73,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,200
C0263,Government,Rental,South,35,61677496.4,1762214.18,1588390.0,263857.0,6098922.2,5.74,72.91,2552,48351480,1317165.12,74.74,Small Basket,Medium-High Order Value,High Frequency,58.58,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,201
C0380,Fleet Owner,Manufacturing,South,50,77887431.8,1557748.64,1165201.8,20532.0,6051279.8,5.92,72.28,3614,61154260,1355637.47,87.03,Small Basket,Medium-Low Order Value,Very High Frequency,58.52,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,202
C0171,Fleet Owner,Construction,South,30,55348450.2,1844948.34,1237928.4,35116.8,6025054.4,5.73,70.03,2101,43403890,1629214.3,88.31,Small Basket,High Order Value,Medium Frequency,58.5,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,203
C0197,Government,Manufacturing,West,47,77464617.6,1648183.35,1074122.6,3398.4,7317882.4,5.64,67.7,3182,60798070,1596896.39,96.89,Small Basket,Medium-High Order Value,Very High Frequency,58.28,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,204
C0463,Dealer,Mining,West,35,55370560.0,1582016.0,1379908.0,13688.0,5621929.0,6.46,74.77,2617,43452000,1173211.18,74.16,Small Basket,Medium-Low Order Value,High Frequency,58.12,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,205
C0152,Corporate,Manufacturing,South,40,62249804.2,1556245.1,1181131.5,20650.0,4566513.6,6.15,73.3,2932,48907690,1294444.94,83.18,Small Basket,Medium-Low Order Value,High Frequency,58.0,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,206
C0306,Fleet Owner,Manufacturing,East,42,69813587.0,1662228.26,1440427.5,9204.0,4262823.0,5.67,63.07,2649,54784400,1232772.98,74.16,Small Basket,Medium-High Order Value,High Frequency,57.99,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,207
C0273,Dealer,Manufacturing,East,37,60830001.0,1644054.08,1238400.0,6844.0,6372605.8,5.92,68.86,2548,47764950,1550433.5,94.31,Small Basket,Medium-High Order Value,High Frequency,57.9,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,208
C0368,Fleet Owner,Construction,South,31,51837532.8,1672178.48,1374118.8,108160.0,5087955.0,6.19,69.19,2145,40673710,1357697.78,81.19,Small Basket,Medium-High Order Value,Medium Frequency,57.76,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,209
C0343,Corporate,Construction,West,40,68419201.6,1710480.04,1581906.4,1711.0,5709083.2,5.55,66.8,2672,53611870,1414803.0,82.71,Small Basket,Medium-High Order Value,High Frequency,57.38,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,210
C0379,Retail,Mining,West,41,64194052.6,1565708.6,1295869.0,22243.0,4314174.4,6.02,70.71,2899,50443570,1147895.63,73.31,Small Basket,Medium-Low Order Value,High Frequency,56.96,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,211
C0461,Corporate,Infrastructure,North,36,56714684.2,1575407.89,1283170.6,14750.0,3840428.8,6.28,75.42,2715,44543940,1124331.95,71.37,Small Basket,Medium-Low Order Value,High Frequency,56.77,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,212
C0086,Retail,Construction,West,29,59655682.6,2057092.5,1922304.0,89379.0,5812182.4,5.45,71.34,2069,46746570,1419663.75,69.01,Small Basket,High Order Value,Medium Frequency,56.64,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,213
C0176,Dealer,Logistics,South,42,66901722.8,1592898.16,1405072.9,7528.4,5301528.6,5.86,68.38,2872,52504460,1311212.41,82.32,Small Basket,Medium-Low Order Value,High Frequency,56.54,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,214
C0286,Dealer,Construction,South,36,60273490.2,1674263.62,1526628.7,10277.8,5722726.8,5.81,73.33,2640,47333390,1414003.55,84.46,Small Basket,Medium-High Order Value,High Frequency,56.53,Strong Basket Customer,Increase basket breadth through complementary-product recommendations,215
