customer_id,customer_type,industry_segment,region,first_purchase_date,last_purchase_date,delivered_order_count,total_revenue,average_order_value,customer_lifetime_days,customer_lifetime_years,orders_per_year,days_since_last_purchase,churn_status,churn_risk_score,churn_risk_class,revenue_at_risk,churn_priority_score,churn_priority_class
C0134,Fleet Owner,Infrastructure,West,2019-03-03,2024-11-24,48,85243025.2,1775896.3583333334,2093,5.730321697467488,8.376493072145246,38,Active Customer,0,Low Churn Risk,0.0,38.67,Low Retention Priority
C0135,Retail,Rental,South,2019-03-09,2024-08-27,35,62791824.6,1794052.1314285714,1998,5.470225872689938,6.398273273273274,127,Churn Risk,70,High Churn Risk,62791824.6,65.59,High Retention Priority
C0136,Dealer,Mining,West,2019-03-23,2024-11-13,37,45774176.2,1237139.8972972974,2062,5.645448323066393,6.553952473326866,49,Active Customer,0,Low Churn Risk,0.0,13.04,Low Retention Priority
C0137,Dealer,Infrastructure,South,2019-06-13,2024-06-10,21,42806442.6,2038402.0285714287,1824,4.993839835728953,4.205180921052631,205,Churned Customer,100,Critical Churn Risk,42806442.6,62.63,High Retention Priority
C0138,Corporate,Mining,South,2019-01-10,2024-12-25,34,62582651.4,1840666.217647059,2176,5.9575633127994525,5.70703125,7,Active Customer,0,Low Churn Risk,0.0,22.44,Low Retention Priority
C0139,Government,Mining,West,2019-03-13,2024-10-31,29,37337910.0,1287514.1379310344,2059,5.637234770704997,5.144366197183098,62,At Risk,40,Moderate Churn Risk,37337910.0,26.62,Medium Retention Priority
C0140,Retail,Logistics,West,2019-03-18,2024-11-24,37,60136648.6,1625314.827027027,2078,5.689253935660506,6.503488931665062,38,Active Customer,0,Low Churn Risk,0.0,23.59,Low Retention Priority
C0141,Corporate,Rental,West,2019-04-06,2024-11-15,36,66220737.2,1839464.9222222222,2050,5.6125941136208075,6.414146341463415,47,Active Customer,0,Low Churn Risk,0.0,26.54,Low Retention Priority
C0142,Retail,Manufacturing,West,2019-02-06,2024-12-08,45,84828043.0,1885067.6222222222,2132,5.83709787816564,7.709310506566604,24,Active Customer,0,Low Churn Risk,0.0,37.7,Low Retention Priority
C0143,Corporate,Infrastructure,South,2019-01-11,2024-08-02,27,44644618.2,1653504.3777777778,2030,5.557837097878165,4.858004926108375,152,Churn Risk,70,High Churn Risk,44644618.2,46.12,High Retention Priority
C0144,Fleet Owner,Construction,West,2019-04-02,2024-08-23,25,39589546.2,1583581.8480000002,1970,5.393566050650239,4.63515228426396,131,Churn Risk,70,High Churn Risk,39589546.2,43.78,High Retention Priority
C0145,Retail,Construction,West,2019-04-01,2024-12-29,33,34445949.4,1043816.6484848484,2099,5.746748802190281,5.742377322534541,3,Active Customer,0,Low Churn Risk,0.0,5.62,Low Retention Priority
C0146,Retail,Mining,West,2019-01-20,2024-12-31,30,61245406.2,2041513.54,2172,5.946611909650924,5.044889502762431,1,Active Customer,0,Low Churn Risk,0.0,17.89,Low Retention Priority
C0147,Dealer,Rental,North,2019-07-21,2024-12-22,30,44007572.2,1466919.0733333335,1981,5.423682409308693,5.5312973245835435,10,Active Customer,0,Low Churn Risk,0.0,5.34,Low Retention Priority
C0148,Government,Construction,South,2019-01-28,2024-12-09,35,54884128.4,1568117.9542857143,2142,5.864476386036961,5.9681372549019605,23,Active Customer,0,Low Churn Risk,0.0,17.08,Low Retention Priority
C0149,Government,Manufacturing,West,2019-02-28,2024-12-12,38,65235052.4,1716711.9052631578,2114,5.7878165639972625,6.565515610217597,20,Active Customer,0,Low Churn Risk,0.0,28.02,Low Retention Priority
C0150,Fleet Owner,Manufacturing,West,2019-07-12,2024-11-09,30,41608958.8,1386965.2933333332,1947,5.330595482546201,5.62788906009245,53,Active Customer,0,Low Churn Risk,0.0,4.44,Low Retention Priority
C0151,Government,Infrastructure,East,2019-03-03,2024-11-28,27,39556960.6,1465072.6148148149,2097,5.7412731006160165,4.702789699570816,34,Active Customer,0,Low Churn Risk,0.0,2.32,Low Retention Priority
C0152,Corporate,Manufacturing,South,2019-03-10,2024-11-18,40,62249804.2,1556245.105,2080,5.69472963723477,7.024038461538462,44,Active Customer,0,Low Churn Risk,0.0,27.76,Low Retention Priority
C0153,Retail,Rental,East,2019-01-17,2024-12-12,56,108200489.6,1932151.5999999999,2156,5.90280629705681,9.487012987012987,20,Active Customer,0,Low Churn Risk,0.0,40.0,Low Retention Priority
C0154,Fleet Owner,Logistics,North,2019-01-29,2024-08-21,45,74171590.6,1648257.5688888887,2031,5.560574948665297,8.092688330871493,133,Churn Risk,70,High Churn Risk,74171590.6,77.85,Critical Retention Priority
C0155,Fleet Owner,Mining,East,2019-11-15,2024-12-17,31,41576324.2,1341171.748387097,1859,5.089664613278576,6.090774610005379,15,Active Customer,0,Low Churn Risk,0.0,5.2,Low Retention Priority
C0156,Government,Manufacturing,South,2019-01-14,2024-09-17,33,67117436.4,2033861.7090909092,2073,5.675564681724846,5.814399421128799,106,At Risk,40,Moderate Churn Risk,67117436.4,47.92,High Retention Priority
C0157,Dealer,Infrastructure,North,2019-02-15,2024-12-30,34,55572804.4,1634494.2470588235,2145,5.8726899383983575,5.789510489510489,2,Active Customer,0,Low Churn Risk,0.0,16.64,Low Retention Priority
C0158,Corporate,Infrastructure,East,2019-03-03,2024-09-26,36,58875735.2,1635437.088888889,2034,5.568788501026694,6.464601769911504,97,At Risk,40,Moderate Churn Risk,58875735.2,45.44,Medium Retention Priority
C0159,Dealer,Construction,South,2019-02-02,2024-12-26,34,49934036.2,1468648.1235294119,2154,5.897330595482546,5.765320334261839,6,Active Customer,0,Low Churn Risk,0.0,12.89,Low Retention Priority
C0160,Retail,Rental,West,2019-02-19,2024-11-23,44,70762190.2,1608231.5954545455,2104,5.760438056125941,7.638307984790875,39,Active Customer,0,Low Churn Risk,0.0,34.05,Low Retention Priority
C0161,Dealer,Mining,West,2019-03-24,2024-11-17,37,60837361.2,1644253.0054054055,2065,5.653661875427789,6.5444309927360775,45,Active Customer,0,Low Churn Risk,0.0,24.29,Low Retention Priority
C0162,Retail,Mining,East,2019-07-05,2024-10-14,28,62233145.6,2222612.342857143,1928,5.278576317590692,5.304460580912862,79,At Risk,40,Moderate Churn Risk,62233145.6,41.51,Medium Retention Priority
C0163,Dealer,Logistics,West,2019-06-02,2024-08-05,38,46377823.0,1220469.0263157894,1891,5.177275838466803,7.3397673188789,149,Churn Risk,70,High Churn Risk,46377823.0,56.26,High Retention Priority
C0164,Government,Construction,North,2019-01-11,2024-11-13,36,45625652.8,1267379.2444444443,2133,5.839835728952772,6.1645569620253164,49,Active Customer,0,Low Churn Risk,0.0,11.9,Low Retention Priority
C0165,Fleet Owner,Manufacturing,North,2019-02-27,2024-12-24,50,79168592.4,1583371.8480000002,2127,5.823408624229979,8.586036671368124,8,Active Customer,0,Low Churn Risk,0.0,38.14,Low Retention Priority
C0166,Fleet Owner,Manufacturing,West,2019-01-18,2024-12-08,32,69504759.6,2172023.7375,2151,5.88911704312115,5.433751743375175,24,Active Customer,0,Low Churn Risk,0.0,24.46,Low Retention Priority
C0167,Retail,Mining,West,2019-01-03,2024-12-28,31,50383279.4,1625267.0774193548,2186,5.984941820670773,5.179666056724612,4,Active Customer,0,Low Churn Risk,0.0,10.4,Low Retention Priority
C0168,Dealer,Infrastructure,West,2019-06-02,2024-12-18,34,64028787.0,1883199.6176470588,2026,5.546885694729637,6.1295656465942745,14,Active Customer,0,Low Churn Risk,0.0,23.33,Low Retention Priority
C0169,Fleet Owner,Construction,West,2019-03-25,2024-10-27,40,69450095.6,1736252.39,2043,5.593429158110883,7.151248164464024,66,At Risk,40,Moderate Churn Risk,69450095.6,55.71,High Retention Priority
C0170,Government,Construction,South,2019-03-21,2024-12-20,27,38882680.4,1440099.274074074,2101,5.752224503764545,4.693836268443598,12,Active Customer,0,Low Churn Risk,0.0,2.01,Low Retention Priority
C0171,Fleet Owner,Construction,South,2019-04-27,2024-10-19,30,55348450.2,1844948.34,2002,5.4811772758384665,5.473276723276723,74,At Risk,40,Moderate Churn Risk,55348450.2,36.79,Medium Retention Priority
C0172,Dealer,Manufacturing,South,2019-08-18,2024-11-27,37,57323600.2,1549286.491891892,1928,5.278576317590692,7.009465767634854,35,Active Customer,0,Low Churn Risk,0.0,21.24,Low Retention Priority
C0173,Retail,Logistics,South,2019-03-29,2024-10-18,31,57999777.4,1870960.5612903226,2030,5.557837097878165,5.577709359605912,75,At Risk,40,Moderate Churn Risk,57999777.4,40.15,Medium Retention Priority
C0174,Government,Mining,West,2019-01-11,2024-12-03,29,29793255.0,1027353.6206896552,2153,5.894592744695414,4.919763121226196,29,Active Customer,0,Low Churn Risk,0.0,1.82,Low Retention Priority
C0175,Fleet Owner,Rental,East,2019-01-24,2024-11-01,36,59434888.8,1650969.1333333333,2108,5.771389459274469,6.237666034155598,61,At Risk,40,Moderate Churn Risk,59434888.8,46.09,Medium Retention Priority
C0176,Dealer,Logistics,South,2019-01-14,2024-08-07,42,66901722.800000004,1592898.161904762,2032,5.563312799452429,7.549458661417323,147,Churn Risk,70,High Churn Risk,66901722.800000004,73.32,Critical Retention Priority
C0177,Dealer,Construction,West,2019-04-01,2024-12-25,28,35762840.4,1277244.3,2095,5.735797399041752,4.88162291169451,7,Active Customer,0,Low Churn Risk,0.0,1.96,Low Retention Priority
C0178,Dealer,Logistics,East,2019-01-22,2024-12-09,54,89493824.6,1657293.048148148,2148,5.880903490759754,9.182262569832401,23,Active Customer,0,Low Churn Risk,0.0,39.36,Low Retention Priority
C0179,Government,Infrastructure,South,2019-05-20,2024-07-21,32,43222736.0,1350710.5,1889,5.171800136892539,6.187400741132874,164,Churn Risk,70,High Churn Risk,43222736.0,48.76,High Retention Priority
C0180,Fleet Owner,Logistics,South,2019-01-04,2024-12-10,27,30093537.8,1114575.474074074,2167,5.932922655715264,4.550876788186432,22,Active Customer,0,Low Churn Risk,0.0,0.91,Low Retention Priority
C0181,Government,Construction,West,2019-04-13,2024-12-15,36,53087081.0,1474641.138888889,2073,5.675564681724846,6.342981186685963,17,Active Customer,0,Low Churn Risk,0.0,16.74,Low Retention Priority
C0182,Dealer,Infrastructure,East,2019-03-03,2024-08-03,29,40856091.0,1408830.7241379311,1980,5.420944558521561,5.349621212121212,151,Churn Risk,70,High Churn Risk,40856091.0,45.58,High Retention Priority
C0183,Government,Mining,West,2019-02-03,2024-12-05,27,32313901.0,1196811.148148148,2132,5.83709787816564,4.625586303939962,27,Active Customer,0,Low Churn Risk,0.0,1.21,Low Retention Priority
C0184,Retail,Rental,South,2019-03-12,2024-11-28,29,61479056.4,2119967.4620689657,2088,5.716632443531828,5.072916666666666,34,Active Customer,0,Low Churn Risk,0.0,17.48,Low Retention Priority
C0185,Dealer,Logistics,West,2019-03-25,2024-09-16,33,47500335.2,1439404.0969696972,2002,5.4811772758384665,6.020604395604396,107,At Risk,40,Moderate Churn Risk,47500335.2,34.22,Medium Retention Priority
C0186,Fleet Owner,Infrastructure,East,2019-02-17,2024-12-11,40,70676837.0,1766920.925,2124,5.815195071868583,6.878531073446328,21,Active Customer,0,Low Churn Risk,0.0,32.26,Low Retention Priority
C0187,Retail,Rental,North,2019-05-02,2024-11-08,30,46901016.0,1563367.2,2017,5.522245037645448,5.432573128408527,54,Active Customer,0,Low Churn Risk,0.0,6.94,Low Retention Priority
C0188,Corporate,Logistics,West,2019-03-04,2024-12-27,39,54387524.8,1394551.917948718,2125,5.817932922655715,6.703411764705883,5,Active Customer,0,Low Churn Risk,0.0,20.46,Low Retention Priority
C0189,Government,Manufacturing,South,2019-03-03,2024-11-11,35,61121980.8,1746342.3085714285,2080,5.69472963723477,6.146033653846154,51,Active Customer,0,Low Churn Risk,0.0,22.34,Low Retention Priority
C0190,Retail,Manufacturing,North,2019-05-15,2024-12-29,35,56351528.4,1610043.6685714286,2055,5.626283367556468,6.22080291970803,3,Active Customer,0,Low Churn Risk,0.0,17.94,Low Retention Priority
C0191,Corporate,Manufacturing,South,2019-02-03,2024-12-12,29,65787839.8,2268546.1999999997,2139,5.856262833675565,4.951963534361851,20,Active Customer,0,Low Churn Risk,0.0,20.18,Low Retention Priority
C0192,Fleet Owner,Logistics,East,2019-01-19,2024-08-29,40,69269688.4,1731742.2100000002,2049,5.6098562628336754,7.130307467057102,125,Churn Risk,70,High Churn Risk,69269688.4,73.51,Critical Retention Priority
C0193,Dealer,Infrastructure,West,2019-01-10,2024-11-30,38,67795348.0,1784088.105263158,2151,5.88911704312115,6.45258019525802,32,Active Customer,0,Low Churn Risk,0.0,29.22,Low Retention Priority
C0194,Fleet Owner,Construction,South,2019-04-15,2024-12-26,33,48202752.8,1460689.4787878788,2082,5.700205338809035,5.789265129682997,6,Active Customer,0,Low Churn Risk,0.0,10.72,Low Retention Priority
C0195,Fleet Owner,Logistics,East,2019-02-15,2024-12-28,31,56797913.6,1832190.7612903225,2143,5.867214236824093,5.283597760149323,4,Active Customer,0,Low Churn Risk,0.0,14.75,Low Retention Priority
C0196,Fleet Owner,Rental,North East,2019-01-09,2024-10-28,48,71291851.6,1485246.9083333332,2119,5.801505817932923,8.273714016045304,65,At Risk,40,Moderate Churn Risk,71291851.6,59.52,High Retention Priority
C0197,Government,Manufacturing,West,2019-02-22,2024-10-18,47,77464617.6,1648183.3531914891,2065,5.653661875427789,8.31319612590799,75,At Risk,40,Moderate Churn Risk,77464617.6,61.26,High Retention Priority
C0198,Government,Mining,West,2019-03-27,2024-08-01,36,63577917.2,1766053.2555555557,1954,5.349760438056126,6.729273285568065,153,Churn Risk,70,High Churn Risk,63577917.2,67.15,High Retention Priority
C0199,Government,Mining,West,2019-01-19,2024-10-21,33,48930073.4,1482729.4969696968,2102,5.754962354551677,5.73418173168411,72,At Risk,40,Moderate Churn Risk,48930073.4,35.33,Medium Retention Priority
C0200,Retail,Logistics,East,2019-02-09,2024-11-25,47,84469856.6,1797230.9914893615,2116,5.793292265571527,8.112830812854442,37,Active Customer,0,Low Churn Risk,0.0,38.21,Low Retention Priority
C0201,Dealer,Infrastructure,South,2019-02-01,2024-12-13,47,80475593.0,1712246.6595744682,2142,5.864476386036961,8.01435574229692,19,Active Customer,0,Low Churn Risk,0.0,37.82,Low Retention Priority
C0202,Government,Logistics,North,2019-09-19,2024-09-21,28,50389917.2,1799639.9000000001,1829,5.007529089664613,5.591580098414434,102,At Risk,40,Moderate Churn Risk,50389917.2,32.56,Medium Retention Priority
C0203,Government,Manufacturing,West,2019-02-25,2024-11-19,35,53777085.6,1536488.1600000001,2094,5.73305954825462,6.104942693409742,43,Active Customer,0,Low Churn Risk,0.0,16.19,Low Retention Priority
C0204,Retail,Rental,South,2019-05-20,2024-12-08,31,39880662.0,1286472.9677419355,2029,5.555099247091033,5.580458353868901,24,Active Customer,0,Low Churn Risk,0.0,4.8,Low Retention Priority
C0205,Retail,Construction,North,2019-02-07,2024-11-15,33,51965845.0,1574722.5757575757,2108,5.771389459274469,5.717860531309298,47,Active Customer,0,Low Churn Risk,0.0,13.23,Low Retention Priority
C0206,Retail,Construction,West,2019-01-08,2024-12-11,40,89674652.2,2241866.305,2164,5.924709103353867,6.751386321626618,21,Active Customer,0,Low Churn Risk,0.0,36.06,Low Retention Priority
C0207,Corporate,Rental,East,2019-02-10,2024-10-13,45,87068691.0,1934859.8,2072,5.672826830937714,7.932553088803089,80,At Risk,40,Moderate Churn Risk,87068691.0,61.95,High Retention Priority
C0208,Fleet Owner,Logistics,North,2019-01-20,2024-12-30,30,46904115.8,1563470.5266666666,2171,5.943874058863792,5.04721326577614,2,Active Customer,0,Low Churn Risk,0.0,6.99,Low Retention Priority
C0209,Corporate,Infrastructure,East,2019-10-18,2024-11-22,44,65445658.4,1487401.3272727272,1862,5.0978781656399725,8.631041890440386,40,Active Customer,0,Low Churn Risk,0.0,31.45,Low Retention Priority
C0210,Retail,Infrastructure,West,2019-02-20,2024-11-26,30,53509817.8,1783660.5933333333,2106,5.765913757700205,5.202991452991453,36,Active Customer,0,Low Churn Risk,0.0,11.39,Low Retention Priority
C0211,Fleet Owner,Manufacturing,South,2019-03-06,2024-11-20,42,59389779.2,1414042.361904762,2086,5.711156741957564,7.354026845637583,42,Active Customer,0,Low Churn Risk,0.0,26.42,Low Retention Priority
C0212,Retail,Infrastructure,North East,2019-02-01,2024-08-23,31,45262151.0,1460069.3870967743,2030,5.557837097878165,5.577709359605912,131,Churn Risk,70,High Churn Risk,45262151.0,48.85,High Retention Priority
C0213,Fleet Owner,Rental,West,2019-02-26,2024-08-31,30,66248437.6,2208281.2533333334,2013,5.51129363449692,5.4433681073025335,123,Churn Risk,70,High Churn Risk,66248437.6,62.94,High Retention Priority
C0214,Corporate,Rental,West,2019-01-12,2024-12-26,31,50612095.0,1632648.2258064516,2175,5.95482546201232,5.2058620689655175,6,Active Customer,0,Low Churn Risk,0.0,10.65,Low Retention Priority
C0215,Corporate,Rental,South,2019-02-28,2024-12-24,49,73940925.4,1508998.4775510204,2126,5.820670773442847,8.418273753527751,8,Active Customer,0,Low Churn Risk,0.0,36.83,Low Retention Priority
C0216,Government,Mining,East,2019-01-27,2024-11-20,39,62009378.6,1589984.0666666667,2124,5.815195071868583,6.7065677966101696,42,Active Customer,0,Low Churn Risk,0.0,26.8,Low Retention Priority
C0217,Corporate,Infrastructure,North,2019-01-19,2024-12-18,36,61360958.2,1704471.0611111112,2160,5.9137577002053385,6.0875,14,Active Customer,0,Low Churn Risk,0.0,23.64,Low Retention Priority
C0218,Fleet Owner,Construction,West,2019-02-02,2024-10-16,36,44324901.0,1231247.25,2083,5.702943189596167,6.312530004800768,77,At Risk,40,Moderate Churn Risk,44324901.0,35.04,Medium Retention Priority
C0219,Government,Manufacturing,West,2019-01-09,2024-12-21,39,59976015.0,1537846.5384615385,2173,5.949349760438056,6.555338242061666,11,Active Customer,0,Low Churn Risk,0.0,25.1,Low Retention Priority
C0220,Government,Infrastructure,Central,2019-01-19,2024-11-06,43,53467975.0,1243441.2790697673,2118,5.798767967145791,7.415368271954674,56,Active Customer,0,Low Churn Risk,0.0,21.76,Low Retention Priority
C0221,Dealer,Logistics,North,2019-01-17,2024-09-05,44,82001959.0,1863680.8863636365,2058,5.634496919917864,7.809037900874636,118,At Risk,40,Moderate Churn Risk,82001959.0,60.9,High Retention Priority
C0222,Fleet Owner,Logistics,North,2019-01-30,2024-12-13,41,57177978.6,1394584.843902439,2144,5.8699520876112254,6.984724813432836,19,Active Customer,0,Low Churn Risk,0.0,23.95,Low Retention Priority
C0223,Corporate,Logistics,West,2019-03-01,2024-10-15,33,54079206.6,1638763.8363636364,2055,5.626283367556468,5.865328467153285,78,At Risk,40,Moderate Churn Risk,54079206.6,38.57,Medium Retention Priority
C0224,Retail,Manufacturing,East,2019-01-30,2024-10-31,36,54050072.4,1501390.9,2101,5.752224503764545,6.258448357924798,62,At Risk,40,Moderate Churn Risk,54050072.4,41.5,Medium Retention Priority
C0225,Fleet Owner,Logistics,North,2019-03-17,2024-07-17,48,69254158.0,1442794.9583333333,1949,5.336071184120465,8.995382247306312,168,Churn Risk,70,High Churn Risk,69254158.0,76.52,Critical Retention Priority
C0226,Dealer,Logistics,West,2019-01-22,2024-09-28,26,47025541.0,1808674.6538461538,2076,5.683778234086242,4.574421965317919,95,At Risk,40,Moderate Churn Risk,47025541.0,29.04,Medium Retention Priority
C0227,Fleet Owner,Infrastructure,East,2019-02-13,2024-10-24,34,57926647.6,1703724.9294117647,2080,5.69472963723477,5.970432692307693,69,At Risk,40,Moderate Churn Risk,57926647.6,42.88,Medium Retention Priority
C0228,Government,Construction,South,2019-03-27,2024-09-10,34,61132479.4,1798014.0999999999,1994,5.45927446954141,6.2279338014042125,113,At Risk,40,Moderate Churn Risk,61132479.4,45.48,Medium Retention Priority
C0229,Government,Mining,East,2019-05-15,2024-11-29,28,44419985.8,1586428.0642857142,2025,5.544147843942505,5.050370370370371,33,Active Customer,0,Low Churn Risk,0.0,4.41,Low Retention Priority
C0230,Dealer,Infrastructure,North,2019-02-19,2024-10-31,38,62086661.8,1633859.5210526315,2081,5.6974674880219025,6.669629985583854,62,At Risk,40,Moderate Churn Risk,62086661.8,50.07,Medium Retention Priority
C0231,Government,Infrastructure,West,2019-02-21,2024-11-08,32,51646725.4,1613960.16875,2087,5.713894592744696,5.600383325347388,54,Active Customer,0,Low Churn Risk,0.0,12.07,Low Retention Priority
C0232,Government,Mining,South,2019-01-24,2024-12-29,37,57544368.0,1555253.189189189,2166,5.930184804928132,6.239265927977839,3,Active Customer,0,Low Churn Risk,0.0,21.44,Low Retention Priority
C0233,Government,Logistics,East,2019-05-29,2024-10-21,28,49889164.0,1781755.857142857,1972,5.3990417522245036,5.186105476673428,72,At Risk,40,Moderate Churn Risk,49889164.0,32.11,Medium Retention Priority
C0234,Corporate,Infrastructure,West,2019-01-09,2024-12-26,29,72295152.4,2492936.2896551727,2178,5.963039014373717,4.863292011019284,6,Active Customer,0,Low Churn Risk,0.0,23.18,Low Retention Priority
C0235,Fleet Owner,Mining,East,2019-05-08,2024-09-10,38,60478356.4,1591535.694736842,1952,5.344284736481861,7.110399590163935,113,At Risk,40,Moderate Churn Risk,60478356.4,48.82,Medium Retention Priority
C0236,Corporate,Mining,West,2019-03-21,2024-10-25,41,57861179.0,1411248.268292683,2045,5.598904859685147,7.322860635696822,68,At Risk,40,Moderate Churn Risk,57861179.0,48.7,Medium Retention Priority
C0237,Dealer,Infrastructure,South,2019-01-28,2024-10-15,44,74820743.4,1700471.4409090912,2087,5.713894592744696,7.700527072352659,78,At Risk,40,Moderate Churn Risk,74820743.4,59.5,High Retention Priority
C0238,Corporate,Construction,South,2019-01-22,2024-03-25,30,36717219.2,1223907.3066666669,1889,5.171800136892539,5.80068819481207,282,Churned Customer,100,Critical Churn Risk,36717219.2,63.19,High Retention Priority
C0239,Government,Logistics,South,2019-10-11,2024-10-27,32,44962159.0,1405067.46875,1843,5.045859000684462,6.341833966359197,66,At Risk,40,Moderate Churn Risk,44962159.0,31.62,Medium Retention Priority
C0240,Corporate,Manufacturing,South,2019-02-19,2024-11-10,46,92835709.4,2018167.595652174,2091,5.724845995893224,8.035150645624103,52,Active Customer,0,Low Churn Risk,0.0,38.73,Low Retention Priority
C0241,Government,Construction,West,2019-02-01,2024-10-31,39,73396972.0,1881973.641025641,2099,5.746748802190281,6.786445926631729,62,At Risk,40,Moderate Churn Risk,73396972.0,56.56,High Retention Priority
C0242,Government,Construction,South,2019-01-30,2024-11-18,47,73225487.6,1557989.0978723404,2119,5.801505817932923,8.10134497404436,44,Active Customer,0,Low Churn Risk,0.0,35.96,Low Retention Priority
C0243,Government,Construction,North,2019-11-20,2024-12-10,28,42431751.6,1515419.7,1847,5.0568104038329915,5.537087168381158,22,Active Customer,0,Low Churn Risk,0.0,3.61,Low Retention Priority
C0244,Government,Logistics,North,2019-05-06,2024-12-09,44,77550764.4,1762517.3727272728,2044,5.596167008898015,7.862524461839531,23,Active Customer,0,Low Churn Risk,0.0,36.3,Low Retention Priority
C0245,Dealer,Logistics,South,2019-01-01,2024-11-30,33,56554752.6,1713780.3818181818,2160,5.9137577002053385,5.580208333333333,32,Active Customer,0,Low Churn Risk,0.0,16.27,Low Retention Priority
C0246,Retail,Manufacturing,North,2019-01-26,2024-11-02,35,77080113.6,2202288.96,2107,5.768651608487337,6.067275747508306,60,Active Customer,0,Low Churn Risk,0.0,29.74,Low Retention Priority
C0247,Corporate,Logistics,East,2019-02-14,2024-11-13,39,67759559.60000001,1737424.6051282054,2099,5.746748802190281,6.786445926631729,49,Active Customer,0,Low Churn Risk,0.0,30.01,Low Retention Priority
C0248,Fleet Owner,Rental,West,2019-01-10,2024-12-04,30,45208412.0,1506947.0666666667,2155,5.900068446269678,5.0846867749419955,28,Active Customer,0,Low Churn Risk,0.0,5.99,Low Retention Priority
C0249,Corporate,Construction,West,2019-01-16,2024-09-03,35,63391180.8,1811176.5942857142,2057,5.631759069130732,6.214754496840059,120,At Risk,40,Moderate Churn Risk,63391180.8,47.88,Medium Retention Priority
C0250,Government,Infrastructure,East,2019-03-08,2024-12-20,43,74416923.4,1730626.1255813956,2114,5.7878165639972625,7.429399243140964,12,Active Customer,0,Low Churn Risk,0.0,35.06,Low Retention Priority
C0251,Dealer,Mining,North,2019-01-09,2024-07-06,36,60544705.8,1681797.3833333333,2005,5.489390828199863,6.558104738154614,179,Churn Risk,70,High Churn Risk,60544705.8,64.95,High Retention Priority
C0252,Retail,Construction,South,2019-08-03,2024-10-07,34,45321304.6,1332979.5470588235,1892,5.1800136892539355,6.563689217758985,86,At Risk,40,Moderate Churn Risk,45321304.6,33.74,Medium Retention Priority
C0253,Retail,Rental,West,2019-03-28,2024-11-27,39,72946151.6,1870414.1435897434,2071,5.670088980150582,6.87819893771125,35,Active Customer,0,Low Churn Risk,0.0,32.36,Low Retention Priority
C0254,Dealer,Mining,West,2019-07-01,2024-09-25,48,89556446.6,1865759.3041666665,1913,5.23750855578371,9.16466283324621,98,At Risk,40,Moderate Churn Risk,89556446.6,63.02,High Retention Priority
C0255,Retail,Infrastructure,South,2019-01-05,2024-11-11,45,71144094.2,1580979.8711111112,2137,5.8507871321013,7.691272812353768,51,Active Customer,0,Low Churn Risk,0.0,34.6,Low Retention Priority
C0256,Corporate,Infrastructure,North East,2019-01-03,2024-09-19,30,58794725.4,1959824.18,2086,5.711156741957564,5.25287631831256,104,At Risk,40,Moderate Churn Risk,58794725.4,39.74,Medium Retention Priority
C0257,Corporate,Logistics,North,2019-01-18,2024-12-23,43,76189558.0,1771850.1860465116,2166,5.930184804928132,7.251038781163435,9,Active Customer,0,Low Churn Risk,0.0,35.46,Low Retention Priority
C0258,Corporate,Mining,South,2019-02-04,2024-10-10,28,62250978.4,2223249.2285714285,2075,5.68104038329911,4.928674698795181,83,At Risk,40,Moderate Churn Risk,62250978.4,41.61,Medium Retention Priority
C0259,Fleet Owner,Logistics,South,2019-02-02,2024-12-13,33,60202150.6,1824307.593939394,2141,5.861738535249829,5.629729098552078,19,Active Customer,0,Low Churn Risk,0.0,19.58,Low Retention Priority
C0260,Dealer,Logistics,South,2019-08-24,2024-09-05,32,55524668.6,1735145.89375,1839,5.034907597535934,6.35562805872757,118,At Risk,40,Moderate Churn Risk,55524668.6,38.66,Medium Retention Priority
C0261,Dealer,Manufacturing,North,2019-05-06,2024-12-06,33,62999554.6,1909077.412121212,2041,5.587953456536619,5.905560999510044,26,Active Customer,0,Low Churn Risk,0.0,21.82,Low Retention Priority
C0262,Corporate,Logistics,North,2019-02-26,2024-12-04,26,36628894.0,1408803.6153846155,2108,5.771389459274469,4.504981024667932,28,Active Customer,0,Low Churn Risk,0.0,1.14,Low Retention Priority
C0263,Government,Rental,South,2019-03-06,2024-11-01,35,61677496.4,1762214.1828571428,2067,5.6591375770020536,6.184687953555878,61,At Risk,40,Moderate Churn Risk,61677496.4,46.78,Medium Retention Priority
C0264,Retail,Infrastructure,West,2019-01-02,2024-11-02,36,67321592.8,1870044.2444444443,2131,5.834360027378508,6.170342562177382,60,Active Customer,0,Low Churn Risk,0.0,27.04,Low Retention Priority
C0265,Retail,Mining,West,2019-02-19,2024-09-27,29,47931619.6,1652814.4689655174,2047,5.604380561259411,5.174523693209575,96,At Risk,40,Moderate Churn Risk,47931619.6,31.08,Medium Retention Priority
C0266,Fleet Owner,Rental,South,2019-01-22,2024-09-24,35,50717014.0,1449057.5428571429,2072,5.672826830937714,6.169763513513513,99,At Risk,40,Moderate Churn Risk,50717014.0,38.48,Medium Retention Priority
C0267,Fleet Owner,Infrastructure,South,2019-03-07,2024-03-25,29,46440405.199999996,1601393.2827586206,1845,5.0513347022587265,5.741056910569106,282,Churned Customer,100,Critical Churn Risk,46440405.199999996,66.12,High Retention Priority
