customer_id,first_purchase_date,last_purchase_date,delivered_order_count,total_revenue,average_order_value,customer_lifetime_days,customer_lifetime_years,effective_lifetime_years,orders_per_year,historical_clv,annual_customer_value,estimated_lifetime_years,estimated_lifetime_value,future_value_estimate,clv_to_revenue_ratio,customer_type,industry_segment,region,clv_value_class,customer_lifetime_class,clv_percentile,frequency_percentile,revenue_percentile,clv_priority_score,clv_priority_class,clv_priority_rank
C0383,2019-02-18,2024-11-19,41,68192154.0,1663223.27,2144,5.87,5.87,6.98,68192154.0,11617156.83,5.0,58085784.16,-10106369.84,0.85,Fleet Owner,Infrastructure,North,Very High Value,Long-Term Customer,77.6,79.2,78.2,78.1,High Priority Customer,102
C0343,2019-02-28,2024-11-21,40,68419201.6,1710480.04,2134,5.84,5.84,6.85,68419201.6,11710456.13,5.0,58552280.66,-9866920.94,0.86,Corporate,Construction,West,Very High Value,Long-Term Customer,78.8,75.2,78.6,78.02,High Priority Customer,103
C0025,2019-01-29,2024-08-18,38,70349653.0,1851306.66,2164,5.92,5.92,6.41,70349653.0,11873942.12,5.0,59369710.62,-10979942.38,0.84,Corporate,Infrastructure,West,Very High Value,Long-Term Customer,80.8,63.2,82.8,77.88,High Priority Customer,104
C0192,2019-01-19,2024-08-29,40,69269688.4,1731742.21,2174,5.95,5.95,6.72,69269688.4,11637881.18,5.0,58189405.91,-11080282.49,0.84,Fleet Owner,Logistics,East,Very High Value,Long-Term Customer,77.8,72.2,80.2,77.4,High Priority Customer,105
C0326,2019-03-14,2024-12-30,42,66177447.4,1575653.51,2120,5.8,5.8,7.24,66177447.4,11401562.58,5.0,57007812.88,-9169634.52,0.86,Government,Mining,East,Very High Value,Long-Term Customer,75.4,84.0,74.0,76.7,High Priority Customer,106
C0276,2019-01-08,2024-12-29,44,67350598.6,1530695.42,2185,5.98,5.98,7.36,67350598.6,11258492.51,5.0,56292462.56,-11058136.04,0.84,Dealer,Manufacturing,Central,High Value,Long-Term Customer,73.2,85.6,76.4,76.64,High Priority Customer,107
C0297,2019-02-13,2024-07-01,34,73065015.6,2148971.05,2149,5.88,5.88,5.78,73065015.6,12418332.69,5.0,62091663.44,-10973352.16,0.85,Fleet Owner,Rental,South,Very High Value,Long-Term Customer,86.0,37.7,86.6,76.52,High Priority Customer,108
C0425,2019-01-17,2024-12-09,41,67882732.6,1655676.4,2176,5.96,5.96,6.88,67882732.6,11394378.71,5.0,56971893.57,-10910839.03,0.84,Dealer,Manufacturing,South,Very High Value,Long-Term Customer,75.2,76.8,77.6,76.24,High Priority Customer,109
C0102,2019-03-11,2024-10-24,34,71864051.2,2113648.56,2123,5.81,5.81,5.85,71864051.2,12363798.73,5.0,61818993.64,-10045057.56,0.86,Government,Infrastructure,East,Very High Value,Long-Term Customer,85.2,39.4,84.6,75.86,High Priority Customer,110
C0476,2019-01-13,2024-09-29,34,73746173.2,2169005.09,2180,5.97,5.97,5.7,73746173.2,12355866.86,5.0,61779334.31,-11966838.89,0.84,Fleet Owner,Infrastructure,North,Very High Value,Long-Term Customer,85.0,34.4,87.8,75.72,High Priority Customer,111
C0469,2019-01-04,2024-12-18,40,68502617.4,1712565.44,2189,5.99,5.99,6.67,68502617.4,11430142.08,5.0,57150710.38,-11351907.02,0.83,Government,Manufacturing,North,Very High Value,Long-Term Customer,75.6,71.0,79.0,75.7,High Priority Customer,112
C0247,2019-02-14,2024-11-13,39,67759559.60000001,1737424.61,2148,5.88,5.88,6.63,67759559.6,11521964.22,5.0,57609821.1,-10149738.5,0.85,Corporate,Logistics,East,Very High Value,Long-Term Customer,76.6,70.2,77.0,75.44,High Priority Customer,113
C0428,2019-01-25,2024-08-26,43,66337820.6,1542740.01,2168,5.94,5.94,7.24,66337820.6,11176148.05,5.0,55880740.25,-10457080.35,0.84,Retail,Construction,North,High Value,Long-Term Customer,71.4,84.2,74.8,74.98,High Priority Customer,114
C0448,2019-03-13,2024-12-11,36,68495840.4,1902662.23,2121,5.81,5.81,6.2,68495840.4,11795429.38,5.0,58977146.88,-9518693.52,0.86,Fleet Owner,Logistics,East,Very High Value,Long-Term Customer,80.0,55.8,78.8,74.8,High Priority Customer,115
C0176,2019-01-14,2024-08-07,42,66901722.800000004,1592898.16,2179,5.97,5.97,7.04,66901722.8,11214251.61,5.0,56071258.04,-10830464.76,0.84,Dealer,Logistics,South,High Value,Long-Term Customer,71.8,80.2,75.4,74.56,High Priority Customer,116
C0123,2019-01-16,2024-11-04,36,70019319.0,1944981.08,2177,5.96,5.96,6.04,70019319.0,11747614.27,5.0,58738071.35,-11281247.65,0.84,Corporate,Infrastructure,East,Very High Value,Long-Term Customer,79.6,49.2,82.6,74.42,High Priority Customer,117
C0377,2019-02-01,2024-12-07,37,68519191.2,1851870.03,2161,5.92,5.92,6.25,68519191.2,11581043.31,5.0,57905216.53,-10613974.67,0.85,Dealer,Logistics,West,Very High Value,Long-Term Customer,77.2,58.2,79.2,74.0,High Priority Customer,118
C0414,2019-02-16,2024-12-31,40,66316815.6,1657920.39,2146,5.88,5.88,6.81,66316815.6,11287146.74,5.0,56435733.69,-9881081.91,0.85,Dealer,Construction,South,High Value,Long-Term Customer,73.6,74.0,74.6,73.98,High Priority Customer,119
C0443,2019-03-27,2024-11-18,40,64951558.8,1623788.97,2107,5.77,5.77,6.93,64951558.8,11259400.5,5.0,56297002.5,-8654556.3,0.87,Dealer,Infrastructure,East,High Value,Long-Term Customer,73.4,78.0,72.0,73.9,High Priority Customer,120
C0016,2019-01-18,2024-12-18,35,70872336.2,2024923.89,2175,5.95,5.95,5.88,70872336.2,11901664.73,5.0,59508323.67,-11364012.53,0.84,Government,Rental,East,Very High Value,Long-Term Customer,81.2,40.8,83.6,73.84,High Priority Customer,121
C0009,2019-04-14,2024-11-04,34,68836324.8,2024597.79,2089,5.72,5.72,5.94,68836324.8,12035647.5,5.0,60178237.51,-8658087.29,0.87,Corporate,Rental,West,Very High Value,Long-Term Customer,82.4,43.8,79.6,73.84,High Priority Customer,122
C0395,2019-02-21,2024-12-20,44,64514679.8,1466242.72,2141,5.86,5.86,7.51,64514679.8,11006065.76,5.0,55030328.81,-9484350.99,0.85,Corporate,Manufacturing,East,High Value,Long-Term Customer,69.2,88.6,71.0,73.62,High Priority Customer,123
C0041,2019-01-11,2024-06-11,38,68044561.6,1790646.36,2182,5.97,5.97,6.36,68044561.6,11390135.71,5.0,56950678.56,-11093883.04,0.84,Government,Rental,South,High Value,Long-Term Customer,75.0,61.2,77.8,73.08,High Priority Customer,124
C0488,2019-03-01,2024-11-26,37,67251532.8,1817608.99,2133,5.84,5.84,6.34,67251532.8,11515997.35,5.0,57579986.77,-9671546.03,0.86,Government,Construction,South,Very High Value,Long-Term Customer,76.4,60.2,76.0,73.04,High Priority Customer,125
C0379,2019-03-29,2024-12-15,41,64194052.6,1565708.6,2105,5.76,5.76,7.11,64194052.6,11138659.25,5.0,55693296.23,-8500756.37,0.87,Retail,Mining,West,High Value,Long-Term Customer,71.0,82.4,70.2,73.04,High Priority Customer,126
C0193,2019-01-10,2024-11-30,38,67795348.0,1784088.11,2183,5.98,5.98,6.36,67795348.0,11343220.73,5.0,56716103.66,-11079244.34,0.84,Dealer,Infrastructure,West,High Value,Long-Term Customer,74.8,61.0,77.2,72.76,High Priority Customer,127
C0312,2019-04-16,2024-11-17,37,65437706.6,1768586.66,2087,5.71,5.71,6.48,65437706.6,11452382.53,5.0,57261912.64,-8175793.96,0.88,Government,Construction,West,Very High Value,Long-Term Customer,75.8,64.4,72.8,72.62,High Priority Customer,128
C0464,2019-01-18,2024-09-13,38,67405736.8,1773835.18,2175,5.95,5.95,6.38,67405736.8,11319515.11,5.0,56597575.55,-10808161.25,0.84,Corporate,Infrastructure,North,High Value,Long-Term Customer,74.2,62.2,76.6,72.52,High Priority Customer,129
C0141,2019-04-06,2024-11-15,36,66220737.2,1839464.92,2097,5.74,5.74,6.27,66220737.2,11534155.59,5.0,57670777.93,-8549959.27,0.87,Corporate,Rental,West,Very High Value,Long-Term Customer,77.0,58.6,74.2,72.48,High Priority Customer,130
C0341,2019-03-10,2024-10-07,36,66838579.4,1856627.21,2124,5.82,5.82,6.19,66838579.4,11493781.13,5.0,57468905.66,-9369673.74,0.86,Fleet Owner,Mining,North,Very High Value,Long-Term Customer,76.2,55.6,75.2,71.78,High Priority Customer,131
C0301,2019-01-13,2024-12-19,46,63821535.6,1387424.69,2180,5.97,5.97,7.71,63821535.6,10693034.81,5.0,53465174.03,-10356361.57,0.84,Dealer,Mining,East,High Value,Long-Term Customer,65.2,91.0,69.2,71.56,High Priority Customer,132
C0295,2019-03-07,2024-10-09,38,65390145.6,1720793.31,2127,5.82,5.82,6.53,65390145.6,11228843.76,5.0,56144218.81,-9245926.79,0.86,Corporate,Mining,East,High Value,Long-Term Customer,72.6,67.2,72.6,71.52,High Priority Customer,133
C0415,2019-03-21,2024-10-11,33,68592455.6,2078559.26,2113,5.79,5.79,5.7,68592455.6,11856788.65,5.0,59283943.23,-9308512.37,0.86,Government,Infrastructure,North East,Very High Value,Long-Term Customer,80.6,34.6,79.4,71.04,High Priority Customer,134
C0010,2019-01-23,2024-11-27,46,63051038.4,1370674.75,2170,5.94,5.94,7.74,63051038.4,10612622.94,5.0,53063114.69,-9987923.71,0.84,Dealer,Construction,South,High Value,Long-Term Customer,64.6,91.2,67.4,70.76,High Priority Customer,135
C0438,2019-06-17,2024-09-01,39,61720027.0,1582564.79,2025,5.54,5.54,7.03,61720027.0,11132464.13,5.0,55662320.65,-6057706.35,0.9,Corporate,Rental,East,High Value,Long-Term Customer,70.6,80.0,63.8,70.44,High Priority Customer,136
C0149,2019-02-28,2024-12-12,38,65235052.4,1716711.91,2134,5.84,5.84,6.5,65235052.4,11165465.27,5.0,55827326.36,-9407726.04,0.86,Government,Manufacturing,West,High Value,Long-Term Customer,71.2,65.5,72.4,70.42,High Priority Customer,137
C0369,2019-01-26,2024-12-13,40,64656844.2,1616421.1,2167,5.93,5.93,6.74,64656844.2,10897975.24,5.0,54489876.2,-10166968.0,0.84,Government,Manufacturing,West,High Value,Long-Term Customer,68.4,72.8,71.4,70.18,High Priority Customer,138
C0467,2019-01-02,2024-11-06,48,62880162.4,1310003.38,2191,6.0,6.0,8.0,62880162.4,10482418.67,5.0,52412093.37,-10468069.03,0.83,Retail,Construction,North,High Value,Long-Term Customer,61.6,94.4,67.0,69.78,High Priority Customer,139
C0471,2019-02-23,2024-11-27,37,65501994.2,1770324.17,2139,5.86,5.86,6.32,65501994.2,11184947.82,5.0,55924739.09,-9577255.11,0.85,Fleet Owner,Logistics,West,High Value,Long-Term Customer,71.6,59.8,73.4,69.78,High Priority Customer,140
C0168,2019-06-02,2024-12-18,34,64028787.0,1883199.62,2040,5.59,5.59,6.09,64028787.0,11463977.67,5.0,57319888.36,-6708898.64,0.9,Dealer,Infrastructure,West,Very High Value,Long-Term Customer,76.0,51.4,69.4,69.1,High Priority Customer,141
C0234,2019-01-09,2024-12-26,29,72295152.4,2492936.29,2184,5.98,5.98,4.85,72295152.4,12090569.79,5.0,60452848.93,-11842303.47,0.84,Corporate,Infrastructure,West,Very High Value,Long-Term Customer,83.0,8.2,85.8,68.88,High Priority Customer,142
C0293,2019-01-19,2024-09-25,36,66815451.4,1855984.76,2174,5.95,5.95,6.05,66815451.4,11225549.05,5.0,56127745.23,-10687706.17,0.84,Dealer,Logistics,West,High Value,Long-Term Customer,72.4,49.9,75.0,68.68,High Priority Customer,143
C0039,2019-04-17,2024-11-28,38,62706510.2,1650171.32,2086,5.71,5.71,6.65,62706510.2,10979651.41,5.0,54898257.07,-7808253.13,0.88,Fleet Owner,Rental,South,High Value,Long-Term Customer,68.8,70.6,66.4,68.44,High Priority Customer,144
C0264,2019-01-02,2024-11-02,36,67321592.8,1870044.24,2191,6.0,6.0,6.0,67321592.8,11222826.0,5.0,56114130.01,-11207462.79,0.83,Retail,Infrastructure,West,High Value,Long-Term Customer,72.2,45.6,76.2,68.08,High Priority Customer,145
C0166,2019-01-18,2024-12-08,32,69504759.6,2172023.74,2175,5.95,5.95,5.37,69504759.6,11672006.18,5.0,58360030.91,-11144728.69,0.84,Fleet Owner,Manufacturing,West,Very High Value,Long-Term Customer,78.6,21.4,81.6,68.06,High Priority Customer,146
C0004,2019-03-21,2024-12-31,46,60843242.8,1322679.19,2113,5.79,5.79,7.95,60843242.8,10517271.38,5.0,52586356.92,-8256885.88,0.86,Fleet Owner,Logistics,South,High Value,Long-Term Customer,61.8,93.8,61.0,67.96,High Priority Customer,147
C0152,2019-03-10,2024-11-18,40,62249804.2,1556245.1,2124,5.82,5.82,6.88,62249804.2,10704680.31,5.0,53523401.56,-8726402.64,0.86,Corporate,Manufacturing,South,High Value,Long-Term Customer,65.6,76.6,65.2,67.68,High Priority Customer,148
C0396,2019-01-14,2024-12-07,38,64506474.4,1697538.8,2179,5.97,5.97,6.37,64506474.4,10812753.45,5.0,54063767.27,-10442707.13,0.84,Government,Manufacturing,West,High Value,Long-Term Customer,67.8,61.6,70.8,67.46,High Priority Customer,149
C0128,2019-01-02,2024-12-18,33,69172996.2,2096151.4,2191,6.0,6.0,5.5,69172996.2,11531463.65,5.0,57657318.26,-11515677.94,0.83,Retail,Mining,West,Very High Value,Long-Term Customer,76.8,25.2,79.8,67.38,High Priority Customer,150
C0413,2019-02-06,2024-11-08,41,62380011.4,1521463.69,2156,5.9,5.9,6.95,62380011.4,10567856.76,5.0,52839283.78,-9540727.62,0.85,Fleet Owner,Manufacturing,South,High Value,Long-Term Customer,63.0,78.6,65.6,66.9,High Priority Customer,151
C0198,2019-03-27,2024-08-01,36,63577917.2,1766053.26,2107,5.77,5.77,6.24,63577917.2,11021278.72,5.0,55106393.59,-8471523.61,0.87,Government,Mining,West,High Value,Long-Term Customer,69.4,57.6,68.6,66.8,High Priority Customer,152
C0455,2019-04-27,2024-11-27,35,63287015.4,1808200.44,2076,5.68,5.68,6.16,63287015.4,11134673.59,5.0,55673367.95,-7613647.45,0.88,Retail,Logistics,Central,High Value,Long-Term Customer,70.8,53.6,67.8,66.46,High Priority Customer,153
C0101,2019-02-26,2024-10-10,38,62629058.6,1648133.12,2136,5.85,5.85,6.5,62629058.6,10709393.1,5.0,53546965.48,-9082093.12,0.85,Corporate,Logistics,South,High Value,Long-Term Customer,65.8,65.2,66.0,65.74,High Priority Customer,154
C0054,2019-01-31,2024-12-14,37,63424926.8,1714187.21,2162,5.92,5.92,6.25,63424926.8,10715057.59,5.0,53575287.96,-9849638.84,0.84,Fleet Owner,Manufacturing,South,High Value,Long-Term Customer,66.4,58.0,68.2,65.26,High Priority Customer,155
C0333,2019-01-09,2024-12-02,39,63220923.0,1621049.31,2184,5.98,5.98,6.52,63220923.0,10573004.64,5.0,52865023.18,-10355899.82,0.84,Corporate,Mining,South,High Value,Long-Term Customer,63.2,66.7,67.6,65.22,High Priority Customer,156
C0408,2019-07-06,2024-11-02,36,60127186.2,1670199.62,2006,5.49,5.49,6.55,60127186.2,10947883.73,5.0,54739418.64,-5387767.56,0.91,Government,Infrastructure,South,High Value,Long-Term Customer,68.6,67.8,57.8,65.2,High Priority Customer,157
C0273,2019-05-04,2024-12-31,37,60830001.0,1644054.08,2069,5.66,5.66,6.53,60830001.0,10738597.32,5.0,53692986.62,-7137014.38,0.88,Dealer,Manufacturing,East,High Value,Long-Term Customer,67.0,67.4,60.6,65.16,High Priority Customer,158
C0235,2019-05-08,2024-09-10,38,60478356.4,1591535.69,2065,5.65,5.65,6.72,60478356.4,10697200.81,5.0,53486004.06,-6992352.34,0.88,Fleet Owner,Mining,East,High Value,Long-Term Customer,65.4,72.4,59.6,65.06,High Priority Customer,159
C0302,2019-02-05,2024-12-24,36,63607092.0,1766863.67,2157,5.91,5.91,6.1,63607092.0,10770741.93,5.0,53853709.67,-9753382.33,0.85,Fleet Owner,Mining,West,High Value,Long-Term Customer,67.4,51.8,68.8,64.7,High Priority Customer,160
C0499,2019-01-18,2024-11-29,39,62785837.0,1609893.26,2175,5.95,5.95,6.55,62785837.0,10543690.56,5.0,52718452.79,-10067384.21,0.84,Corporate,Construction,East,High Value,Long-Term Customer,62.4,67.6,66.6,64.7,High Priority Customer,161
C0409,2019-01-19,2024-10-09,45,60821412.6,1351586.95,2174,5.95,5.95,7.56,60821412.6,10218500.9,5.0,51092504.49,-9728908.11,0.84,Government,Logistics,West,High Value,Long-Term Customer,57.4,89.4,60.4,64.7,High Priority Customer,162
C0327,2019-02-01,2024-12-06,43,61017008.6,1419000.2,2161,5.92,5.92,7.27,61017008.6,10313032.11,5.0,51565160.55,-9451848.05,0.85,Retail,Mining,West,High Value,Long-Term Customer,58.8,84.4,61.4,64.7,High Priority Customer,163
C0156,2019-01-14,2024-09-17,33,67117436.4,2033861.71,2179,5.97,5.97,5.53,67117436.4,11250410.12,5.0,56252050.59,-10865385.81,0.84,Government,Manufacturing,South,High Value,Long-Term Customer,72.8,27.9,75.6,64.66,High Priority Customer,164
C0230,2019-02-19,2024-10-31,38,62086661.8,1633859.52,2143,5.87,5.87,6.48,62086661.8,10581966.04,5.0,52909830.2,-9176831.6,0.85,Dealer,Infrastructure,North,High Value,Long-Term Customer,63.6,64.6,64.6,64.1,High Priority Customer,165
C0024,2019-01-22,2024-09-17,44,60658309.2,1378597.94,2171,5.94,5.94,7.4,60658309.2,10205180.76,5.0,51025903.81,-9632405.39,0.84,Dealer,Rental,South,High Value,Long-Term Customer,57.0,86.8,60.2,63.92,High Priority Customer,166
C0460,2019-04-06,2024-11-25,32,64634814.4,2019837.95,2097,5.74,5.74,5.57,64634814.4,11257923.68,5.0,56289618.41,-8345195.99,0.87,Dealer,Logistics,South,High Value,Long-Term Customer,73.0,29.6,71.2,63.78,High Priority Customer,167
C0269,2019-01-12,2024-11-22,41,61642030.4,1503464.16,2181,5.97,5.97,6.87,61642030.4,10323132.33,5.0,51615661.63,-10026368.77,0.84,Government,Mining,South,High Value,Long-Term Customer,59.2,75.8,63.4,63.78,High Priority Customer,168
C0329,2019-01-03,2024-12-26,36,64307436.8,1786317.69,2190,6.0,6.0,6.0,64307436.8,10725247.16,5.0,53626235.82,-10681200.98,0.83,Dealer,Infrastructure,Central,High Value,Long-Term Customer,66.6,45.8,70.6,63.64,High Priority Customer,169
C0310,2019-05-30,2024-11-07,39,59059490.6,1514345.91,2043,5.59,5.59,6.97,59059490.6,10558726.84,5.0,52793634.22,-6265856.38,0.89,Government,Infrastructure,East,High Value,Long-Term Customer,62.8,79.0,54.6,63.58,High Priority Customer,170
C0216,2019-01-27,2024-11-20,39,62009378.6,1589984.07,2166,5.93,5.93,6.58,62009378.6,10456567.65,5.0,52282838.26,-9726540.34,0.84,Government,Mining,East,High Value,Long-Term Customer,60.8,68.6,64.2,63.38,High Priority Customer,171
C0135,2019-03-09,2024-08-27,35,62791824.6,1794052.13,2125,5.82,5.82,6.02,62791824.6,10792806.56,5.0,53964032.79,-8827791.81,0.86,Retail,Rental,South,High Value,Long-Term Customer,67.6,47.0,66.8,63.24,High Priority Customer,172
C0261,2019-05-06,2024-12-06,33,62999554.6,1909077.41,2067,5.66,5.66,5.83,62999554.6,11132359.61,5.0,55661798.06,-7337756.54,0.88,Dealer,Manufacturing,North,High Value,Long-Term Customer,70.4,38.8,67.2,63.12,High Priority Customer,173
C0398,2019-09-10,2024-12-02,35,57843305.6,1652665.87,1940,5.31,5.31,6.59,57843305.6,10890344.01,5.0,54451720.03,-3391585.57,0.94,Government,Rental,South,High Value,Long-Term Customer,68.0,69.0,50.6,62.98,High Priority Customer,174
C0213,2019-02-26,2024-08-31,30,66248437.6,2208281.25,2136,5.85,5.85,5.13,66248437.6,11328296.74,5.0,56641483.69,-9606953.91,0.85,Fleet Owner,Rental,West,High Value,Long-Term Customer,74.6,14.8,74.4,62.58,High Priority Customer,175
C0172,2019-08-18,2024-11-27,37,57323600.2,1549286.49,1963,5.37,5.37,6.88,57323600.2,10666044.31,5.0,53330221.53,-3993378.67,0.93,Dealer,Manufacturing,South,High Value,Long-Term Customer,65.0,77.0,48.6,62.48,High Priority Customer,176
C0315,2019-01-09,2024-12-17,40,61457629.4,1536440.74,2184,5.98,5.98,6.69,61457629.4,10278113.16,5.0,51390565.79,-10067063.61,0.84,Dealer,Rental,West,High Value,Long-Term Customer,58.2,71.8,62.8,62.3,High Priority Customer,177
C0116,2019-01-08,2024-07-28,35,64081942.6,1830912.65,2185,5.98,5.98,5.85,64081942.6,10712095.9,5.0,53560479.48,-10521463.12,0.84,Dealer,Construction,North,High Value,Long-Term Customer,66.0,39.6,69.8,61.86,High Priority Customer,178
C0126,2019-03-05,2024-04-05,33,64059034.8,1941182.87,2129,5.83,5.83,5.66,64059034.8,10989930.7,5.0,54949653.5,-9109381.3,0.86,Dealer,Manufacturing,South,High Value,Long-Term Customer,69.0,32.4,69.6,61.86,High Priority Customer,179
C0161,2019-03-24,2024-11-17,37,60837361.2,1644253.01,2110,5.78,5.78,6.4,60837361.2,10531206.72,5.0,52656033.6,-8181327.6,0.87,Dealer,Mining,West,High Value,Long-Term Customer,62.0,63.0,60.8,61.84,High Priority Customer,180
C0211,2019-03-06,2024-11-20,42,59389779.2,1414042.36,2128,5.83,5.83,7.21,59389779.2,10193663.93,5.0,50968319.67,-8421459.53,0.86,Fleet Owner,Manufacturing,South,High Value,Long-Term Customer,56.4,83.4,55.8,61.62,High Priority Customer,181
C0021,2019-01-16,2024-10-01,45,59956738.4,1332371.96,2177,5.96,5.96,7.55,59956738.4,10059347.13,5.0,50296735.65,-9660002.75,0.84,Corporate,Mining,South,High Value,Long-Term Customer,53.2,89.2,57.2,61.6,High Priority Customer,182
C0390,2019-03-23,2024-11-09,32,64132451.0,2004139.09,2111,5.78,5.78,5.54,64132451.0,11096341.89,5.0,55481709.45,-8650741.55,0.87,Fleet Owner,Construction,North,High Value,Long-Term Customer,69.8,28.3,70.0,61.56,High Priority Customer,183
C0328,2019-01-03,2024-12-05,37,62646507.6,1693148.85,2190,6.0,6.0,6.17,62646507.6,10448236.03,5.0,52241180.14,-10405327.46,0.83,Government,Rental,East,High Value,Long-Term Customer,60.6,54.7,66.2,61.1,High Priority Customer,184
C0406,2019-02-25,2024-10-11,32,64818334.4,2025572.95,2137,5.85,5.85,5.47,64818334.4,11078566.51,5.0,55392832.57,-9425501.83,0.85,Dealer,Logistics,West,High Value,Long-Term Customer,69.6,24.1,71.6,61.1,High Priority Customer,185
C0249,2019-01-16,2024-09-03,35,63391180.8,1811176.59,2177,5.96,5.96,5.87,63391180.8,10635566.74,5.0,53177833.69,-10213347.11,0.84,Corporate,Construction,West,High Value,Long-Term Customer,64.8,40.6,68.0,60.92,High Priority Customer,186
C0447,2019-05-16,2024-12-23,33,61334243.8,1858613.45,2057,5.63,5.63,5.86,61334243.8,10890779.07,5.0,54453895.35,-6880348.45,0.89,Fleet Owner,Rental,East,High Value,Long-Term Customer,68.2,40.1,62.4,60.84,High Priority Customer,187
C0340,2019-01-05,2024-12-04,35,63532821.6,1815223.47,2188,5.99,5.99,5.84,63532821.6,10605741.81,5.0,53028709.07,-10504112.53,0.83,Government,Mining,South,High Value,Long-Term Customer,64.4,39.2,68.4,60.56,High Priority Customer,188
C0263,2019-03-06,2024-11-01,35,61677496.4,1762214.18,2128,5.83,5.83,6.01,61677496.4,10586327.8,5.0,52931639.0,-8745857.4,0.86,Government,Rental,South,High Value,Long-Term Customer,64.0,46.2,63.6,60.32,High Priority Customer,189
C0410,2019-03-03,2024-11-27,39,59804309.8,1533443.84,2131,5.83,5.83,6.68,59804309.8,10250363.28,5.0,51251816.41,-8552493.39,0.86,Corporate,Mining,South,High Value,Long-Term Customer,57.8,71.2,57.0,60.24,High Priority Customer,190
C0130,2019-02-17,2024-11-16,39,60017312.8,1538905.46,2145,5.87,5.87,6.64,60017312.8,10219731.24,5.0,51098656.18,-8918656.62,0.85,Government,Mining,West,High Value,Long-Term Customer,57.6,70.4,57.6,60.16,High Priority Customer,191
C0381,2019-07-06,2024-11-17,29,62038399.0,2139255.14,2006,5.49,5.49,5.28,62038399.0,11295874.99,5.0,56479374.96,-5559024.04,0.91,Corporate,Mining,South,High Value,Long-Term Customer,73.8,19.2,64.4,60.06,High Priority Customer,192
C0491,2019-03-27,2024-07-04,27,65215944.4,2415405.35,2107,5.77,5.77,4.68,65215944.4,11305231.94,5.0,56526159.69,-8689784.71,0.87,Dealer,Infrastructure,South,High Value,Long-Term Customer,74.0,6.4,72.2,59.94,Medium Priority Customer,193
C0105,2019-05-25,2024-11-26,41,57202879.8,1395192.19,2048,5.61,5.61,7.31,57202879.8,10201831.96,5.0,51009159.78,-6193720.02,0.89,Government,Logistics,North,High Value,Long-Term Customer,56.8,84.8,48.2,59.82,Medium Priority Customer,194
C0140,2019-03-18,2024-11-24,37,60136648.6,1625314.83,2116,5.79,5.79,6.39,60136648.6,10380392.68,5.0,51901963.38,-8234685.22,0.86,Retail,Logistics,West,High Value,Long-Term Customer,59.6,62.4,58.0,59.68,Medium Priority Customer,195
C0162,2019-07-05,2024-10-14,28,62233145.6,2222612.34,2007,5.49,5.49,5.1,62233145.6,11325688.31,5.0,56628441.53,-5604704.07,0.91,Retail,Mining,East,High Value,Long-Term Customer,74.4,13.4,65.0,59.38,Medium Priority Customer,196
C0191,2019-02-03,2024-12-12,29,65787839.8,2268546.2,2159,5.91,5.91,4.91,65787839.8,11129693.6,5.0,55648468.01,-10139371.79,0.85,Corporate,Manufacturing,South,High Value,Long-Term Customer,70.2,9.8,73.8,59.2,Medium Priority Customer,197
C0319,2019-05-16,2024-12-08,33,60426895.0,1831118.03,2057,5.63,5.63,5.86,60426895.0,10729666.21,5.0,53648331.06,-6778563.94,0.89,Dealer,Mining,South,High Value,Long-Term Customer,66.8,40.1,59.2,59.18,Medium Priority Customer,198
C0228,2019-03-27,2024-09-10,34,61132479.4,1798014.1,2107,5.77,5.77,5.89,61132479.4,10597360.28,5.0,52986801.38,-8145678.02,0.87,Government,Construction,South,High Value,Long-Term Customer,64.2,41.8,62.0,59.06,Medium Priority Customer,199
C0318,2019-01-08,2024-10-17,36,62202116.0,1727836.56,2185,5.98,5.98,6.02,62202116.0,10397859.44,5.0,51989297.18,-10212818.82,0.84,Corporate,Logistics,North,High Value,Long-Term Customer,60.2,47.4,64.8,59.02,Medium Priority Customer,200
C0358,2019-04-17,2024-10-01,36,59405501.6,1650152.82,2086,5.71,5.71,6.3,59405501.6,10401658.42,5.0,52008292.09,-7397209.51,0.88,Government,Infrastructure,West,High Value,Long-Term Customer,60.4,59.4,56.0,58.88,Medium Priority Customer,201
C0335,2019-01-31,2024-11-03,38,60351028.0,1588184.95,2162,5.92,5.92,6.42,60351028.0,10195750.68,5.0,50978753.42,-9372274.58,0.84,Government,Infrastructure,North East,High Value,Long-Term Customer,56.6,63.4,58.8,58.62,Medium Priority Customer,202
C0106,2019-04-07,2024-11-12,39,58339475.8,1495883.99,2096,5.74,5.74,6.8,58339475.8,10166266.0,5.0,50831330.0,-7508145.8,0.87,Dealer,Infrastructure,Central,High Value,Long-Term Customer,55.8,73.6,53.2,58.58,Medium Priority Customer,203
C0492,2019-02-04,2024-11-05,35,61798115.2,1765660.43,2158,5.91,5.91,5.92,61798115.2,10459574.41,5.0,52297872.05,-9500243.15,0.85,Dealer,Rental,East,High Value,Long-Term Customer,61.0,43.2,64.0,58.34,Medium Priority Customer,204
C0189,2019-03-03,2024-11-11,35,61121980.8,1746342.31,2131,5.83,5.83,6.0,61121980.8,10476209.99,5.0,52381049.95,-8740930.85,0.86,Government,Manufacturing,South,High Value,Long-Term Customer,61.4,45.4,61.8,58.32,Medium Priority Customer,205
