customer_id,delivered_order_count,total_revenue,average_order_value,first_order_date,last_order_date,revenue_share_pct,revenue_rank,cumulative_revenue_share_pct,contribution_class,concentration_group,abc_revenue_class,overall_concentration_flag,action_focus
C0198,36,63577917.2,1766053.26,2019-03-27,2024-08-01,0.22,158,39.78,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0340,35,63532821.6,1815223.47,2019-01-05,2024-12-04,0.22,159,39.99,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0054,37,63424926.8,1714187.21,2019-01-31,2024-12-14,0.22,160,40.21,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0249,35,63391180.8,1811176.59,2019-01-16,2024-09-03,0.22,161,40.43,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0455,35,63287015.4,1808200.44,2019-04-27,2024-11-27,0.22,162,40.64,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0333,39,63220923.0,1621049.31,2019-01-09,2024-12-02,0.22,163,40.86,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0010,46,63051038.4,1370674.75,2019-01-23,2024-11-27,0.22,164,41.08,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0261,33,62999554.6,1909077.41,2019-05-06,2024-12-06,0.22,165,41.29,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0467,48,62880162.4,1310003.38,2019-01-02,2024-11-06,0.21,166,41.51,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0135,35,62791824.6,1794052.13,2019-03-09,2024-08-27,0.21,167,41.72,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0499,39,62785837.0,1609893.26,2019-01-18,2024-11-29,0.21,168,41.94,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0039,38,62706510.2,1650171.32,2019-04-17,2024-11-28,0.21,169,42.15,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0328,37,62646507.6,1693148.85,2019-01-03,2024-12-05,0.21,170,42.36,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0101,38,62629058.6,1648133.12,2019-02-26,2024-10-10,0.21,171,42.58,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0138,34,62582651.4,1840666.22,2019-01-10,2024-12-25,0.21,172,42.79,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0413,41,62380011.4,1521463.69,2019-02-06,2024-11-08,0.21,173,43.01,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0258,28,62250978.4,2223249.23,2019-02-04,2024-10-10,0.21,174,43.22,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0152,40,62249804.2,1556245.1,2019-03-10,2024-11-18,0.21,175,43.43,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0162,28,62233145.6,2222612.34,2019-07-05,2024-10-14,0.21,176,43.64,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0318,36,62202116.0,1727836.56,2019-01-08,2024-10-17,0.21,177,43.86,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0230,38,62086661.8,1633859.52,2019-02-19,2024-10-31,0.21,178,44.07,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0381,29,62038399.0,2139255.14,2019-07-06,2024-11-17,0.21,179,44.28,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0216,39,62009378.6,1589984.07,2019-01-27,2024-11-20,0.21,180,44.49,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0492,35,61798115.2,1765660.43,2019-02-04,2024-11-05,0.21,181,44.7,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0438,39,61720027.0,1582564.79,2019-06-17,2024-09-01,0.21,182,44.91,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0263,35,61677496.4,1762214.18,2019-03-06,2024-11-01,0.21,183,45.13,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0269,41,61642030.4,1503464.16,2019-01-12,2024-11-22,0.21,184,45.34,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0419,31,61514207.2,1984329.26,2019-03-05,2024-09-30,0.21,185,45.55,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0184,29,61479056.4,2119967.46,2019-03-12,2024-11-28,0.21,186,45.76,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0315,40,61457629.4,1536440.74,2019-01-09,2024-12-17,0.21,187,45.97,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0217,36,61360958.2,1704471.06,2019-01-19,2024-12-18,0.21,188,46.18,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0447,33,61334243.8,1858613.45,2019-05-16,2024-12-23,0.21,189,46.39,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0146,30,61245406.2,2041513.54,2019-01-20,2024-12-31,0.21,190,46.6,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0228,34,61132479.4,1798014.1,2019-03-27,2024-09-10,0.21,191,46.8,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0189,35,61121980.8,1746342.31,2019-03-03,2024-11-11,0.21,192,47.01,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0015,34,61028370.8,1794952.08,2019-02-18,2024-11-16,0.21,193,47.22,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0327,43,61017008.6,1419000.2,2019-02-01,2024-12-06,0.21,194,47.43,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0056,36,60885469.8,1691263.05,2019-01-08,2024-11-10,0.21,195,47.64,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0004,46,60843242.8,1322679.19,2019-03-21,2024-12-31,0.21,196,47.85,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0161,37,60837361.2,1644253.01,2019-03-24,2024-11-17,0.21,197,48.05,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0273,37,60830001.0,1644054.08,2019-05-04,2024-12-31,0.21,198,48.26,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0409,45,60821412.6,1351586.95,2019-01-19,2024-10-09,0.21,199,48.47,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0024,44,60658309.2,1378597.94,2019-01-22,2024-09-17,0.21,200,48.68,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0026,36,60554977.0,1682082.69,2019-01-09,2024-12-29,0.21,201,48.88,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0251,36,60544705.8,1681797.38,2019-01-09,2024-07-06,0.21,202,49.09,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0235,38,60478356.4,1591535.69,2019-05-08,2024-09-10,0.21,203,49.3,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0085,37,60463527.2,1634149.38,2019-01-01,2024-09-20,0.21,204,49.51,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0319,33,60426895.0,1831118.03,2019-05-16,2024-12-08,0.21,205,49.71,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0481,39,60397194.2,1548646.01,2019-01-03,2024-12-31,0.21,206,49.92,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0335,38,60351028.0,1588184.95,2019-01-31,2024-11-03,0.21,207,50.12,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0365,39,60336743.2,1547095.98,2019-01-04,2024-09-15,0.21,208,50.33,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0286,36,60273490.2,1674263.62,2019-01-06,2024-12-29,0.21,209,50.54,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0259,33,60202150.6,1824307.59,2019-02-02,2024-12-13,0.21,210,50.74,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0140,37,60136648.6,1625314.83,2019-03-18,2024-11-24,0.21,211,50.95,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0408,36,60127186.2,1670199.62,2019-07-06,2024-11-02,0.21,212,51.15,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0130,39,60017312.8,1538905.46,2019-02-17,2024-11-16,0.21,213,51.36,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0219,39,59976015.0,1537846.54,2019-01-09,2024-12-21,0.21,214,51.56,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0021,45,59956738.4,1332371.96,2019-01-16,2024-10-01,0.2,215,51.77,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0410,39,59804309.8,1533443.84,2019-03-03,2024-11-27,0.2,216,51.97,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0065,36,59751563.6,1659765.66,2019-01-07,2024-12-12,0.2,217,52.18,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0086,29,59655682.6,2057092.5,2019-01-12,2024-11-22,0.2,218,52.38,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0175,36,59434888.8,1650969.13,2019-01-24,2024-11-01,0.2,219,52.58,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0051,36,59420710.4,1650575.29,2019-02-15,2024-11-15,0.2,220,52.79,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0358,36,59405501.6,1650152.82,2019-04-17,2024-10-01,0.2,221,52.99,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0211,42,59389779.2,1414042.36,2019-03-06,2024-11-20,0.2,222,53.19,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0399,39,59287998.0,1520205.08,2019-01-03,2024-12-25,0.2,223,53.4,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0453,31,59284873.8,1912415.28,2019-05-25,2024-12-01,0.2,224,53.6,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0017,39,59194497.0,1517807.62,2019-01-31,2024-12-21,0.2,225,53.8,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0485,28,59146123.8,2112361.56,2019-01-14,2024-10-01,0.2,226,54.0,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0280,42,59078520.8,1406631.45,2019-01-12,2024-11-05,0.2,227,54.21,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0310,39,59059490.6,1514345.91,2019-05-30,2024-11-07,0.2,228,54.41,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0055,32,59056095.2,1845502.98,2019-04-01,2024-12-11,0.2,229,54.61,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0131,32,59008448.8,1844014.02,2019-02-21,2024-06-14,0.2,230,54.81,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0355,32,58903770.4,1840742.82,2019-01-03,2024-12-18,0.2,231,55.01,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0158,36,58875735.2,1635437.09,2019-03-03,2024-09-26,0.2,232,55.21,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0256,30,58794725.4,1959824.18,2019-01-03,2024-09-19,0.2,233,55.41,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0314,36,58625243.8,1628478.99,2019-01-22,2024-09-26,0.2,234,55.62,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0106,39,58339475.8,1495883.99,2019-04-07,2024-11-12,0.2,235,55.81,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0030,32,58263942.8,1820748.21,2019-01-30,2024-09-02,0.2,236,56.01,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0401,36,58231157.8,1617532.16,2019-01-11,2024-10-25,0.2,237,56.21,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0023,32,58217713.2,1819303.54,2019-01-05,2024-12-27,0.2,238,56.41,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0424,35,58183379.4,1662382.27,2019-03-22,2024-09-23,0.2,239,56.61,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0029,38,58176890.6,1530970.81,2019-01-16,2024-06-30,0.2,240,56.81,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0173,31,57999777.4,1870960.56,2019-03-29,2024-10-18,0.2,241,57.01,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0093,36,57944235.8,1609562.11,2019-02-13,2024-12-01,0.2,242,57.21,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0227,34,57926647.6,1703724.93,2019-02-13,2024-10-24,0.2,243,57.4,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0064,32,57893888.0,1809184.0,2019-03-21,2024-10-18,0.2,244,57.6,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0047,30,57880918.0,1929363.93,2019-04-06,2024-08-25,0.2,245,57.8,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0077,34,57865492.6,1701926.25,2019-02-05,2024-12-16,0.2,246,58.0,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0236,41,57861179.0,1411248.27,2019-03-21,2024-10-25,0.2,247,58.2,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0398,35,57843305.6,1652665.87,2019-09-10,2024-12-02,0.2,248,58.39,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0038,36,57808311.2,1605786.42,2019-01-08,2024-11-29,0.2,249,58.59,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0436,34,57784314.2,1699538.65,2019-02-01,2024-12-15,0.2,250,58.79,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0477,36,57746038.6,1604056.63,2019-06-12,2024-10-13,0.2,251,58.99,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0357,28,57734552.2,2061948.29,2019-01-05,2024-11-17,0.2,252,59.18,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0367,27,57592654.8,2133061.29,2019-02-28,2024-11-04,0.2,253,59.38,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0232,37,57544368.0,1555253.19,2019-01-24,2024-12-29,0.2,254,59.58,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0068,39,57372766.4,1471096.57,2019-03-11,2024-12-06,0.2,255,59.77,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0290,40,57372288.2,1434307.2,2019-03-04,2024-11-15,0.2,256,59.97,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0088,36,57330201.8,1592505.61,2019-01-26,2024-08-06,0.2,257,60.16,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0172,37,57323600.2,1549286.49,2019-08-18,2024-11-27,0.2,258,60.36,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0426,35,57207251.0,1634492.89,2019-02-20,2024-12-03,0.2,259,60.56,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0105,41,57202879.8,1395192.19,2019-05-25,2024-11-26,0.2,260,60.75,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0011,41,57187490.8,1394816.85,2019-01-03,2024-11-22,0.2,261,60.95,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0222,41,57177978.6,1394584.84,2019-01-30,2024-12-13,0.2,262,61.14,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0445,28,57177744.4,2042062.3,2019-04-04,2024-12-28,0.2,263,61.34,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0433,31,57020323.4,1839365.27,2019-09-11,2024-05-27,0.19,264,61.53,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0073,32,56970903.6,1780340.74,2019-03-23,2024-11-12,0.19,265,61.73,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0296,40,56944680.8,1423617.02,2019-01-02,2024-11-07,0.19,266,61.92,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0059,32,56859509.4,1776859.67,2019-01-21,2024-12-20,0.19,267,62.12,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0058,40,56831525.0,1420788.12,2019-01-23,2024-12-24,0.19,268,62.31,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0195,31,56797913.6,1832190.76,2019-02-15,2024-12-28,0.19,269,62.51,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0022,38,56759064.0,1493659.58,2019-01-13,2024-11-06,0.19,270,62.7,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0461,36,56714684.2,1575407.89,2019-02-27,2024-10-31,0.19,271,62.89,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0354,37,56690884.8,1532186.08,2019-01-06,2024-12-25,0.19,272,63.09,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0349,33,56613876.0,1715572.0,2019-01-31,2024-10-19,0.19,273,63.28,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0052,35,56612172.2,1617490.63,2019-02-12,2024-12-11,0.19,274,63.47,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0457,33,56578805.4,1714509.25,2019-01-13,2024-11-15,0.19,275,63.67,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0245,33,56554752.6,1713780.38,2019-01-01,2024-11-30,0.19,276,63.86,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0080,42,56541324.2,1346222.0,2019-02-20,2024-11-03,0.19,277,64.05,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0099,44,56469516.0,1283398.09,2019-01-10,2024-12-26,0.19,278,64.25,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0081,37,56355210.0,1523113.78,2019-01-03,2024-12-23,0.19,279,64.44,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0190,35,56351528.4,1610043.67,2019-05-15,2024-12-29,0.19,280,64.63,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0397,36,56279511.4,1563319.76,2019-02-11,2024-11-22,0.19,281,64.82,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0050,27,56151044.8,2079668.33,2019-01-11,2024-12-14,0.19,282,65.02,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0098,35,56088743.0,1602535.51,2019-03-14,2024-12-18,0.19,283,65.21,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0111,33,55916542.2,1694440.67,2019-04-09,2024-12-16,0.19,284,65.4,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0449,32,55700286.8,1740633.96,2019-07-19,2024-11-19,0.19,285,65.59,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0095,29,55610118.2,1917590.28,2019-05-21,2024-12-26,0.19,286,65.78,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0067,31,55575120.6,1792745.83,2019-05-29,2024-12-30,0.19,287,65.97,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0157,34,55572804.4,1634494.25,2019-02-15,2024-12-30,0.19,288,66.16,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0260,32,55524668.6,1735145.89,2019-08-24,2024-09-05,0.19,289,66.35,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0463,35,55370560.0,1582016.0,2019-01-10,2024-08-22,0.19,290,66.54,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0072,26,55369763.0,2129606.27,2019-06-15,2024-12-23,0.19,291,66.73,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0171,30,55348450.2,1844948.34,2019-04-27,2024-10-19,0.19,292,66.92,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0450,38,55345960.4,1456472.64,2019-01-15,2024-09-12,0.19,293,67.11,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0287,36,55179366.6,1532760.18,2019-03-22,2024-11-27,0.19,294,67.3,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0001,34,55019747.4,1618227.86,2019-01-26,2024-11-15,0.19,295,67.48,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0472,34,54888819.4,1614377.04,2019-04-29,2024-11-23,0.19,296,67.67,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0148,35,54884128.4,1568117.95,2019-01-28,2024-12-09,0.19,297,67.86,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0124,42,54870405.8,1306438.23,2019-01-11,2024-11-04,0.19,298,68.05,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0346,39,54686860.8,1402227.2,2019-01-21,2024-11-15,0.19,299,68.23,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0493,38,54684935.2,1439077.24,2019-02-18,2024-11-22,0.19,300,68.42,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0360,31,54662201.0,1763296.81,2019-05-25,2024-11-17,0.19,301,68.61,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0274,39,54639688.2,1401017.65,2019-01-08,2024-06-27,0.19,302,68.79,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0407,38,54609453.4,1437090.88,2019-02-01,2024-12-25,0.19,303,68.98,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0434,33,54575670.2,1653808.19,2019-01-05,2024-10-26,0.19,304,69.17,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0321,38,54558976.4,1435762.54,2019-01-04,2024-06-28,0.19,305,69.35,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0364,32,54408370.8,1700261.59,2019-03-14,2024-11-18,0.19,306,69.54,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0188,39,54387524.8,1394551.92,2019-03-04,2024-12-27,0.19,307,69.73,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0027,39,54309976.4,1392563.5,2019-03-25,2024-12-26,0.19,308,69.91,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0330,38,54285450.6,1428564.49,2019-02-12,2024-08-10,0.19,309,70.1,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0223,33,54079206.6,1638763.84,2019-03-01,2024-10-15,0.18,310,70.28,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0224,36,54050072.4,1501390.9,2019-01-30,2024-10-31,0.18,311,70.47,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0066,32,54037060.8,1688658.15,2019-01-29,2024-10-11,0.18,312,70.65,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
C0285,47,54036327.8,1149709.1,2019-02-11,2024-12-05,0.18,313,70.84,Moderate Contribution,Other Customers,A - Core Revenue,Diversified,Maintain service quality and monitor revenue contribution
