customer_id,customer_type,industry_segment,region,payment_terms,customer_rating,credit_limit,current_balance,credit_utilisation_pct,credit_utilisation_class,payment_count,total_payment_amount,average_payment_amount,payment_methods_used,first_payment_date,last_payment_date,balance_to_payment_ratio,payment_activity_class,payment_behaviour_class,credit_risk_score,credit_risk_class,credit_risk_priority_score,credit_risk_rank,credit_action_focus
C0009,Corporate,Rental,West,Net 60,4,273316,231149,84.57,Very High Credit Utilisation,35,60705385.28,1734439.58,5,2019-05-05,2024-11-10,0.0,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,76.91,106,Monitor balance and payment behaviour
C0376,Retail,Construction,North,Net 30,5,37739,31805,84.28,Very High Credit Utilisation,29,42289731.18,1458266.59,5,2019-07-16,2025-01-03,0.0,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,76.86,107,Monitor balance and payment behaviour
C0213,Fleet Owner,Rental,West,Net 15,4,192184,161419,83.99,Very High Credit Utilisation,37,53089844.47,1434860.66,5,2019-03-31,2024-11-03,0.0,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,76.8,108,Monitor balance and payment behaviour
C0408,Government,Infrastructure,South,Net 60,4,1461198,1221928,83.63,Very High Credit Utilisation,38,48872375.75,1286115.15,5,2019-10-08,2024-12-05,0.03,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,76.73,109,Monitor balance and payment behaviour
C0049,Dealer,Manufacturing,South,Net 15,5,116389,95867,82.37,Very High Credit Utilisation,40,64245387.13,1606134.68,5,2019-03-26,2025-02-10,0.0,Very High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,76.47,110,Monitor balance and payment behaviour
C0094,Corporate,Logistics,West,Advance,4,206889,166058,80.26,Very High Credit Utilisation,33,40795652.71,1236231.9,5,2019-04-27,2024-10-30,0.0,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,76.05,111,Monitor balance and payment behaviour
C0147,Dealer,Rental,North,Net 45,5,363902,291538,80.11,Very High Credit Utilisation,28,34227424.2,1222408.01,5,2019-12-08,2025-01-12,0.01,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,76.02,112,Monitor balance and payment behaviour
C0258,Corporate,Mining,South,Net 60,2,299133,238697,79.8,High Credit Utilisation,27,51595632.6,1910949.36,5,2019-03-17,2025-01-01,0.0,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,75.96,113,Monitor balance and payment behaviour
C0168,Dealer,Infrastructure,West,Net 60,1,238781,189804,79.49,High Credit Utilisation,37,52237022.61,1411811.42,5,2019-07-19,2025-01-24,0.0,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,75.9,114,Monitor balance and payment behaviour
C0289,Corporate,Logistics,South,Net 15,2,600072,472573,78.75,High Credit Utilisation,35,39339218.92,1123977.68,5,2019-04-26,2024-12-04,0.01,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,75.75,115,Monitor balance and payment behaviour
C0247,Corporate,Logistics,East,Net 45,2,294502,230829,78.38,High Credit Utilisation,45,56578381.4,1257297.36,5,2019-03-15,2025-01-11,0.0,Very High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,75.68,116,Monitor balance and payment behaviour
C0166,Fleet Owner,Manufacturing,West,Net 60,2,735924,576566,78.35,High Credit Utilisation,36,60127229.98,1670200.83,5,2019-02-15,2025-01-23,0.01,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,75.67,117,Monitor balance and payment behaviour
C0470,Government,Mining,South,Net 45,1,1219925,949663,77.85,High Credit Utilisation,37,38236813.96,1033427.4,5,2019-02-21,2024-10-26,0.02,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,75.57,118,Monitor balance and payment behaviour
C0211,Fleet Owner,Manufacturing,South,Net 15,1,323531,251580,77.76,High Credit Utilisation,48,44362037.99,924209.12,5,2019-04-29,2024-12-03,0.01,Very High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,75.55,119,Monitor balance and payment behaviour
C0302,Fleet Owner,Mining,West,Net 15,1,698314,539240,77.22,High Credit Utilisation,43,56692231.71,1318423.99,5,2019-03-30,2025-02-21,0.01,Very High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,75.44,120,Monitor balance and payment behaviour
C0402,Fleet Owner,Rental,South,Net 15,1,599112,461073,76.96,High Credit Utilisation,38,30401171.8,800030.84,5,2019-03-19,2024-09-13,0.02,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,75.39,121,Monitor balance and payment behaviour
C0216,Government,Mining,East,Advance,1,1360073,1039649,76.44,High Credit Utilisation,50,54522495.54,1090449.91,5,2019-03-07,2025-01-30,0.02,Very High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,75.29,122,Monitor balance and payment behaviour
C0252,Retail,Construction,South,Net 45,2,19663,14945,76.01,High Credit Utilisation,36,37932262.45,1053673.96,5,2019-09-23,2024-12-17,0.0,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,75.2,123,Monitor balance and payment behaviour
C0178,Dealer,Logistics,East,Net 60,1,178736,135022,75.54,High Credit Utilisation,54,69429312.99,1285728.02,5,2019-03-09,2025-01-17,0.0,Very High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,75.11,124,Monitor balance and payment behaviour
C0205,Retail,Construction,North,Net 30,2,45755,34257,74.87,High Credit Utilisation,35,40285232.13,1151006.63,5,2019-04-30,2025-01-16,0.0,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,74.97,125,Monitor balance and payment behaviour
C0227,Fleet Owner,Infrastructure,East,Advance,1,282190,210075,74.44,High Credit Utilisation,39,43335910.27,1111177.19,5,2019-03-07,2024-11-21,0.0,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,74.89,126,Monitor balance and payment behaviour
C0232,Government,Mining,South,Advance,1,1074153,787541,73.32,High Credit Utilisation,38,48743669.62,1282728.15,5,2019-02-01,2025-02-21,0.02,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,74.66,127,Monitor balance and payment behaviour
C0385,Corporate,Manufacturing,West,Net 45,2,406137,295086,72.66,High Credit Utilisation,39,47339910.4,1213843.86,5,2019-08-30,2024-10-26,0.01,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,74.53,128,Monitor balance and payment behaviour
C0441,Dealer,Construction,North,Net 60,2,261833,189019,72.19,High Credit Utilisation,29,33094760.45,1141198.64,5,2019-02-24,2024-11-30,0.01,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,74.44,129,Monitor balance and payment behaviour
C0419,Fleet Owner,Logistics,West,Net 45,1,344338,246613,71.62,High Credit Utilisation,33,52776273.21,1599281.01,5,2019-03-21,2024-11-27,0.0,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,74.32,130,Monitor balance and payment behaviour
C0116,Dealer,Construction,North,Net 45,1,480944,340796,70.86,High Credit Utilisation,36,52156136.67,1448781.57,5,2019-02-01,2024-10-17,0.01,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,74.17,131,Monitor balance and payment behaviour
C0025,Corporate,Infrastructure,West,Net 45,2,738335,521844,70.68,High Credit Utilisation,36,62718204.98,1742172.36,5,2019-02-19,2024-10-15,0.01,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,74.14,132,Monitor balance and payment behaviour
C0277,Dealer,Logistics,West,Net 60,1,430878,302093,70.11,High Credit Utilisation,40,35755741.9,893893.55,5,2019-06-14,2024-12-03,0.01,Very High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,74.02,133,Monitor balance and payment behaviour
C0069,Dealer,Logistics,North,Net 15,2,413414,288815,69.86,High Credit Utilisation,50,62036364.98,1240727.3,5,2019-04-10,2025-01-04,0.0,Very High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,73.97,134,Monitor balance and payment behaviour
C0076,Government,Mining,South,Advance,2,1094151,760549,69.51,High Credit Utilisation,49,61441351.01,1253905.12,5,2019-01-31,2024-12-06,0.01,Very High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,73.9,135,Monitor balance and payment behaviour
C0357,Corporate,Mining,West,Net 15,2,573217,397222,69.3,High Credit Utilisation,28,42342699.72,1512239.28,5,2019-03-07,2024-12-26,0.01,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,73.86,136,Monitor balance and payment behaviour
C0135,Retail,Rental,South,Net 60,2,21372,14639,68.5,High Credit Utilisation,30,37263038.81,1242101.29,5,2019-05-03,2024-09-17,0.0,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,73.7,137,Monitor balance and payment behaviour
C0367,Fleet Owner,Logistics,South,Net 60,2,747445,501548,67.1,High Credit Utilisation,28,44040755.13,1572884.11,5,2019-04-17,2025-01-02,0.01,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,73.42,138,Monitor balance and payment behaviour
C0104,Fleet Owner,Infrastructure,South,Net 60,1,318210,213321,67.04,High Credit Utilisation,37,38967913.18,1053186.84,5,2019-05-13,2025-03-09,0.01,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,73.41,139,Monitor balance and payment behaviour
C0054,Fleet Owner,Manufacturing,South,Net 15,2,225508,149649,66.36,High Credit Utilisation,53,60149086.69,1134888.43,5,2019-02-15,2025-03-08,0.0,Very High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,73.27,140,Monitor balance and payment behaviour
C0240,Corporate,Manufacturing,South,Net 30,1,695741,453727,65.21,High Credit Utilisation,49,84170011.18,1717755.33,5,2019-03-28,2024-12-03,0.01,Very High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,73.04,141,Monitor balance and payment behaviour
C0133,Government,Mining,South,Net 15,1,1144779,737832,64.45,High Credit Utilisation,33,42289129.38,1281488.77,5,2019-05-20,2024-06-13,0.02,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,72.89,142,Monitor balance and payment behaviour
C0093,Dealer,Manufacturing,South,Advance,2,447924,287318,64.14,High Credit Utilisation,44,52853089.99,1201206.59,5,2019-04-04,2025-01-10,0.01,Very High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,72.83,143,Monitor balance and payment behaviour
C0291,Retail,Construction,South,Advance,2,34183,21689,63.45,High Credit Utilisation,48,60898411.45,1268716.91,5,2019-04-23,2025-01-13,0.0,Very High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,72.69,144,Monitor balance and payment behaviour
C0121,Government,Construction,West,Net 30,2,690836,432165,62.56,High Credit Utilisation,36,39980410.74,1110566.97,5,2019-03-27,2025-01-27,0.01,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,72.51,145,Monitor balance and payment behaviour
C0339,Fleet Owner,Logistics,South,Advance,2,121781,76116,62.5,High Credit Utilisation,23,27952624.54,1215331.5,5,2019-06-25,2024-10-25,0.0,Moderate Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,72.5,146,Monitor balance and payment behaviour
C0190,Retail,Manufacturing,North,Net 60,1,49811,31087,62.41,High Credit Utilisation,42,45696594.62,1088014.16,5,2019-07-22,2025-02-03,0.0,Very High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,72.48,147,Monitor balance and payment behaviour
C0349,Corporate,Rental,West,Advance,1,505172,308946,61.16,High Credit Utilisation,30,39618527.98,1320617.6,5,2019-02-07,2025-01-21,0.01,High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,72.23,148,Monitor balance and payment behaviour
C0483,Corporate,Rental,North,Advance,1,511858,312732,61.1,High Credit Utilisation,54,88173960.83,1632851.13,5,2019-03-18,2025-02-17,0.0,Very High Payment Activity,Moderate Payment Behaviour,60,Medium Credit Risk,72.22,149,Monitor balance and payment behaviour
C0124,Dealer,Construction,West,Net 60,3,211359,167163,79.09,High Credit Utilisation,49,47625613.9,971951.3,5,2019-02-13,2024-12-04,0.0,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,60.82,150,Monitor balance and payment behaviour
C0373,Corporate,Manufacturing,South,Net 15,3,502349,395823,78.79,High Credit Utilisation,42,59396081.8,1414192.42,5,2019-05-14,2024-10-02,0.01,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,60.76,151,Monitor balance and payment behaviour
C0199,Government,Mining,West,Net 45,3,666213,506832,76.08,High Credit Utilisation,35,44551226.38,1272892.18,5,2019-02-15,2024-11-21,0.01,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,60.22,152,Monitor balance and payment behaviour
C0500,Corporate,Infrastructure,East,Net 30,3,483892,363569,75.13,High Credit Utilisation,27,29886955.77,1106924.29,5,2019-02-12,2025-01-30,0.01,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,60.03,153,Monitor balance and payment behaviour
C0146,Retail,Mining,West,Net 60,3,21418,15972,74.57,High Credit Utilisation,33,52967648.56,1605080.26,5,2019-02-06,2025-01-31,0.0,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,59.91,154,Monitor balance and payment behaviour
C0293,Dealer,Logistics,West,Net 30,3,304956,217813,71.42,High Credit Utilisation,43,60053385.39,1396590.36,5,2019-02-08,2024-10-07,0.0,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,59.28,155,Monitor balance and payment behaviour
C0196,Fleet Owner,Rental,North East,Net 60,3,318408,222601,69.91,High Credit Utilisation,52,58458980.85,1124211.17,5,2019-02-07,2024-12-18,0.0,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,58.98,156,Monitor balance and payment behaviour
C0406,Dealer,Logistics,West,Advance,3,229106,158033,68.98,High Credit Utilisation,31,51551255.5,1662943.73,5,2019-04-04,2024-11-04,0.0,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,58.8,157,Monitor balance and payment behaviour
C0423,Dealer,Infrastructure,South,Net 60,3,234222,160010,68.32,High Credit Utilisation,27,34525201.95,1278711.18,5,2019-03-04,2024-12-30,0.0,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,58.66,158,Monitor balance and payment behaviour
C0244,Government,Logistics,North,Net 60,3,1113022,736516,66.17,High Credit Utilisation,46,69554899.8,1512063.04,5,2019-06-29,2025-02-11,0.01,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,58.23,159,Monitor balance and payment behaviour
C0417,Fleet Owner,Mining,East,Advance,3,587793,383902,65.31,High Credit Utilisation,37,45612012.49,1232757.09,5,2020-01-12,2024-11-02,0.01,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,58.06,160,Monitor balance and payment behaviour
C0048,Dealer,Mining,South,Net 45,3,424609,267683,63.04,High Credit Utilisation,30,39748567.17,1324952.24,5,2019-05-06,2024-09-30,0.01,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,57.61,161,Monitor balance and payment behaviour
C0377,Dealer,Logistics,West,Net 45,3,162271,99916,61.57,High Credit Utilisation,39,51662001.4,1324666.7,5,2019-03-15,2024-11-19,0.0,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,57.31,162,Monitor balance and payment behaviour
C0143,Corporate,Infrastructure,South,Net 45,3,915191,549312,60.02,High Credit Utilisation,31,33964061.58,1095614.89,5,2019-04-14,2024-10-07,0.02,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,57.0,163,Monitor balance and payment behaviour
C0327,Retail,Mining,West,Net 15,1,37994,22697,59.74,Moderate Credit Utilisation,51,53011318.76,1039437.62,5,2019-04-01,2025-01-07,0.0,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,56.95,164,Monitor balance and payment behaviour
C0152,Corporate,Manufacturing,South,Net 15,2,227415,135210,59.46,Moderate Credit Utilisation,44,48621704.02,1105038.73,5,2019-05-15,2025-01-13,0.0,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,56.89,165,Monitor balance and payment behaviour
C0365,Government,Manufacturing,East,Net 60,1,617154,362148,58.68,Moderate Credit Utilisation,48,48067806.81,1001412.64,5,2019-02-17,2024-11-02,0.01,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,56.74,166,Monitor balance and payment behaviour
C0250,Government,Infrastructure,East,Advance,2,886619,515833,58.18,Moderate Credit Utilisation,51,60697619.16,1190149.4,5,2019-05-14,2025-02-21,0.01,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,56.64,167,Monitor balance and payment behaviour
C0270,Corporate,Manufacturing,North,Net 30,2,711134,413227,58.11,Moderate Credit Utilisation,42,54300549.84,1292870.23,5,2019-04-04,2025-01-10,0.01,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,56.62,168,Monitor balance and payment behaviour
C0300,Dealer,Mining,North,Net 15,1,121112,70050,57.84,Moderate Credit Utilisation,44,54363077.19,1235524.48,5,2019-07-10,2025-01-04,0.0,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,56.57,169,Monitor balance and payment behaviour
C0392,Fleet Owner,Logistics,East,Net 60,2,465583,265735,57.08,Moderate Credit Utilisation,35,30376377.74,867896.51,5,2019-03-13,2024-12-21,0.01,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,56.42,170,Monitor balance and payment behaviour
C0455,Retail,Logistics,Central,Advance,1,12300,6971,56.67,Moderate Credit Utilisation,37,51282176.45,1386004.77,5,2019-05-12,2025-01-04,0.0,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,56.33,171,Monitor balance and payment behaviour
C0321,Retail,Logistics,South,Net 60,2,33291,18767,56.37,Moderate Credit Utilisation,38,41220154.19,1084740.9,5,2019-01-12,2024-08-19,0.0,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,56.27,172,Monitor balance and payment behaviour
C0003,Government,Logistics,West,Net 30,2,1306933,733495,56.12,Moderate Credit Utilisation,41,37205676.22,907455.52,5,2019-02-18,2024-12-25,0.02,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,56.22,173,Monitor balance and payment behaviour
C0036,Fleet Owner,Construction,East,Net 60,2,630421,352613,55.93,Moderate Credit Utilisation,36,44150963.73,1226415.66,5,2019-07-21,2025-02-16,0.01,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,56.19,174,Monitor balance and payment behaviour
C0052,Government,Manufacturing,North East,Net 30,2,1297924,695848,53.61,Moderate Credit Utilisation,44,36499873.93,829542.59,5,2019-03-14,2025-03-12,0.02,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,55.72,175,Monitor balance and payment behaviour
C0062,Dealer,Construction,South,Net 60,1,231418,123783,53.49,Moderate Credit Utilisation,44,66786847.9,1517882.91,5,2019-05-18,2024-12-31,0.0,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,55.7,176,Monitor balance and payment behaviour
C0088,Corporate,Infrastructure,West,Net 45,1,516553,272170,52.69,Moderate Credit Utilisation,43,45829001.51,1065790.73,5,2019-02-17,2024-10-01,0.01,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,55.54,177,Monitor balance and payment behaviour
C0329,Dealer,Infrastructure,Central,Net 45,1,434298,220404,50.75,Moderate Credit Utilisation,36,42410520.76,1178070.02,5,2019-02-09,2025-03-16,0.01,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,55.15,178,Monitor balance and payment behaviour
C0484,Fleet Owner,Mining,West,Net 60,1,773172,383774,49.64,Moderate Credit Utilisation,32,44191372.39,1380980.39,5,2019-03-05,2024-11-25,0.01,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,54.93,179,Monitor balance and payment behaviour
C0320,Retail,Construction,North,Net 60,1,16859,8363,49.61,Moderate Credit Utilisation,36,46767861.59,1299107.27,5,2019-09-05,2025-01-15,0.0,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,54.92,180,Monitor balance and payment behaviour
C0055,Dealer,Construction,North,Net 45,1,394514,195008,49.43,Moderate Credit Utilisation,39,51097586.07,1310194.51,5,2019-05-22,2025-01-22,0.0,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,54.89,181,Monitor balance and payment behaviour
C0142,Retail,Manufacturing,West,Net 60,1,34620,17030,49.19,Moderate Credit Utilisation,50,70621339.67,1412426.79,5,2019-03-25,2025-03-16,0.0,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,54.84,182,Monitor balance and payment behaviour
C0351,Corporate,Rental,East,Advance,1,483031,235148,48.68,Moderate Credit Utilisation,38,33765994.91,888578.81,5,2019-05-13,2024-10-19,0.01,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,54.74,183,Monitor balance and payment behaviour
C0236,Corporate,Mining,West,Net 15,1,413027,200865,48.63,Moderate Credit Utilisation,40,34772333.15,869308.33,5,2019-04-20,2024-12-10,0.01,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,54.73,184,Monitor balance and payment behaviour
C0192,Fleet Owner,Logistics,East,Net 45,2,476705,231421,48.55,Moderate Credit Utilisation,40,48355212.95,1208880.32,5,2019-02-24,2024-08-17,0.0,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,54.71,185,Monitor balance and payment behaviour
C0005,Dealer,Construction,West,Net 30,2,380783,183927,48.3,Moderate Credit Utilisation,51,71964673.15,1411072.02,5,2019-03-23,2024-11-14,0.0,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,54.66,186,Monitor balance and payment behaviour
C0331,Dealer,Logistics,North,Net 45,2,270715,127398,47.06,Moderate Credit Utilisation,45,54008811.79,1200195.82,5,2019-05-28,2025-02-22,0.0,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,54.41,187,Monitor balance and payment behaviour
C0172,Dealer,Manufacturing,South,Advance,1,425290,197440,46.42,Moderate Credit Utilisation,47,49647561.7,1056331.1,5,2019-08-24,2025-02-22,0.0,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,54.28,188,Monitor balance and payment behaviour
C0092,Fleet Owner,Logistics,West,Advance,2,532908,244201,45.82,Moderate Credit Utilisation,39,44501579.8,1141066.15,5,2019-02-17,2024-08-28,0.01,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,54.16,189,Monitor balance and payment behaviour
C0352,Corporate,Mining,South,Net 45,1,729658,322307,44.17,Moderate Credit Utilisation,27,26094643.26,966468.27,5,2019-04-04,2024-12-20,0.01,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,53.83,190,Monitor balance and payment behaviour
C0194,Fleet Owner,Construction,South,Net 60,1,380469,167449,44.01,Moderate Credit Utilisation,36,38987756.66,1082993.24,5,2019-04-29,2025-01-27,0.0,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,53.8,191,Monitor balance and payment behaviour
C0465,Fleet Owner,Mining,South,Net 30,1,573243,248521,43.35,Moderate Credit Utilisation,43,39941434.62,928870.57,5,2019-03-29,2025-02-23,0.01,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,53.67,192,Monitor balance and payment behaviour
C0078,Dealer,Rental,South,Net 30,1,166204,71681,43.13,Moderate Credit Utilisation,41,37103764.86,904969.87,5,2019-03-30,2024-10-09,0.0,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,53.63,193,Monitor balance and payment behaviour
C0128,Retail,Mining,West,Net 60,1,39121,16592,42.41,Moderate Credit Utilisation,33,53252345.93,1613707.45,5,2019-05-04,2025-02-07,0.0,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,53.48,194,Monitor balance and payment behaviour
C0080,Retail,Mining,South,Net 45,1,35201,14738,41.87,Moderate Credit Utilisation,44,41919262.48,952710.51,5,2019-04-20,2024-12-17,0.0,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,53.37,195,Monitor balance and payment behaviour
C0157,Dealer,Infrastructure,North,Advance,1,315705,130064,41.2,Moderate Credit Utilisation,39,48078352.21,1232778.26,5,2019-03-06,2025-03-04,0.0,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,53.24,196,Monitor balance and payment behaviour
C0443,Dealer,Infrastructure,East,Net 30,1,466614,183013,39.22,Moderate Credit Utilisation,48,61466044.99,1280542.6,5,2019-05-03,2024-12-18,0.0,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,52.84,197,Monitor balance and payment behaviour
C0368,Fleet Owner,Construction,South,Advance,1,234723,90488,38.55,Moderate Credit Utilisation,38,47461031.54,1248974.51,5,2019-03-11,2024-11-05,0.0,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,52.71,198,Monitor balance and payment behaviour
C0195,Fleet Owner,Logistics,East,Advance,2,389773,149217,38.28,Moderate Credit Utilisation,35,50986014.74,1456743.28,5,2019-03-04,2025-02-16,0.0,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,52.66,199,Monitor balance and payment behaviour
C0037,Corporate,Construction,West,Advance,1,330103,123365,37.37,Moderate Credit Utilisation,44,48819388.08,1109531.55,5,2019-07-10,2024-12-22,0.0,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,52.47,200,Monitor balance and payment behaviour
C0107,Fleet Owner,Construction,North,Net 30,1,412425,152905,37.07,Moderate Credit Utilisation,58,68483166.15,1180744.24,5,2019-02-20,2025-01-04,0.0,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,52.41,201,Monitor balance and payment behaviour
C0060,Dealer,Mining,South,Net 60,1,350950,129725,36.96,Moderate Credit Utilisation,48,57143903.84,1190498.0,5,2019-09-12,2025-01-22,0.0,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,52.39,202,Monitor balance and payment behaviour
C0071,Corporate,Rental,North,Net 45,2,735733,268163,36.45,Moderate Credit Utilisation,43,62810767.23,1460715.52,5,2019-04-19,2024-12-21,0.0,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,52.29,203,Monitor balance and payment behaviour
C0416,Dealer,Manufacturing,South,Net 30,2,498960,179763,36.03,Moderate Credit Utilisation,39,32488335.05,833034.23,5,2019-04-05,2024-12-11,0.01,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,52.21,204,Monitor balance and payment behaviour
C0438,Corporate,Rental,East,Net 30,2,482026,171913,35.66,Moderate Credit Utilisation,41,54879087.97,1338514.34,5,2019-07-11,2025-03-04,0.0,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,52.13,205,Monitor balance and payment behaviour
C0348,Retail,Logistics,North,Net 60,2,32723,11641,35.57,Moderate Credit Utilisation,36,41445640.07,1151267.78,5,2019-06-15,2024-12-21,0.0,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,52.11,206,Monitor balance and payment behaviour
C0375,Fleet Owner,Mining,West,Net 60,1,243350,85892,35.3,Moderate Credit Utilisation,42,59001814.56,1404805.11,5,2019-04-27,2024-12-07,0.0,Very High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,52.06,207,Monitor balance and payment behaviour
C0265,Retail,Mining,West,Advance,1,18495,6434,34.79,Moderate Credit Utilisation,35,42428415.89,1212240.45,5,2019-02-26,2024-11-24,0.0,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,51.96,208,Monitor balance and payment behaviour
C0204,Retail,Rental,South,Advance,2,20298,7042,34.69,Moderate Credit Utilisation,32,33097954.29,1034311.07,5,2019-06-21,2024-05-12,0.0,High Payment Activity,Moderate Payment Behaviour,45,Medium Credit Risk,51.94,209,Monitor balance and payment behaviour
