customer_id,customer_type,industry_segment,region,branch_id,customer_rating,last_purchase_date,frequency,monetary,recency_days,recency_score,frequency_score,monetary_score,rfm_score,customer_value_segment,monetary_share_pct,customer_value_rank,action_focus
C0476,Fleet Owner,Infrastructure,North,DEL001,3,2024-09-29,34,73746173.2,94,2,3,5,10,At Risk High Value,0.25,62,Prioritize retention and immediate re-engagement
C0084,Corporate,Logistics,West,PUN001,3,2024-09-22,39,73317161.4,101,1,4,5,10,At Risk High Value,0.25,66,Prioritize retention and immediate re-engagement
C0342,Dealer,Infrastructure,North,DEL001,5,2024-10-09,36,72821567.8,84,2,3,5,10,At Risk High Value,0.25,70,Prioritize retention and immediate re-engagement
C0384,Retail,Construction,South,CHN001,3,2024-09-09,39,72157498.2,114,1,4,5,10,At Risk High Value,0.25,74,Prioritize retention and immediate re-engagement
C0025,Corporate,Infrastructure,West,PUN001,2,2024-08-18,38,70349653.0,136,1,4,5,10,At Risk High Value,0.24,87,Prioritize retention and immediate re-engagement
C0373,Corporate,Manufacturing,South,HYD001,3,2024-09-02,38,69753317.8,121,1,4,5,10,At Risk High Value,0.24,91,Prioritize retention and immediate re-engagement
C0421,Retail,Construction,South,CHN001,3,2024-06-21,38,69466242.8,194,1,4,5,10,At Risk High Value,0.24,94,Prioritize retention and immediate re-engagement
C0192,Fleet Owner,Logistics,East,DEL001,2,2024-08-29,40,69269688.4,125,1,4,5,10,At Risk High Value,0.24,100,Prioritize retention and immediate re-engagement
C0225,Fleet Owner,Logistics,North,DEL001,5,2024-07-17,48,69254158.0,168,1,5,4,10,At Risk High Value,0.24,101,Prioritize retention and immediate re-engagement
C0176,Dealer,Logistics,South,CHN001,2,2024-08-07,42,66901722.8,147,1,5,4,10,At Risk High Value,0.23,124,Prioritize retention and immediate re-engagement
C0428,Retail,Construction,North,DEL001,4,2024-08-26,43,66337820.6,128,1,5,4,10,At Risk High Value,0.23,127,Prioritize retention and immediate re-engagement
C0141,Corporate,Rental,West,AHM001,4,2024-11-15,36,66220737.2,47,3,3,4,10,Regular Customers,0.23,130,Maintain engagement and encourage higher purchase frequency
C0295,Corporate,Mining,East,KOL001,5,2024-10-09,38,65390145.6,84,2,4,4,10,At Risk High Value,0.22,138,Prioritize retention and immediate re-engagement
C0261,Dealer,Manufacturing,North,DEL001,5,2024-12-06,33,62999554.6,26,4,2,4,10,Regular Customers,0.22,165,Maintain engagement and encourage higher purchase frequency
C0101,Corporate,Logistics,South,CHN001,5,2024-10-10,38,62629058.6,83,2,4,4,10,At Risk High Value,0.21,171,Prioritize retention and immediate re-engagement
C0230,Dealer,Infrastructure,North,DEL001,5,2024-10-31,38,62086661.8,62,2,4,4,10,At Risk High Value,0.21,178,Prioritize retention and immediate re-engagement
C0492,Dealer,Rental,East,HYD001,1,2024-11-05,35,61798115.2,57,3,3,4,10,Regular Customers,0.21,181,Maintain engagement and encourage higher purchase frequency
C0146,Retail,Mining,West,AHM001,3,2024-12-31,30,61245406.2,1,5,1,4,10,Regular Customers,0.21,190,Maintain engagement and encourage higher purchase frequency
C0189,Government,Manufacturing,South,KOL001,4,2024-11-11,35,61121980.8,51,3,3,4,10,Regular Customers,0.21,192,Maintain engagement and encourage higher purchase frequency
C0056,Dealer,Mining,North,DEL001,4,2024-11-10,36,60885469.8,52,3,3,4,10,Regular Customers,0.21,195,Maintain engagement and encourage higher purchase frequency
C0161,Dealer,Mining,West,AHM001,4,2024-11-17,37,60837361.2,45,3,3,4,10,Regular Customers,0.21,197,Maintain engagement and encourage higher purchase frequency
C0024,Dealer,Rental,South,CHN001,4,2024-09-17,44,60658309.2,106,1,5,4,10,At Risk High Value,0.21,200,Prioritize retention and immediate re-engagement
C0130,Government,Mining,West,PUN001,1,2024-11-16,39,60017312.8,46,3,4,3,10,Regular Customers,0.21,213,Maintain engagement and encourage higher purchase frequency
C0021,Corporate,Mining,South,HYD001,5,2024-10-01,45,59956738.4,92,2,5,3,10,At Risk,0.2,215,Run targeted re-engagement and retention campaigns
C0065,Corporate,Mining,West,AHM001,4,2024-12-12,36,59751563.6,20,4,3,3,10,Recent Customers,0.2,217,Build repeat purchasing and increase customer value
C0310,Government,Infrastructure,East,CHN001,4,2024-11-07,39,59059490.6,55,3,4,3,10,Regular Customers,0.2,228,Maintain engagement and encourage higher purchase frequency
C0355,Government,Infrastructure,South,HYD001,4,2024-12-18,32,58903770.4,14,5,2,3,10,Regular Customers,0.2,231,Maintain engagement and encourage higher purchase frequency
C0106,Dealer,Infrastructure,Central,PUN001,2,2024-11-12,39,58339475.8,50,3,4,3,10,Regular Customers,0.2,235,Maintain engagement and encourage higher purchase frequency
C0023,Corporate,Mining,South,CHN001,2,2024-12-27,32,58217713.2,5,5,2,3,10,Regular Customers,0.2,238,Maintain engagement and encourage higher purchase frequency
C0093,Dealer,Manufacturing,South,CHN001,2,2024-12-01,36,57944235.8,31,4,3,3,10,Recent Customers,0.2,242,Build repeat purchasing and increase customer value
C0077,Corporate,Mining,North,DEL001,1,2024-12-16,34,57865492.6,16,5,2,3,10,Regular Customers,0.2,246,Maintain engagement and encourage higher purchase frequency
C0398,Government,Rental,South,HYD001,5,2024-12-02,35,57843305.6,30,4,3,3,10,Recent Customers,0.2,248,Build repeat purchasing and increase customer value
C0038,Fleet Owner,Rental,North,DEL001,1,2024-11-29,36,57808311.2,33,4,3,3,10,Recent Customers,0.2,249,Build repeat purchasing and increase customer value
C0436,Fleet Owner,Logistics,East,KOL001,3,2024-12-15,34,57784314.2,17,4,3,3,10,Recent Customers,0.2,250,Build repeat purchasing and increase customer value
C0290,Corporate,Construction,West,AHM001,3,2024-11-15,40,57372288.2,47,3,4,3,10,Regular Customers,0.2,256,Maintain engagement and encourage higher purchase frequency
C0426,Dealer,Infrastructure,North East,KOL001,1,2024-12-03,35,57207251.0,29,4,3,3,10,Recent Customers,0.2,259,Build repeat purchasing and increase customer value
C0011,Retail,Infrastructure,West,KOL001,4,2024-11-22,41,57187490.8,40,3,4,3,10,Regular Customers,0.2,261,Maintain engagement and encourage higher purchase frequency
C0296,Corporate,Manufacturing,East,KOL001,2,2024-11-07,40,56944680.8,55,3,4,3,10,Regular Customers,0.19,266,Maintain engagement and encourage higher purchase frequency
C0059,Retail,Manufacturing,South,HYD001,3,2024-12-20,32,56859509.4,12,5,2,3,10,Regular Customers,0.19,267,Maintain engagement and encourage higher purchase frequency
C0195,Fleet Owner,Logistics,East,KOL001,2,2024-12-28,31,56797913.6,4,5,2,3,10,Regular Customers,0.19,269,Maintain engagement and encourage higher purchase frequency
C0022,Retail,Infrastructure,South,CHN001,3,2024-11-06,38,56759064.0,56,3,4,3,10,Regular Customers,0.19,270,Maintain engagement and encourage higher purchase frequency
C0052,Government,Manufacturing,North East,PUN001,2,2024-12-11,35,56612172.2,21,4,3,3,10,Recent Customers,0.19,274,Build repeat purchasing and increase customer value
C0111,Corporate,Construction,South,CHN001,3,2024-12-16,33,55916542.2,16,5,2,3,10,Regular Customers,0.19,284,Maintain engagement and encourage higher purchase frequency
C0157,Dealer,Infrastructure,North,PUN001,1,2024-12-30,34,55572804.4,2,5,2,3,10,Regular Customers,0.19,288,Maintain engagement and encourage higher purchase frequency
C0287,Dealer,Manufacturing,South,CHN001,4,2024-11-27,36,55179366.6,35,4,3,3,10,Recent Customers,0.19,294,Build repeat purchasing and increase customer value
C0148,Government,Construction,South,AHM001,4,2024-12-09,35,54884128.4,23,4,3,3,10,Recent Customers,0.19,297,Build repeat purchasing and increase customer value
C0346,Retail,Construction,East,HYD001,3,2024-11-15,39,54686860.8,47,3,4,3,10,Regular Customers,0.19,299,Maintain engagement and encourage higher purchase frequency
C0493,Retail,Construction,South,CHN001,3,2024-11-22,38,54684935.2,40,3,4,3,10,Regular Customers,0.19,300,Maintain engagement and encourage higher purchase frequency
C0370,Corporate,Infrastructure,East,KOL001,4,2024-12-18,36,53881174.6,14,5,3,2,10,Recent Customers,0.18,314,Build repeat purchasing and increase customer value
C0320,Retail,Construction,North,DEL001,1,2024-12-30,34,53574056.6,2,5,3,2,10,Recent Customers,0.18,317,Build repeat purchasing and increase customer value
C0220,Government,Infrastructure,Central,KOL001,2,2024-11-06,43,53467975.0,56,3,5,2,10,Regular Customers,0.18,322,Maintain engagement and encourage higher purchase frequency
C0181,Government,Construction,West,PUN001,5,2024-12-15,36,53087081.0,17,5,3,2,10,Recent Customers,0.18,326,Build repeat purchasing and increase customer value
C0323,Government,Manufacturing,West,AHM001,2,2024-12-22,36,50291498.8,10,5,3,2,10,Recent Customers,0.17,360,Build repeat purchasing and increase customer value
C0439,Dealer,Construction,South,CHN001,5,2024-12-22,36,47576062.0,10,5,3,2,10,Recent Customers,0.16,396,Build repeat purchasing and increase customer value
C0337,Corporate,Manufacturing,North,DEL001,2,2024-08-25,34,73457151.8,129,1,3,5,9,At Risk High Value,0.25,64,Prioritize retention and immediate re-engagement
C0297,Fleet Owner,Rental,South,CHN001,3,2024-07-01,34,73065015.6,184,1,3,5,9,At Risk High Value,0.25,68,Prioritize retention and immediate re-engagement
C0102,Government,Infrastructure,East,KOL001,4,2024-10-24,34,71864051.2,69,2,2,5,9,At Risk High Value,0.25,78,Prioritize retention and immediate re-engagement
C0009,Corporate,Rental,West,AHM001,4,2024-11-04,34,68836324.8,58,3,2,4,9,Regular Customers,0.24,103,Maintain engagement and encourage higher purchase frequency
C0041,Government,Rental,South,HYD001,5,2024-06-11,38,68044561.6,204,1,4,4,9,At Risk High Value,0.23,112,Prioritize retention and immediate re-engagement
C0385,Corporate,Manufacturing,West,AHM001,2,2024-09-23,37,67435700.6,100,1,4,4,9,At Risk High Value,0.23,117,Prioritize retention and immediate re-engagement
C0464,Corporate,Infrastructure,North,AHM001,1,2024-09-13,38,67405736.8,110,1,4,4,9,At Risk High Value,0.23,118,Prioritize retention and immediate re-engagement
C0264,Retail,Infrastructure,West,PUN001,4,2024-11-02,36,67321592.8,60,2,3,4,9,At Risk High Value,0.23,120,Prioritize retention and immediate re-engagement
C0341,Fleet Owner,Mining,North,DEL001,5,2024-10-07,36,66838579.4,86,2,3,4,9,At Risk High Value,0.23,125,Prioritize retention and immediate re-engagement
C0191,Corporate,Manufacturing,South,KOL001,2,2024-12-12,29,65787839.8,20,4,1,4,9,Regular Customers,0.22,132,Maintain engagement and encourage higher purchase frequency
C0006,Government,Construction,West,AHM001,3,2024-09-02,40,65482805.4,121,1,4,4,9,At Risk High Value,0.22,135,Prioritize retention and immediate re-engagement
C0460,Dealer,Logistics,South,DEL001,1,2024-11-25,32,64634814.4,37,3,2,4,9,Regular Customers,0.22,145,Maintain engagement and encourage higher purchase frequency
C0390,Fleet Owner,Construction,North,DEL001,3,2024-11-09,32,64132451.0,53,3,2,4,9,Regular Customers,0.22,151,Maintain engagement and encourage higher purchase frequency
C0318,Corporate,Logistics,North,DEL001,3,2024-10-17,36,62202116.0,76,2,3,4,9,At Risk High Value,0.21,177,Prioritize retention and immediate re-engagement
C0438,Corporate,Rental,East,KOL001,2,2024-09-01,39,61720027.0,122,1,4,4,9,At Risk High Value,0.21,182,Prioritize retention and immediate re-engagement
C0263,Government,Rental,South,CHN001,3,2024-11-01,35,61677496.4,61,2,3,4,9,At Risk High Value,0.21,183,Prioritize retention and immediate re-engagement
C0184,Retail,Rental,South,CHN001,3,2024-11-28,29,61479056.4,34,4,1,4,9,Regular Customers,0.21,186,Maintain engagement and encourage higher purchase frequency
C0015,Government,Rental,West,PUN001,2,2024-11-16,34,61028370.8,46,3,2,4,9,Regular Customers,0.21,193,Maintain engagement and encourage higher purchase frequency
C0319,Dealer,Mining,South,KOL001,5,2024-12-08,33,60426895.0,24,4,2,3,9,Regular Customers,0.21,205,Maintain engagement and encourage higher purchase frequency
C0335,Government,Infrastructure,North East,PUN001,5,2024-11-03,38,60351028.0,59,2,4,3,9,At Risk,0.21,207,Run targeted re-engagement and retention campaigns
C0259,Fleet Owner,Logistics,South,CHN001,1,2024-12-13,33,60202150.6,19,4,2,3,9,Regular Customers,0.21,210,Maintain engagement and encourage higher purchase frequency
C0140,Retail,Logistics,West,PUN001,3,2024-11-24,37,60136648.6,38,3,3,3,9,Regular Customers,0.21,211,Maintain engagement and encourage higher purchase frequency
C0051,Retail,Infrastructure,North,AHM001,4,2024-11-15,36,59420710.4,47,3,3,3,9,Regular Customers,0.2,220,Maintain engagement and encourage higher purchase frequency
C0453,Dealer,Mining,East,CHN001,3,2024-12-01,31,59284873.8,31,4,2,3,9,Regular Customers,0.2,224,Maintain engagement and encourage higher purchase frequency
C0055,Dealer,Construction,North,DEL001,1,2024-12-11,32,59056095.2,21,4,2,3,9,Regular Customers,0.2,229,Maintain engagement and encourage higher purchase frequency
C0236,Corporate,Mining,West,KOL001,1,2024-10-25,41,57861179.0,68,2,4,3,9,At Risk,0.2,247,Run targeted re-engagement and retention campaigns
C0445,Government,Mining,East,KOL001,2,2024-12-28,28,57177744.4,4,5,1,3,9,Regular Customers,0.2,263,Maintain engagement and encourage higher purchase frequency
C0245,Dealer,Logistics,South,CHN001,2,2024-11-30,33,56554752.6,32,4,2,3,9,Regular Customers,0.19,276,Maintain engagement and encourage higher purchase frequency
C0397,Fleet Owner,Mining,West,AHM001,3,2024-11-22,36,56279511.4,40,3,3,3,9,Regular Customers,0.19,281,Maintain engagement and encourage higher purchase frequency
C0095,Fleet Owner,Logistics,West,AHM001,3,2024-12-26,29,55610118.2,6,5,1,3,9,Regular Customers,0.19,286,Maintain engagement and encourage higher purchase frequency
C0067,Retail,Manufacturing,West,AHM001,3,2024-12-30,31,55575120.6,2,5,1,3,9,Regular Customers,0.19,287,Maintain engagement and encourage higher purchase frequency
C0072,Government,Logistics,West,PUN001,3,2024-12-23,26,55369763.0,9,5,1,3,9,Regular Customers,0.19,291,Maintain engagement and encourage higher purchase frequency
C0472,Dealer,Manufacturing,South,CHN001,4,2024-11-23,34,54888819.4,39,3,3,3,9,Regular Customers,0.19,296,Maintain engagement and encourage higher purchase frequency
C0035,Dealer,Infrastructure,Central,CHN001,4,2024-11-12,38,53340276.8,50,3,4,2,9,Regular Customers,0.18,324,Maintain engagement and encourage higher purchase frequency
C0096,Corporate,Construction,South,CHN001,3,2024-12-30,34,51986858.4,2,5,2,2,9,Low Value,0.18,335,Improve engagement and evaluate cost-to-serve
C0090,Government,Infrastructure,North,DEL001,1,2024-10-22,43,51915256.6,71,2,5,2,9,At Risk,0.18,338,Run targeted re-engagement and retention campaigns
C0214,Corporate,Rental,West,PUN001,4,2024-12-26,31,50612095.0,6,5,2,2,9,Low Value,0.17,351,Improve engagement and evaluate cost-to-serve
C0345,Retail,Infrastructure,West,PUN001,2,2024-11-20,40,50444735.6,42,3,4,2,9,Regular Customers,0.17,353,Maintain engagement and encourage higher purchase frequency
C0167,Retail,Mining,West,HYD001,4,2024-12-28,31,50383279.4,4,5,2,2,9,Low Value,0.17,356,Improve engagement and evaluate cost-to-serve
C0159,Dealer,Construction,South,CHN001,3,2024-12-26,34,49934036.2,6,5,2,2,9,Low Value,0.17,363,Improve engagement and evaluate cost-to-serve
C0194,Fleet Owner,Construction,South,CHN001,1,2024-12-26,33,48202752.8,6,5,2,2,9,Low Value,0.16,387,Improve engagement and evaluate cost-to-serve
C0465,Fleet Owner,Mining,South,CHN001,1,2024-12-12,35,48083241.6,20,4,3,2,9,Recent Customers,0.16,392,Build repeat purchasing and increase customer value
C0278,Fleet Owner,Logistics,West,AHM001,4,2024-12-03,38,47107787.2,29,4,4,1,9,Recent Customers,0.16,403,Build repeat purchasing and increase customer value
C0452,Fleet Owner,Mining,South,HYD001,1,2024-12-27,35,40090449.2,5,5,3,1,9,Recent Customers,0.14,467,Build repeat purchasing and increase customer value
C0415,Government,Infrastructure,North East,PUN001,1,2024-10-11,33,68592455.6,82,2,2,4,8,At Risk High Value,0.23,104,Prioritize retention and immediate re-engagement
C0293,Dealer,Logistics,West,PUN001,3,2024-09-25,36,66815451.4,98,1,3,4,8,At Risk High Value,0.23,126,Prioritize retention and immediate re-engagement
C0406,Dealer,Logistics,West,PUN001,3,2024-10-11,32,64818334.4,82,2,2,4,8,At Risk High Value,0.22,143,Prioritize retention and immediate re-engagement
C0116,Dealer,Construction,North,DEL001,1,2024-07-28,35,64081942.6,157,1,3,4,8,At Risk High Value,0.22,152,Prioritize retention and immediate re-engagement
C0268,Government,Mining,West,PUN001,3,2024-10-07,32,63709103.6,86,2,2,4,8,At Risk High Value,0.22,156,Prioritize retention and immediate re-engagement
C0198,Government,Mining,West,AHM001,2,2024-08-01,36,63577917.2,153,1,3,4,8,At Risk High Value,0.22,158,Prioritize retention and immediate re-engagement
C0249,Corporate,Construction,West,AHM001,4,2024-09-03,35,63391180.8,120,1,3,4,8,At Risk High Value,0.22,161,Prioritize retention and immediate re-engagement
C0135,Retail,Rental,South,DEL001,2,2024-08-27,35,62791824.6,127,1,3,4,8,At Risk High Value,0.21,167,Prioritize retention and immediate re-engagement
C0381,Corporate,Mining,South,CHN001,4,2024-11-17,29,62038399.0,45,3,1,4,8,Regular Customers,0.21,179,Maintain engagement and encourage higher purchase frequency
C0419,Fleet Owner,Logistics,West,AHM001,1,2024-09-30,31,61514207.2,93,2,2,4,8,At Risk High Value,0.21,185,Prioritize retention and immediate re-engagement
C0228,Government,Construction,South,CHN001,3,2024-09-10,34,61132479.4,113,1,3,4,8,At Risk High Value,0.21,191,Prioritize retention and immediate re-engagement
C0235,Fleet Owner,Mining,East,CHN001,5,2024-09-10,38,60478356.4,113,1,4,3,8,At Risk,0.21,203,Run targeted re-engagement and retention campaigns
C0365,Government,Manufacturing,East,KOL001,1,2024-09-15,39,60336743.2,108,1,4,3,8,At Risk,0.21,208,Run targeted re-engagement and retention campaigns
C0408,Government,Infrastructure,South,HYD001,4,2024-11-02,36,60127186.2,60,2,3,3,8,At Risk,0.21,212,Run targeted re-engagement and retention campaigns
C0175,Fleet Owner,Rental,East,KOL001,5,2024-11-01,36,59434888.8,61,2,3,3,8,At Risk,0.2,219,Run targeted re-engagement and retention campaigns
C0358,Government,Infrastructure,West,PUN001,4,2024-10-01,36,59405501.6,92,2,3,3,8,At Risk,0.2,221,Run targeted re-engagement and retention campaigns
C0158,Corporate,Infrastructure,East,KOL001,2,2024-09-26,36,58875735.2,97,2,3,3,8,At Risk,0.2,232,Run targeted re-engagement and retention campaigns
C0314,Retail,Logistics,East,KOL001,1,2024-09-26,36,58625243.8,97,2,3,3,8,At Risk,0.2,234,Run targeted re-engagement and retention campaigns
C0401,Government,Logistics,North East,DEL001,1,2024-10-25,36,58231157.8,68,2,3,3,8,At Risk,0.2,237,Run targeted re-engagement and retention campaigns
C0029,Dealer,Construction,South,KOL001,1,2024-06-30,38,58176890.6,185,1,4,3,8,At Risk,0.2,240,Run targeted re-engagement and retention campaigns
C0477,Government,Construction,West,AHM001,5,2024-10-13,36,57746038.6,80,2,3,3,8,At Risk,0.2,251,Run targeted re-engagement and retention campaigns
C0073,Corporate,Rental,North,CHN001,4,2024-11-12,32,56970903.6,50,3,2,3,8,Regular Customers,0.19,265,Maintain engagement and encourage higher purchase frequency
C0461,Corporate,Infrastructure,North,DEL001,5,2024-10-31,36,56714684.2,62,2,3,3,8,At Risk,0.19,271,Run targeted re-engagement and retention campaigns
C0457,Retail,Manufacturing,East,KOL001,4,2024-11-15,33,56578805.4,47,3,2,3,8,Regular Customers,0.19,275,Maintain engagement and encourage higher purchase frequency
C0050,Dealer,Mining,East,KOL001,3,2024-12-14,27,56151044.8,18,4,1,3,8,Regular Customers,0.19,282,Maintain engagement and encourage higher purchase frequency
C0449,Fleet Owner,Logistics,West,KOL001,3,2024-11-19,32,55700286.8,43,3,2,3,8,Regular Customers,0.19,285,Maintain engagement and encourage higher purchase frequency
C0450,Fleet Owner,Construction,East,KOL001,5,2024-09-12,38,55345960.4,111,1,4,3,8,At Risk,0.19,293,Run targeted re-engagement and retention campaigns
C0001,Retail,Construction,East,KOL001,4,2024-11-15,34,55019747.4,47,3,2,3,8,Regular Customers,0.19,295,Maintain engagement and encourage higher purchase frequency
C0203,Government,Manufacturing,West,AHM001,1,2024-11-19,35,53777085.6,43,3,3,2,8,Regular Customers,0.18,315,Maintain engagement and encourage higher purchase frequency
C0362,Corporate,Rental,West,AHM001,1,2024-10-11,37,53495189.2,82,2,4,2,8,At Risk,0.18,321,Run targeted re-engagement and retention campaigns
C0378,Retail,Manufacturing,North,DEL001,4,2024-11-16,35,50644577.2,46,3,3,2,8,Regular Customers,0.17,350,Maintain engagement and encourage higher purchase frequency
C0308,Retail,Mining,North,DEL001,3,2024-12-12,33,50359329.6,20,4,2,2,8,Low Value,0.17,358,Improve engagement and evaluate cost-to-serve
C0057,Retail,Logistics,East,KOL001,3,2024-12-04,32,49701788.6,28,4,2,2,8,Low Value,0.17,366,Improve engagement and evaluate cost-to-serve
C0432,Fleet Owner,Mining,South,HYD001,3,2024-10-04,37,49310040.8,89,2,4,2,8,At Risk,0.17,370,Run targeted re-engagement and retention campaigns
C0036,Fleet Owner,Construction,East,KOL001,2,2024-12-18,31,48929201.8,14,5,1,2,8,Low Value,0.17,376,Improve engagement and evaluate cost-to-serve
C0480,Government,Infrastructure,West,AHM001,3,2024-11-24,34,48525468.6,38,3,3,2,8,Regular Customers,0.17,379,Maintain engagement and encourage higher purchase frequency
C0494,Corporate,Construction,East,CHN001,2,2024-11-28,32,48287535.6,34,4,2,2,8,Low Value,0.17,383,Improve engagement and evaluate cost-to-serve
C0305,Fleet Owner,Logistics,North,DEL001,3,2024-11-27,31,48238808.8,35,4,2,2,8,Low Value,0.16,384,Improve engagement and evaluate cost-to-serve
C0097,Corporate,Construction,West,PUN001,5,2024-12-16,26,47499351.2,16,5,1,2,8,Low Value,0.16,398,Improve engagement and evaluate cost-to-serve
C0404,Government,Mining,West,AHM001,5,2024-12-26,31,46035794.4,6,5,2,1,8,Low Value,0.16,419,Improve engagement and evaluate cost-to-serve
C0317,Corporate,Manufacturing,South,HYD001,3,2024-12-25,32,43291415.2,7,5,2,1,8,Low Value,0.15,445,Improve engagement and evaluate cost-to-serve
C0019,Government,Logistics,East,KOL001,5,2024-12-10,37,42528118.4,22,4,3,1,8,Recent Customers,0.15,452,Build repeat purchasing and increase customer value
C0104,Fleet Owner,Infrastructure,South,KOL001,1,2024-12-30,34,42120081.4,2,5,2,1,8,Low Value,0.14,455,Improve engagement and evaluate cost-to-serve
C0155,Fleet Owner,Mining,East,KOL001,5,2024-12-17,31,41576324.2,15,5,2,1,8,Low Value,0.14,460,Improve engagement and evaluate cost-to-serve
C0309,Government,Manufacturing,West,AHM001,4,2024-12-17,31,38065991.6,15,5,2,1,8,Low Value,0.13,479,Improve engagement and evaluate cost-to-serve
C0145,Retail,Construction,West,PUN001,3,2024-12-29,33,34445949.4,3,5,2,1,8,Low Value,0.12,489,Improve engagement and evaluate cost-to-serve
C0156,Government,Manufacturing,South,CHN001,5,2024-09-17,33,67117436.4,106,1,2,4,7,At Risk High Value,0.23,123,Prioritize retention and immediate re-engagement
C0126,Dealer,Manufacturing,South,HYD001,4,2024-04-05,33,64059034.8,271,1,2,4,7,At Risk High Value,0.22,153,Prioritize retention and immediate re-engagement
C0258,Corporate,Mining,South,CHN001,2,2024-10-10,28,62250978.4,83,2,1,4,7,At Risk High Value,0.21,174,Prioritize retention and immediate re-engagement
C0162,Retail,Mining,East,KOL001,4,2024-10-14,28,62233145.6,79,2,1,4,7,At Risk High Value,0.21,176,Prioritize retention and immediate re-engagement
C0251,Dealer,Mining,North,CHN001,4,2024-07-06,36,60544705.8,179,1,3,3,7,At Risk,0.21,202,Run targeted re-engagement and retention campaigns
C0085,Retail,Mining,South,CHN001,4,2024-09-20,37,60463527.2,103,1,3,3,7,At Risk,0.21,204,Run targeted re-engagement and retention campaigns
C0086,Retail,Construction,West,AHM001,3,2024-11-22,29,59655682.6,40,3,1,3,7,Regular Customers,0.2,218,Maintain engagement and encourage higher purchase frequency
C0424,Retail,Construction,West,AHM001,4,2024-09-23,35,58183379.4,100,1,3,3,7,At Risk,0.2,239,Run targeted re-engagement and retention campaigns
C0173,Retail,Logistics,South,CHN001,1,2024-10-18,31,57999777.4,75,2,2,3,7,Regular Customers,0.2,241,Maintain engagement and encourage higher purchase frequency
C0227,Fleet Owner,Infrastructure,East,KOL001,1,2024-10-24,34,57926647.6,69,2,2,3,7,Regular Customers,0.2,243,Maintain engagement and encourage higher purchase frequency
C0064,Corporate,Manufacturing,North,KOL001,3,2024-10-18,32,57893888.0,75,2,2,3,7,Regular Customers,0.2,244,Maintain engagement and encourage higher purchase frequency
C0357,Corporate,Mining,West,AHM001,2,2024-11-17,28,57734552.2,45,3,1,3,7,Regular Customers,0.2,252,Maintain engagement and encourage higher purchase frequency
C0367,Fleet Owner,Logistics,South,CHN001,2,2024-11-04,27,57592654.8,58,3,1,3,7,Regular Customers,0.2,253,Maintain engagement and encourage higher purchase frequency
C0088,Corporate,Infrastructure,West,PUN001,1,2024-08-06,36,57330201.8,148,1,3,3,7,At Risk,0.2,257,Run targeted re-engagement and retention campaigns
C0349,Corporate,Rental,West,AHM001,1,2024-10-19,33,56613876.0,74,2,2,3,7,Regular Customers,0.19,273,Maintain engagement and encourage higher purchase frequency
C0463,Dealer,Mining,West,AHM001,4,2024-08-22,35,55370560.0,132,1,3,3,7,At Risk,0.19,290,Run targeted re-engagement and retention campaigns
C0360,Dealer,Construction,West,AHM001,5,2024-11-17,31,54662201.0,45,3,2,2,7,Low Value,0.19,301,Improve engagement and evaluate cost-to-serve
C0274,Dealer,Mining,North,CHN001,3,2024-06-27,39,54639688.2,188,1,4,2,7,At Risk,0.19,302,Run targeted re-engagement and retention campaigns
C0321,Retail,Logistics,South,HYD001,2,2024-06-28,38,54558976.4,187,1,4,2,7,At Risk,0.19,305,Run targeted re-engagement and retention campaigns
C0364,Government,Infrastructure,East,KOL001,5,2024-11-18,32,54408370.8,44,3,2,2,7,Low Value,0.19,306,Improve engagement and evaluate cost-to-serve
C0330,Retail,Infrastructure,East,KOL001,3,2024-08-10,38,54285450.6,144,1,4,2,7,At Risk,0.19,309,Run targeted re-engagement and retention campaigns
C0224,Retail,Manufacturing,East,KOL001,3,2024-10-31,36,54050072.4,62,2,3,2,7,At Risk,0.18,311,Run targeted re-engagement and retention campaigns
C0363,Fleet Owner,Logistics,South,AHM001,5,2024-11-07,32,53560072.2,55,3,2,2,7,Low Value,0.18,318,Improve engagement and evaluate cost-to-serve
C0210,Retail,Infrastructure,West,PUN001,2,2024-11-26,30,53509817.8,36,4,1,2,7,Low Value,0.18,320,Improve engagement and evaluate cost-to-serve
C0012,Fleet Owner,Logistics,South,CHN001,1,2024-10-10,37,53404468.4,83,2,3,2,7,At Risk,0.18,323,Run targeted re-engagement and retention campaigns
C0486,Government,Manufacturing,West,PUN001,2,2024-10-07,34,52620254.4,86,2,3,2,7,At Risk,0.18,329,Run targeted re-engagement and retention campaigns
C0338,Corporate,Rental,West,AHM001,4,2024-11-23,33,52210070.0,39,3,2,2,7,Low Value,0.18,332,Improve engagement and evaluate cost-to-serve
C0446,Retail,Logistics,South,HYD001,1,2024-10-16,34,52035543.6,77,2,3,2,7,At Risk,0.18,334,Run targeted re-engagement and retention campaigns
C0205,Retail,Construction,North,CHN001,2,2024-11-15,33,51965845.0,47,3,2,2,7,Low Value,0.18,337,Improve engagement and evaluate cost-to-serve
C0400,Government,Infrastructure,North,DEL001,5,2024-10-23,35,51694363.6,70,2,3,2,7,At Risk,0.18,340,Run targeted re-engagement and retention campaigns
C0231,Government,Infrastructure,West,PUN001,4,2024-11-08,32,51646725.4,54,3,2,2,7,Low Value,0.18,341,Improve engagement and evaluate cost-to-serve
