customer_id,customer_type,industry_segment,region,first_purchase_date,last_purchase_date,delivered_order_count,total_revenue,customer_lifetime_days,days_since_last_purchase,customer_lifetime_years,orders_per_year,retention_status,retention_score,retention_class,average_order_value
C0420,Retail,Rental,South,2019-01-10,2024-11-22,46,92482888.8,2183,40,5.976728268309377,7.6965185524507564,Recently Inactive,80,High Retention,2010497.5826086956
C0083,Dealer,Infrastructure,North,2019-05-23,2024-10-04,45,89672688.2,2050,89,5.6125941136208075,8.017682926829268,Recently Inactive,80,High Retention,1992726.4044444445
C0207,Corporate,Rental,East,2019-02-10,2024-10-13,45,87068691.0,2152,80,5.891854893908282,7.637662639405204,Recently Inactive,80,High Retention,1934859.8
C0359,Fleet Owner,Mining,South,2019-02-12,2024-11-28,46,85617784.0,2150,34,5.886379192334018,7.814651162790698,Recently Inactive,80,High Retention,1861256.1739130435
C0134,Fleet Owner,Infrastructure,West,2019-03-03,2024-11-24,48,85243025.2,2131,38,5.834360027378508,8.227123416236509,Recently Inactive,80,High Retention,1775896.3583333334
C0200,Retail,Logistics,East,2019-02-09,2024-11-25,47,84469856.6,2153,37,5.894592744695414,7.973409196470042,Recently Inactive,80,High Retention,1797230.9914893615
C0462,Retail,Logistics,South,2019-01-06,2024-11-13,49,82777824.6,2187,49,5.987679671457905,8.183470507544582,Recently Inactive,80,High Retention,1689343.3591836733
C0440,Retail,Manufacturing,South,2019-01-29,2024-10-21,44,82426773.6,2164,72,5.924709103353867,7.426524953789279,Recently Inactive,80,High Retention,1873335.7636363634
C0371,Retail,Rental,South,2019-01-03,2024-11-02,47,82052808.0,2190,60,5.9958932238193015,7.838698630136987,Recently Inactive,80,High Retention,1745804.425531915
C0375,Fleet Owner,Mining,West,2019-02-20,2024-11-03,42,81286325.6,2142,59,5.864476386036961,7.161764705882352,Recently Inactive,80,High Retention,1935388.7047619047
C0076,Government,Mining,South,2019-01-12,2024-10-06,45,80026994.2,2181,87,5.971252566735113,7.536107290233838,Recently Inactive,80,High Retention,1778377.648888889
C0062,Dealer,Construction,South,2019-03-18,2024-10-31,36,78963082.0,2116,62,5.793292265571527,6.2140831758034025,Recently Inactive,80,High Retention,2193418.9444444445
C0380,Fleet Owner,Manufacturing,South,2019-01-29,2024-11-03,50,77887431.8,2164,59,5.924709103353867,8.439232902033272,Recently Inactive,80,High Retention,1557748.636
C0197,Government,Manufacturing,West,2019-02-22,2024-10-18,47,77464617.6,2140,75,5.859000684462697,8.021845794392522,Recently Inactive,80,High Retention,1648183.3531914891
C0060,Dealer,Mining,South,2019-07-20,2024-11-24,44,77163010.4,1992,38,5.453798767967146,8.06777108433735,Recently Inactive,80,High Retention,1753704.781818182
C0246,Retail,Manufacturing,North,2019-01-26,2024-11-02,35,77080113.6,2167,60,5.932922655715264,5.899284725426857,Recently Inactive,80,High Retention,2202288.96
C0013,Dealer,Construction,West,2019-01-02,2024-10-27,44,76843692.4,2191,66,5.9986310746064335,7.335006846188955,Recently Inactive,80,High Retention,1746447.5545454547
C0129,Corporate,Mining,North,2019-01-06,2024-10-31,36,76393252.6,2187,62,5.987679671457905,6.012345679012346,Recently Inactive,80,High Retention,2122034.794444444
C0468,Fleet Owner,Rental,South,2019-05-10,2024-11-10,49,75254807.6,2063,52,5.648186173853525,8.675351429956374,Recently Inactive,80,High Retention,1535812.4
C0005,Dealer,Construction,West,2019-02-28,2024-10-04,45,74996415.4,2134,89,5.842573579739904,7.702085285848173,Recently Inactive,80,High Retention,1666587.008888889
C0237,Dealer,Infrastructure,South,2019-01-28,2024-10-15,44,74820743.4,2165,78,5.927446954141,7.423094688221709,Recently Inactive,80,High Retention,1700471.4409090912
C0435,Dealer,Manufacturing,South,2019-10-11,2024-11-01,50,73908258.2,1909,61,5.2265571526351815,9.566526977475117,Recently Inactive,80,High Retention,1478165.164
C0042,Fleet Owner,Rental,South,2019-01-25,2024-10-13,41,73882726.2,2168,80,5.935660506502396,6.907403136531365,Recently Inactive,80,High Retention,1802017.712195122
C0307,Dealer,Manufacturing,West,2019-01-15,2024-11-24,42,73655534.6,2178,38,5.963039014373717,7.043388429752066,Recently Inactive,80,High Retention,1753703.2047619047
C0241,Government,Construction,West,2019-02-01,2024-10-31,39,73396972.0,2161,62,5.916495550992471,6.591739935215179,Recently Inactive,80,High Retention,1881973.641025641
C0242,Government,Construction,South,2019-01-30,2024-11-18,47,73225487.6,2163,44,5.921971252566735,7.9365464632454925,Recently Inactive,80,High Retention,1557989.0978723404
C0253,Retail,Rental,West,2019-03-28,2024-11-27,39,72946151.6,2106,35,5.765913757700205,6.763888888888889,Recently Inactive,80,High Retention,1870414.1435897434
C0342,Dealer,Infrastructure,North,2019-12-04,2024-10-09,36,72821567.8,1855,84,5.078713210130048,7.088409703504043,Recently Inactive,80,High Retention,2022821.3277777778
C0300,Dealer,Mining,North,2019-05-05,2024-11-18,40,72746205.0,2068,44,5.661875427789186,7.064796905222437,Recently Inactive,80,High Retention,1818655.125
C0071,Corporate,Rental,North,2019-01-24,2024-11-26,42,72076738.0,2169,36,5.938398357289528,7.072614107883817,Recently Inactive,80,High Retention,1716112.8095238095
C0032,Government,Logistics,West,2019-01-23,2024-10-25,44,71991263.0,2170,68,5.94113620807666,7.405990783410138,Recently Inactive,80,High Retention,1636165.0681818181
C0102,Government,Infrastructure,East,2019-03-11,2024-10-24,34,71864051.2,2123,69,5.812457221081451,5.84950541686293,Recently Inactive,80,High Retention,2113648.564705882
C0196,Fleet Owner,Rental,North East,2019-01-09,2024-10-28,48,71291851.6,2184,65,5.979466119096509,8.027472527472527,Recently Inactive,80,High Retention,1485246.9083333332
C0255,Retail,Infrastructure,South,2019-01-05,2024-11-11,45,71144094.2,2188,51,5.990417522245037,7.511997257769653,Recently Inactive,80,High Retention,1580979.8711111112
C0160,Retail,Rental,West,2019-02-19,2024-11-23,44,70762190.2,2143,39,5.867214236824093,7.4993000466635555,Recently Inactive,80,High Retention,1608231.5954545455
C0123,Corporate,Infrastructure,East,2019-01-16,2024-11-04,36,70019319.0,2177,58,5.960301163586585,6.039963252181901,Recently Inactive,80,High Retention,1944981.0833333333
C0394,Government,Construction,South,2019-03-08,2024-11-21,40,69936379.2,2126,41,5.820670773442847,6.87206020696143,Recently Inactive,80,High Retention,1748409.48
C0169,Fleet Owner,Construction,West,2019-03-25,2024-10-27,40,69450095.6,2109,66,5.774127310061601,6.927453769559033,Recently Inactive,80,High Retention,1736252.39
C0429,Fleet Owner,Logistics,West,2019-02-08,2024-10-21,42,69444114.2,2154,72,5.897330595482546,7.121866295264624,Recently Inactive,80,High Retention,1653431.2904761906
C0009,Corporate,Rental,West,2019-04-14,2024-11-04,34,68836324.8,2089,58,5.71937029431896,5.9447103877453324,Recently Inactive,80,High Retention,2024597.788235294
C0415,Government,Infrastructure,North East,2019-03-21,2024-10-11,33,68592455.6,2113,82,5.7850787132101305,5.704330336015144,Recently Inactive,80,High Retention,2078559.2606060605
C0343,Corporate,Construction,West,2019-02-28,2024-11-21,40,68419201.6,2134,41,5.842573579739904,6.846298031865042,Recently Inactive,80,High Retention,1710480.0399999998
C0383,Fleet Owner,Infrastructure,North,2019-02-18,2024-11-19,41,68192154.0,2144,43,5.8699520876112254,6.984724813432836,Recently Inactive,80,High Retention,1663223.268292683
C0193,Dealer,Infrastructure,West,2019-01-10,2024-11-30,38,67795348.0,2183,32,5.976728268309377,6.357993586807146,Recently Inactive,80,High Retention,1784088.105263158
C0247,Corporate,Logistics,East,2019-02-14,2024-11-13,39,67759559.60000001,2148,49,5.880903490759754,6.63163407821229,Recently Inactive,80,High Retention,1737424.6051282054
C0264,Retail,Infrastructure,West,2019-01-02,2024-11-02,36,67321592.8,2191,60,5.9986310746064335,6.001369237790963,Recently Inactive,80,High Retention,1870044.2444444443
C0488,Government,Construction,South,2019-03-01,2024-11-26,37,67251532.8,2133,36,5.839835728952772,6.335794655414909,Recently Inactive,80,High Retention,1817608.9945945945
C0119,Government,Manufacturing,West,2019-01-07,2024-10-26,51,67143205.2,2186,67,5.984941820670773,8.521386093321135,Recently Inactive,80,High Retention,1316533.4352941178
C0341,Fleet Owner,Mining,North,2019-03-10,2024-10-07,36,66838579.4,2124,86,5.815195071868583,6.190677966101695,Recently Inactive,80,High Retention,1856627.2055555554
C0141,Corporate,Rental,West,2019-04-06,2024-11-15,36,66220737.2,2097,47,5.7412731006160165,6.2703862660944205,Recently Inactive,80,High Retention,1839464.9222222222
C0422,Government,Construction,South,2019-09-19,2024-11-04,37,65678984.2,1931,58,5.286789869952088,6.9985758674262035,Recently Inactive,80,High Retention,1775107.6810810813
C0471,Fleet Owner,Logistics,West,2019-02-23,2024-11-27,37,65501994.2,2139,35,5.856262833675565,6.318022440392706,Recently Inactive,80,High Retention,1770324.1675675677
C0209,Corporate,Infrastructure,East,2019-10-18,2024-11-22,44,65445658.4,1902,40,5.207392197125257,8.449526813880126,Recently Inactive,80,High Retention,1487401.3272727272
C0312,Government,Construction,West,2019-04-16,2024-11-17,37,65437706.6,2087,45,5.713894592744696,6.4754432199329175,Recently Inactive,80,High Retention,1768586.664864865
C0295,Corporate,Mining,East,2019-03-07,2024-10-09,38,65390145.6,2127,84,5.823408624229979,6.525387870239775,Recently Inactive,80,High Retention,1720793.305263158
C0443,Dealer,Infrastructure,East,2019-03-27,2024-11-18,40,64951558.8,2107,44,5.768651608487337,6.934029425723778,Recently Inactive,80,High Retention,1623788.97
C0406,Dealer,Logistics,West,2019-02-25,2024-10-11,32,64818334.4,2137,82,5.8507871321013,5.469349555451568,Recently Inactive,80,High Retention,2025572.95
C0460,Dealer,Logistics,South,2019-04-06,2024-11-25,32,64634814.4,2097,37,5.7412731006160165,5.573676680972818,Recently Inactive,80,High Retention,2019837.95
C0275,Fleet Owner,Construction,West,2019-06-17,2024-11-06,45,64270295.0,2025,56,5.544147843942505,8.116666666666667,Recently Inactive,80,High Retention,1428228.7777777778
C0390,Fleet Owner,Construction,North,2019-03-23,2024-11-09,32,64132451.0,2111,53,5.779603011635865,5.536712458550451,Recently Inactive,80,High Retention,2004139.09375
C0268,Government,Mining,West,2019-01-21,2024-10-07,32,63709103.6,2172,86,5.946611909650924,5.3812154696132595,Recently Inactive,80,High Retention,1990909.4875
C0455,Retail,Logistics,Central,2019-04-27,2024-11-27,35,63287015.4,2076,35,5.683778234086242,6.157875722543353,Recently Inactive,80,High Retention,1808200.44
C0010,Dealer,Construction,South,2019-01-23,2024-11-27,46,63051038.4,2170,35,5.94113620807666,7.742626728110599,Recently Inactive,80,High Retention,1370674.7478260868
C0467,Retail,Construction,North,2019-01-02,2024-11-06,48,62880162.4,2191,56,5.9986310746064335,8.001825650387952,Recently Inactive,80,High Retention,1310003.3833333333
C0499,Corporate,Construction,East,2019-01-18,2024-11-29,39,62785837.0,2175,33,5.95482546201232,6.549310344827586,Recently Inactive,80,High Retention,1609893.2564102565
C0039,Fleet Owner,Rental,South,2019-04-17,2024-11-28,38,62706510.2,2086,34,5.711156741957564,6.6536433365292424,Recently Inactive,80,High Retention,1650171.3210526316
C0101,Corporate,Logistics,South,2019-02-26,2024-10-10,38,62629058.6,2136,83,5.848049281314168,6.497893258426966,Recently Inactive,80,High Retention,1648133.1210526316
C0413,Fleet Owner,Manufacturing,South,2019-02-06,2024-11-08,41,62380011.4,2156,54,5.90280629705681,6.94584879406308,Recently Inactive,80,High Retention,1521463.6926829268
C0258,Corporate,Mining,South,2019-02-04,2024-10-10,28,62250978.4,2158,83,5.908281998631074,4.739110287303059,Recently Inactive,80,High Retention,2223249.2285714285
C0152,Corporate,Manufacturing,South,2019-03-10,2024-11-18,40,62249804.2,2124,44,5.815195071868583,6.878531073446328,Recently Inactive,80,High Retention,1556245.105
C0162,Retail,Mining,East,2019-07-05,2024-10-14,28,62233145.6,2007,79,5.494866529774128,5.095665171898355,Recently Inactive,80,High Retention,2222612.342857143
C0318,Corporate,Logistics,North,2019-01-08,2024-10-17,36,62202116.0,2185,76,5.982203969883641,6.017848970251716,Recently Inactive,80,High Retention,1727836.5555555555
C0230,Dealer,Infrastructure,North,2019-02-19,2024-10-31,38,62086661.8,2143,62,5.867214236824093,6.476668222118525,Recently Inactive,80,High Retention,1633859.5210526315
C0381,Corporate,Mining,South,2019-07-06,2024-11-17,29,62038399.0,2006,45,5.492128678986996,5.280284147557327,Recently Inactive,80,High Retention,2139255.1379310344
C0216,Government,Mining,East,2019-01-27,2024-11-20,39,62009378.6,2166,42,5.930184804928132,6.576523545706371,Recently Inactive,80,High Retention,1589984.0666666667
C0492,Dealer,Rental,East,2019-02-04,2024-11-05,35,61798115.2,2158,57,5.908281998631074,5.923887859128823,Recently Inactive,80,High Retention,1765660.4342857143
C0263,Government,Rental,South,2019-03-06,2024-11-01,35,61677496.4,2128,61,5.8261464750171115,6.0074013157894735,Recently Inactive,80,High Retention,1762214.1828571428
C0269,Government,Mining,South,2019-01-12,2024-11-22,41,61642030.4,2181,40,5.971252566735113,6.866231086657496,Recently Inactive,80,High Retention,1503464.156097561
C0184,Retail,Rental,South,2019-03-12,2024-11-28,29,61479056.4,2122,34,5.809719370294319,4.991635249764373,Recently Inactive,80,High Retention,2119967.4620689657
C0189,Government,Manufacturing,South,2019-03-03,2024-11-11,35,61121980.8,2131,51,5.834360027378508,5.9989441576724545,Recently Inactive,80,High Retention,1746342.3085714285
C0015,Government,Rental,West,2019-02-18,2024-11-16,34,61028370.8,2144,46,5.8699520876112254,5.792210820895522,Recently Inactive,80,High Retention,1794952.0823529412
C0056,Dealer,Mining,North,2019-01-08,2024-11-10,36,60885469.8,2185,52,5.982203969883641,6.017848970251716,Recently Inactive,80,High Retention,1691263.0499999998
C0161,Dealer,Mining,West,2019-03-24,2024-11-17,37,60837361.2,2110,45,5.776865160848733,6.404857819905214,Recently Inactive,80,High Retention,1644253.0054054055
C0409,Government,Logistics,West,2019-01-19,2024-10-09,45,60821412.6,2174,84,5.952087611225188,7.560372585096596,Recently Inactive,80,High Retention,1351586.9466666668
C0335,Government,Infrastructure,North East,2019-01-31,2024-11-03,38,60351028.0,2162,59,5.919233401779603,6.419750231267345,Recently Inactive,80,High Retention,1588184.9473684211
C0140,Retail,Logistics,West,2019-03-18,2024-11-24,37,60136648.6,2116,38,5.793292265571527,6.386696597353497,Recently Inactive,80,High Retention,1625314.827027027
C0408,Government,Infrastructure,South,2019-07-06,2024-11-02,36,60127186.2,2006,60,5.492128678986996,6.554835493519441,Recently Inactive,80,High Retention,1670199.6166666667
C0130,Government,Mining,West,2019-02-17,2024-11-16,39,60017312.8,2145,46,5.8726899383983575,6.640909090909091,Recently Inactive,80,High Retention,1538905.4564102564
C0410,Corporate,Mining,South,2019-03-03,2024-11-27,39,59804309.8,2131,35,5.834360027378508,6.684537775692164,Recently Inactive,80,High Retention,1533443.841025641
C0086,Retail,Construction,West,2019-01-12,2024-11-22,29,59655682.6,2181,40,5.971252566735113,4.856602475928473,Recently Inactive,80,High Retention,2057092.5034482758
C0175,Fleet Owner,Rental,East,2019-01-24,2024-11-01,36,59434888.8,2169,61,5.938398357289528,6.062240663900415,Recently Inactive,80,High Retention,1650969.1333333333
C0051,Retail,Infrastructure,North,2019-02-15,2024-11-15,36,59420710.4,2147,47,5.878165639972622,6.124359571495109,Recently Inactive,80,High Retention,1650575.288888889
C0211,Fleet Owner,Manufacturing,South,2019-03-06,2024-11-20,42,59389779.2,2128,42,5.8261464750171115,7.208881578947368,Recently Inactive,80,High Retention,1414042.361904762
C0453,Dealer,Mining,East,2019-05-25,2024-12-01,31,59284873.8,2048,31,5.607118412046543,5.5286865234375,Recently Inactive,80,High Retention,1912415.2838709676
C0280,Corporate,Construction,West,2019-01-12,2024-11-05,42,59078520.8,2181,57,5.971252566735113,7.033700137551582,Recently Inactive,80,High Retention,1406631.4476190475
C0310,Government,Infrastructure,East,2019-05-30,2024-11-07,39,59059490.6,2043,55,5.593429158110883,6.972466960352423,Recently Inactive,80,High Retention,1514345.912820513
C0106,Dealer,Infrastructure,Central,2019-04-07,2024-11-12,39,58339475.8,2096,50,5.738535249828884,6.796159351145038,Recently Inactive,80,High Retention,1495883.9948717947
C0401,Government,Logistics,North East,2019-01-11,2024-10-25,36,58231157.8,2182,68,5.973990417522245,6.026122823098075,Recently Inactive,80,High Retention,1617532.161111111
C0173,Retail,Logistics,South,2019-03-29,2024-10-18,31,57999777.4,2105,75,5.763175906913073,5.378978622327791,Recently Inactive,80,High Retention,1870960.5612903226
C0093,Dealer,Manufacturing,South,2019-02-13,2024-12-01,36,57944235.8,2149,31,5.883641341546886,6.118659841786878,Recently Inactive,80,High Retention,1609562.1055555556
C0227,Fleet Owner,Infrastructure,East,2019-02-13,2024-10-24,34,57926647.6,2149,69,5.883641341546886,5.77873429502094,Recently Inactive,80,High Retention,1703724.9294117647
C0064,Corporate,Manufacturing,North,2019-03-21,2024-10-18,32,57893888.0,2113,75,5.7850787132101305,5.531471840984382,Recently Inactive,80,High Retention,1809184.0
C0236,Corporate,Mining,West,2019-03-21,2024-10-25,41,57861179.0,2113,68,5.7850787132101305,7.087198296261239,Recently Inactive,80,High Retention,1411248.268292683
C0038,Fleet Owner,Rental,North,2019-01-08,2024-11-29,36,57808311.2,2185,33,5.982203969883641,6.017848970251716,Recently Inactive,80,High Retention,1605786.4222222222
C0477,Government,Construction,West,2019-06-12,2024-10-13,36,57746038.6,2030,80,5.557837097878165,6.477339901477833,Recently Inactive,80,High Retention,1604056.6277777778
C0357,Corporate,Mining,West,2019-01-05,2024-11-17,28,57734552.2,2188,45,5.990417522245037,4.674131627056673,Recently Inactive,80,High Retention,2061948.2928571429
C0367,Fleet Owner,Logistics,South,2019-02-28,2024-11-04,27,57592654.8,2134,58,5.842573579739904,4.621251171508904,Recently Inactive,80,High Retention,2133061.288888889
C0290,Corporate,Construction,West,2019-03-04,2024-11-15,40,57372288.2,2130,47,5.831622176591376,6.859154929577465,Recently Inactive,80,High Retention,1434307.205
C0172,Dealer,Manufacturing,South,2019-08-18,2024-11-27,37,57323600.2,1963,35,5.374401095140315,6.884488028527763,Recently Inactive,80,High Retention,1549286.491891892
C0105,Government,Logistics,North,2019-05-25,2024-11-26,41,57202879.8,2048,36,5.607118412046543,7.3121337890625,Recently Inactive,80,High Retention,1395192.1902439024
C0011,Retail,Infrastructure,West,2019-01-03,2024-11-22,41,57187490.8,2190,40,5.9958932238193015,6.838013698630138,Recently Inactive,80,High Retention,1394816.8487804877
C0073,Corporate,Rental,North,2019-03-23,2024-11-12,32,56970903.6,2111,50,5.779603011635865,5.536712458550451,Recently Inactive,80,High Retention,1780340.7375
C0296,Corporate,Manufacturing,East,2019-01-02,2024-11-07,40,56944680.8,2191,55,5.9986310746064335,6.66818804198996,Recently Inactive,80,High Retention,1423617.02
C0022,Retail,Infrastructure,South,2019-01-13,2024-11-06,38,56759064.0,2180,56,5.968514715947981,6.366743119266055,Recently Inactive,80,High Retention,1493659.5789473683
C0461,Corporate,Infrastructure,North,2019-02-27,2024-10-31,36,56714684.2,2135,62,5.845311430527036,6.1587822014051525,Recently Inactive,80,High Retention,1575407.8944444444
C0349,Corporate,Rental,West,2019-01-31,2024-10-19,33,56613876.0,2162,74,5.919233401779603,5.575046253469011,Recently Inactive,80,High Retention,1715572.0
C0457,Retail,Manufacturing,East,2019-01-13,2024-11-15,33,56578805.4,2180,47,5.968514715947981,5.52901376146789,Recently Inactive,80,High Retention,1714509.2545454544
C0245,Dealer,Logistics,South,2019-01-01,2024-11-30,33,56554752.6,2192,32,6.0013689253935665,5.498745437956204,Recently Inactive,80,High Retention,1713780.3818181818
C0080,Retail,Mining,South,2019-02-20,2024-11-03,42,56541324.2,2142,59,5.864476386036961,7.161764705882352,Recently Inactive,80,High Retention,1346222.004761905
C0397,Fleet Owner,Mining,West,2019-02-11,2024-11-22,36,56279511.4,2151,40,5.88911704312115,6.112970711297071,Recently Inactive,80,High Retention,1563319.7611111111
C0449,Fleet Owner,Logistics,West,2019-07-19,2024-11-19,32,55700286.8,1993,43,5.456536618754278,5.864525840441545,Recently Inactive,80,High Retention,1740633.9625
C0171,Fleet Owner,Construction,South,2019-04-27,2024-10-19,30,55348450.2,2076,74,5.683778234086242,5.2781791907514455,Recently Inactive,80,High Retention,1844948.34
C0287,Dealer,Manufacturing,South,2019-03-22,2024-11-27,36,55179366.6,2112,35,5.782340862422998,6.2258522727272725,Recently Inactive,80,High Retention,1532760.1833333333
C0001,Retail,Construction,East,2019-01-26,2024-11-15,34,55019747.4,2167,47,5.932922655715264,5.730733733271804,Recently Inactive,80,High Retention,1618227.8647058823
C0472,Dealer,Manufacturing,South,2019-04-29,2024-11-23,34,54888819.4,2074,39,5.678302532511978,5.987704918032787,Recently Inactive,80,High Retention,1614377.0411764705
C0124,Dealer,Construction,West,2019-01-11,2024-11-04,42,54870405.8,2182,58,5.973990417522245,7.030476626947754,Recently Inactive,80,High Retention,1306438.2333333332
C0346,Retail,Construction,East,2019-01-21,2024-11-15,39,54686860.8,2172,47,5.946611909650924,6.55835635359116,Recently Inactive,80,High Retention,1402227.2
C0493,Retail,Construction,South,2019-02-18,2024-11-22,38,54684935.199999996,2144,40,5.8699520876112254,6.473647388059701,Recently Inactive,80,High Retention,1439077.242105263
C0360,Dealer,Construction,West,2019-05-25,2024-11-17,31,54662201.0,2048,45,5.607118412046543,5.5286865234375,Recently Inactive,80,High Retention,1763296.8064516129
C0434,Corporate,Mining,Central,2019-01-05,2024-10-26,33,54575670.2,2188,67,5.990417522245037,5.508797989031079,Recently Inactive,80,High Retention,1653808.187878788
C0364,Government,Infrastructure,East,2019-03-14,2024-11-18,32,54408370.8,2120,44,5.804243668720055,5.513207547169811,Recently Inactive,80,High Retention,1700261.5875
C0223,Corporate,Logistics,West,2019-03-01,2024-10-15,33,54079206.6,2133,78,5.839835728952772,5.650843881856541,Recently Inactive,80,High Retention,1638763.8363636364
C0224,Retail,Manufacturing,East,2019-01-30,2024-10-31,36,54050072.4,2163,62,5.921971252566735,6.079056865464633,Recently Inactive,80,High Retention,1501390.9
C0066,Retail,Manufacturing,Central,2019-01-29,2024-10-11,32,54037060.800000004,2164,82,5.924709103353867,5.401109057301294,Recently Inactive,80,High Retention,1688658.1500000001
C0203,Government,Manufacturing,West,2019-02-25,2024-11-19,35,53777085.6,2137,43,5.8507871321013,5.9821010762751525,Recently Inactive,80,High Retention,1536488.1600000001
C0363,Fleet Owner,Logistics,South,2019-05-10,2024-11-07,32,53560072.2,2063,55,5.648186173853525,5.665535627726611,Recently Inactive,80,High Retention,1673752.25625
C0442,Dealer,Logistics,East,2019-01-28,2024-10-20,33,53527848.6,2165,73,5.927446954141,5.567321016166281,Recently Inactive,80,High Retention,1622056.0181818183
C0210,Retail,Infrastructure,West,2019-02-20,2024-11-26,30,53509817.8,2142,36,5.864476386036961,5.1155462184873945,Recently Inactive,80,High Retention,1783660.5933333333
C0362,Corporate,Rental,West,2019-02-26,2024-10-11,37,53495189.2,2136,82,5.848049281314168,6.32689606741573,Recently Inactive,80,High Retention,1445815.9243243244
C0220,Government,Infrastructure,Central,2019-01-19,2024-11-06,43,53467975.0,2174,56,5.952087611225188,7.224356025758969,Recently Inactive,80,High Retention,1243441.2790697673
C0012,Fleet Owner,Logistics,South,2019-01-28,2024-10-10,37,53404468.4,2165,83,5.927446954141,6.242147806004619,Recently Inactive,80,High Retention,1443364.0108108108
C0035,Dealer,Infrastructure,Central,2019-01-07,2024-11-12,38,53340276.800000004,2186,50,5.984941820670773,6.3492680695333945,Recently Inactive,80,High Retention,1403691.494736842
C0427,Corporate,Mining,West,2019-02-07,2024-11-26,41,53149424.199999996,2155,36,5.900068446269678,6.94907192575406,Recently Inactive,80,High Retention,1296327.419512195
C0325,Corporate,Rental,East,2019-03-03,2024-11-09,30,52920013.4,2131,53,5.834360027378508,5.141952135147818,Recently Inactive,80,High Retention,1764000.4466666665
C0486,Government,Manufacturing,West,2019-01-01,2024-10-07,34,52620254.4,2192,86,6.0013689253935665,5.665374087591241,Recently Inactive,80,High Retention,1547654.5411764705
C0338,Corporate,Rental,West,2019-02-01,2024-11-23,33,52210070.0,2161,39,5.916495550992471,5.577626099028228,Recently Inactive,80,High Retention,1582123.3333333333
C0376,Retail,Construction,North,2019-07-01,2024-11-24,29,52106248.6,2011,38,5.505817932922656,5.26715564395823,Recently Inactive,80,High Retention,1796767.1931034483
C0446,Retail,Logistics,South,2019-02-03,2024-10-16,34,52035543.6,2159,77,5.9110198494182065,5.751968503937008,Recently Inactive,80,High Retention,1530457.1647058823
C0205,Retail,Construction,North,2019-02-07,2024-11-15,33,51965845.0,2155,47,5.900068446269678,5.593155452436195,Recently Inactive,80,High Retention,1574722.5757575757
C0090,Government,Infrastructure,North,2019-03-16,2024-10-22,43,51915256.6,2118,71,5.798767967145791,7.415368271954674,Recently Inactive,80,High Retention,1207331.5488372094
C0368,Fleet Owner,Construction,South,2019-02-17,2024-11-01,31,51837532.8,2145,61,5.8726899383983575,5.2786713286713285,Recently Inactive,80,High Retention,1672178.4774193547
C0400,Government,Infrastructure,North,2019-04-06,2024-10-23,35,51694363.6,2097,70,5.7412731006160165,6.09620886981402,Recently Inactive,80,High Retention,1476981.8171428572
C0231,Government,Infrastructure,West,2019-02-21,2024-11-08,32,51646725.4,2141,54,5.861738535249829,5.459131247080803,Recently Inactive,80,High Retention,1613960.16875
C0497,Government,Logistics,South,2019-06-12,2024-11-02,30,51439335.2,2030,60,5.557837097878165,5.397783251231528,Recently Inactive,80,High Retention,1714644.5066666668
C0348,Retail,Logistics,North,2019-04-15,2024-10-24,34,50897650.4,2088,69,5.716632443531828,5.947557471264368,Recently Inactive,80,High Retention,1496989.717647059
C0378,Retail,Manufacturing,North,2019-01-19,2024-11-16,35,50644577.199999996,2174,46,5.952087611225188,5.880289788408463,Recently Inactive,80,High Retention,1446987.92
C0345,Retail,Infrastructure,West,2019-02-21,2024-11-20,40,50444735.6,2141,42,5.861738535249829,6.823914058851003,Recently Inactive,80,High Retention,1261118.3900000001
C0120,Fleet Owner,Construction,South,2019-01-02,2024-11-15,34,50313583.0,2191,47,5.9986310746064335,5.667959835691465,Recently Inactive,80,High Retention,1479811.2647058824
C0289,Corporate,Logistics,South,2019-02-07,2024-10-29,35,50221149.2,2155,64,5.900068446269678,5.932134570765661,Recently Inactive,80,High Retention,1434889.9771428572
C0075,Retail,Mining,South,2019-04-17,2024-10-20,33,50186853.4,2086,73,5.711156741957564,5.778163950143815,Recently Inactive,80,High Retention,1520813.7393939393
C0233,Government,Logistics,East,2019-05-29,2024-10-21,28,49889164.0,2044,72,5.596167008898015,5.0034246575342465,Recently Inactive,80,High Retention,1781755.857142857
C0044,Government,Mining,West,2019-01-05,2024-11-17,34,49589458.0,2188,45,5.990417522245037,5.67573126142596,Recently Inactive,80,High Retention,1458513.4705882352
C0432,Fleet Owner,Mining,South,2019-01-26,2024-10-04,37,49310040.800000004,2167,89,5.932922655715264,6.236386709736963,Recently Inactive,80,High Retention,1332703.8054054056
C0018,Retail,Construction,West,2019-06-10,2024-11-14,31,49286607.8,2032,48,5.563312799452429,5.572219488188977,Recently Inactive,80,High Retention,1589890.5741935482
C0199,Government,Mining,West,2019-01-19,2024-10-21,33,48930073.4,2174,72,5.952087611225188,5.544273229070837,Recently Inactive,80,High Retention,1482729.4969696968
C0386,Retail,Construction,North,2019-04-23,2024-11-04,32,48819152.6,2080,58,5.69472963723477,5.61923076923077,Recently Inactive,80,High Retention,1525598.51875
C0389,Retail,Mining,West,2019-04-04,2024-11-25,30,48796477.0,2099,37,5.746748802190281,5.220343020485946,Recently Inactive,80,High Retention,1626549.2333333334
