customer_id,customer_type,industry_segment,region,customer_since,customer_tenure_years,delivered_order_count,orders_per_year,total_revenue,average_order_value,total_units_purchased,total_product_revenue,total_gross_profit,gross_margin_pct,annualized_revenue,annualized_gross_profit,estimated_customer_lifetime_value,customer_profitability_class,customer_clv_class,overall_customer_value_class,profitability_rank,clv_rank
C0497,Government,Logistics,South,2022-07-11,2.48,30,12.11,51439335.2,1714644.51,2279,40341140,11449696.48,22.26,20760460.97,4620996.29,13862988.86,Medium Profitability,Medium CLV,Medium Value,333,135
C0086,Retail,Construction,West,2022-04-12,2.72,29,10.65,59655682.6,2057092.5,2069,46746570,12541184.54,21.02,21898731.73,4603686.08,13811058.25,Medium Profitability,Medium CLV,Medium Value,250,136
C0112,Fleet Owner,Mining,South,2022-10-17,2.21,33,14.94,46248326.6,1401464.44,2138,36333120,10131581.77,21.91,20932095.78,4585576.51,13756729.52,Low Profitability,Medium CLV,Low Value,419,137
C0476,Fleet Owner,Infrastructure,North,2021-08-31,3.34,34,10.19,73746173.2,2169005.09,2297,57777740,15302121.2,20.75,22096628.19,4584987.5,13754962.51,High Profitability,Medium CLV,High Value,82,138
C0207,Corporate,Rental,East,2020-12-23,4.02,45,11.18,87068691.0,1934859.8,3149,68312200,18401883.21,21.13,21633904.35,4572304.65,13716913.96,High Profitability,Medium CLV,High Value,20,139
C0380,Fleet Owner,Manufacturing,South,2021-04-03,3.75,50,13.34,77887431.8,1557748.64,3614,61154260,17114479.88,21.97,20780412.32,4566153.23,13698459.7,High Profitability,Medium CLV,High Value,34,140
C0030,Corporate,Construction,South,2022-03-08,2.82,32,11.35,58263942.8,1820748.21,2481,45703710,12834718.88,22.03,20661072.92,4551340.85,13654022.54,Medium Profitability,Medium CLV,Medium Value,227,141
C0435,Dealer,Manufacturing,South,2021-05-15,3.63,50,13.76,73908258.2,1478165.16,3145,57957990,16313745.88,22.07,20342872.12,4490275.57,13470826.71,High Profitability,Medium CLV,High Value,50,142
C0034,Government,Construction,West,2022-12-08,2.07,32,15.48,42477752.2,1327429.76,1983,33363540,9279160.73,21.84,20549667.54,4489024.45,13467073.34,Low Profitability,Medium CLV,Low Value,454,143
C0369,Government,Manufacturing,West,2021-11-05,3.16,40,12.67,64656844.2,1616421.1,2597,50690940,14057877.08,21.74,20482144.27,4453286.73,13359860.2,Medium Profitability,Medium CLV,Medium Value,139,144
C0318,Corporate,Logistics,North,2021-12-10,3.06,36,11.76,62202116.0,1727836.56,2547,48754200,13598906.29,21.86,20321397.92,4442755.39,13328266.16,Medium Profitability,Medium CLV,Medium Value,170,145
C0006,Government,Construction,West,2021-10-14,3.22,40,12.43,65482805.4,1637070.14,2737,51412280,14288487.33,21.82,20355399.72,4441591.49,13324774.46,Medium Profitability,Medium CLV,Medium Value,129,146
C0322,Government,Construction,West,2022-12-13,2.05,28,13.64,40996678.0,1464167.07,1962,32200600,9022444.19,22.01,19965382.19,4393930.32,13181790.96,Low Profitability,Medium CLV,Low Value,463,147
C0013,Dealer,Construction,West,2021-04-01,3.75,44,11.72,76843692.4,1746447.55,3311,60328180,16477644.99,21.44,20472034.03,4389832.12,13169496.35,High Profitability,Medium CLV,High Value,47,148
C0196,Fleet Owner,Rental,North East,2021-05-24,3.61,48,13.3,71291851.6,1485246.91,3059,55921870,15537073.83,21.79,19756713.81,4305702.74,12917108.23,High Profitability,Medium CLV,High Value,74,149
C0214,Corporate,Rental,West,2022-05-20,2.62,31,11.83,50612095.0,1632648.23,2180,39709250,11238107.12,22.2,19316685.16,4289152.17,12867456.51,Medium Profitability,Medium CLV,Medium Value,349,150
C0128,Retail,Mining,West,2021-08-17,3.38,33,9.78,69172996.2,2096151.4,2377,54226840,14445280.9,20.88,20491027.46,4279106.93,12837320.8,High Profitability,Medium CLV,High Value,124,151
C0092,Fleet Owner,Logistics,West,2022-07-25,2.44,36,14.76,46760586.8,1298905.19,2164,36740510,10406891.52,22.26,19168691.73,4266124.72,12798374.17,Low Profitability,Medium CLV,Low Value,402,152
C0363,Fleet Owner,Logistics,South,2022-03-17,2.8,32,11.45,53560072.2,1673752.26,2504,42048290,11919365.26,22.25,19160446.98,4264004.08,12792012.23,Medium Profitability,Medium CLV,Medium Value,300,153
C0310,Government,Infrastructure,East,2021-11-23,3.11,39,12.55,59059490.6,1514345.91,2817,46376420,13222400.99,22.39,19005708.32,4255050.19,12765150.56,Medium Profitability,Medium CLV,Medium Value,199,154
C0098,Corporate,Mining,East,2022-02-21,2.86,35,12.23,56088743.0,1602535.51,2381,44013350,12165232.64,21.69,19604223.33,4252010.74,12756032.22,Medium Profitability,Medium CLV,Medium Value,282,155
C0341,Fleet Owner,Mining,North,2021-08-02,3.42,36,10.54,66838579.4,1856627.21,2657,52480080,14514254.54,21.72,19561531.35,4247861.76,12743585.27,High Profitability,Medium CLV,High Value,120,156
C0209,Corporate,Infrastructure,East,2021-08-07,3.4,44,12.93,65445658.4,1487401.33,2910,51373630,14210002.29,21.71,19230914.51,4175545.73,12526637.18,Medium Profitability,Medium CLV,Medium Value,131,157
C0413,Fleet Owner,Manufacturing,South,2021-08-22,3.36,41,12.19,62380011.4,1521463.69,2737,48986230,13916677.56,22.31,18553989.55,4139304.95,12417914.85,Medium Profitability,Medium CLV,Medium Value,149,158
C0245,Dealer,Logistics,South,2022-01-18,2.95,33,11.17,56554752.6,1713780.38,2268,44342070,12225974.64,21.62,19144229.27,4138588.73,12415766.18,Medium Profitability,Medium CLV,Medium Value,275,159
C0016,Government,Rental,East,2021-04-23,3.69,35,9.48,70872336.2,2024923.89,2646,55572340,15260758.22,21.53,19189118.46,4131943.62,12395830.85,High Profitability,Medium CLV,High Value,84,160
C0371,Retail,Rental,South,2020-09-09,4.31,47,10.9,82052808.0,1745804.43,2844,64331600,17702486.44,21.57,19028436.9,4105290.9,12315872.71,High Profitability,Medium CLV,High Value,27,161
C0240,Corporate,Manufacturing,South,2020-02-21,4.86,46,9.46,92835709.4,2018167.6,3430,72778580,19942256.58,21.48,19092479.09,4101300.23,12303900.7,High Profitability,Medium CLV,High Value,7,162
C0438,Corporate,Rental,East,2021-09-19,3.29,39,11.87,61720027.0,1582564.79,2562,48432400,13442364.58,21.78,18786033.22,4091519.72,12274559.16,Medium Profitability,Medium CLV,Medium Value,181,163
C0398,Government,Rental,South,2021-10-16,3.21,35,10.9,57843305.6,1652665.87,2629,45379170,13110393.4,22.67,18011310.63,4082328.38,12246985.14,Medium Profitability,Medium CLV,Medium Value,207,164
C0248,Fleet Owner,Rental,West,2022-07-27,2.43,30,12.33,45208412.0,1506947.07,1809,35510400,9919102.76,21.94,18574097.28,4075311.9,12225935.71,Low Profitability,Medium CLV,Low Value,431,165
C0293,Dealer,Logistics,West,2021-06-02,3.58,36,10.05,66815451.4,1855984.76,2816,52424230,14523710.7,21.74,18643501.62,4052548.0,12157644.0,High Profitability,Medium CLV,High Value,119,166
C0329,Dealer,Infrastructure,Central,2021-08-04,3.41,36,10.55,64307436.8,1786317.69,2480,50414010,13745307.86,21.37,18850956.09,4029272.63,12087817.89,Medium Profitability,Medium CLV,Medium Value,159,167
C0492,Dealer,Rental,East,2021-08-03,3.41,35,10.25,61798115.2,1765660.43,2635,48527140,13611102.27,22.03,18100851.3,3986732.24,11960196.72,Medium Profitability,Medium CLV,Medium Value,169,168
C0282,Government,Logistics,East,2021-01-25,3.93,44,11.18,69381309.6,1576847.95,3200,54475470,15352838.24,22.13,17635019.72,3902313.27,11706939.81,High Profitability,Medium CLV,High Value,78,169
C0144,Fleet Owner,Construction,West,2022-10-16,2.21,25,11.3,39589546.2,1583581.85,1709,31072090,8611085.94,21.75,17896140.78,3892573.19,11677719.58,Low Profitability,Medium CLV,Low Value,477,170
C0346,Retail,Construction,East,2021-11-28,3.09,39,12.61,54686860.8,1402227.2,2411,42873560,11893999.55,21.75,17676438.86,3844498.53,11533495.58,Medium Profitability,Medium CLV,Medium Value,303,171
C0048,Dealer,Mining,South,2022-02-27,2.84,31,10.9,49413459.2,1593982.55,2043,38811940,10803702.57,21.86,17370804.59,3797932.98,11393798.93,Low Profitability,Medium CLV,Low Value,378,172
C0268,Government,Mining,West,2021-05-09,3.65,32,8.77,63709103.6,1990909.49,2405,49962270,13703835.15,21.51,17456676.74,3754933.07,11264799.22,Medium Profitability,Medium CLV,Medium Value,161,173
C0105,Government,Logistics,North,2021-07-14,3.47,41,11.82,57202879.8,1395192.19,2459,44966360,12752597.37,22.29,16490411.88,3676311.12,11028933.36,Medium Profitability,Medium CLV,Medium Value,238,174
C0391,Government,Construction,West,2022-02-23,2.86,33,11.56,47080496.4,1426681.71,2048,36944480,10491647.83,22.28,16487201.64,3674088.56,11022265.69,Low Profitability,Medium CLV,Low Value,397,175
C0291,Retail,Construction,South,2020-04-30,4.67,46,9.84,79064597.0,1718795.59,2969,61983900,17083330.12,21.61,16917600.5,3655352.27,10966056.81,High Profitability,Medium CLV,High Value,35,176
C0263,Government,Rental,South,2021-05-09,3.65,35,9.59,61677496.4,1762214.18,2552,48351480,13319453.33,21.6,16900004.17,3649610.15,10948830.45,Medium Profitability,Medium CLV,Medium Value,190,177
C0387,Dealer,Infrastructure,East,2022-01-01,3.0,34,11.33,47133318.0,1386274.06,2430,37034600,10831697.27,22.98,15707522.26,3609742.18,10829226.54,Low Profitability,Medium CLV,Low Value,377,178
C0101,Corporate,Logistics,South,2021-02-06,3.9,38,9.74,62629058.6,1648133.12,2830,49185770,14040914.44,22.42,16052816.6,3598908.07,10796724.21,Medium Profitability,Medium CLV,Medium Value,141,179
C0267,Fleet Owner,Infrastructure,South,2022-02-15,2.88,29,10.08,46440405.2,1601393.28,2008,36465390,10333139.08,22.25,16139255.95,3591036.2,10773108.61,Low Profitability,Medium CLV,Low Value,408,180
C0253,Retail,Rental,West,2020-07-18,4.46,39,8.75,72946151.6,1870414.14,3074,57279120,16000433.35,21.93,16365836.53,3589777.81,10769333.44,High Profitability,Medium CLV,High Value,61,181
C0130,Government,Mining,West,2021-05-09,3.65,39,10.69,60017312.8,1538905.46,2610,47103710,13088979.59,21.81,16445103.9,3586458.96,10759376.88,Medium Profitability,Medium CLV,Medium Value,212,182
C0183,Government,Mining,West,2022-12-11,2.06,27,13.11,32313901.0,1196811.15,1812,25426200,7380634.46,22.84,15695016.41,3584809.49,10754428.47,Low Profitability,Medium CLV,Low Value,490,183
C0359,Fleet Owner,Mining,South,2019-09-19,5.29,46,8.7,85617784.0,1861256.17,3389,67221300,18722811.79,21.87,16194663.7,3541432.94,10624298.82,High Profitability,Medium CLV,High Value,15,184
C0451,Government,Manufacturing,East,2021-11-19,3.12,37,11.87,49725150.4,1343922.98,2177,38981780,11028490.11,22.18,15945663.9,3536572.44,10609717.33,Medium Profitability,Medium CLV,Medium Value,367,185
C0465,Fleet Owner,Mining,South,2021-11-07,3.15,35,11.11,48083241.6,1373806.9,2404,37783870,11080257.11,23.04,15258387.48,3516128.51,10548385.52,Medium Profitability,Medium CLV,Medium Value,360,186
C0116,Dealer,Construction,North,2020-12-27,4.01,35,8.72,64081942.6,1830912.65,2516,50227070,13892319.83,21.68,15965845.52,3461234.53,10383703.58,Medium Profitability,Medium CLV,Medium Value,151,187
C0221,Dealer,Logistics,North,2020-01-02,5.0,44,8.8,82001959.0,1863680.89,2968,64336800,17280966.75,21.07,16402637.2,3456666.54,10369999.63,High Profitability,Medium CLV,High Value,32,188
C0113,Corporate,Logistics,South,2020-01-31,4.92,41,8.33,78713400.0,1919839.02,2822,61701750,16604352.75,21.09,15998925.63,3374924.79,10124774.36,High Profitability,Medium CLV,High Value,43,189
C0408,Government,Infrastructure,South,2021-01-20,3.95,36,9.12,60127186.2,1670199.62,2629,47201090,13223789.71,21.99,15229857.67,3349507.07,10048521.2,Medium Profitability,Medium CLV,Medium Value,198,190
C0223,Corporate,Logistics,West,2021-07-23,3.44,33,9.58,54079206.6,1638763.84,2385,42492870,11518638.41,21.3,15701454.86,3344342.35,10033027.06,Medium Profitability,Medium CLV,Medium Value,329,191
C0080,Retail,Mining,South,2021-03-12,3.81,42,11.03,56541324.2,1346222.0,2633,44386690,12501121.49,22.11,14846670.5,3282555.45,9847666.34,Medium Profitability,Medium CLV,Medium Value,254,192
C0104,Fleet Owner,Infrastructure,South,2022-01-24,2.94,34,11.57,42120081.4,1238825.92,2146,33092730,9610412.31,22.82,14337707.11,3271391.52,9814174.55,Low Profitability,Medium CLV,Low Value,445,193
C0028,Retail,Infrastructure,South,2022-05-08,2.65,29,10.93,38208624.0,1317538.76,1843,30031300,8671928.11,22.7,14402167.1,3268753.09,9806259.26,Low Profitability,Medium CLV,Low Value,474,194
C0372,Government,Logistics,South,2021-06-14,3.55,36,10.14,52822436.0,1467289.89,2264,41513200,11602446.58,21.96,14875400.73,3267381.35,9802144.06,Medium Profitability,Medium CLV,Medium Value,321,195
C0483,Corporate,Rental,North,2018-10-10,6.23,47,7.55,96130859.2,2045337.43,3454,75352940,20286962.48,21.1,15433756.63,3257060.68,9771182.04,High Profitability,Medium CLV,High Value,5,196
C0026,Fleet Owner,Mining,North,2020-12-08,4.07,36,8.85,60554977.0,1682082.69,2679,47482150,13096554.52,21.63,14894077.68,3221223.26,9663669.77,Medium Profitability,Medium CLV,Medium Value,210,197
C0274,Dealer,Mining,North,2021-05-17,3.63,39,10.75,54639688.2,1401017.65,2395,42946740,11681886.26,21.38,15061997.07,3220233.17,9660699.52,Medium Profitability,Medium CLV,Medium Value,320,198
C0153,Retail,Rental,East,2017-10-01,7.25,56,7.72,108200489.6,1932151.6,4158,84966970,23330412.71,21.56,14918923.68,3216849.09,9650547.27,High Profitability,Medium CLV,High Value,1,199
C0477,Government,Construction,West,2021-01-03,3.99,36,9.01,57746038.6,1604056.63,2667,45286770,12750015.86,22.08,14456299.25,3191873.4,9575620.2,Medium Profitability,Medium CLV,Medium Value,239,200
C0426,Dealer,Infrastructure,North East,2021-01-24,3.94,35,8.89,57207251.0,1634492.89,2335,44884200,12494148.63,21.84,14530562.19,3173496.37,9520489.12,Medium Profitability,Medium CLV,Medium Value,255,201
C0150,Fleet Owner,Manufacturing,West,2022-02-13,2.88,30,10.41,41608958.8,1386965.29,1938,32673410,9128566.72,21.94,14432737.13,3166390.31,9499170.92,Low Profitability,Medium CLV,Low Value,460,202
C0466,Retail,Manufacturing,South,2019-01-08,5.98,47,7.86,88329161.4,1879343.86,3592,69276730,18819604.67,21.31,14765320.92,3145931.63,9437794.88,High Profitability,Medium CLV,High Value,13,203
C0078,Dealer,Rental,South,2021-12-25,3.02,31,10.27,42565724.6,1373087.89,2035,33430220,9462444.04,22.23,14095313.61,3133415.85,9400247.56,Low Profitability,Medium CLV,Low Value,450,204
C0131,Corporate,Rental,South,2020-12-18,4.04,32,7.92,59008448.8,1844014.02,2228,46237660,12470596.66,21.13,14612092.15,3088057.92,9264173.76,Medium Profitability,Medium CLV,Medium Value,258,205
C0345,Retail,Infrastructure,West,2021-04-14,3.72,40,10.76,50444735.6,1261118.39,2405,39617420,11469655.38,22.74,13567702.27,3084898.11,9254694.32,Medium Profitability,Medium CLV,Medium Value,331,206
C0459,Retail,Logistics,East,2019-12-24,5.02,41,8.16,71816909.8,1751631.95,2849,56361360,15443496.99,21.5,14294891.72,3073971.27,9221913.8,High Profitability,Medium CLV,High Value,76,207
C0290,Corporate,Construction,West,2020-12-06,4.07,40,9.83,57372288.2,1434307.2,2504,45014240,12505977.86,21.8,14092285.32,3071828.12,9215484.36,Medium Profitability,Medium CLV,Medium Value,253,208
C0308,Retail,Mining,North,2021-05-28,3.6,33,9.17,50359329.6,1526040.29,2159,39549470,11047566.78,21.94,13998283.97,3070870.45,9212611.34,Medium Profitability,Medium CLV,Medium Value,365,209
C0027,Fleet Owner,Logistics,West,2021-02-15,3.88,39,10.06,54309976.4,1392563.5,2310,42577230,11762937.04,21.66,14008982.26,3034189.8,9102569.39,Medium Profitability,Medium CLV,Medium Value,313,210
C0254,Dealer,Mining,West,2018-08-27,6.35,48,7.56,89556446.6,1865759.3,3425,70227620,19241347.17,21.49,14105429.98,3030574.41,9091723.23,High Profitability,Medium CLV,High Value,10,211
C0051,Retail,Infrastructure,North,2020-08-17,4.38,36,8.23,59420710.4,1650575.29,2586,46593280,13150273.35,22.13,13581611.06,3005717.99,9017153.96,Medium Profitability,Medium CLV,Medium Value,205,212
C0297,Fleet Owner,Rental,South,2019-09-07,5.32,34,6.39,73065015.6,2148971.05,2775,57279920,15927810.09,21.8,13734944.39,2994149.58,8982448.74,High Profitability,Medium CLV,High Value,63,213
C0468,Fleet Owner,Rental,South,2019-07-20,5.45,49,8.98,75254807.6,1535812.4,3438,59022070,16289680.98,21.65,13798603.65,2986850.39,8960551.17,High Profitability,Medium CLV,High Value,51,214
C0031,Government,Mining,East,2021-04-12,3.72,34,9.13,50500841.8,1485318.88,2180,39680260,11081907.31,21.94,13562817.99,2976225.47,8928676.42,Medium Profitability,Medium CLV,Medium Value,359,215
C0257,Corporate,Logistics,North,2019-05-15,5.63,43,7.63,76189558.0,1771850.19,3264,59812600,16718701.61,21.94,13521980.59,2967203.97,8901611.9,High Profitability,Medium CLV,High Value,41,216
C0083,Dealer,Infrastructure,North,2018-08-06,6.41,45,7.02,89672688.2,1992726.4,3381,70378740,18983860.67,21.17,13996986.91,2963185.94,8889557.83,High Profitability,Medium CLV,High Value,12,217
C0422,Government,Construction,South,2020-04-12,4.72,37,7.83,65678984.2,1775107.68,2655,51607190,13975955.14,21.28,13906811.0,2959256.59,8877769.77,Medium Profitability,Medium CLV,Medium Value,145,218
C0094,Corporate,Logistics,West,2021-08-18,3.37,31,9.19,46343009.2,1494935.78,1934,36407440,9980424.73,21.54,13739272.82,2958888.09,8876664.28,Low Profitability,Medium CLV,Low Value,427,219
C0478,Retail,Rental,North,2019-06-16,5.55,44,7.93,75901402.2,1725031.87,3141,59528290,16397585.33,21.6,13683606.69,2956178.7,8868536.09,High Profitability,Medium CLV,High Value,48,220
C0436,Fleet Owner,Logistics,East,2020-08-19,4.37,34,7.78,57784314.2,1699538.65,2530,45357190,12851140.75,22.24,13224135.82,2941027.04,8823081.13,Medium Profitability,Medium CLV,Medium Value,226,221
C0059,Retail,Manufacturing,South,2020-10-11,4.22,32,7.57,56859509.4,1776859.67,2341,44636580,12351707.38,21.72,13459452.89,2923824.45,8771473.34,Medium Profitability,Medium CLV,Medium Value,265,222
C0205,Retail,Construction,North,2021-01-08,3.98,33,8.29,51965845.0,1574722.58,2020,40742250,11580715.27,22.29,13054006.11,2909117.09,8727351.28,Medium Profitability,Medium CLV,Medium Value,325,223
C0073,Corporate,Rental,North,2020-11-09,4.15,32,7.72,56970903.6,1780340.74,2151,44726770,12052522.46,21.16,13744136.42,2907651.14,8722953.43,Medium Profitability,Medium CLV,Medium Value,291,224
C0123,Corporate,Infrastructure,East,2019-10-22,5.2,36,6.93,70019319.0,1944981.08,2644,54900300,15097500.13,21.56,13474476.43,2905354.02,8716062.05,High Profitability,Medium CLV,High Value,94,225
C0149,Government,Manufacturing,West,2020-04-16,4.71,38,8.06,65235052.4,1716711.91,2566,51241680,13675288.7,20.96,13844917.43,2902323.76,8706971.29,Medium Profitability,Medium CLV,Medium Value,166,226
C0217,Corporate,Infrastructure,North,2020-07-30,4.42,36,8.14,61360958.2,1704471.06,2339,48179740,12820528.8,20.89,13868867.56,2897709.25,8693127.74,Medium Profitability,Medium CLV,Medium Value,228,227
C0294,Government,Infrastructure,South,2018-10-22,6.2,45,7.26,79772077.0,1772712.82,3654,62587650,17868154.72,22.4,12875276.68,2883934.38,8651803.15,High Profitability,Medium CLV,High Value,24,228
C0107,Fleet Owner,Construction,North,2018-06-21,6.53,49,7.5,85196217.6,1738698.32,3857,66825070,18801425.58,22.07,13041876.98,2878131.05,8634393.16,High Profitability,Medium CLV,High Value,14,229
C0213,Fleet Owner,Rental,West,2020-03-05,4.83,30,6.22,66248437.6,2208281.25,2213,51921070,13873919.7,20.94,13725037.91,2874333.05,8622999.16,Medium Profitability,Medium CLV,Medium Value,154,230
C0431,Government,Logistics,West,2021-07-27,3.43,28,8.16,45787279.2,1635259.97,1797,35920190,9860452.3,21.54,13336366.61,2872033.65,8616100.96,Low Profitability,Medium CLV,Low Value,434,231
C0097,Corporate,Construction,West,2021-05-12,3.64,26,7.14,47499351.2,1826898.12,1822,37217840,10392499.56,21.88,13044464.68,2854030.42,8562091.27,Low Profitability,Medium CLV,Low Value,405,232
C0165,Fleet Owner,Manufacturing,North,2018-09-29,6.26,50,7.99,79168592.4,1583371.85,3496,62168180,17813023.68,22.5,12649312.5,2846109.75,8538329.26,High Profitability,Medium CLV,High Value,26,233
C0472,Dealer,Manufacturing,South,2020-10-07,4.24,34,8.03,54888819.4,1614377.04,2669,43087580,12053326.32,21.96,12959367.35,2845816.06,8537448.17,Medium Profitability,Medium CLV,Medium Value,290,234
C0271,Corporate,Infrastructure,South,2022-01-16,2.96,24,8.11,37757473.8,1573228.08,1675,29644660,8387577.78,22.21,12757555.32,2834008.13,8502024.38,Low Profitability,Medium CLV,Low Value,481,235
C0118,Retail,Rental,South,2021-08-11,3.39,32,9.43,41835680.2,1307365.01,2110,32892640,9561387.47,22.85,12332915.41,2818641.46,8455924.39,Low Profitability,Medium CLV,Low Value,447,236
C0403,Government,Construction,East,2018-09-25,6.27,45,7.18,80523517.0,1789411.49,3459,63236900,17612376.09,21.87,12843325.15,2809135.53,8427406.59,High Profitability,Medium CLV,High Value,28,237
C0298,Fleet Owner,Construction,South,2021-04-18,3.71,33,8.9,46771231.0,1417310.03,2167,36725200,10319143.88,22.06,12616833.18,2783653.84,8350961.53,Low Profitability,Medium CLV,Low Value,410,238
C0447,Fleet Owner,Rental,East,2020-03-08,4.82,33,6.85,61334243.8,1858613.45,2524,48124660,13388973.36,21.83,12728598.04,2778592.34,8335777.02,Medium Profitability,Medium CLV,Medium Value,183,239
C0370,Corporate,Infrastructure,East,2020-09-24,4.27,36,8.43,53881174.6,1496699.29,2351,42286970,11864707.48,22.02,12615448.09,2777938.72,8333816.17,Medium Profitability,Medium CLV,Medium Value,305,240
C0319,Dealer,Mining,South,2020-04-20,4.7,33,7.02,60426895.0,1831118.03,2588,47364750,13025667.06,21.56,12854352.59,2770893.94,8312681.82,Medium Profitability,Medium CLV,Medium Value,216,241
C0384,Retail,Construction,South,2019-06-21,5.53,39,7.05,72157498.2,1850192.26,3025,56692240,15292528.8,21.19,13040834.35,2763778.4,8291335.2,High Profitability,Medium CLV,High Value,83,242
C0040,Government,Logistics,North,2020-08-01,4.42,43,9.73,53757984.6,1250185.69,2648,42259970,12209156.91,22.71,12165491.87,2762945.82,8288837.47,Medium Profitability,Medium CLV,Medium Value,277,243
C0041,Government,Rental,South,2019-08-17,5.38,38,7.07,68044561.6,1790646.36,2815,53358620,14768365.77,21.7,12654417.58,2746509.98,8239529.94,High Profitability,Medium CLV,High Value,107,244
C0434,Corporate,Mining,Central,2020-10-07,4.24,33,7.79,54575670.2,1653808.19,2130,42768890,11592685.08,21.24,12885432.15,2737057.68,8211173.03,Medium Profitability,Medium CLV,Medium Value,323,245
C0489,Fleet Owner,Rental,South,2019-03-26,5.77,47,8.14,70625273.0,1502665.38,3064,55400350,15697624.95,22.23,12237135.18,2719903.94,8159711.83,High Profitability,Medium CLV,High Value,71,246
C0419,Fleet Owner,Logistics,West,2020-02-06,4.9,31,6.32,61514207.2,1984329.26,2198,48221790,13271023.92,21.57,12544982.79,2706444.16,8119332.47,Medium Profitability,Medium CLV,Medium Value,194,247
C0432,Fleet Owner,Mining,South,2020-12-24,4.02,37,9.2,49310040.8,1332703.81,2205,38717560,10764573.7,21.83,12260376.04,2676487.78,8029463.33,Low Profitability,Medium CLV,Low Value,381,248
C0046,Retail,Rental,West,2017-12-28,7.01,46,6.56,87078641.0,1893013.93,3109,68236200,18643472.14,21.41,12419161.9,2658933.31,7976799.92,High Profitability,Medium CLV,High Value,17,249
C0288,Dealer,Infrastructure,North,2017-02-11,7.89,55,6.97,97218403.8,1767607.34,4116,76291160,20834645.29,21.43,12325241.93,2641393.33,7924180.0,High Profitability,Medium CLV,High Value,2,250
C0154,Fleet Owner,Logistics,North,2018-10-04,6.25,45,7.21,74171590.6,1648257.57,3072,58187170,16331397.73,22.02,11876884.47,2615099.97,7845299.9,High Profitability,Medium CLV,High Value,49,251
C0360,Dealer,Construction,West,2020-06-09,4.56,31,6.79,54662201.0,1763296.81,2233,42914200,11814028.26,21.61,11976825.98,2588526.59,7765579.76,Medium Profitability,Medium CLV,Medium Value,309,252
C0433,Dealer,Infrastructure,North,2020-02-21,4.86,31,6.38,57020323.4,1839365.27,2521,44764880,12490197.5,21.9,11726730.36,2568718.83,7706156.48,Medium Profitability,Medium CLV,Medium Value,256,253
C0158,Corporate,Infrastructure,East,2019-12-23,5.03,36,7.16,58875735.2,1635437.09,2349,46231390,12888017.76,21.89,11712615.62,2563915.3,7691745.89,Medium Profitability,Medium CLV,Medium Value,225,254
C0012,Fleet Owner,Logistics,South,2020-08-11,4.39,37,8.43,53404468.4,1443364.01,1944,41835630,11255025.07,21.08,12160836.71,2562903.93,7688711.8,Medium Profitability,Medium CLV,Medium Value,347,255
C0420,Retail,Rental,South,2017-01-26,7.93,46,5.8,92482888.8,2010497.58,3596,72545910,20297908.2,21.95,11660122.59,2559133.92,7677401.76,High Profitability,Medium CLV,High Value,4,256
C0015,Government,Rental,West,2019-09-15,5.3,34,6.42,61028370.8,1794952.08,2350,47922560,13444832.79,22.03,11519696.35,2537842.47,7613527.41,Medium Profitability,Medium CLV,Medium Value,180,257
C0286,Dealer,Construction,South,2019-08-31,5.34,36,6.74,60273490.2,1674263.62,2640,47333390,13534895.96,22.46,11289688.36,2535190.13,7605570.38,Medium Profitability,Medium CLV,Medium Value,175,258
C0017,Government,Infrastructure,South,2019-11-22,5.11,39,7.63,59194497.0,1517807.62,2440,46409400,12791249.69,21.61,11580498.14,2502412.4,7507237.2,Medium Profitability,Medium CLV,Medium Value,232,259
C0136,Dealer,Mining,West,2020-11-06,4.15,37,8.91,45774176.2,1237139.9,2041,35915090,10326798.03,22.56,11021106.04,2486396.16,7459188.49,Low Profitability,Medium CLV,Low Value,409,260
C0333,Corporate,Mining,South,2019-06-10,5.56,39,7.01,63220923.0,1621049.31,2835,49686600,13807584.53,21.84,11363898.68,2481899.73,7445699.19,Medium Profitability,Medium CLV,Medium Value,157,261
C0283,Retail,Logistics,North,2021-01-29,3.92,31,7.9,44490975.8,1435192.77,2069,34916310,9736732.73,21.88,11340076.0,2481745.73,7445237.19,Low Profitability,Medium CLV,Low Value,438,262
C0227,Fleet Owner,Infrastructure,East,2019-12-10,5.06,34,6.72,57926647.6,1703724.93,2172,45457070,12541139.38,21.65,11442784.23,2477366.77,7432100.31,Medium Profitability,Medium CLV,Medium Value,251,263
C0242,Government,Construction,South,2018-07-14,6.47,47,7.26,73225487.6,1557989.1,2958,57416320,15810680.76,21.59,11318497.4,2443864.22,7331592.65,High Profitability,Medium CLV,High Value,68,264
C0330,Retail,Infrastructure,East,2019-12-31,5.0,38,7.59,54285450.6,1428564.49,2695,42673670,12153809.79,22.39,10846696.3,2428434.92,7285304.75,Medium Profitability,Medium CLV,Medium Value,284,265
C0036,Fleet Owner,Construction,East,2020-06-23,4.53,31,6.85,48929201.8,1578361.35,2061,38418260,10969612.99,22.42,10811488.78,2423866.39,7271599.17,Medium Profitability,Medium CLV,Medium Value,370,266
C0225,Fleet Owner,Logistics,North,2018-12-04,6.08,48,7.9,69254158.0,1442794.96,2791,54324600,14725885.54,21.26,11394180.72,2422806.17,7268418.5,High Profitability,Medium CLV,High Value,111,267
