customer_id,total_delivered_orders,total_purchase_value,first_purchase_date,last_purchase_date,purchase_period_days,average_order_value,orders_per_month,purchase_span_years,repeat_purchase_class,customer_loyalty_class,customer_type,industry_segment,region,customer_rating,frequency_score,value_score,loyalty_score,action_focus,loyalty_rank
C0041,38,68044561.6,2019-01-11,2024-06-11,1978,1790646.36,0.58,5.42,High Repeat,Loyal,Government,Rental,South,5,67.86,62.89,65.87,Maintain engagement and encourage higher-value purchases,130
C0220,43,53467975.0,2019-01-19,2024-11-06,2118,1243441.28,0.62,5.8,Very High Repeat,Loyal,Government,Infrastructure,Central,2,76.79,49.42,65.84,Maintain engagement and encourage higher-value purchases,131
C0193,38,67795348.0,2019-01-10,2024-11-30,2151,1784088.11,0.54,5.89,High Repeat,Loyal,Dealer,Infrastructure,West,4,67.86,62.66,65.78,Maintain engagement and encourage higher-value purchases,132
C0464,38,67405736.8,2019-01-18,2024-09-13,2065,1773835.18,0.56,5.65,High Repeat,Loyal,Corporate,Infrastructure,North,1,67.86,62.3,65.63,Maintain engagement and encourage higher-value purchases,133
C0315,40,61457629.4,2019-01-09,2024-12-17,2169,1536440.74,0.56,5.94,Very High Repeat,Loyal,Dealer,Rental,West,4,71.43,56.8,65.58,Maintain engagement and encourage higher-value purchases,134
C0342,36,72821567.8,2019-12-04,2024-10-09,1771,2022821.33,0.62,4.85,High Repeat,Loyal,Dealer,Infrastructure,North,5,64.29,67.3,65.49,Maintain engagement and encourage higher-value purchases,135
C0236,41,57861179.0,2019-03-21,2024-10-25,2045,1411248.27,0.61,5.6,Very High Repeat,Loyal,Corporate,Mining,West,1,73.21,53.48,65.32,Maintain engagement and encourage higher-value purchases,136
C0124,42,54870405.8,2019-01-11,2024-11-04,2124,1306438.23,0.6,5.82,Very High Repeat,Loyal,Dealer,Construction,West,3,75.0,50.71,65.28,Maintain engagement and encourage higher-value purchases,137
C0090,43,51915256.6,2019-03-16,2024-10-22,2047,1207331.55,0.64,5.6,Very High Repeat,Loyal,Government,Infrastructure,North,1,76.79,47.98,65.26,Maintain engagement and encourage higher-value purchases,138
C0333,39,63220923.0,2019-01-09,2024-12-02,2154,1621049.31,0.55,5.9,High Repeat,Loyal,Corporate,Mining,South,3,69.64,58.43,65.16,Maintain engagement and encourage higher-value purchases,139
C0105,41,57202879.8,2019-05-25,2024-11-26,2012,1395192.19,0.62,5.51,Very High Repeat,Loyal,Government,Logistics,North,4,73.21,52.87,65.08,Maintain engagement and encourage higher-value purchases,140
C0011,41,57187490.8,2019-01-03,2024-11-22,2150,1394816.85,0.58,5.89,Very High Repeat,Loyal,Retail,Infrastructure,West,4,73.21,52.85,65.07,Maintain engagement and encourage higher-value purchases,141
C0222,41,57177978.6,2019-01-30,2024-12-13,2144,1394584.84,0.58,5.87,Very High Repeat,Loyal,Fleet Owner,Logistics,North,5,73.21,52.84,65.07,Maintain engagement and encourage higher-value purchases,142
C0499,39,62785837.0,2019-01-18,2024-11-29,2142,1609893.26,0.55,5.86,High Repeat,Loyal,Corporate,Construction,East,5,69.64,58.03,65.0,Maintain engagement and encourage higher-value purchases,143
C0377,37,68519191.2,2019-02-01,2024-12-07,2136,1851870.03,0.53,5.85,High Repeat,Loyal,Dealer,Logistics,West,3,66.07,63.33,64.97,Maintain engagement and encourage higher-value purchases,144
C0295,38,65390145.6,2019-03-07,2024-10-09,2043,1720793.31,0.57,5.59,High Repeat,Loyal,Corporate,Mining,East,5,67.86,60.43,64.89,Maintain engagement and encourage higher-value purchases,145
C0149,38,65235052.4,2019-02-28,2024-12-12,2114,1716711.91,0.55,5.79,High Repeat,Loyal,Government,Manufacturing,West,3,67.86,60.29,64.83,Maintain engagement and encourage higher-value purchases,146
C0216,39,62009378.6,2019-01-27,2024-11-20,2124,1589984.07,0.56,5.82,High Repeat,Loyal,Government,Mining,East,1,69.64,57.31,64.71,Maintain engagement and encourage higher-value purchases,147
C0438,39,61720027.0,2019-06-17,2024-09-01,1903,1582564.79,0.62,5.21,High Repeat,Loyal,Corporate,Rental,East,2,69.64,57.04,64.6,Maintain engagement and encourage higher-value purchases,148
C0385,37,67435700.6,2019-07-27,2024-09-23,1885,1822586.5,0.6,5.16,High Repeat,Loyal,Corporate,Manufacturing,West,2,66.07,62.32,64.57,Maintain engagement and encourage higher-value purchases,149
C0396,38,64506474.4,2019-01-14,2024-12-07,2154,1697538.8,0.54,5.9,High Repeat,Loyal,Government,Manufacturing,West,2,67.86,59.62,64.56,Maintain engagement and encourage higher-value purchases,150
C0488,37,67251532.8,2019-03-01,2024-11-26,2097,1817608.99,0.54,5.74,High Repeat,Loyal,Government,Construction,South,1,66.07,62.15,64.5,Maintain engagement and encourage higher-value purchases,151
C0123,36,70019319.0,2019-01-16,2024-11-04,2119,1944981.08,0.52,5.8,High Repeat,Loyal,Corporate,Infrastructure,East,3,64.29,64.71,64.46,Maintain engagement and encourage higher-value purchases,152
C0481,39,60397194.2,2019-01-03,2024-12-31,2189,1548646.01,0.54,5.99,High Repeat,Loyal,Corporate,Logistics,South,5,69.64,55.82,64.11,Maintain engagement and encourage higher-value purchases,153
C0365,39,60336743.2,2019-01-04,2024-09-15,2081,1547095.98,0.57,5.7,High Repeat,Loyal,Government,Manufacturing,East,1,69.64,55.76,64.09,Maintain engagement and encourage higher-value purchases,154
C0290,40,57372288.2,2019-03-04,2024-11-15,2083,1434307.2,0.58,5.7,Very High Repeat,Loyal,Corporate,Construction,West,3,71.43,53.02,64.07,Maintain engagement and encourage higher-value purchases,155
C0130,39,60017312.8,2019-02-17,2024-11-16,2099,1538905.46,0.57,5.75,High Repeat,Loyal,Government,Mining,West,1,69.64,55.47,63.97,Maintain engagement and encourage higher-value purchases,156
C0219,39,59976015.0,2019-01-09,2024-12-21,2173,1537846.54,0.55,5.95,High Repeat,Loyal,Government,Manufacturing,West,2,69.64,55.43,63.96,Maintain engagement and encourage higher-value purchases,157
C0422,37,65678984.2,2019-09-19,2024-11-04,1873,1775107.68,0.6,5.13,High Repeat,Loyal,Government,Construction,South,5,66.07,60.7,63.92,Maintain engagement and encourage higher-value purchases,158
C0296,40,56944680.8,2019-01-02,2024-11-07,2136,1423617.02,0.57,5.85,Very High Repeat,Loyal,Corporate,Manufacturing,East,2,71.43,52.63,63.91,Maintain engagement and encourage higher-value purchases,159
C0039,38,62706510.2,2019-04-17,2024-11-28,2052,1650171.32,0.56,5.62,High Repeat,Loyal,Fleet Owner,Rental,South,4,67.86,57.95,63.9,Maintain engagement and encourage higher-value purchases,160
C0410,39,59804309.8,2019-03-03,2024-11-27,2096,1533443.84,0.57,5.74,High Repeat,Loyal,Corporate,Mining,South,4,69.64,55.27,63.89,Maintain engagement and encourage higher-value purchases,161
C0448,36,68495840.4,2019-03-13,2024-12-11,2100,1902662.23,0.52,5.75,High Repeat,Loyal,Fleet Owner,Logistics,East,4,64.29,63.3,63.89,Maintain engagement and encourage higher-value purchases,162
C0101,38,62629058.6,2019-02-26,2024-10-10,2053,1648133.12,0.56,5.62,High Repeat,Loyal,Corporate,Logistics,South,5,67.86,57.88,63.87,Maintain engagement and encourage higher-value purchases,163
C0058,40,56831525.0,2019-01-23,2024-12-24,2162,1420788.12,0.56,5.92,Very High Repeat,Loyal,Retail,Infrastructure,West,3,71.43,52.52,63.87,Maintain engagement and encourage higher-value purchases,164
C0471,37,65501994.2,2019-02-23,2024-11-27,2104,1770324.17,0.54,5.76,High Repeat,Loyal,Fleet Owner,Logistics,West,5,66.07,60.54,63.86,Maintain engagement and encourage higher-value purchases,165
C0312,37,65437706.6,2019-04-16,2024-11-17,2042,1768586.66,0.55,5.59,High Repeat,Loyal,Government,Construction,West,4,66.07,60.48,63.83,Maintain engagement and encourage higher-value purchases,166
C0016,35,70872336.2,2019-01-18,2024-12-18,2161,2024923.89,0.49,5.92,High Repeat,Loyal,Government,Rental,East,4,62.5,65.5,63.7,Maintain engagement and encourage higher-value purchases,167
C0399,39,59287998.0,2019-01-03,2024-12-25,2183,1520205.08,0.54,5.98,High Repeat,Loyal,Fleet Owner,Rental,South,3,69.64,54.79,63.7,Maintain engagement and encourage higher-value purchases,168
C0476,34,73746173.2,2019-01-13,2024-09-29,2086,2169005.09,0.5,5.71,High Repeat,Loyal,Fleet Owner,Infrastructure,North,3,60.71,68.16,63.69,Maintain engagement and encourage higher-value purchases,169
C0017,39,59194497.0,2019-01-31,2024-12-21,2151,1517807.62,0.55,5.89,High Repeat,Loyal,Government,Infrastructure,South,1,69.64,54.71,63.67,Maintain engagement and encourage higher-value purchases,170
C0230,38,62086661.8,2019-02-19,2024-10-31,2081,1633859.52,0.56,5.7,High Repeat,Loyal,Dealer,Infrastructure,North,5,67.86,57.38,63.67,Maintain engagement and encourage higher-value purchases,171
C0310,39,59059490.6,2019-05-30,2024-11-07,1988,1514345.91,0.6,5.44,High Repeat,Loyal,Government,Infrastructure,East,4,69.64,54.58,63.62,Maintain engagement and encourage higher-value purchases,172
C0337,34,73457151.8,2019-04-15,2024-08-25,1959,2160504.46,0.53,5.36,High Repeat,Loyal,Corporate,Manufacturing,North,2,60.71,67.89,63.58,Maintain engagement and encourage higher-value purchases,173
C0427,41,53149424.2,2019-02-07,2024-11-26,2119,1296327.42,0.59,5.8,Very High Repeat,Loyal,Corporate,Mining,West,3,73.21,49.12,63.58,Maintain engagement and encourage higher-value purchases,174
C0264,36,67321592.8,2019-01-02,2024-11-02,2131,1870044.24,0.51,5.83,High Repeat,Loyal,Retail,Infrastructure,West,4,64.29,62.22,63.46,Maintain engagement and encourage higher-value purchases,175
C0297,34,73065015.6,2019-02-13,2024-07-01,1965,2148971.05,0.53,5.38,High Repeat,Loyal,Fleet Owner,Rental,South,3,60.71,67.53,63.44,Maintain engagement and encourage higher-value purchases,176
C0106,39,58339475.8,2019-04-07,2024-11-12,2046,1495883.99,0.58,5.6,High Repeat,Loyal,Dealer,Infrastructure,Central,2,69.64,53.92,63.35,Maintain engagement and encourage higher-value purchases,177
C0341,36,66838579.4,2019-03-10,2024-10-07,2038,1856627.21,0.54,5.58,High Repeat,Loyal,Fleet Owner,Mining,North,5,64.29,61.77,63.28,Maintain engagement and encourage higher-value purchases,178
C0293,36,66815451.4,2019-01-19,2024-09-25,2076,1855984.76,0.53,5.68,High Repeat,Loyal,Dealer,Logistics,West,3,64.29,61.75,63.27,Maintain engagement and encourage higher-value purchases,179
C0054,37,63424926.8,2019-01-31,2024-12-14,2144,1714187.21,0.53,5.87,High Repeat,Loyal,Fleet Owner,Manufacturing,South,2,66.07,58.62,63.09,Maintain engagement and encourage higher-value purchases,180
C0235,38,60478356.4,2019-05-08,2024-09-10,1952,1591535.69,0.59,5.34,High Repeat,Loyal,Fleet Owner,Mining,East,5,67.86,55.89,63.07,Maintain engagement and encourage higher-value purchases,181
C0141,36,66220737.2,2019-04-06,2024-11-15,2050,1839464.92,0.53,5.61,High Repeat,Loyal,Corporate,Rental,West,4,64.29,61.2,63.05,Maintain engagement and encourage higher-value purchases,182
C0335,38,60351028.0,2019-01-31,2024-11-03,2103,1588184.95,0.55,5.76,High Repeat,Loyal,Government,Infrastructure,North East,5,67.86,55.78,63.03,Maintain engagement and encourage higher-value purchases,183
C0102,34,71864051.2,2019-03-11,2024-10-24,2054,2113648.56,0.5,5.62,High Repeat,Loyal,Government,Infrastructure,East,4,60.71,66.42,63.0,Maintain engagement and encourage higher-value purchases,184
C0068,39,57372766.4,2019-03-11,2024-12-06,2097,1471096.57,0.57,5.74,High Repeat,Loyal,Retail,Mining,North,1,69.64,53.02,63.0,Maintain engagement and encourage higher-value purchases,185
C0328,37,62646507.6,2019-01-03,2024-12-05,2163,1693148.85,0.52,5.92,High Repeat,Loyal,Government,Rental,East,4,66.07,57.9,62.8,Maintain engagement and encourage higher-value purchases,186
C0329,36,64307436.8,2019-01-03,2024-12-26,2184,1786317.69,0.5,5.98,High Repeat,Loyal,Dealer,Infrastructure,Central,1,64.29,59.43,62.34,Maintain engagement and encourage higher-value purchases,187
C0029,38,58176890.6,2019-01-16,2024-06-30,1992,1530970.81,0.58,5.45,High Repeat,Loyal,Dealer,Construction,South,1,67.86,53.77,62.22,Maintain engagement and encourage higher-value purchases,188
C0161,37,60837361.2,2019-03-24,2024-11-17,2065,1644253.01,0.55,5.65,High Repeat,Loyal,Dealer,Mining,West,4,66.07,56.23,62.13,Maintain engagement and encourage higher-value purchases,189
C0273,37,60830001.0,2019-05-04,2024-12-31,2068,1644054.08,0.54,5.66,High Repeat,Loyal,Dealer,Manufacturing,East,1,66.07,56.22,62.13,Maintain engagement and encourage higher-value purchases,190
C0302,36,63607092.0,2019-02-05,2024-12-24,2149,1766863.67,0.51,5.88,High Repeat,Loyal,Fleet Owner,Mining,West,1,64.29,58.79,62.09,Maintain engagement and encourage higher-value purchases,191
C0198,36,63577917.2,2019-03-27,2024-08-01,1954,1766053.26,0.56,5.35,High Repeat,Loyal,Government,Mining,West,2,64.29,58.76,62.08,Maintain engagement and encourage higher-value purchases,192
C0346,39,54686860.8,2019-01-21,2024-11-15,2125,1402227.2,0.56,5.82,High Repeat,Loyal,Retail,Construction,East,3,69.64,50.54,62.0,Maintain engagement and encourage higher-value purchases,193
C0085,37,60463527.2,2019-01-01,2024-09-20,2089,1634149.38,0.54,5.72,High Repeat,Loyal,Retail,Mining,South,4,66.07,55.88,62.0,Maintain engagement and encourage higher-value purchases,194
C0274,39,54639688.2,2019-01-08,2024-06-27,1997,1401017.65,0.59,5.47,High Repeat,Loyal,Dealer,Mining,North,3,69.64,50.5,61.99,Maintain engagement and encourage higher-value purchases,195
C0188,39,54387524.8,2019-03-04,2024-12-27,2125,1394551.92,0.56,5.82,High Repeat,Loyal,Corporate,Logistics,West,4,69.64,50.27,61.89,Maintain engagement and encourage higher-value purchases,196
C0009,34,68836324.8,2019-04-14,2024-11-04,2031,2024597.79,0.51,5.56,High Repeat,Loyal,Corporate,Rental,West,4,60.71,63.62,61.88,Maintain engagement and encourage higher-value purchases,197
C0140,37,60136648.6,2019-03-18,2024-11-24,2078,1625314.83,0.54,5.69,High Repeat,Loyal,Retail,Logistics,West,3,66.07,55.58,61.87,Maintain engagement and encourage higher-value purchases,198
C0027,39,54309976.4,2019-03-25,2024-12-26,2103,1392563.5,0.56,5.76,High Repeat,Loyal,Fleet Owner,Logistics,West,1,69.64,50.19,61.86,Maintain engagement and encourage higher-value purchases,199
C0022,38,56759064.0,2019-01-13,2024-11-06,2124,1493659.58,0.54,5.82,High Repeat,Loyal,Retail,Infrastructure,South,3,67.86,52.46,61.7,Maintain engagement and encourage higher-value purchases,200
C0318,36,62202116.0,2019-01-08,2024-10-17,2109,1727836.56,0.52,5.77,High Repeat,Loyal,Corporate,Logistics,North,3,64.29,57.49,61.57,Maintain engagement and encourage higher-value purchases,201
C0345,40,50444735.6,2019-02-21,2024-11-20,2099,1261118.39,0.58,5.75,Very High Repeat,Loyal,Retail,Infrastructure,West,2,71.43,46.62,61.51,Maintain engagement and encourage higher-value purchases,202
C0217,36,61360958.2,2019-01-19,2024-12-18,2160,1704471.06,0.51,5.91,High Repeat,Loyal,Corporate,Infrastructure,North,5,64.29,56.71,61.26,Maintain engagement and encourage higher-value purchases,203
C0116,35,64081942.6,2019-01-08,2024-07-28,2028,1830912.65,0.53,5.55,High Repeat,Loyal,Dealer,Construction,North,1,62.5,59.23,61.19,Maintain engagement and encourage higher-value purchases,204
C0450,38,55345960.4,2019-01-15,2024-09-12,2067,1456472.64,0.56,5.66,High Repeat,Loyal,Fleet Owner,Construction,East,5,67.86,51.15,61.17,Maintain engagement and encourage higher-value purchases,205
C0056,36,60885469.8,2019-01-08,2024-11-10,2133,1691263.05,0.51,5.84,High Repeat,Loyal,Dealer,Mining,North,4,64.29,56.27,61.08,Maintain engagement and encourage higher-value purchases,206
C0340,35,63532821.6,2019-01-05,2024-12-04,2160,1815223.47,0.49,5.91,High Repeat,Loyal,Government,Mining,South,3,62.5,58.72,60.99,Maintain engagement and encourage higher-value purchases,207
C0026,36,60554977.0,2019-01-09,2024-12-29,2181,1682082.69,0.5,5.97,High Repeat,Loyal,Fleet Owner,Mining,North,5,64.29,55.97,60.96,Maintain engagement and encourage higher-value purchases,208
C0251,36,60544705.8,2019-01-09,2024-07-06,2005,1681797.38,0.55,5.49,High Repeat,Loyal,Dealer,Mining,North,4,64.29,55.96,60.95,Maintain engagement and encourage higher-value purchases,209
C0128,33,69172996.2,2019-01-02,2024-12-18,2177,2096151.4,0.46,5.96,High Repeat,Loyal,Retail,Mining,West,1,58.93,63.93,60.93,Maintain engagement and encourage higher-value purchases,210
C0249,35,63391180.8,2019-01-16,2024-09-03,2057,1811176.59,0.52,5.63,High Repeat,Loyal,Corporate,Construction,West,4,62.5,58.59,60.93,Maintain engagement and encourage higher-value purchases,211
C0493,38,54684935.2,2019-02-18,2024-11-22,2104,1439077.24,0.55,5.76,High Repeat,Loyal,Retail,Construction,South,3,67.86,50.54,60.93,Maintain engagement and encourage higher-value purchases,212
C0232,37,57544368.0,2019-01-24,2024-12-29,2166,1555253.19,0.52,5.93,High Repeat,Loyal,Government,Mining,South,1,66.07,53.18,60.92,Maintain engagement and encourage higher-value purchases,213
C0407,38,54609453.4,2019-02-01,2024-12-25,2154,1437090.88,0.54,5.9,High Repeat,Loyal,Dealer,Logistics,South,2,67.86,50.47,60.9,Maintain engagement and encourage higher-value purchases,214
C0455,35,63287015.4,2019-04-27,2024-11-27,2041,1808200.44,0.52,5.59,High Repeat,Loyal,Retail,Logistics,Central,1,62.5,58.49,60.9,Maintain engagement and encourage higher-value purchases,215
C0321,38,54558976.4,2019-01-04,2024-06-28,2002,1435762.54,0.58,5.48,High Repeat,Loyal,Retail,Logistics,South,2,67.86,50.42,60.88,Maintain engagement and encourage higher-value purchases,216
C0286,36,60273490.2,2019-01-06,2024-12-29,2184,1674263.62,0.5,5.98,High Repeat,Loyal,Dealer,Construction,South,2,64.29,55.71,60.85,Maintain engagement and encourage higher-value purchases,217
C0172,37,57323600.2,2019-08-18,2024-11-27,1928,1549286.49,0.58,5.28,High Repeat,Loyal,Dealer,Manufacturing,South,1,66.07,52.98,60.83,Maintain engagement and encourage higher-value purchases,218
C0408,36,60127186.2,2019-07-06,2024-11-02,1946,1670199.62,0.56,5.33,High Repeat,Loyal,Government,Infrastructure,South,4,64.29,55.57,60.8,Maintain engagement and encourage higher-value purchases,219
C0330,38,54285450.6,2019-02-12,2024-08-10,2006,1428564.49,0.58,5.49,High Repeat,Loyal,Retail,Infrastructure,East,3,67.86,50.17,60.78,Maintain engagement and encourage higher-value purchases,220
C0393,39,51240981.8,2019-03-27,2024-12-18,2093,1313871.33,0.57,5.73,High Repeat,Loyal,Retail,Rental,East,3,69.64,47.36,60.73,Maintain engagement and encourage higher-value purchases,221
C0415,33,68592455.6,2019-03-21,2024-10-11,2031,2078559.26,0.49,5.56,High Repeat,Loyal,Government,Infrastructure,North East,1,58.93,63.39,60.71,Maintain engagement and encourage higher-value purchases,222
C0135,35,62791824.6,2019-03-09,2024-08-27,1998,1794052.13,0.53,5.47,High Repeat,Loyal,Retail,Rental,South,2,62.5,58.03,60.71,Maintain engagement and encourage higher-value purchases,223
C0065,36,59751563.6,2019-01-07,2024-12-12,2166,1659765.66,0.51,5.93,High Repeat,Loyal,Corporate,Mining,West,4,64.29,55.22,60.66,Maintain engagement and encourage higher-value purchases,224
C0354,37,56690884.8,2019-01-06,2024-12-25,2180,1532186.08,0.52,5.97,High Repeat,Loyal,Corporate,Logistics,South,2,66.07,52.39,60.6,Maintain engagement and encourage higher-value purchases,225
C0051,36,59420710.4,2019-02-15,2024-11-15,2100,1650575.29,0.52,5.75,High Repeat,Loyal,Retail,Infrastructure,North,4,64.29,54.92,60.54,Maintain engagement and encourage higher-value purchases,226
C0175,36,59434888.8,2019-01-24,2024-11-01,2108,1650969.13,0.52,5.77,High Repeat,Loyal,Fleet Owner,Rental,East,5,64.29,54.93,60.54,Maintain engagement and encourage higher-value purchases,227
C0358,36,59405501.6,2019-04-17,2024-10-01,1994,1650152.82,0.55,5.46,High Repeat,Loyal,Government,Infrastructure,West,4,64.29,54.9,60.53,Maintain engagement and encourage higher-value purchases,228
C0081,37,56355210.0,2019-01-03,2024-12-23,2181,1523113.78,0.52,5.97,High Repeat,Loyal,Corporate,Rental,West,1,66.07,52.08,60.48,Maintain engagement and encourage higher-value purchases,229
C0482,31,73762403.2,2019-12-15,2024-12-03,1815,2379432.36,0.52,4.97,High Repeat,Loyal,Fleet Owner,Logistics,East,1,55.36,68.17,60.48,Maintain engagement and encourage higher-value purchases,230
C0035,38,53340276.8,2019-01-07,2024-11-12,2136,1403691.49,0.54,5.85,High Repeat,Loyal,Dealer,Infrastructure,Central,4,67.86,49.3,60.43,Maintain engagement and encourage higher-value purchases,231
C0074,39,50426138.6,2019-01-10,2024-12-31,2182,1292977.91,0.54,5.97,High Repeat,Loyal,Fleet Owner,Infrastructure,East,5,69.64,46.6,60.43,Maintain engagement and encourage higher-value purchases,232
C0087,39,50370513.4,2019-01-22,2024-12-17,2156,1291551.63,0.55,5.9,High Repeat,Loyal,Government,Logistics,South,3,69.64,46.55,60.41,Maintain engagement and encourage higher-value purchases,233
C0492,35,61798115.2,2019-02-04,2024-11-05,2101,1765660.43,0.51,5.75,High Repeat,Loyal,Dealer,Rental,East,1,62.5,57.11,60.35,Maintain engagement and encourage higher-value purchases,234
C0158,36,58875735.2,2019-03-03,2024-09-26,2034,1635437.09,0.54,5.57,High Repeat,Loyal,Corporate,Infrastructure,East,2,64.29,54.41,60.34,Maintain engagement and encourage higher-value purchases,235
C0263,35,61677496.4,2019-03-06,2024-11-01,2067,1762214.18,0.52,5.66,High Repeat,Loyal,Government,Rental,South,3,62.5,57.0,60.3,Maintain engagement and encourage higher-value purchases,236
C0314,36,58625243.8,2019-01-22,2024-09-26,2074,1628478.99,0.53,5.68,High Repeat,Loyal,Retail,Logistics,East,1,64.29,54.18,60.24,Maintain engagement and encourage higher-value purchases,237
C0156,33,67117436.4,2019-01-14,2024-09-17,2073,2033861.71,0.48,5.68,High Repeat,Loyal,Government,Manufacturing,South,5,58.93,62.03,60.17,Maintain engagement and encourage higher-value purchases,238
C0189,35,61121980.8,2019-03-03,2024-11-11,2080,1746342.31,0.51,5.69,High Repeat,Loyal,Government,Manufacturing,South,4,62.5,56.49,60.1,Maintain engagement and encourage higher-value purchases,239
C0168,34,64028787.0,2019-06-02,2024-12-18,2026,1883199.62,0.51,5.55,High Repeat,Loyal,Dealer,Infrastructure,West,1,60.71,59.18,60.1,Maintain engagement and encourage higher-value purchases,240
C0401,36,58231157.8,2019-01-11,2024-10-25,2114,1617532.16,0.52,5.79,High Repeat,Loyal,Government,Logistics,North East,1,64.29,53.82,60.1,Maintain engagement and encourage higher-value purchases,241
C0093,36,57944235.8,2019-02-13,2024-12-01,2118,1609562.11,0.52,5.8,High Repeat,Loyal,Dealer,Manufacturing,South,2,64.29,53.55,59.99,Maintain engagement and encourage higher-value purchases,242
C0166,32,69504759.6,2019-01-18,2024-12-08,2151,2172023.74,0.45,5.89,High Repeat,Loyal,Fleet Owner,Manufacturing,West,2,57.14,64.24,59.98,Maintain engagement and encourage higher-value purchases,243
C0038,36,57808311.2,2019-01-08,2024-11-29,2152,1605786.42,0.51,5.89,High Repeat,Loyal,Fleet Owner,Rental,North,1,64.29,53.43,59.94,Maintain engagement and encourage higher-value purchases,244
C0477,36,57746038.6,2019-06-12,2024-10-13,1950,1604056.63,0.56,5.34,High Repeat,Loyal,Government,Construction,West,5,64.29,53.37,59.92,Maintain engagement and encourage higher-value purchases,245
C0088,36,57330201.8,2019-01-26,2024-08-06,2019,1592505.61,0.54,5.53,High Repeat,Loyal,Corporate,Infrastructure,West,1,64.29,52.99,59.77,Maintain engagement and encourage higher-value purchases,246
C0138,34,62582651.4,2019-01-10,2024-12-25,2176,1840666.22,0.48,5.96,High Repeat,Loyal,Corporate,Mining,South,5,60.71,57.84,59.56,Maintain engagement and encourage higher-value purchases,247
C0461,36,56714684.2,2019-02-27,2024-10-31,2073,1575407.89,0.53,5.68,High Repeat,Loyal,Corporate,Infrastructure,North,5,64.29,52.42,59.54,Maintain engagement and encourage higher-value purchases,248
C0458,38,50799400.6,2019-07-09,2024-12-28,1999,1336826.33,0.58,5.47,High Repeat,Loyal,Dealer,Manufacturing,West,4,67.86,46.95,59.49,Maintain engagement and encourage higher-value purchases,249
C0362,37,53495189.2,2019-02-26,2024-10-11,2054,1445815.92,0.55,5.62,High Repeat,Loyal,Corporate,Rental,West,1,66.07,49.44,59.42,Maintain engagement and encourage higher-value purchases,250
C0012,37,53404468.4,2019-01-28,2024-10-10,2082,1443364.01,0.54,5.7,High Repeat,Loyal,Fleet Owner,Logistics,South,1,66.07,49.36,59.39,Maintain engagement and encourage higher-value purchases,251
C0397,36,56279511.4,2019-02-11,2024-11-22,2111,1563319.76,0.52,5.78,High Repeat,Loyal,Fleet Owner,Mining,West,3,64.29,52.01,59.38,Maintain engagement and encourage higher-value purchases,252
C0126,33,64059034.8,2019-03-05,2024-04-05,1858,1941182.87,0.54,5.09,High Repeat,Loyal,Dealer,Manufacturing,South,4,58.93,59.2,59.04,Maintain engagement and encourage higher-value purchases,253
C0228,34,61132479.4,2019-03-27,2024-09-10,1994,1798014.1,0.52,5.46,High Repeat,Loyal,Government,Construction,South,3,60.71,56.5,59.03,Maintain engagement and encourage higher-value purchases,254
C0424,35,58183379.4,2019-03-22,2024-09-23,2012,1662382.27,0.53,5.51,High Repeat,Loyal,Retail,Construction,West,4,62.5,53.77,59.01,Maintain engagement and encourage higher-value purchases,255
C0015,34,61028370.8,2019-02-18,2024-11-16,2098,1794952.08,0.49,5.74,High Repeat,Loyal,Government,Rental,West,2,60.71,56.4,58.99,Maintain engagement and encourage higher-value purchases,256
C0287,36,55179366.6,2019-03-22,2024-11-27,2077,1532760.18,0.53,5.69,High Repeat,Loyal,Dealer,Manufacturing,South,4,64.29,51.0,58.97,Maintain engagement and encourage higher-value purchases,257
C0398,35,57843305.6,2019-09-10,2024-12-02,1910,1652665.87,0.56,5.23,High Repeat,Loyal,Government,Rental,South,5,62.5,53.46,58.88,Maintain engagement and encourage higher-value purchases,258
C0261,33,62999554.6,2019-05-06,2024-12-06,2041,1909077.41,0.49,5.59,High Repeat,Loyal,Dealer,Manufacturing,North,5,58.93,58.22,58.65,Maintain engagement and encourage higher-value purchases,259
C0426,35,57207251.0,2019-02-20,2024-12-03,2113,1634492.89,0.5,5.79,High Repeat,Loyal,Dealer,Infrastructure,North East,1,62.5,52.87,58.65,Maintain engagement and encourage higher-value purchases,260
C0100,38,48373950.0,2019-01-25,2024-09-10,2055,1272998.68,0.56,5.63,High Repeat,Loyal,Government,Construction,North,3,67.86,44.71,58.6,Maintain engagement and encourage higher-value purchases,261
C0224,36,54050072.4,2019-01-30,2024-10-31,2101,1501390.9,0.52,5.75,High Repeat,Loyal,Retail,Manufacturing,East,3,64.29,49.95,58.55,Maintain engagement and encourage higher-value purchases,262
C0370,36,53881174.6,2019-02-18,2024-12-18,2130,1496699.29,0.51,5.83,High Repeat,Loyal,Corporate,Infrastructure,East,4,64.29,49.8,58.49,Maintain engagement and encourage higher-value purchases,263
C0052,35,56612172.2,2019-02-12,2024-12-11,2129,1617490.63,0.5,5.83,High Repeat,Loyal,Government,Manufacturing,North East,2,62.5,52.32,58.43,Maintain engagement and encourage higher-value purchases,264
C0190,35,56351528.4,2019-05-15,2024-12-29,2055,1610043.67,0.52,5.63,High Repeat,Loyal,Retail,Manufacturing,North,1,62.5,52.08,58.33,Maintain engagement and encourage higher-value purchases,265
