customer_id,customer_type,industry_segment,region,last_purchase_date,recency_days,delivered_order_count,frequency,total_revenue,monetary,R_score,F_score,M_score,RFM_score,RFM_total_score,customer_segment,customer_priority_score,customer_priority_class,customer_priority_rank
C0056,Dealer,Mining,North,2024-11-10,52,36,36,60885469.8,60885469.8,3,3,4,334,10,Promising Customers,66.0,High Priority,198
C0161,Dealer,Mining,West,2024-11-17,45,37,37,60837361.2,60837361.2,3,3,4,334,10,Promising Customers,66.0,High Priority,199
C0130,Government,Mining,West,2024-11-16,46,39,39,60017312.8,60017312.8,3,4,3,343,10,Loyal Customers,66.0,High Priority,200
C0310,Government,Infrastructure,East,2024-11-07,55,39,39,59059490.6,59059490.6,3,4,3,343,10,Loyal Customers,66.0,High Priority,201
C0106,Dealer,Infrastructure,Central,2024-11-12,50,39,39,58339475.8,58339475.8,3,4,3,343,10,Loyal Customers,66.0,High Priority,202
C0290,Corporate,Construction,West,2024-11-15,47,40,40,57372288.2,57372288.2,3,4,3,343,10,Loyal Customers,66.0,High Priority,203
C0011,Retail,Infrastructure,West,2024-11-22,40,41,41,57187490.8,57187490.8,3,4,3,343,10,Loyal Customers,66.0,High Priority,204
C0296,Corporate,Manufacturing,East,2024-11-07,55,40,40,56944680.8,56944680.8,3,4,3,343,10,Loyal Customers,66.0,High Priority,205
C0022,Retail,Infrastructure,South,2024-11-06,56,38,38,56759064.0,56759064.0,3,4,3,343,10,Loyal Customers,66.0,High Priority,206
C0346,Retail,Construction,East,2024-11-15,47,39,39,54686860.8,54686860.8,3,4,3,343,10,Loyal Customers,66.0,High Priority,207
C0493,Retail,Construction,South,2024-11-22,40,38,38,54684935.199999996,54684935.199999996,3,4,3,343,10,Loyal Customers,66.0,High Priority,208
C0220,Government,Infrastructure,Central,2024-11-06,56,43,43,53467975.0,53467975.0,3,5,2,352,10,Regular Customers,66.0,High Priority,209
C0062,Dealer,Construction,South,2024-10-31,62,36,36,78963082.0,78963082.0,2,3,5,235,10,At Risk Customers,64.0,Medium Priority,210
C0246,Retail,Manufacturing,North,2024-11-02,60,35,35,77080113.6,77080113.6,2,3,5,235,10,At Risk Customers,64.0,Medium Priority,211
C0129,Corporate,Mining,North,2024-10-31,62,36,36,76393252.6,76393252.6,2,3,5,235,10,At Risk Customers,64.0,Medium Priority,212
C0476,Fleet Owner,Infrastructure,North,2024-09-29,94,34,34,73746173.2,73746173.2,2,3,5,235,10,At Risk Customers,64.0,Medium Priority,213
C0342,Dealer,Infrastructure,North,2024-10-09,84,36,36,72821567.8,72821567.8,2,3,5,235,10,At Risk Customers,64.0,Medium Priority,214
C0295,Corporate,Mining,East,2024-10-09,84,38,38,65390145.6,65390145.6,2,4,4,244,10,At Risk High Value,64.0,Medium Priority,215
C0101,Corporate,Logistics,South,2024-10-10,83,38,38,62629058.6,62629058.6,2,4,4,244,10,At Risk High Value,64.0,Medium Priority,216
C0230,Dealer,Infrastructure,North,2024-10-31,62,38,38,62086661.8,62086661.8,2,4,4,244,10,At Risk High Value,64.0,Medium Priority,217
C0021,Corporate,Mining,South,2024-10-01,92,45,45,59956738.4,59956738.4,2,5,3,253,10,At Risk Customers,64.0,Medium Priority,218
C0445,Government,Mining,East,2024-12-28,4,28,28,57177744.4,57177744.4,5,1,3,513,9,Regular Customers,64.0,Medium Priority,219
C0095,Fleet Owner,Logistics,West,2024-12-26,6,29,29,55610118.2,55610118.2,5,1,3,513,9,Regular Customers,64.0,Medium Priority,220
C0067,Retail,Manufacturing,West,2024-12-30,2,31,31,55575120.6,55575120.6,5,1,3,513,9,Regular Customers,64.0,Medium Priority,221
C0072,Government,Logistics,West,2024-12-23,9,26,26,55369763.0,55369763.0,5,1,3,513,9,Regular Customers,64.0,Medium Priority,222
C0096,Corporate,Construction,South,2024-12-30,2,34,34,51986858.4,51986858.4,5,2,2,522,9,Regular Customers,64.0,Medium Priority,223
C0214,Corporate,Rental,West,2024-12-26,6,31,31,50612095.0,50612095.0,5,2,2,522,9,Regular Customers,64.0,Medium Priority,224
C0167,Retail,Mining,West,2024-12-28,4,31,31,50383279.4,50383279.4,5,2,2,522,9,Regular Customers,64.0,Medium Priority,225
C0159,Dealer,Construction,South,2024-12-26,6,34,34,49934036.2,49934036.2,5,2,2,522,9,Regular Customers,64.0,Medium Priority,226
C0194,Fleet Owner,Construction,South,2024-12-26,6,33,33,48202752.8,48202752.8,5,2,2,522,9,Regular Customers,64.0,Medium Priority,227
C0452,Fleet Owner,Mining,South,2024-12-27,5,35,35,40090449.2,40090449.2,5,3,1,531,9,Regular Customers,64.0,Medium Priority,228
C0103,Dealer,Infrastructure,South,2024-08-29,125,40,40,75304293.2,75304293.2,1,4,5,145,10,At Risk High Value,62.0,Medium Priority,229
C0084,Corporate,Logistics,West,2024-09-22,101,39,39,73317161.4,73317161.4,1,4,5,145,10,At Risk High Value,62.0,Medium Priority,230
C0384,Retail,Construction,South,2024-09-09,114,39,39,72157498.2,72157498.2,1,4,5,145,10,At Risk High Value,62.0,Medium Priority,231
C0025,Corporate,Infrastructure,West,2024-08-18,136,38,38,70349653.0,70349653.0,1,4,5,145,10,At Risk High Value,62.0,Medium Priority,232
C0373,Corporate,Manufacturing,South,2024-09-02,121,38,38,69753317.8,69753317.8,1,4,5,145,10,At Risk High Value,62.0,Medium Priority,233
C0421,Retail,Construction,South,2024-06-21,194,38,38,69466242.8,69466242.8,1,4,5,145,10,At Risk High Value,62.0,Medium Priority,234
C0192,Fleet Owner,Logistics,East,2024-08-29,125,40,40,69269688.4,69269688.4,1,4,5,145,10,At Risk High Value,62.0,Medium Priority,235
C0225,Fleet Owner,Logistics,North,2024-07-17,168,48,48,69254158.0,69254158.0,1,5,4,154,10,At Risk High Value,62.0,Medium Priority,236
C0176,Dealer,Logistics,South,2024-08-07,147,42,42,66901722.800000004,66901722.800000004,1,5,4,154,10,At Risk High Value,62.0,Medium Priority,237
C0428,Retail,Construction,North,2024-08-26,128,43,43,66337820.6,66337820.6,1,5,4,154,10,At Risk High Value,62.0,Medium Priority,238
C0024,Dealer,Rental,South,2024-09-17,106,44,44,60658309.2,60658309.2,1,5,4,154,10,At Risk High Value,62.0,Medium Priority,239
C0191,Corporate,Manufacturing,South,2024-12-12,20,29,29,65787839.8,65787839.8,4,1,4,414,9,Regular Customers,62.0,Medium Priority,240
C0184,Retail,Rental,South,2024-11-28,34,29,29,61479056.4,61479056.4,4,1,4,414,9,Regular Customers,62.0,Medium Priority,241
C0319,Dealer,Mining,South,2024-12-08,24,33,33,60426895.0,60426895.0,4,2,3,423,9,Regular Customers,62.0,Medium Priority,242
C0259,Fleet Owner,Logistics,South,2024-12-13,19,33,33,60202150.6,60202150.6,4,2,3,423,9,Regular Customers,62.0,Medium Priority,243
C0453,Dealer,Mining,East,2024-12-01,31,31,31,59284873.8,59284873.8,4,2,3,423,9,Regular Customers,62.0,Medium Priority,244
C0055,Dealer,Construction,North,2024-12-11,21,32,32,59056095.2,59056095.2,4,2,3,423,9,Regular Customers,62.0,Medium Priority,245
C0245,Dealer,Logistics,South,2024-11-30,32,33,33,56554752.6,56554752.6,4,2,3,423,9,Regular Customers,62.0,Medium Priority,246
C0465,Fleet Owner,Mining,South,2024-12-12,20,35,35,48083241.6,48083241.6,4,3,2,432,9,Regular Customers,62.0,Medium Priority,247
C0278,Fleet Owner,Logistics,West,2024-12-03,29,38,38,47107787.2,47107787.2,4,4,1,441,9,Regular Customers,62.0,Medium Priority,248
C0009,Corporate,Rental,West,2024-11-04,58,34,34,68836324.8,68836324.8,3,2,4,324,9,Regular Customers,60.0,Medium Priority,249
C0460,Dealer,Logistics,South,2024-11-25,37,32,32,64634814.4,64634814.4,3,2,4,324,9,Regular Customers,60.0,Medium Priority,250
C0390,Fleet Owner,Construction,North,2024-11-09,53,32,32,64132451.0,64132451.0,3,2,4,324,9,Regular Customers,60.0,Medium Priority,251
C0015,Government,Rental,West,2024-11-16,46,34,34,61028370.8,61028370.8,3,2,4,324,9,Regular Customers,60.0,Medium Priority,252
C0140,Retail,Logistics,West,2024-11-24,38,37,37,60136648.6,60136648.6,3,3,3,333,9,Promising Customers,60.0,Medium Priority,253
C0051,Retail,Infrastructure,North,2024-11-15,47,36,36,59420710.4,59420710.4,3,3,3,333,9,Promising Customers,60.0,Medium Priority,254
C0397,Fleet Owner,Mining,West,2024-11-22,40,36,36,56279511.4,56279511.4,3,3,3,333,9,Promising Customers,60.0,Medium Priority,255
C0472,Dealer,Manufacturing,South,2024-11-23,39,34,34,54888819.4,54888819.4,3,3,3,333,9,Promising Customers,60.0,Medium Priority,256
C0035,Dealer,Infrastructure,Central,2024-11-12,50,38,38,53340276.800000004,53340276.800000004,3,4,2,342,9,Regular Customers,60.0,Medium Priority,257
C0345,Retail,Infrastructure,West,2024-11-20,42,40,40,50444735.6,50444735.6,3,4,2,342,9,Regular Customers,60.0,Medium Priority,258
C0102,Government,Infrastructure,East,2024-10-24,69,34,34,71864051.2,71864051.2,2,2,5,225,9,Hibernating High Value,58.0,Medium Priority,259
C0264,Retail,Infrastructure,West,2024-11-02,60,36,36,67321592.8,67321592.8,2,3,4,234,9,At Risk Customers,58.0,Medium Priority,260
C0341,Fleet Owner,Mining,North,2024-10-07,86,36,36,66838579.4,66838579.4,2,3,4,234,9,At Risk Customers,58.0,Medium Priority,261
C0318,Corporate,Logistics,North,2024-10-17,76,36,36,62202116.0,62202116.0,2,3,4,234,9,At Risk Customers,58.0,Medium Priority,262
C0263,Government,Rental,South,2024-11-01,61,35,35,61677496.4,61677496.4,2,3,4,234,9,At Risk Customers,58.0,Medium Priority,263
C0335,Government,Infrastructure,North East,2024-11-03,59,38,38,60351028.0,60351028.0,2,4,3,243,9,At Risk Customers,58.0,Medium Priority,264
C0236,Corporate,Mining,West,2024-10-25,68,41,41,57861179.0,57861179.0,2,4,3,243,9,At Risk Customers,58.0,Medium Priority,265
C0090,Government,Infrastructure,North,2024-10-22,71,43,43,51915256.6,51915256.6,2,5,2,252,9,At Risk Customers,58.0,Medium Priority,266
C0036,Fleet Owner,Construction,East,2024-12-18,14,31,31,48929201.8,48929201.8,5,1,2,512,8,Regular Customers,58.0,Medium Priority,267
C0097,Corporate,Construction,West,2024-12-16,16,26,26,47499351.2,47499351.2,5,1,2,512,8,Regular Customers,58.0,Medium Priority,268
C0404,Government,Mining,West,2024-12-26,6,31,31,46035794.4,46035794.4,5,2,1,521,8,Regular Customers,58.0,Medium Priority,269
C0317,Corporate,Manufacturing,South,2024-12-25,7,32,32,43291415.2,43291415.2,5,2,1,521,8,Regular Customers,58.0,Medium Priority,270
C0104,Fleet Owner,Infrastructure,South,2024-12-30,2,34,34,42120081.4,42120081.4,5,2,1,521,8,Regular Customers,58.0,Medium Priority,271
C0155,Fleet Owner,Mining,East,2024-12-17,15,31,31,41576324.2,41576324.2,5,2,1,521,8,Regular Customers,58.0,Medium Priority,272
C0309,Government,Manufacturing,West,2024-12-17,15,31,31,38065991.6,38065991.6,5,2,1,521,8,Regular Customers,58.0,Medium Priority,273
C0145,Retail,Construction,West,2024-12-29,3,33,33,34445949.4,34445949.4,5,2,1,521,8,Regular Customers,58.0,Medium Priority,274
C0337,Corporate,Manufacturing,North,2024-08-25,129,34,34,73457151.8,73457151.8,1,3,5,135,9,At Risk Customers,56.0,Medium Priority,275
C0297,Fleet Owner,Rental,South,2024-07-01,184,34,34,73065015.6,73065015.6,1,3,5,135,9,At Risk Customers,56.0,Medium Priority,276
C0041,Government,Rental,South,2024-06-11,204,38,38,68044561.6,68044561.6,1,4,4,144,9,At Risk High Value,56.0,Medium Priority,277
C0385,Corporate,Manufacturing,West,2024-09-23,100,37,37,67435700.6,67435700.6,1,4,4,144,9,At Risk High Value,56.0,Medium Priority,278
C0464,Corporate,Infrastructure,North,2024-09-13,110,38,38,67405736.8,67405736.8,1,4,4,144,9,At Risk High Value,56.0,Medium Priority,279
C0006,Government,Construction,West,2024-09-02,121,40,40,65482805.4,65482805.4,1,4,4,144,9,At Risk High Value,56.0,Medium Priority,280
C0438,Corporate,Rental,East,2024-09-01,122,39,39,61720027.0,61720027.0,1,4,4,144,9,At Risk High Value,56.0,Medium Priority,281
C0050,Dealer,Mining,East,2024-12-14,18,27,27,56151044.8,56151044.8,4,1,3,413,8,Regular Customers,56.0,Medium Priority,282
C0308,Retail,Mining,North,2024-12-12,20,33,33,50359329.6,50359329.6,4,2,2,422,8,Regular Customers,56.0,Medium Priority,283
C0057,Retail,Logistics,East,2024-12-04,28,32,32,49701788.6,49701788.6,4,2,2,422,8,Regular Customers,56.0,Medium Priority,284
C0494,Corporate,Construction,East,2024-11-28,34,32,32,48287535.6,48287535.6,4,2,2,422,8,Regular Customers,56.0,Medium Priority,285
C0305,Fleet Owner,Logistics,North,2024-11-27,35,31,31,48238808.800000004,48238808.800000004,4,2,2,422,8,Regular Customers,56.0,Medium Priority,286
C0019,Government,Logistics,East,2024-12-10,22,37,37,42528118.4,42528118.4,4,3,1,431,8,Regular Customers,56.0,Medium Priority,287
C0381,Corporate,Mining,South,2024-11-17,45,29,29,62038399.0,62038399.0,3,1,4,314,8,Regular Customers,54.0,Medium Priority,288
C0073,Corporate,Rental,North,2024-11-12,50,32,32,56970903.6,56970903.6,3,2,3,323,8,Regular Customers,54.0,Medium Priority,289
C0457,Retail,Manufacturing,East,2024-11-15,47,33,33,56578805.4,56578805.4,3,2,3,323,8,Regular Customers,54.0,Medium Priority,290
C0449,Fleet Owner,Logistics,West,2024-11-19,43,32,32,55700286.8,55700286.8,3,2,3,323,8,Regular Customers,54.0,Medium Priority,291
C0001,Retail,Construction,East,2024-11-15,47,34,34,55019747.4,55019747.4,3,2,3,323,8,Regular Customers,54.0,Medium Priority,292
C0203,Government,Manufacturing,West,2024-11-19,43,35,35,53777085.6,53777085.6,3,3,2,332,8,Regular Customers,54.0,Medium Priority,293
C0378,Retail,Manufacturing,North,2024-11-16,46,35,35,50644577.199999996,50644577.199999996,3,3,2,332,8,Regular Customers,54.0,Medium Priority,294
C0480,Government,Infrastructure,West,2024-11-24,38,34,34,48525468.6,48525468.6,3,3,2,332,8,Regular Customers,54.0,Medium Priority,295
C0415,Government,Infrastructure,North East,2024-10-11,82,33,33,68592455.6,68592455.6,2,2,4,224,8,Hibernating High Value,52.0,Medium Priority,296
C0406,Dealer,Logistics,West,2024-10-11,82,32,32,64818334.4,64818334.4,2,2,4,224,8,Hibernating High Value,52.0,Medium Priority,297
C0268,Government,Mining,West,2024-10-07,86,32,32,63709103.6,63709103.6,2,2,4,224,8,Hibernating High Value,52.0,Medium Priority,298
C0419,Fleet Owner,Logistics,West,2024-09-30,93,31,31,61514207.2,61514207.2,2,2,4,224,8,Hibernating High Value,52.0,Medium Priority,299
C0408,Government,Infrastructure,South,2024-11-02,60,36,36,60127186.2,60127186.2,2,3,3,233,8,At Risk Customers,52.0,Medium Priority,300
C0175,Fleet Owner,Rental,East,2024-11-01,61,36,36,59434888.8,59434888.8,2,3,3,233,8,At Risk Customers,52.0,Medium Priority,301
C0358,Government,Infrastructure,West,2024-10-01,92,36,36,59405501.6,59405501.6,2,3,3,233,8,At Risk Customers,52.0,Medium Priority,302
C0158,Corporate,Infrastructure,East,2024-09-26,97,36,36,58875735.2,58875735.2,2,3,3,233,8,At Risk Customers,52.0,Medium Priority,303
C0314,Retail,Logistics,East,2024-09-26,97,36,36,58625243.800000004,58625243.800000004,2,3,3,233,8,At Risk Customers,52.0,Medium Priority,304
C0401,Government,Logistics,North East,2024-10-25,68,36,36,58231157.8,58231157.8,2,3,3,233,8,At Risk Customers,52.0,Medium Priority,305
C0477,Government,Construction,West,2024-10-13,80,36,36,57746038.6,57746038.6,2,3,3,233,8,At Risk Customers,52.0,Medium Priority,306
C0461,Corporate,Infrastructure,North,2024-10-31,62,36,36,56714684.2,56714684.2,2,3,3,233,8,At Risk Customers,52.0,Medium Priority,307
C0362,Corporate,Rental,West,2024-10-11,82,37,37,53495189.2,53495189.2,2,4,2,242,8,At Risk Customers,52.0,Medium Priority,308
C0432,Fleet Owner,Mining,South,2024-10-04,89,37,37,49310040.800000004,49310040.800000004,2,4,2,242,8,At Risk Customers,52.0,Medium Priority,309
C0208,Fleet Owner,Logistics,North,2024-12-30,2,30,30,46904115.8,46904115.8,5,1,1,511,7,Regular Customers,52.0,Medium Priority,310
C0437,Dealer,Mining,West,2024-12-21,11,30,30,46199550.2,46199550.2,5,1,1,511,7,Regular Customers,52.0,Medium Priority,311
C0147,Dealer,Rental,North,2024-12-22,10,30,30,44007572.2,44007572.2,5,1,1,511,7,Regular Customers,52.0,Medium Priority,312
C0014,Fleet Owner,Construction,East,2024-12-21,11,27,27,41523847.6,41523847.6,5,1,1,511,7,Regular Customers,52.0,Medium Priority,313
C0170,Government,Construction,South,2024-12-20,12,27,27,38882680.4,38882680.4,5,1,1,511,7,Regular Customers,52.0,Medium Priority,314
C0177,Dealer,Construction,West,2024-12-25,7,28,28,35762840.4,35762840.4,5,1,1,511,7,Regular Customers,52.0,Medium Priority,315
C0108,Corporate,Rental,North,2024-12-29,3,24,24,31126705.0,31126705.0,5,1,1,511,7,Regular Customers,52.0,Medium Priority,316
C0293,Dealer,Logistics,West,2024-09-25,98,36,36,66815451.4,66815451.4,1,3,4,134,8,At Risk Customers,50.0,Medium Priority,317
C0116,Dealer,Construction,North,2024-07-28,157,35,35,64081942.6,64081942.6,1,3,4,134,8,At Risk Customers,50.0,Medium Priority,318
C0198,Government,Mining,West,2024-08-01,153,36,36,63577917.2,63577917.2,1,3,4,134,8,At Risk Customers,50.0,Medium Priority,319
C0249,Corporate,Construction,West,2024-09-03,120,35,35,63391180.8,63391180.8,1,3,4,134,8,At Risk Customers,50.0,Medium Priority,320
C0135,Retail,Rental,South,2024-08-27,127,35,35,62791824.6,62791824.6,1,3,4,134,8,At Risk Customers,50.0,Medium Priority,321
C0228,Government,Construction,South,2024-09-10,113,34,34,61132479.4,61132479.4,1,3,4,134,8,At Risk Customers,50.0,Medium Priority,322
C0235,Fleet Owner,Mining,East,2024-09-10,113,38,38,60478356.4,60478356.4,1,4,3,143,8,At Risk Customers,50.0,Medium Priority,323
C0365,Government,Manufacturing,East,2024-09-15,108,39,39,60336743.2,60336743.2,1,4,3,143,8,At Risk Customers,50.0,Medium Priority,324
C0029,Dealer,Construction,South,2024-06-30,185,38,38,58176890.6,58176890.6,1,4,3,143,8,At Risk Customers,50.0,Medium Priority,325
C0450,Fleet Owner,Construction,East,2024-09-12,111,38,38,55345960.4,55345960.4,1,4,3,143,8,At Risk Customers,50.0,Medium Priority,326
C0210,Retail,Infrastructure,West,2024-11-26,36,30,30,53509817.8,53509817.8,4,1,2,412,7,Regular Customers,50.0,Medium Priority,327
C0033,Government,Mining,South,2024-12-12,20,30,30,49354094.2,49354094.2,4,1,2,412,7,Regular Customers,50.0,Medium Priority,328
C0079,Retail,Rental,North,2024-11-28,34,31,31,47175266.2,47175266.2,4,1,2,412,7,Regular Customers,50.0,Medium Priority,329
C0391,Government,Construction,West,2024-11-30,32,33,33,47080496.4,47080496.4,4,2,1,421,7,Regular Customers,50.0,Medium Priority,330
C0121,Government,Construction,West,2024-12-01,31,34,34,47029566.199999996,47029566.199999996,4,2,1,421,7,Regular Customers,50.0,Medium Priority,331
C0112,Fleet Owner,Mining,South,2024-12-01,31,33,33,46248326.6,46248326.6,4,2,1,421,7,Regular Customers,50.0,Medium Priority,332
C0118,Retail,Rental,South,2024-12-10,22,32,32,41835680.2,41835680.2,4,2,1,421,7,Regular Customers,50.0,Medium Priority,333
C0204,Retail,Rental,South,2024-12-08,24,31,31,39880662.0,39880662.0,4,2,1,421,7,Regular Customers,50.0,Medium Priority,334
C0392,Fleet Owner,Logistics,East,2024-12-12,20,31,31,38571708.8,38571708.8,4,2,1,421,7,Regular Customers,50.0,Medium Priority,335
C0086,Retail,Construction,West,2024-11-22,40,29,29,59655682.6,59655682.6,3,1,3,313,7,Regular Customers,48.0,Low Priority,336
C0357,Corporate,Mining,West,2024-11-17,45,28,28,57734552.2,57734552.2,3,1,3,313,7,Regular Customers,48.0,Low Priority,337
C0367,Fleet Owner,Logistics,South,2024-11-04,58,27,27,57592654.8,57592654.8,3,1,3,313,7,Regular Customers,48.0,Low Priority,338
C0360,Dealer,Construction,West,2024-11-17,45,31,31,54662201.0,54662201.0,3,2,2,322,7,Regular Customers,48.0,Low Priority,339
C0364,Government,Infrastructure,East,2024-11-18,44,32,32,54408370.8,54408370.8,3,2,2,322,7,Regular Customers,48.0,Low Priority,340
C0363,Fleet Owner,Logistics,South,2024-11-07,55,32,32,53560072.2,53560072.2,3,2,2,322,7,Regular Customers,48.0,Low Priority,341
C0338,Corporate,Rental,West,2024-11-23,39,33,33,52210070.0,52210070.0,3,2,2,322,7,Regular Customers,48.0,Low Priority,342
C0205,Retail,Construction,North,2024-11-15,47,33,33,51965845.0,51965845.0,3,2,2,322,7,Regular Customers,48.0,Low Priority,343
C0231,Government,Infrastructure,West,2024-11-08,54,32,32,51646725.4,51646725.4,3,2,2,322,7,Regular Customers,48.0,Low Priority,344
C0120,Fleet Owner,Construction,South,2024-11-15,47,34,34,50313583.0,50313583.0,3,2,2,322,7,Regular Customers,48.0,Low Priority,345
C0044,Government,Mining,West,2024-11-17,45,34,34,49589458.0,49589458.0,3,2,2,322,7,Regular Customers,48.0,Low Priority,346
C0386,Retail,Construction,North,2024-11-04,58,32,32,48819152.6,48819152.6,3,2,2,322,7,Regular Customers,48.0,Low Priority,347
C0089,Corporate,Rental,West,2024-11-14,48,37,37,47111014.0,47111014.0,3,3,1,331,7,Regular Customers,48.0,Low Priority,348
C0136,Dealer,Mining,West,2024-11-13,49,37,37,45774176.2,45774176.2,3,3,1,331,7,Regular Customers,48.0,Low Priority,349
C0164,Government,Construction,North,2024-11-13,49,36,36,45625652.8,45625652.8,3,3,1,331,7,Regular Customers,48.0,Low Priority,350
C0332,Corporate,Mining,South,2024-11-11,51,35,35,44566684.4,44566684.4,3,3,1,331,7,Regular Customers,48.0,Low Priority,351
C0258,Corporate,Mining,South,2024-10-10,83,28,28,62250978.4,62250978.4,2,1,4,214,7,Hibernating High Value,46.0,Low Priority,352
C0162,Retail,Mining,East,2024-10-14,79,28,28,62233145.6,62233145.6,2,1,4,214,7,Hibernating High Value,46.0,Low Priority,353
C0173,Retail,Logistics,South,2024-10-18,75,31,31,57999777.4,57999777.4,2,2,3,223,7,Hibernating High Value,46.0,Low Priority,354
C0227,Fleet Owner,Infrastructure,East,2024-10-24,69,34,34,57926647.6,57926647.6,2,2,3,223,7,Hibernating High Value,46.0,Low Priority,355
C0064,Corporate,Manufacturing,North,2024-10-18,75,32,32,57893888.0,57893888.0,2,2,3,223,7,Hibernating High Value,46.0,Low Priority,356
C0349,Corporate,Rental,West,2024-10-19,74,33,33,56613876.0,56613876.0,2,2,3,223,7,Hibernating High Value,46.0,Low Priority,357
C0224,Retail,Manufacturing,East,2024-10-31,62,36,36,54050072.4,54050072.4,2,3,2,232,7,At Risk Customers,46.0,Low Priority,358
C0012,Fleet Owner,Logistics,South,2024-10-10,83,37,37,53404468.4,53404468.4,2,3,2,232,7,At Risk Customers,46.0,Low Priority,359
C0486,Government,Manufacturing,West,2024-10-07,86,34,34,52620254.4,52620254.4,2,3,2,232,7,At Risk Customers,46.0,Low Priority,360
C0446,Retail,Logistics,South,2024-10-16,77,34,34,52035543.6,52035543.6,2,3,2,232,7,At Risk Customers,46.0,Low Priority,361
C0400,Government,Infrastructure,North,2024-10-23,70,35,35,51694363.6,51694363.6,2,3,2,232,7,At Risk Customers,46.0,Low Priority,362
C0348,Retail,Logistics,North,2024-10-24,69,34,34,50897650.4,50897650.4,2,3,2,232,7,At Risk Customers,46.0,Low Priority,363
C0289,Corporate,Logistics,South,2024-10-29,64,35,35,50221149.2,50221149.2,2,3,2,232,7,At Risk Customers,46.0,Low Priority,364
C0470,Government,Mining,South,2024-09-27,96,36,36,49194933.2,49194933.2,2,3,2,232,7,At Risk Customers,46.0,Low Priority,365
C0132,Corporate,Construction,Central,2024-10-01,92,37,37,49004629.4,49004629.4,2,3,2,232,7,At Risk Customers,46.0,Low Priority,366
C0416,Dealer,Manufacturing,South,2024-10-20,73,37,37,46006682.0,46006682.0,2,4,1,241,7,At Risk Customers,46.0,Low Priority,367
C0003,Government,Logistics,West,2024-10-30,63,38,38,44728031.8,44728031.8,2,4,1,241,7,At Risk Customers,46.0,Low Priority,368
C0156,Government,Manufacturing,South,2024-09-17,106,33,33,67117436.4,67117436.4,1,2,4,124,7,Hibernating High Value,44.0,Low Priority,369
C0126,Dealer,Manufacturing,South,2024-04-05,271,33,33,64059034.8,64059034.8,1,2,4,124,7,Hibernating High Value,44.0,Low Priority,370
C0251,Dealer,Mining,North,2024-07-06,179,36,36,60544705.8,60544705.8,1,3,3,133,7,At Risk Customers,44.0,Low Priority,371
C0085,Retail,Mining,South,2024-09-20,103,37,37,60463527.2,60463527.2,1,3,3,133,7,At Risk Customers,44.0,Low Priority,372
C0424,Retail,Construction,West,2024-09-23,100,35,35,58183379.4,58183379.4,1,3,3,133,7,At Risk Customers,44.0,Low Priority,373
C0088,Corporate,Infrastructure,West,2024-08-06,148,36,36,57330201.8,57330201.8,1,3,3,133,7,At Risk Customers,44.0,Low Priority,374
C0463,Dealer,Mining,West,2024-08-22,132,35,35,55370560.0,55370560.0,1,3,3,133,7,At Risk Customers,44.0,Low Priority,375
C0274,Dealer,Mining,North,2024-06-27,188,39,39,54639688.2,54639688.2,1,4,2,142,7,At Risk Customers,44.0,Low Priority,376
C0321,Retail,Logistics,South,2024-06-28,187,38,38,54558976.4,54558976.4,1,4,2,142,7,At Risk Customers,44.0,Low Priority,377
C0330,Retail,Infrastructure,East,2024-08-10,144,38,38,54285450.6,54285450.6,1,4,2,142,7,At Risk Customers,44.0,Low Priority,378
C0451,Government,Manufacturing,East,2024-07-06,179,37,37,49725150.4,49725150.4,1,4,2,142,7,At Risk Customers,44.0,Low Priority,379
C0100,Government,Construction,North,2024-09-10,113,38,38,48373950.0,48373950.0,1,4,2,142,7,At Risk Customers,44.0,Low Priority,380
C0248,Fleet Owner,Rental,West,2024-12-04,28,30,30,45208412.0,45208412.0,4,1,1,411,6,Regular Customers,44.0,Low Priority,381
C0500,Corporate,Infrastructure,East,2024-12-07,25,27,27,44474866.6,44474866.6,4,1,1,411,6,Regular Customers,44.0,Low Priority,382
C0229,Government,Mining,East,2024-11-29,33,28,28,44419985.8,44419985.8,4,1,1,411,6,Regular Customers,44.0,Low Priority,383
C0115,Fleet Owner,Mining,South,2024-11-28,34,29,29,44357793.6,44357793.6,4,1,1,411,6,Regular Customers,44.0,Low Priority,384
C0243,Government,Construction,North,2024-12-10,22,28,28,42431751.6,42431751.6,4,1,1,411,6,Regular Customers,44.0,Low Priority,385
C0322,Government,Construction,West,2024-12-10,22,28,28,40996678.0,40996678.0,4,1,1,411,6,Regular Customers,44.0,Low Priority,386
C0151,Government,Infrastructure,East,2024-11-28,34,27,27,39556960.6,39556960.6,4,1,1,411,6,Regular Customers,44.0,Low Priority,387
C0388,Fleet Owner,Infrastructure,West,2024-12-12,20,27,27,39389408.6,39389408.6,4,1,1,411,6,Regular Customers,44.0,Low Priority,388
C0271,Corporate,Infrastructure,South,2024-11-26,36,24,24,37757473.800000004,37757473.800000004,4,1,1,411,6,Regular Customers,44.0,Low Priority,389
C0262,Corporate,Logistics,North,2024-12-04,28,26,26,36628894.0,36628894.0,4,1,1,411,6,Regular Customers,44.0,Low Priority,390
C0303,Corporate,Mining,West,2024-12-01,31,27,27,32465859.599999998,32465859.599999998,4,1,1,411,6,Regular Customers,44.0,Low Priority,391
