customer_id,customer_type,industry_segment,region,delivered_order_count,total_revenue,average_order_value,unique_sales_channels,preferred_sales_channel,preferred_channel_orders,preferred_channel_revenue,preferred_channel_revenue_share_pct,channel_diversification_class,channel_preference_class
C0191,Corporate,Manufacturing,South,29,65787839.8,2268546.1999999997,4,Field Sales,6,23983795.8,36.46,Multi-Channel Customer,No Sales
C0192,Fleet Owner,Logistics,East,40,69269688.4,1731742.2100000002,4,Dealer Network,10,22218386.0,32.08,Multi-Channel Customer,Dealer Network Preferred
C0193,Dealer,Infrastructure,West,38,67795348.0,1784088.105263158,4,Online,11,24196465.0,35.69,Multi-Channel Customer,Online Preferred
C0194,Fleet Owner,Construction,South,33,48202752.8,1460689.4787878788,4,Field Sales,8,16739335.6,34.73,Multi-Channel Customer,No Sales
C0195,Fleet Owner,Logistics,East,31,56797913.6,1832190.7612903225,4,Field Sales,13,29489622.8,51.92,Multi-Channel Customer,No Sales
C0196,Fleet Owner,Rental,North East,48,71291851.6,1485246.9083333332,4,Online,14,22872297.8,32.08,Multi-Channel Customer,Online Preferred
C0197,Government,Manufacturing,West,47,77464617.6,1648183.3531914891,4,Online,14,30928184.8,39.93,Multi-Channel Customer,Online Preferred
C0198,Government,Mining,West,36,63577917.2,1766053.2555555557,4,Field Sales,14,23687430.2,37.26,Multi-Channel Customer,No Sales
C0199,Government,Mining,West,33,48930073.4,1482729.4969696968,4,Dealer Network,13,15347801.4,31.37,Multi-Channel Customer,Dealer Network Preferred
C0200,Retail,Logistics,East,47,84469856.6,1797230.9914893615,4,Counter Sale,15,27159757.6,32.15,Multi-Channel Customer,Counter Sale Preferred
C0201,Dealer,Infrastructure,South,47,80475593.0,1712246.6595744682,4,Online,11,25157024.400000002,31.26,Multi-Channel Customer,Online Preferred
C0202,Government,Logistics,North,28,50389917.2,1799639.9000000001,4,Dealer Network,7,19959331.8,39.61,Multi-Channel Customer,Dealer Network Preferred
C0203,Government,Manufacturing,West,35,53777085.6,1536488.1600000001,4,Counter Sale,8,20174286.0,37.51,Multi-Channel Customer,Counter Sale Preferred
C0204,Retail,Rental,South,31,39880662.0,1286472.9677419355,4,Counter Sale,6,11749785.4,29.46,Multi-Channel Customer,Counter Sale Preferred
C0205,Retail,Construction,North,33,51965845.0,1574722.5757575757,4,Counter Sale,9,17497794.8,33.67,Multi-Channel Customer,Counter Sale Preferred
C0206,Retail,Construction,West,40,89674652.2,2241866.305,4,Dealer Network,13,27342529.0,30.49,Multi-Channel Customer,Dealer Network Preferred
C0207,Corporate,Rental,East,45,87068691.0,1934859.8,4,Online,18,32244451.6,37.03,Multi-Channel Customer,Online Preferred
C0208,Fleet Owner,Logistics,North,30,46904115.8,1563470.5266666666,4,Counter Sale,11,17270853.6,36.82,Multi-Channel Customer,Counter Sale Preferred
C0209,Corporate,Infrastructure,East,44,65445658.4,1487401.3272727272,4,Dealer Network,14,27105721.4,41.42,Multi-Channel Customer,Dealer Network Preferred
C0210,Retail,Infrastructure,West,30,53509817.8,1783660.5933333333,4,Counter Sale,8,17286713.4,32.31,Multi-Channel Customer,Counter Sale Preferred
C0211,Fleet Owner,Manufacturing,South,42,59389779.2,1414042.361904762,4,Online,12,20498849.8,34.52,Multi-Channel Customer,Online Preferred
C0212,Retail,Infrastructure,North East,31,45262151.0,1460069.3870967743,4,Counter Sale,8,12934374.8,28.58,Multi-Channel Customer,Counter Sale Preferred
C0213,Fleet Owner,Rental,West,30,66248437.6,2208281.2533333334,4,Dealer Network,9,21765780.4,32.85,Multi-Channel Customer,Dealer Network Preferred
C0214,Corporate,Rental,West,31,50612095.0,1632648.2258064516,4,Dealer Network,13,24953228.4,49.3,Multi-Channel Customer,Dealer Network Preferred
C0215,Corporate,Rental,South,49,73940925.4,1508998.4775510204,4,Counter Sale,16,24621390.4,33.3,Multi-Channel Customer,Counter Sale Preferred
C0216,Government,Mining,East,39,62009378.6,1589984.0666666667,4,Online,14,26574235.4,42.86,Multi-Channel Customer,Online Preferred
C0217,Corporate,Infrastructure,North,36,61360958.2,1704471.0611111112,4,Online,11,21139152.0,34.45,Multi-Channel Customer,Online Preferred
C0218,Fleet Owner,Construction,West,36,44324901.0,1231247.25,4,Online,12,18352876.8,41.41,Multi-Channel Customer,Online Preferred
C0219,Government,Manufacturing,West,39,59976015.0,1537846.5384615385,4,Field Sales,11,21539567.0,35.91,Multi-Channel Customer,No Sales
C0220,Government,Infrastructure,Central,43,53467975.0,1243441.2790697673,4,Field Sales,17,18907862.6,35.36,Multi-Channel Customer,No Sales
C0221,Dealer,Logistics,North,44,82001959.0,1863680.8863636365,4,Field Sales,17,43595932.4,53.16,Multi-Channel Customer,No Sales
C0222,Fleet Owner,Logistics,North,41,57177978.6,1394584.843902439,4,Field Sales,11,17804369.0,31.14,Multi-Channel Customer,No Sales
C0223,Corporate,Logistics,West,33,54079206.6,1638763.8363636364,4,Field Sales,14,23610804.0,43.66,Multi-Channel Customer,No Sales
C0224,Retail,Manufacturing,East,36,54050072.4,1501390.9,4,Field Sales,9,18923823.4,35.01,Multi-Channel Customer,No Sales
C0225,Fleet Owner,Logistics,North,48,69254158.0,1442794.9583333333,4,Online,16,26257929.6,37.92,Multi-Channel Customer,Online Preferred
C0226,Dealer,Logistics,West,26,47025541.0,1808674.6538461538,4,Field Sales,9,16807027.8,35.74,Multi-Channel Customer,No Sales
C0227,Fleet Owner,Infrastructure,East,34,57926647.6,1703724.9294117647,4,Dealer Network,15,22379642.8,38.63,Multi-Channel Customer,Dealer Network Preferred
C0228,Government,Construction,South,34,61132479.4,1798014.0999999999,4,Online,14,25250206.4,41.3,Multi-Channel Customer,Online Preferred
C0229,Government,Mining,East,28,44419985.8,1586428.0642857142,4,Field Sales,8,18224604.6,41.03,Multi-Channel Customer,No Sales
C0230,Dealer,Infrastructure,North,38,62086661.8,1633859.5210526315,4,Counter Sale,15,31182429.2,50.22,Multi-Channel Customer,Counter Sale Preferred
C0231,Government,Infrastructure,West,32,51646725.4,1613960.16875,4,Dealer Network,11,20021011.2,38.77,Multi-Channel Customer,Dealer Network Preferred
C0232,Government,Mining,South,37,57544368.0,1555253.189189189,4,Dealer Network,12,18128769.8,31.5,Multi-Channel Customer,Dealer Network Preferred
C0233,Government,Logistics,East,28,49889164.0,1781755.857142857,4,Dealer Network,10,19200174.8,38.49,Multi-Channel Customer,Dealer Network Preferred
C0234,Corporate,Infrastructure,West,29,72295152.4,2492936.2896551727,4,Dealer Network,9,34815662.2,48.16,Multi-Channel Customer,Dealer Network Preferred
C0235,Fleet Owner,Mining,East,38,60478356.4,1591535.694736842,4,Online,10,17294841.4,28.6,Multi-Channel Customer,Online Preferred
C0236,Corporate,Mining,West,41,57861179.0,1411248.268292683,4,Counter Sale,10,19259696.4,33.29,Multi-Channel Customer,Counter Sale Preferred
C0237,Dealer,Infrastructure,South,44,74820743.4,1700471.4409090912,4,Counter Sale,13,29544802.8,39.49,Multi-Channel Customer,Counter Sale Preferred
C0238,Corporate,Construction,South,30,36717219.2,1223907.3066666669,4,Counter Sale,9,11735768.2,31.96,Multi-Channel Customer,Counter Sale Preferred
C0239,Government,Logistics,South,32,44962159.0,1405067.46875,4,Counter Sale,10,13582463.4,30.21,Multi-Channel Customer,Counter Sale Preferred
C0240,Corporate,Manufacturing,South,46,92835709.4,2018167.595652174,4,Field Sales,13,32556968.4,35.07,Multi-Channel Customer,No Sales
C0241,Government,Construction,West,39,73396972.0,1881973.641025641,4,Dealer Network,10,19994007.8,27.24,Multi-Channel Customer,Dealer Network Preferred
C0242,Government,Construction,South,47,73225487.6,1557989.0978723404,4,Counter Sale,14,24554971.6,33.53,Multi-Channel Customer,Counter Sale Preferred
C0243,Government,Construction,North,28,42431751.6,1515419.7,4,Online,8,12267948.2,28.91,Multi-Channel Customer,Online Preferred
C0244,Government,Logistics,North,44,77550764.4,1762517.3727272728,4,Dealer Network,16,31350365.4,40.43,Multi-Channel Customer,Dealer Network Preferred
C0245,Dealer,Logistics,South,33,56554752.6,1713780.3818181818,4,Field Sales,9,18067623.2,31.95,Multi-Channel Customer,No Sales
C0246,Retail,Manufacturing,North,35,77080113.6,2202288.96,4,Field Sales,13,33703310.8,43.73,Multi-Channel Customer,No Sales
C0247,Corporate,Logistics,East,39,67759559.60000001,1737424.6051282054,4,Counter Sale,9,19672296.8,29.03,Multi-Channel Customer,Counter Sale Preferred
C0248,Fleet Owner,Rental,West,30,45208412.0,1506947.0666666667,4,Field Sales,7,12475307.6,27.6,Multi-Channel Customer,No Sales
C0249,Corporate,Construction,West,35,63391180.8,1811176.5942857142,4,Online,14,25199108.4,39.75,Multi-Channel Customer,Online Preferred
C0250,Government,Infrastructure,East,43,74416923.4,1730626.1255813956,4,Online,15,31256249.6,42.0,Multi-Channel Customer,Online Preferred
C0251,Dealer,Mining,North,36,60544705.8,1681797.3833333333,4,Counter Sale,12,20163051.4,33.3,Multi-Channel Customer,Counter Sale Preferred
C0252,Retail,Construction,South,34,45321304.6,1332979.5470588235,4,Dealer Network,7,15074725.0,33.26,Multi-Channel Customer,Dealer Network Preferred
C0253,Retail,Rental,West,39,72946151.6,1870414.1435897434,4,Counter Sale,11,24336933.8,33.36,Multi-Channel Customer,Counter Sale Preferred
C0254,Dealer,Mining,West,48,89556446.6,1865759.3041666665,4,Counter Sale,16,27700525.0,30.93,Multi-Channel Customer,Counter Sale Preferred
C0255,Retail,Infrastructure,South,45,71144094.2,1580979.8711111112,4,Online,15,26298875.8,36.97,Multi-Channel Customer,Online Preferred
C0256,Corporate,Infrastructure,North East,30,58794725.4,1959824.18,4,Field Sales,9,22409353.4,38.11,Multi-Channel Customer,No Sales
C0257,Corporate,Logistics,North,43,76189558.0,1771850.1860465116,4,Counter Sale,12,30254268.0,39.71,Multi-Channel Customer,Counter Sale Preferred
C0258,Corporate,Mining,South,28,62250978.4,2223249.2285714285,4,Dealer Network,9,25762161.0,41.38,Multi-Channel Customer,Dealer Network Preferred
C0259,Fleet Owner,Logistics,South,33,60202150.6,1824307.593939394,4,Online,11,24732997.4,41.08,Multi-Channel Customer,Online Preferred
C0260,Dealer,Logistics,South,32,55524668.6,1735145.89375,4,Counter Sale,11,19034996.8,34.28,Multi-Channel Customer,Counter Sale Preferred
C0261,Dealer,Manufacturing,North,33,62999554.6,1909077.412121212,4,Field Sales,12,25530619.0,40.53,Multi-Channel Customer,No Sales
C0262,Corporate,Logistics,North,26,36628894.0,1408803.6153846155,4,Field Sales,5,10789046.0,29.46,Multi-Channel Customer,No Sales
C0263,Government,Rental,South,35,61677496.4,1762214.1828571428,4,Counter Sale,16,31580750.6,51.2,Multi-Channel Customer,Counter Sale Preferred
C0264,Retail,Infrastructure,West,36,67321592.8,1870044.2444444443,4,Online,13,25450521.2,37.8,Multi-Channel Customer,Online Preferred
C0265,Retail,Mining,West,29,47931619.6,1652814.4689655174,4,Counter Sale,9,15412393.0,32.15,Multi-Channel Customer,Counter Sale Preferred
C0266,Fleet Owner,Rental,South,35,50717014.0,1449057.5428571429,4,Dealer Network,8,18272252.4,36.03,Multi-Channel Customer,Dealer Network Preferred
C0267,Fleet Owner,Infrastructure,South,29,46440405.199999996,1601393.2827586206,4,Online,15,21030080.0,45.28,Multi-Channel Customer,Online Preferred
C0268,Government,Mining,West,32,63709103.6,1990909.4875,4,Counter Sale,10,30166140.6,47.35,Multi-Channel Customer,Counter Sale Preferred
C0269,Government,Mining,South,41,61642030.4,1503464.156097561,4,Counter Sale,10,18939345.0,30.72,Multi-Channel Customer,Counter Sale Preferred
C0270,Corporate,Manufacturing,North,43,68114112.8,1584049.134883721,4,Counter Sale,17,26956445.0,39.58,Multi-Channel Customer,Counter Sale Preferred
C0271,Corporate,Infrastructure,South,24,37757473.800000004,1573228.0750000002,4,Dealer Network,8,13159322.0,34.85,Multi-Channel Customer,Dealer Network Preferred
C0272,Government,Construction,North,39,75550922.6,1937203.1435897434,4,Field Sales,15,33691807.0,44.59,Multi-Channel Customer,No Sales
C0273,Dealer,Manufacturing,East,37,60830001.0,1644054.0810810812,4,Field Sales,11,23814585.8,39.15,Multi-Channel Customer,No Sales
C0274,Dealer,Mining,North,39,54639688.2,1401017.6461538463,4,Online,10,18631697.2,34.1,Multi-Channel Customer,Online Preferred
C0275,Fleet Owner,Construction,West,45,64270295.0,1428228.7777777778,4,Online,15,23986362.0,37.32,Multi-Channel Customer,Online Preferred
C0276,Dealer,Manufacturing,Central,44,67350598.6,1530695.4227272726,4,Online,14,24836377.2,36.88,Multi-Channel Customer,Online Preferred
C0277,Dealer,Logistics,West,36,43668914.6,1213025.4055555556,4,Online,10,14939414.8,34.21,Multi-Channel Customer,Online Preferred
C0278,Fleet Owner,Logistics,West,38,47107787.2,1239678.6105263159,4,Dealer Network,12,14969722.0,31.78,Multi-Channel Customer,Dealer Network Preferred
C0279,Dealer,Rental,West,26,35292218.0,1357393.0,4,Online,10,16292945.4,46.17,Multi-Channel Customer,Online Preferred
C0280,Corporate,Construction,West,42,59078520.8,1406631.4476190475,4,Online,14,19277441.0,32.63,Multi-Channel Customer,Online Preferred
C0281,Government,Logistics,South,26,46282268.6,1780087.2538461538,4,Dealer Network,8,17571195.6,37.97,Multi-Channel Customer,Dealer Network Preferred
C0282,Government,Logistics,East,44,69381309.6,1576847.9454545453,4,Counter Sale,14,24982419.6,36.01,Multi-Channel Customer,Counter Sale Preferred
C0283,Retail,Logistics,North,31,44490975.8,1435192.7677419353,4,Field Sales,14,17392050.4,39.09,Multi-Channel Customer,No Sales
C0284,Corporate,Manufacturing,East,41,69641823.4,1698581.0585365854,4,Field Sales,11,19001676.2,27.28,Multi-Channel Customer,No Sales
C0285,Government,Infrastructure,West,47,54036327.8,1149709.1021276596,4,Dealer Network,13,18078005.2,33.46,Multi-Channel Customer,Dealer Network Preferred
C0286,Dealer,Construction,South,36,60273490.2,1674263.6166666667,4,Dealer Network,13,19459913.8,32.29,Multi-Channel Customer,Dealer Network Preferred
C0287,Dealer,Manufacturing,South,36,55179366.6,1532760.1833333333,4,Counter Sale,8,16236069.0,29.42,Multi-Channel Customer,Counter Sale Preferred
C0288,Dealer,Infrastructure,North,55,97218403.8,1767607.3418181818,4,Counter Sale,17,29529679.8,30.37,Multi-Channel Customer,Counter Sale Preferred
C0289,Corporate,Logistics,South,35,50221149.2,1434889.9771428572,4,Counter Sale,12,18485329.2,36.81,Multi-Channel Customer,Counter Sale Preferred
C0290,Corporate,Construction,West,40,57372288.2,1434307.205,4,Counter Sale,15,21744602.6,37.9,Multi-Channel Customer,Counter Sale Preferred
C0291,Retail,Construction,South,46,79064597.0,1718795.5869565217,4,Counter Sale,13,31940268.8,40.4,Multi-Channel Customer,Counter Sale Preferred
C0292,Corporate,Rental,Central,27,30979627.8,1147393.6222222222,4,Counter Sale,8,12960022.8,41.83,Multi-Channel Customer,Counter Sale Preferred
C0293,Dealer,Logistics,West,36,66815451.4,1855984.7611111111,4,Online,7,19002876.8,28.44,Multi-Channel Customer,Online Preferred
C0294,Government,Infrastructure,South,45,79772077.0,1772712.822222222,4,Dealer Network,13,23270934.6,29.17,Multi-Channel Customer,Dealer Network Preferred
C0295,Corporate,Mining,East,38,65390145.6,1720793.305263158,4,Online,11,24418833.4,37.34,Multi-Channel Customer,Online Preferred
C0296,Corporate,Manufacturing,East,40,56944680.8,1423617.02,4,Field Sales,11,18012871.2,31.63,Multi-Channel Customer,No Sales
C0297,Fleet Owner,Rental,South,34,73065015.6,2148971.0470588235,4,Field Sales,10,23236853.6,31.8,Multi-Channel Customer,No Sales
C0298,Fleet Owner,Construction,South,33,46771231.0,1417310.0303030303,4,Counter Sale,13,21872975.4,46.77,Multi-Channel Customer,Counter Sale Preferred
C0299,Retail,Logistics,South,34,48095055.8,1414560.4647058824,4,Dealer Network,10,16907502.6,35.15,Multi-Channel Customer,Dealer Network Preferred
C0300,Dealer,Mining,North,40,72746205.0,1818655.125,4,Online,16,29794569.8,40.96,Multi-Channel Customer,Online Preferred
C0301,Dealer,Mining,East,46,63821535.6,1387424.6869565218,4,Dealer Network,13,19618757.6,30.74,Multi-Channel Customer,Dealer Network Preferred
C0302,Fleet Owner,Mining,West,36,63607092.0,1766863.6666666667,4,Counter Sale,13,27606337.6,43.4,Multi-Channel Customer,Counter Sale Preferred
C0303,Corporate,Mining,West,27,32465859.599999998,1202439.2444444443,4,Dealer Network,9,12362966.4,38.08,Multi-Channel Customer,Dealer Network Preferred
C0304,Dealer,Construction,North,48,86460648.4,1801263.5083333335,4,Dealer Network,18,35318229.800000004,40.85,Multi-Channel Customer,Dealer Network Preferred
C0305,Fleet Owner,Logistics,North,31,48238808.800000004,1556090.6064516131,4,Online,10,21476259.8,44.52,Multi-Channel Customer,Online Preferred
C0306,Fleet Owner,Manufacturing,East,42,69813587.0,1662228.261904762,4,Online,13,21068803.2,30.18,Multi-Channel Customer,Online Preferred
C0307,Dealer,Manufacturing,West,42,73655534.6,1753703.2047619047,4,Dealer Network,10,21219112.0,28.81,Multi-Channel Customer,Dealer Network Preferred
C0308,Retail,Mining,North,33,50359329.6,1526040.290909091,4,Field Sales,11,17864986.0,35.48,Multi-Channel Customer,No Sales
C0309,Government,Manufacturing,West,31,38065991.6,1227935.2129032258,4,Online,10,12078029.4,31.73,Multi-Channel Customer,Online Preferred
C0310,Government,Infrastructure,East,39,59059490.6,1514345.912820513,4,Dealer Network,12,20081015.0,34.0,Multi-Channel Customer,Dealer Network Preferred
C0311,Government,Infrastructure,North,41,69331648.2,1691015.8097560976,4,Online,11,21839524.0,31.5,Multi-Channel Customer,Online Preferred
C0312,Government,Construction,West,37,65437706.6,1768586.664864865,4,Online,12,19674859.0,30.07,Multi-Channel Customer,Online Preferred
C0313,Corporate,Mining,West,30,48205237.4,1606841.2466666666,4,Field Sales,7,15637275.2,32.44,Multi-Channel Customer,No Sales
C0314,Retail,Logistics,East,36,58625243.800000004,1628478.9944444445,4,Online,7,19586862.6,33.41,Multi-Channel Customer,Online Preferred
C0315,Dealer,Rental,West,40,61457629.4,1536440.7349999999,4,Field Sales,8,17380710.6,28.28,Multi-Channel Customer,No Sales
C0316,Dealer,Manufacturing,East,33,45390754.0,1375477.393939394,4,Dealer Network,9,13747561.4,30.29,Multi-Channel Customer,Dealer Network Preferred
C0317,Corporate,Manufacturing,South,32,43291415.2,1352856.725,4,Dealer Network,10,13400933.8,30.96,Multi-Channel Customer,Dealer Network Preferred
C0318,Corporate,Logistics,North,36,62202116.0,1727836.5555555555,4,Field Sales,12,25073711.8,40.31,Multi-Channel Customer,No Sales
C0319,Dealer,Mining,South,33,60426895.0,1831118.0303030303,4,Counter Sale,8,21304816.4,35.26,Multi-Channel Customer,Counter Sale Preferred
C0320,Retail,Construction,North,34,53574056.6,1575707.5470588235,4,Counter Sale,12,18573626.8,34.67,Multi-Channel Customer,Counter Sale Preferred
C0321,Retail,Logistics,South,38,54558976.4,1435762.5368421052,4,Counter Sale,14,16944388.6,31.06,Multi-Channel Customer,Counter Sale Preferred
C0322,Government,Construction,West,28,40996678.0,1464167.0714285714,4,Counter Sale,11,23073207.2,56.28,Multi-Channel Customer,Counter Sale Preferred
C0323,Government,Manufacturing,West,36,50291498.8,1396986.0777777778,4,Counter Sale,13,23120262.2,45.97,Multi-Channel Customer,Counter Sale Preferred
C0324,Corporate,Mining,South,35,52335374.8,1495296.4228571428,4,Dealer Network,10,21288441.6,40.68,Multi-Channel Customer,Dealer Network Preferred
C0325,Corporate,Rental,East,30,52920013.4,1764000.4466666665,4,Dealer Network,8,21698813.8,41.0,Multi-Channel Customer,Dealer Network Preferred
C0326,Government,Mining,East,42,66177447.4,1575653.5095238094,4,Online,11,22033051.4,33.29,Multi-Channel Customer,Online Preferred
C0327,Retail,Mining,West,43,61017008.6,1419000.2,4,Field Sales,11,20076812.6,32.9,Multi-Channel Customer,No Sales
C0328,Government,Rental,East,37,62646507.6,1693148.854054054,4,Online,11,20581404.2,32.85,Multi-Channel Customer,Online Preferred
C0329,Dealer,Infrastructure,Central,36,64307436.8,1786317.6888888888,4,Counter Sale,12,22125094.0,34.41,Multi-Channel Customer,Counter Sale Preferred
C0330,Retail,Infrastructure,East,38,54285450.6,1428564.4894736842,4,Dealer Network,16,23759418.0,43.77,Multi-Channel Customer,Dealer Network Preferred
C0331,Dealer,Logistics,North,42,67826105.8,1614907.280952381,4,Counter Sale,14,24392765.0,35.96,Multi-Channel Customer,Counter Sale Preferred
C0332,Corporate,Mining,South,35,44566684.4,1273333.8399999999,4,Field Sales,15,15750323.8,35.34,Multi-Channel Customer,No Sales
C0333,Corporate,Mining,South,39,63220923.0,1621049.3076923077,4,Dealer Network,11,17769383.0,28.11,Multi-Channel Customer,Dealer Network Preferred
C0334,Corporate,Mining,South,33,37526956.6,1137180.5030303032,4,Counter Sale,11,14257069.8,37.99,Multi-Channel Customer,Counter Sale Preferred
C0335,Government,Infrastructure,North East,38,60351028.0,1588184.9473684211,4,Counter Sale,16,23681163.4,39.24,Multi-Channel Customer,Counter Sale Preferred
C0336,Government,Rental,East,33,39095696.4,1184718.0727272728,4,Counter Sale,12,13347104.0,34.14,Multi-Channel Customer,Counter Sale Preferred
C0337,Corporate,Manufacturing,North,34,73457151.8,2160504.464705882,4,Counter Sale,9,24488572.6,33.34,Multi-Channel Customer,Counter Sale Preferred
C0338,Corporate,Rental,West,33,52210070.0,1582123.3333333333,4,Dealer Network,10,16767396.0,32.12,Multi-Channel Customer,Dealer Network Preferred
C0339,Fleet Owner,Logistics,South,24,40193008.4,1674708.6833333333,4,Field Sales,10,16606537.0,41.32,Multi-Channel Customer,No Sales
C0340,Government,Mining,South,35,63532821.6,1815223.4742857143,4,Dealer Network,12,23257903.6,36.61,Multi-Channel Customer,Dealer Network Preferred
C0341,Fleet Owner,Mining,North,36,66838579.4,1856627.2055555554,4,Field Sales,12,25411968.8,38.02,Multi-Channel Customer,No Sales
C0342,Dealer,Infrastructure,North,36,72821567.8,2022821.3277777778,4,Field Sales,12,23161322.4,31.81,Multi-Channel Customer,No Sales
C0343,Corporate,Construction,West,40,68419201.6,1710480.0399999998,4,Field Sales,11,18633468.8,27.23,Multi-Channel Customer,No Sales
C0344,Fleet Owner,Mining,West,28,48151864.0,1719709.4285714286,4,Online,9,16941347.0,35.18,Multi-Channel Customer,Online Preferred
C0345,Retail,Infrastructure,West,40,50444735.6,1261118.3900000001,4,Field Sales,9,17945070.6,35.57,Multi-Channel Customer,No Sales
C0346,Retail,Construction,East,39,54686860.8,1402227.2,4,Dealer Network,14,18118652.8,33.13,Multi-Channel Customer,Dealer Network Preferred
C0347,Retail,Mining,North,24,22536660.4,939027.5166666666,4,Online,8,7861632.8,34.88,Multi-Channel Customer,Online Preferred
C0348,Retail,Logistics,North,34,50897650.4,1496989.717647059,4,Counter Sale,11,18901267.8,37.14,Multi-Channel Customer,Counter Sale Preferred
C0349,Corporate,Rental,West,33,56613876.0,1715572.0,4,Counter Sale,11,25924986.599999998,45.79,Multi-Channel Customer,Counter Sale Preferred
C0350,Dealer,Logistics,North East,32,41227777.0,1288368.03125,4,Field Sales,10,13996620.2,33.95,Multi-Channel Customer,No Sales
C0351,Corporate,Rental,East,34,44776790.6,1316964.4294117647,4,Counter Sale,8,16529982.0,36.92,Multi-Channel Customer,Counter Sale Preferred
C0352,Corporate,Mining,South,30,40262666.2,1342088.8733333335,4,Dealer Network,6,12014760.8,29.84,Multi-Channel Customer,Dealer Network Preferred
C0353,Dealer,Manufacturing,North,27,31979908.6,1184441.0592592594,4,Counter Sale,10,12078901.8,37.77,Multi-Channel Customer,Counter Sale Preferred
C0354,Corporate,Logistics,South,37,56690884.8,1532186.0756756756,4,Field Sales,14,21118701.0,37.25,Multi-Channel Customer,No Sales
C0355,Government,Infrastructure,South,32,58903770.4,1840742.825,4,Field Sales,12,24949116.0,42.36,Multi-Channel Customer,No Sales
C0356,Dealer,Mining,East,45,79690881.0,1770908.4666666666,4,Field Sales,12,29655773.6,37.21,Multi-Channel Customer,No Sales
C0357,Corporate,Mining,West,28,57734552.2,2061948.2928571429,4,Online,8,17547513.8,30.39,Multi-Channel Customer,Online Preferred
C0358,Government,Infrastructure,West,36,59405501.6,1650152.8222222223,4,Online,11,20404286.2,34.35,Multi-Channel Customer,Online Preferred
C0359,Fleet Owner,Mining,South,46,85617784.0,1861256.1739130435,4,Online,16,40444057.2,47.24,Multi-Channel Customer,Online Preferred
C0360,Dealer,Construction,West,31,54662201.0,1763296.8064516129,4,Online,9,20324116.8,37.18,Multi-Channel Customer,Online Preferred
C0361,Government,Logistics,South,32,52532617.8,1641644.30625,4,Dealer Network,8,18955515.6,36.08,Multi-Channel Customer,Dealer Network Preferred
C0362,Corporate,Rental,West,37,53495189.2,1445815.9243243244,4,Online,11,17300271.4,32.34,Multi-Channel Customer,Online Preferred
C0363,Fleet Owner,Logistics,South,32,53560072.2,1673752.25625,4,Counter Sale,11,16540026.8,30.88,Multi-Channel Customer,Counter Sale Preferred
C0364,Government,Infrastructure,East,32,54408370.8,1700261.5875,4,Field Sales,10,16434508.8,30.21,Multi-Channel Customer,No Sales
C0365,Government,Manufacturing,East,39,60336743.2,1547095.9794871795,4,Counter Sale,15,22120066.8,36.66,Multi-Channel Customer,Counter Sale Preferred
C0366,Corporate,Logistics,East,26,43711261.800000004,1681202.376923077,4,Dealer Network,10,19063261.4,43.61,Multi-Channel Customer,Dealer Network Preferred
C0367,Fleet Owner,Logistics,South,27,57592654.8,2133061.288888889,4,Dealer Network,11,24129422.4,41.9,Multi-Channel Customer,Dealer Network Preferred
C0368,Fleet Owner,Construction,South,31,51837532.8,1672178.4774193547,4,Counter Sale,9,18113893.0,34.94,Multi-Channel Customer,Counter Sale Preferred
C0369,Government,Manufacturing,West,40,64656844.2,1616421.105,4,Counter Sale,15,25488899.4,39.42,Multi-Channel Customer,Counter Sale Preferred
C0370,Corporate,Infrastructure,East,36,53881174.6,1496699.2944444446,4,Field Sales,11,20686956.0,38.39,Multi-Channel Customer,No Sales
C0371,Retail,Rental,South,47,82052808.0,1745804.425531915,4,Online,15,26012220.8,31.7,Multi-Channel Customer,Online Preferred
C0372,Government,Logistics,South,36,52822436.0,1467289.888888889,4,Online,11,18637710.0,35.28,Multi-Channel Customer,Online Preferred
C0373,Corporate,Manufacturing,South,38,69753317.8,1835613.6263157893,4,Dealer Network,10,20735761.8,29.73,Multi-Channel Customer,Dealer Network Preferred
C0374,Corporate,Manufacturing,West,41,68389697.6,1668041.4048780487,4,Dealer Network,10,21145602.2,30.92,Multi-Channel Customer,Dealer Network Preferred
C0375,Fleet Owner,Mining,West,42,81286325.6,1935388.7047619047,4,Counter Sale,15,27815638.8,34.22,Multi-Channel Customer,Counter Sale Preferred
C0376,Retail,Construction,North,29,52106248.6,1796767.1931034483,4,Dealer Network,7,21074579.4,40.45,Multi-Channel Customer,Dealer Network Preferred
C0377,Dealer,Logistics,West,37,68519191.2,1851870.0324324325,4,Field Sales,9,22500217.6,32.84,Multi-Channel Customer,No Sales
C0378,Retail,Manufacturing,North,35,50644577.199999996,1446987.92,4,Field Sales,10,21031783.4,41.53,Multi-Channel Customer,No Sales
C0379,Retail,Mining,West,41,64194052.6,1565708.6,4,Field Sales,14,23821833.0,37.11,Multi-Channel Customer,No Sales
C0380,Fleet Owner,Manufacturing,South,50,77887431.8,1557748.636,4,Field Sales,16,22155942.2,28.45,Multi-Channel Customer,No Sales
C0381,Corporate,Mining,South,29,62038399.0,2139255.1379310344,4,Counter Sale,9,24543321.799999997,39.56,Multi-Channel Customer,Counter Sale Preferred
C0382,Retail,Manufacturing,South,33,42929317.0,1300888.393939394,4,Counter Sale,11,14786182.4,34.44,Multi-Channel Customer,Counter Sale Preferred
