customer_id,delivered_order_count,first_purchase_date,last_purchase_date,total_revenue,average_days_between_orders,minimum_days_between_orders,maximum_days_between_orders,customer_active_days,purchase_period_years,orders_per_year,purchase_frequency_class,purchase_interval_class,repeat_customer_class,average_order_value,customer_type,industry_segment,region,credit_limit,current_balance,customer_rating,purchase_frequency_score,purchase_behaviour_class,purchase_priority_score,purchase_priority_rank
C0443,40,2019-03-27,2024-11-18,64951558.8,52.9,0.0,241.0,2063,5.65,7.08,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1623788.97,Dealer,Infrastructure,East,466614,183013,1,4,Moderately Engaged Customer,90,112
C0450,38,2019-01-15,2024-09-12,55345960.4,55.86,4.0,272.0,2067,5.66,6.71,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1456472.64,Fleet Owner,Construction,East,139226,122462,5,4,Moderately Engaged Customer,90,113
C0027,39,2019-03-25,2024-12-26,54309976.4,55.34,1.0,261.0,2103,5.76,6.77,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1392563.5,Fleet Owner,Logistics,West,119712,6429,1,4,Moderately Engaged Customer,90,114
C0025,38,2019-01-29,2024-08-18,70349653.0,54.81,1.0,282.0,2028,5.55,6.84,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1851306.66,Corporate,Infrastructure,West,738335,521844,2,4,Moderately Engaged Customer,90,115
C0432,37,2019-01-26,2024-10-04,49310040.8,57.72,0.0,282.0,2078,5.69,6.5,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1332703.81,Fleet Owner,Mining,South,378549,339143,3,4,Moderately Engaged Customer,90,116
C0499,39,2019-01-18,2024-11-29,62785837.0,56.37,0.0,228.0,2142,5.86,6.65,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1609893.26,Corporate,Construction,East,598104,54844,5,4,Moderately Engaged Customer,90,117
C0130,39,2019-02-17,2024-11-16,60017312.8,55.24,2.0,204.0,2099,5.75,6.79,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1538905.46,Government,Mining,West,1196003,228242,1,4,Moderately Engaged Customer,90,118
C0236,41,2019-03-21,2024-10-25,57861179.0,51.12,0.0,262.0,2045,5.6,7.32,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1411248.27,Corporate,Mining,West,413027,200865,1,4,Moderately Engaged Customer,90,119
C0493,38,2019-02-18,2024-11-22,54684935.2,56.86,1.0,303.0,2104,5.76,6.6,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1439077.24,Retail,Construction,South,18646,17697,3,4,Moderately Engaged Customer,90,120
C0017,39,2019-01-31,2024-12-21,59194497.0,56.61,2.0,244.0,2151,5.89,6.62,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1517807.62,Government,Infrastructure,South,1155360,986611,1,4,Moderately Engaged Customer,90,121
C0222,41,2019-01-30,2024-12-13,57177978.6,53.6,1.0,226.0,2144,5.87,6.98,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1394584.84,Fleet Owner,Logistics,North,501339,373637,5,4,Moderately Engaged Customer,90,122
C0241,39,2019-02-01,2024-10-31,73396972.0,55.24,0.0,372.0,2099,5.75,6.79,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1881973.64,Government,Construction,West,973243,304765,1,4,Moderately Engaged Customer,90,123
C0273,37,2019-05-04,2024-12-31,60830001.0,57.44,3.0,241.0,2068,5.66,6.53,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1644054.08,Dealer,Manufacturing,East,181148,167313,1,4,Moderately Engaged Customer,90,124
C0496,37,2019-02-17,2024-12-27,48190097.0,59.44,1.0,285.0,2140,5.86,6.32,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1302435.05,Government,Infrastructure,East,993386,256383,5,4,Moderately Engaged Customer,90,125
C0274,39,2019-01-08,2024-06-27,54639688.2,52.55,0.0,202.0,1997,5.47,7.13,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1401017.65,Dealer,Mining,North,463140,127143,3,4,Moderately Engaged Customer,90,126
C0219,39,2019-01-09,2024-12-21,59976015.0,57.18,6.0,156.0,2173,5.95,6.56,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1537846.54,Government,Manufacturing,West,1072558,185057,2,4,Moderately Engaged Customer,90,127
C0206,40,2019-01-08,2024-12-11,89674652.2,55.49,2.0,246.0,2164,5.92,6.75,Frequent Customer,Moderate Purchase Gap,Repeat Customer,2241866.31,Retail,Construction,West,29675,24913,3,4,Moderately Engaged Customer,90,128
C0284,41,2019-01-09,2024-12-23,69641823.4,54.38,2.0,244.0,2175,5.95,6.89,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1698581.06,Corporate,Manufacturing,East,948858,247207,1,4,Moderately Engaged Customer,90,129
C0278,38,2019-08-12,2024-12-03,47107787.2,52.43,2.0,182.0,1940,5.31,7.15,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1239678.61,Fleet Owner,Logistics,West,312177,50733,4,4,Moderately Engaged Customer,90,130
C0272,39,2019-09-01,2024-12-13,75550922.6,50.79,0.0,150.0,1930,5.28,7.38,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1937203.14,Government,Construction,North,963398,856171,1,4,Moderately Engaged Customer,90,131
C0216,39,2019-01-27,2024-11-20,62009378.6,55.89,2.0,214.0,2124,5.82,6.71,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1589984.07,Government,Mining,East,1360073,1039649,1,4,Moderately Engaged Customer,90,132
C0269,41,2019-01-12,2024-11-22,61642030.4,53.52,1.0,225.0,2141,5.86,6.99,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1503464.16,Government,Mining,South,1060345,618,1,4,Moderately Engaged Customer,90,133
C0172,37,2019-08-18,2024-11-27,57323600.2,53.56,4.0,153.0,1928,5.28,7.01,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1549286.49,Dealer,Manufacturing,South,425290,197440,1,4,Moderately Engaged Customer,90,134
C0169,40,2019-03-25,2024-10-27,69450095.6,52.38,2.0,173.0,2043,5.59,7.15,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1736252.39,Fleet Owner,Construction,West,693290,315019,4,4,Moderately Engaged Customer,90,135
C0321,38,2019-01-04,2024-06-28,54558976.4,54.11,1.0,237.0,2002,5.48,6.93,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1435762.54,Retail,Logistics,South,33291,18767,2,4,Moderately Engaged Customer,90,136
C0193,38,2019-01-10,2024-11-30,67795348.0,58.14,0.0,305.0,2151,5.89,6.45,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1784088.11,Dealer,Infrastructure,West,495310,178591,4,4,Moderately Engaged Customer,90,137
C0149,38,2019-02-28,2024-12-12,65235052.4,57.14,0.0,340.0,2114,5.79,6.57,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1716711.91,Government,Manufacturing,West,1227707,1171024,3,4,Moderately Engaged Customer,90,138
C0186,40,2019-02-17,2024-12-11,70676837.0,54.46,1.0,228.0,2124,5.82,6.88,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1766920.92,Fleet Owner,Infrastructure,East,198216,73566,3,4,Moderately Engaged Customer,90,139
C0300,40,2019-05-05,2024-11-18,72746205.0,51.9,1.0,183.0,2024,5.54,7.22,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1818655.12,Dealer,Mining,North,121112,70050,1,4,Moderately Engaged Customer,90,140
C0290,40,2019-03-04,2024-11-15,57372288.2,53.41,3.0,194.0,2083,5.7,7.01,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1434307.2,Corporate,Construction,West,506218,233450,3,4,Moderately Engaged Customer,90,141
C0106,39,2019-04-07,2024-11-12,58339475.8,53.84,5.0,170.0,2046,5.6,6.96,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1495883.99,Dealer,Infrastructure,Central,223855,212350,2,4,Moderately Engaged Customer,90,142
C0105,41,2019-05-25,2024-11-26,57202879.8,50.3,1.0,193.0,2012,5.51,7.44,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1395192.19,Government,Logistics,North,1275897,228879,4,4,Moderately Engaged Customer,90,143
C0103,40,2019-02-21,2024-08-29,75304293.2,51.69,1.0,206.0,2016,5.52,7.25,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1882607.33,Dealer,Infrastructure,South,167168,77679,4,4,Moderately Engaged Customer,90,144
C0414,40,2019-02-16,2024-12-31,66316815.6,55.0,0.0,360.0,2145,5.87,6.81,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1657920.39,Dealer,Construction,South,252548,96330,4,4,Moderately Engaged Customer,90,145
C0070,41,2019-02-04,2024-12-20,76883391.4,53.65,2.0,177.0,2146,5.88,6.98,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1875204.67,Government,Logistics,West,549454,84153,3,4,Moderately Engaged Customer,90,146
C0100,38,2019-01-25,2024-09-10,48373950.0,55.54,2.0,188.0,2055,5.63,6.75,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1272998.68,Government,Construction,North,504876,56494,3,4,Moderately Engaged Customer,90,147
C0385,37,2019-07-27,2024-09-23,67435700.6,52.36,3.0,211.0,1885,5.16,7.17,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1822586.5,Corporate,Manufacturing,West,406137,295086,2,4,Moderately Engaged Customer,90,148
C0384,39,2019-02-05,2024-09-09,72157498.2,53.76,2.0,203.0,2043,5.59,6.97,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1850192.26,Retail,Construction,South,30122,4580,3,4,Moderately Engaged Customer,90,149
C0422,37,2019-09-19,2024-11-04,65678984.2,52.03,1.0,217.0,1873,5.13,7.22,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1775107.68,Government,Construction,South,858335,605029,5,4,Moderately Engaged Customer,90,150
C0416,37,2019-01-05,2024-10-20,46006682.0,58.75,1.0,302.0,2115,5.79,6.39,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1243423.84,Dealer,Manufacturing,South,498960,179763,2,4,Moderately Engaged Customer,90,151
C0074,39,2019-01-10,2024-12-31,50426138.6,57.42,1.0,212.0,2182,5.97,6.53,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1292977.91,Fleet Owner,Infrastructure,East,259356,11327,5,4,Moderately Engaged Customer,90,152
C0084,39,2019-04-29,2024-09-22,73317161.4,51.92,1.0,217.0,1973,5.4,7.22,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1879927.22,Corporate,Logistics,West,522422,458160,3,4,Moderately Engaged Customer,90,153
C0410,39,2019-03-03,2024-11-27,59804309.8,55.16,2.0,213.0,2096,5.74,6.8,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1533443.84,Corporate,Mining,South,320500,286790,4,4,Moderately Engaged Customer,90,154
C0068,39,2019-03-11,2024-12-06,57372766.4,55.18,2.0,186.0,2097,5.74,6.79,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1471096.57,Retail,Mining,North,27354,3730,1,4,Moderately Engaged Customer,90,155
C0029,38,2019-01-16,2024-06-30,58176890.6,53.84,1.0,166.0,1992,5.45,6.97,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1530970.81,Dealer,Construction,South,403949,343364,1,4,Moderately Engaged Customer,90,156
C0049,39,2019-01-25,2024-12-25,82316206.2,56.87,2.0,284.0,2161,5.92,6.59,Frequent Customer,Moderate Purchase Gap,Repeat Customer,2110671.95,Dealer,Manufacturing,South,116389,95867,5,4,Moderately Engaged Customer,90,157
C0469,40,2019-01-04,2024-12-18,68502617.4,55.77,0.0,280.0,2175,5.95,6.72,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1712565.44,Government,Manufacturing,North,959081,324787,1,4,Moderately Engaged Customer,90,158
C0471,37,2019-02-23,2024-11-27,65501994.2,58.44,1.0,316.0,2104,5.76,6.42,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1770324.17,Fleet Owner,Logistics,West,601565,128183,5,4,Moderately Engaged Customer,90,159
C0481,39,2019-01-03,2024-12-31,60397194.2,57.61,1.0,296.0,2189,5.99,6.51,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1548646.01,Corporate,Logistics,South,437015,243932,5,4,Moderately Engaged Customer,90,160
C0022,38,2019-01-13,2024-11-06,56759064.0,57.41,2.0,196.0,2124,5.82,6.53,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1493659.58,Retail,Infrastructure,South,47651,19003,3,4,Moderately Engaged Customer,90,161
C0451,37,2019-01-07,2024-07-06,49725150.4,55.75,2.0,164.0,2007,5.49,6.73,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1343922.98,Government,Manufacturing,East,1083798,936832,3,4,Moderately Engaged Customer,90,162
C0041,38,2019-01-11,2024-06-11,68044561.6,53.46,2.0,211.0,1978,5.42,7.02,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1790646.36,Government,Rental,South,592802,392894,5,4,Moderately Engaged Customer,90,163
C0039,38,2019-04-17,2024-11-28,62706510.2,55.46,1.0,261.0,2052,5.62,6.76,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1650171.32,Fleet Owner,Rental,South,343809,119070,4,4,Moderately Engaged Customer,90,164
C0042,41,2019-01-25,2024-10-13,73882726.2,52.2,0.0,213.0,2088,5.72,7.17,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1802017.71,Fleet Owner,Rental,South,731768,472737,4,4,Moderately Engaged Customer,90,165
C0438,39,2019-06-17,2024-09-01,61720027.0,50.08,1.0,202.0,1903,5.21,7.49,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1582564.79,Corporate,Rental,East,482026,171913,2,4,Moderately Engaged Customer,90,166
C0464,38,2019-01-18,2024-09-13,67405736.8,55.81,0.0,238.0,2065,5.65,6.72,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1773835.18,Corporate,Infrastructure,North,703261,194204,1,4,Moderately Engaged Customer,90,167
C0458,38,2019-07-09,2024-12-28,50799400.6,54.03,1.0,266.0,1999,5.47,6.94,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1336826.33,Dealer,Manufacturing,West,162635,61520,4,4,Moderately Engaged Customer,90,168
C0063,38,2019-02-28,2024-12-19,72065344.4,57.32,0.0,178.0,2121,5.81,6.54,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1896456.43,Retail,Rental,North,26508,25298,5,4,Moderately Engaged Customer,90,169
C0035,38,2019-01-07,2024-11-12,53340276.8,57.73,1.0,188.0,2136,5.85,6.5,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1403691.49,Dealer,Infrastructure,Central,333126,90011,4,4,Moderately Engaged Customer,90,170
C0421,38,2019-04-06,2024-06-21,69466242.8,51.43,2.0,138.0,1903,5.21,7.29,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1828059.02,Retail,Construction,South,35710,11463,3,4,Moderately Engaged Customer,90,171
C0335,38,2019-01-31,2024-11-03,60351028.0,56.84,1.0,245.0,2103,5.76,6.6,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1588184.95,Government,Infrastructure,North East,989169,722277,5,4,Moderately Engaged Customer,90,172
C0333,39,2019-01-09,2024-12-02,63220923.0,56.68,3.0,240.0,2154,5.9,6.61,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1621049.31,Corporate,Mining,South,523789,445736,3,4,Moderately Engaged Customer,90,173
C0330,38,2019-02-12,2024-08-10,54285450.6,54.22,8.0,157.0,2006,5.49,6.92,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1428564.49,Retail,Infrastructure,East,41835,63,3,4,Moderately Engaged Customer,90,174
C0346,39,2019-01-21,2024-11-15,54686860.8,55.92,2.0,322.0,2125,5.82,6.7,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1402227.2,Retail,Construction,East,30962,26154,3,4,Moderately Engaged Customer,90,175
C0343,40,2019-02-28,2024-11-21,68419201.6,53.67,1.0,148.0,2093,5.73,6.98,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1710480.04,Corporate,Construction,West,994769,993939,1,4,Moderately Engaged Customer,90,176
C0365,39,2019-01-04,2024-09-15,60336743.2,54.76,1.0,254.0,2081,5.7,6.85,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1547095.98,Government,Manufacturing,East,617154,362148,1,4,Moderately Engaged Customer,90,177
C0362,37,2019-02-26,2024-10-11,53495189.2,57.06,4.0,259.0,2054,5.62,6.58,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1445815.92,Corporate,Rental,West,814512,9547,1,4,Moderately Engaged Customer,90,178
C0345,40,2019-02-21,2024-11-20,50444735.6,53.82,0.0,250.0,2099,5.75,6.96,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1261118.39,Retail,Infrastructure,West,31532,26687,2,4,Moderately Engaged Customer,90,179
C0369,40,2019-01-26,2024-12-13,64656844.2,55.08,1.0,188.0,2148,5.88,6.8,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1616421.1,Government,Manufacturing,West,1482938,332815,1,4,Moderately Engaged Customer,90,180
C0152,40,2019-03-10,2024-11-18,62249804.2,53.33,3.0,185.0,2080,5.69,7.02,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1556245.1,Corporate,Manufacturing,South,227415,135210,2,4,Moderately Engaged Customer,90,181
C0011,41,2019-01-03,2024-11-22,57187490.8,53.75,2.0,277.0,2150,5.89,6.97,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1394816.85,Retail,Infrastructure,West,29130,4200,4,4,Moderately Engaged Customer,90,182
C0006,40,2019-06-05,2024-09-02,65482805.4,49.13,1.0,318.0,1916,5.25,7.63,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1637070.14,Government,Construction,West,514827,303122,3,4,Moderately Engaged Customer,90,183
C0003,38,2019-04-05,2024-10-30,44728031.8,55.0,2.0,194.0,2035,5.57,6.82,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1177053.47,Government,Logistics,West,1306933,733495,2,4,Moderately Engaged Customer,90,184
C0488,37,2019-03-01,2024-11-26,67251532.8,58.25,0.0,351.0,2097,5.74,6.44,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1817608.99,Government,Construction,South,1281429,1043182,1,4,Moderately Engaged Customer,90,185
C0253,39,2019-03-28,2024-11-27,72946151.6,54.5,1.0,222.0,2071,5.67,6.88,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1870414.14,Retail,Rental,West,43197,9387,2,4,Moderately Engaged Customer,90,186
C0235,38,2019-05-08,2024-09-10,60478356.4,52.76,1.0,270.0,1952,5.34,7.11,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1591535.69,Fleet Owner,Mining,East,417861,387266,5,4,Moderately Engaged Customer,90,187
C0230,38,2019-02-19,2024-10-31,62086661.8,56.24,1.0,189.0,2081,5.7,6.67,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1633859.52,Dealer,Infrastructure,North,271689,146416,5,4,Moderately Engaged Customer,90,188
C0247,39,2019-02-14,2024-11-13,67759559.6,55.24,0.0,228.0,2099,5.75,6.79,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1737424.61,Corporate,Logistics,East,294502,230829,2,4,Moderately Engaged Customer,90,189
C0188,39,2019-03-04,2024-12-27,54387524.8,55.92,0.0,175.0,2125,5.82,6.7,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1394551.92,Corporate,Logistics,West,261082,245715,4,4,Moderately Engaged Customer,90,190
C0315,40,2019-01-09,2024-12-17,61457629.4,55.62,2.0,247.0,2169,5.94,6.74,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1536440.74,Dealer,Rental,West,407774,313009,4,4,Moderately Engaged Customer,90,191
C0163,38,2019-06-02,2024-08-05,46377823.0,51.11,1.0,165.0,1891,5.18,7.34,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1220469.03,Dealer,Logistics,West,492794,476585,5,4,Moderately Engaged Customer,90,192
C0312,37,2019-04-16,2024-11-17,65437706.6,56.72,0.0,233.0,2042,5.59,6.62,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1768586.66,Government,Construction,West,673691,616166,4,4,Moderately Engaged Customer,90,193
C0192,40,2019-01-19,2024-08-29,69269688.4,52.54,1.0,192.0,2049,5.61,7.13,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1731742.21,Fleet Owner,Logistics,East,476705,231421,2,4,Moderately Engaged Customer,90,194
C0310,39,2019-05-30,2024-11-07,59059490.6,52.32,1.0,259.0,1988,5.44,7.17,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1514345.91,Government,Infrastructure,East,735405,630621,4,4,Moderately Engaged Customer,90,195
C0295,38,2019-03-07,2024-10-09,65390145.6,55.22,2.0,269.0,2043,5.59,6.79,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1720793.31,Corporate,Mining,East,789992,559779,5,4,Moderately Engaged Customer,90,196
C0296,40,2019-01-02,2024-11-07,56944680.8,54.77,1.0,255.0,2136,5.85,6.84,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1423617.02,Corporate,Manufacturing,East,361733,33627,2,4,Moderately Engaged Customer,90,197
C0232,37,2019-01-24,2024-12-29,57544368.0,60.17,2.0,191.0,2166,5.93,6.24,Frequent Customer,Long Purchase Gap,Repeat Customer,1555253.19,Government,Mining,South,1074153,787541,1,4,Low Engagement Customer,85,198
C0354,37,2019-01-06,2024-12-25,56690884.8,60.56,1.0,248.0,2180,5.97,6.2,Frequent Customer,Long Purchase Gap,Repeat Customer,1532186.08,Corporate,Logistics,South,261489,79839,2,4,Low Engagement Customer,85,199
C0328,37,2019-01-03,2024-12-05,62646507.6,60.08,1.0,162.0,2163,5.92,6.25,Frequent Customer,Long Purchase Gap,Repeat Customer,1693148.85,Government,Rental,East,1177052,510972,4,4,Low Engagement Customer,85,200
C0037,36,2019-06-12,2024-10-25,45505928.0,56.06,3.0,170.0,1962,5.37,6.7,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1264053.56,Corporate,Construction,West,330103,123365,1,3,Moderately Engaged Customer,70,201
C0448,36,2019-03-13,2024-12-11,68495840.4,60.0,2.0,298.0,2100,5.75,6.26,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1902662.23,Fleet Owner,Logistics,East,796652,544307,4,3,Moderately Engaged Customer,70,202
C0020,37,2019-01-26,2024-10-17,42586254.6,58.08,3.0,345.0,2091,5.72,6.46,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1150979.85,Dealer,Logistics,East,492285,202707,3,3,Moderately Engaged Customer,70,203
C0470,36,2019-01-25,2024-09-27,49194933.2,59.2,1.0,250.0,2072,5.67,6.35,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1366525.92,Government,Mining,South,1219925,949663,1,3,Moderately Engaged Customer,70,204
C0477,36,2019-06-12,2024-10-13,57746038.6,55.71,4.0,166.0,1950,5.34,6.74,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1604056.63,Government,Construction,West,831717,641227,5,3,Moderately Engaged Customer,70,205
C0019,37,2019-01-19,2024-12-10,42528118.4,59.78,0.0,247.0,2152,5.89,6.28,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1149408.61,Government,Logistics,East,678408,196058,5,3,Moderately Engaged Customer,70,206
C0461,36,2019-02-27,2024-10-31,56714684.2,59.23,1.0,163.0,2073,5.68,6.34,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1575407.89,Corporate,Infrastructure,North,965128,447317,5,3,Moderately Engaged Customer,70,207
C0043,36,2019-04-04,2024-06-14,47644638.8,54.23,0.0,211.0,1898,5.2,6.93,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1323462.19,Corporate,Construction,South,387054,12548,4,3,Moderately Engaged Customer,70,208
C0408,36,2019-07-06,2024-11-02,60127186.2,55.6,1.0,201.0,1946,5.33,6.76,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1670199.62,Government,Infrastructure,South,1461198,1221928,4,3,Moderately Engaged Customer,70,209
C0092,36,2019-01-17,2024-07-30,46760586.8,57.74,0.0,219.0,2021,5.53,6.51,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1298905.19,Fleet Owner,Logistics,West,532908,244201,2,3,Moderately Engaged Customer,70,210
C0051,36,2019-02-15,2024-11-15,59420710.4,60.0,0.0,296.0,2100,5.75,6.26,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1650575.29,Retail,Infrastructure,North,40307,777,4,3,Moderately Engaged Customer,70,211
C0054,37,2019-01-31,2024-12-14,63424926.8,59.56,2.0,294.0,2144,5.87,6.3,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1714187.21,Fleet Owner,Manufacturing,South,225508,149649,2,3,Moderately Engaged Customer,70,212
C0062,36,2019-03-18,2024-10-31,78963082.0,58.69,1.0,239.0,2054,5.62,6.4,Frequent Customer,Moderate Purchase Gap,Repeat Customer,2193418.94,Dealer,Construction,South,231418,123783,1,3,Moderately Engaged Customer,70,213
C0140,37,2019-03-18,2024-11-24,60136648.6,57.72,0.0,328.0,2078,5.69,6.5,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1625314.83,Retail,Logistics,West,14401,7550,3,3,Moderately Engaged Customer,70,214
C0141,36,2019-04-06,2024-11-15,66220737.2,58.57,5.0,175.0,2050,5.61,6.41,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1839464.92,Corporate,Rental,West,742629,317916,4,3,Moderately Engaged Customer,70,215
C0372,36,2019-02-15,2024-07-10,52822436.0,56.34,0.0,217.0,1972,5.4,6.67,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1467289.89,Government,Logistics,South,778200,681891,4,3,Moderately Engaged Customer,70,216
C0116,35,2019-01-08,2024-07-28,64081942.6,59.65,4.0,195.0,2028,5.55,6.3,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1830912.65,Dealer,Construction,North,480944,340796,1,3,Moderately Engaged Customer,70,217
C0398,35,2019-09-10,2024-12-02,57843305.6,56.18,3.0,250.0,1910,5.23,6.69,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1652665.87,Government,Rental,South,1207145,1061185,5,3,Moderately Engaged Customer,70,218
C0400,35,2019-04-06,2024-10-23,51694363.6,59.62,0.0,186.0,2027,5.55,6.31,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1476981.82,Government,Infrastructure,North,1018688,799757,5,3,Moderately Engaged Customer,70,219
C0085,37,2019-01-01,2024-09-20,60463527.2,58.03,2.0,356.0,2089,5.72,6.47,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1634149.38,Retail,Mining,South,18145,7599,4,3,Moderately Engaged Customer,70,220
C0088,36,2019-01-26,2024-08-06,57330201.8,57.69,0.0,279.0,2019,5.53,6.51,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1592505.61,Corporate,Infrastructure,West,516553,272170,1,3,Moderately Engaged Customer,70,221
C0089,37,2019-01-02,2024-11-14,47111014.0,59.53,2.0,180.0,2143,5.87,6.31,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1273270.65,Corporate,Rental,West,930006,400599,4,3,Moderately Engaged Customer,70,222
C0424,35,2019-03-22,2024-09-23,58183379.4,59.18,3.0,244.0,2012,5.51,6.35,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1662382.27,Retail,Construction,West,28345,28072,4,3,Moderately Engaged Customer,70,223
C0402,35,2019-01-25,2024-07-12,43498305.2,58.68,3.0,219.0,1995,5.46,6.41,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1242808.72,Fleet Owner,Rental,South,599112,461073,1,3,Moderately Engaged Customer,70,224
C0358,36,2019-04-17,2024-10-01,59405501.6,56.97,1.0,216.0,1994,5.46,6.59,Frequent Customer,Moderate Purchase Gap,Repeat Customer,1650152.82,Government,Infrastructure,West,1086668,719489,4,3,Moderately Engaged Customer,70,225
