supplier_id,product_id,purchase_order_count,ordered_quantity,total_procurement_value,average_purchase_value_per_po,average_unit_procurement_cost,unit_procurement_cost,product_name,category,machine_type,brand,unit_cost,unit_price,supplier_name,supplier_type,region,procurement_value_share_pct,supplier_share_of_product_pct,supplier_product_rank,supplier_product_dependency_class,procurement_value_class,unit_cost_variance_pct,supplier_product_cost_performance,supplier_product_priority_score,supplier_product_priority_class
SUP0004,P022,562,104172,1310451165.76,2028562.1760990713,2028562.1760990713,12579.687111315901,Control Valve CV-75,Hydraulic,Excavator,CAT,12800,16900,Ningbo Distributor Supplies,Distributor,East China,0.37806349587628957,12.395171893605426,4.0,Low Product Dependency,Medium Value Supplier-Product,-1.7211944428445203,Favourable Cost,56.136954401565596,High Procurement Priority
SUP0003,P022,582,103495,1308246534.44,2018898.9729012346,2018898.9729012346,12640.67379525581,Control Valve CV-75,Hydraulic,Excavator,CAT,12800,16900,Shanghai Distributor Supplies,Distributor,East China,0.3774274625423239,12.374318934802051,5.0,Low Product Dependency,Medium Value Supplier-Product,-1.2447359745639819,Favourable Cost,56.04251266186802,High Procurement Priority
SUP0005,P022,547,101822,1295203518.88,2126770.966962233,2126770.966962233,12720.27183594901,Control Valve CV-75,Hydraulic,Excavator,CAT,12800,16900,Tianjin OEM Supplies,OEM,North China,0.3736645691295636,12.250948889354072,6.0,Low Product Dependency,Medium Value Supplier-Product,-0.6228762816483546,Favourable Cost,55.483777480518484,High Procurement Priority
SUP0007,P022,590,101509,1295188743.17,1977387.3941526718,1977387.3941526718,12759.348857441213,Control Valve CV-75,Hydraulic,Excavator,CAT,12800,16900,Suzhou Local Vendor Supplies,Local Vendor,East China,0.37366030635600694,12.250809130261871,7.0,Low Product Dependency,Medium Value Supplier-Product,-0.3175870512405199,Favourable Cost,55.483144520374516,High Procurement Priority
SUP0002,P022,537,98155,1241527615.63,2022031.9472801306,2022031.9472801306,12648.643631297438,Control Valve CV-75,Hydraulic,Excavator,CAT,12800,16900,Guangzhou Local Vendor Supplies,Local Vendor,South China,0.3581791392583607,11.743244318049099,8.0,Low Product Dependency,Medium Value Supplier-Product,-1.1824716304887684,Favourable Cost,53.18441538909664,High Procurement Priority
SUP0002,P009,579,105541,1188908645.48,1815127.7030229007,1815127.7030229007,11264.898432647029,Starter Motor SM-700,Electrical,Dumper,Volvo,11450,14900,Guangzhou Local Vendor Supplies,Local Vendor,South China,0.34299863324325713,13.04264095857555,1.0,Low Product Dependency,Medium Value Supplier-Product,-1.6166075751351205,Favourable Cost,58.184292510669145,High Procurement Priority
SUP0007,P009,591,105539,1185223553.16,1812268.429908257,1812268.429908257,11230.195028946646,Starter Motor SM-700,Electrical,Dumper,Volvo,11450,14900,Suzhou Local Vendor Supplies,Local Vendor,East China,0.3419354887923015,13.002214525298534,2.0,Low Product Dependency,Medium Value Supplier-Product,-1.9196940703349763,Favourable Cost,58.003946871590095,High Procurement Priority
SUP0006,P009,580,106392,1184304521.41,1788979.639592145,1788979.639592145,11131.51854848109,Starter Motor SM-700,Electrical,Dumper,Volvo,11450,14900,Qingdao Distributor Supplies,Distributor,East China,0.3416703493004191,12.992132504959669,3.0,Low Product Dependency,Medium Value Supplier-Product,-2.781497393178256,Favourable Cost,57.95897015082026,High Procurement Priority
SUP0004,P009,553,102126,1136512053.89,1824256.9083306582,1824256.9083306582,11128.52803292012,Starter Motor SM-700,Electrical,Dumper,Volvo,11450,14900,Ningbo Distributor Supplies,Distributor,East China,0.3278822831600939,12.467836549372533,4.0,Low Product Dependency,Medium Value Supplier-Product,-2.807615433012056,Favourable Cost,55.620042832424275,High Procurement Priority
SUP0001,P009,567,101004,1128213949.47,1779517.2704574133,1779517.2704574133,11169.992767316146,Starter Motor SM-700,Electrical,Dumper,Volvo,11450,14900,Shenzhen OEM Supplies,OEM,South China,0.325488290580941,12.376804158449735,5.0,Low Product Dependency,Medium Value Supplier-Product,-2.4454780147061483,Favourable Cost,55.21393986001093,High Procurement Priority
SUP0003,P023,613,115211,1125112313.05,1642499.7270802918,1642499.7270802918,9765.667454062546,Idler Wheel IW-55,Undercarriage,Bulldozer,Volvo,9200,12950,Shanghai Distributor Supplies,Distributor,East China,0.3245934724156243,13.845808732927706,1.0,Low Product Dependency,Medium Value Supplier-Product,6.148559283288546,Above Standard Cost,61.129090087946295,High Procurement Priority
SUP0003,P009,568,98742,1115076746.92,1750512.9464992152,1750512.9464992152,11292.83128678779,Starter Motor SM-700,Electrical,Dumper,Volvo,11450,14900,Shanghai Distributor Supplies,Distributor,East China,0.3216982243412674,12.232685586588769,6.0,Low Product Dependency,Medium Value Supplier-Product,-1.3726525171372073,Favourable Cost,54.571015074454756,High Procurement Priority
SUP0008,P009,545,97994,1097614603.88,1829357.6731333334,1829357.6731333334,11200.834784578648,Starter Motor SM-700,Electrical,Dumper,Volvo,11450,14900,Hangzhou OEM Supplies,OEM,East China,0.3166604182667728,12.041121278511879,7.0,Low Product Dependency,Medium Value Supplier-Product,-2.1761154185270914,Favourable Cost,53.71643096291244,High Procurement Priority
SUP0005,P009,558,96824,1079697364.0,1730284.2371794872,1730284.2371794872,11151.133644550937,Starter Motor SM-700,Electrical,Dumper,Volvo,11450,14900,Tianjin OEM Supplies,OEM,North China,0.3114913173323184,11.844564438243328,8.0,Low Product Dependency,Medium Value Supplier-Product,-2.6101865104721678,Favourable Cost,52.83957475522555,High Procurement Priority
SUP0005,P023,598,110094,1064211257.1,1571951.6353028065,1571951.6353028065,9666.3874243828,Idler Wheel IW-55,Undercarriage,Bulldozer,Volvo,9200,12950,Tianjin OEM Supplies,OEM,North China,0.3070235951728799,13.09635077878695,2.0,Low Product Dependency,Medium Value Supplier-Product,5.069428525899999,Above Standard Cost,57.820241635717906,High Procurement Priority
SUP0008,P023,593,107641,1049413143.85,1559306.3058692422,1559306.3058692422,9749.195416709246,Idler Wheel IW-55,Undercarriage,Bulldozer,Volvo,9200,12950,Hangzhou OEM Supplies,OEM,East China,0.30275435830709896,12.914242874277157,3.0,Low Product Dependency,Medium Value Supplier-Product,5.969515399013536,Above Standard Cost,57.01623728210927,High Procurement Priority
SUP0001,P023,579,103324,999274543.29,1544473.7917928903,1544473.7917928903,9671.272340308156,Idler Wheel IW-55,Undercarriage,Bulldozer,Volvo,9200,12950,Shenzhen OEM Supplies,OEM,South China,0.28828943576642174,12.297229385545055,4.0,Low Product Dependency,Medium Value Supplier-Product,5.122525438132142,Above Standard Cost,54.29212965750486,High Procurement Priority
SUP0004,P023,561,101244,982309822.39,1584370.6812741936,1584370.6812741936,9702.400363379558,Idler Wheel IW-55,Undercarriage,Bulldozer,Volvo,9200,12950,Ningbo Distributor Supplies,Distributor,East China,0.28339513534714605,12.088458867202624,5.0,Low Product Dependency,Medium Value Supplier-Product,5.4608735149952015,Above Standard Cost,53.370410163206806,High Procurement Priority
SUP0007,P023,573,100537,975824543.02,1527111.960907668,1527111.960907668,9706.123546753932,Idler Wheel IW-55,Undercarriage,Bulldozer,Volvo,9200,12950,Suzhou Local Vendor Supplies,Local Vendor,East China,0.2815241404910084,12.008650001283092,6.0,Low Product Dependency,Medium Value Supplier-Product,5.501342899499262,Above Standard Cost,53.018054916307456,High Procurement Priority
SUP0002,P023,536,99111,970430083.99,1596102.111825658,1596102.111825658,9791.345904995409,Idler Wheel IW-55,Undercarriage,Bulldozer,Volvo,9200,12950,Guangzhou Local Vendor Supplies,Local Vendor,South China,0.27996784591664287,11.942264941693335,7.0,Low Product Dependency,Medium Value Supplier-Product,6.427672880384883,Above Standard Cost,52.7249656236246,High Procurement Priority
SUP0006,P023,555,99603,959437982.74,1549980.586009693,1549980.586009693,9632.621334096362,Idler Wheel IW-55,Undercarriage,Bulldozer,Volvo,9200,12950,Qingdao Distributor Supplies,Distributor,East China,0.2767966386758213,11.806994418284075,8.0,Low Product Dependency,Medium Value Supplier-Product,4.702405805395249,Near Standard Cost,52.12774778166038,High Procurement Priority
SUP0001,P018,605,110942,936693422.39,1371439.8570863835,1371439.8570863835,8443.091186295542,Wheel Rim WR-24,Undercarriage,Bulldozer,CAT,8200,11300,Shenzhen OEM Supplies,OEM,South China,0.27023486192078805,13.14967416214623,1.0,Low Product Dependency,Medium Value Supplier-Product,2.964526662140754,Near Standard Cost,57.44149308292148,High Procurement Priority
SUP0007,P018,606,108144,923788155.3100001,1331106.8520317003,1331106.8520317003,8542.204424748485,Wheel Rim WR-24,Undercarriage,Bulldozer,CAT,8200,11300,Suzhou Local Vendor Supplies,Local Vendor,East China,0.26651170876944386,12.968504899054281,2.0,Low Product Dependency,Medium Value Supplier-Product,4.1732246920547,Near Standard Cost,56.65009453993009,High Procurement Priority
SUP0005,P018,589,108065,920940970.77,1368411.5464635957,1368411.5464635957,8522.102167861935,Wheel Rim WR-24,Undercarriage,Bulldozer,CAT,8200,11300,Tianjin OEM Supplies,OEM,North China,0.2656902996481257,12.928534992054216,3.0,Low Product Dependency,Medium Value Supplier-Product,3.928075217828475,Near Standard Cost,56.47549468991414,High Procurement Priority
SUP0007,P006,576,107528,896702417.93,1381667.824237288,1381667.824237288,8339.24575859311,Alternator ALT-500,Electrical,Loader,CAT,8650,11200,Suzhou Local Vendor Supplies,Local Vendor,East China,0.25869750795843455,12.869261754646708,1.0,Low Product Dependency,Medium Value Supplier-Product,-3.5925345827386157,Favourable Cost,56.12333497453974,High Procurement Priority
SUP0002,P018,590,106239,895594193.13,1361085.399893617,1361085.399893617,8429.994570073137,Wheel Rim WR-24,Undercarriage,Bulldozer,CAT,8200,11300,Guangzhou Local Vendor Supplies,Local Vendor,South China,0.2583777865120716,12.572706864024935,4.0,Low Product Dependency,Medium Value Supplier-Product,2.8048118301602143,Near Standard Cost,54.921136863030405,High Procurement Priority
SUP0008,P018,574,105381,886356506.94,1369948.2332921175,1369948.2332921175,8410.970734193072,Wheel Rim WR-24,Undercarriage,Bulldozer,CAT,8200,11300,Hangzhou OEM Supplies,OEM,East China,0.25571272578638327,12.443024557619157,5.0,Low Product Dependency,Medium Value Supplier-Product,2.572813831622822,Near Standard Cost,54.35464789801646,High Procurement Priority
SUP0002,P006,585,104446,883608166.75,1359397.1796153847,1359397.1796153847,8459.952192999253,Alternator ALT-500,Electrical,Loader,CAT,8650,11200,Guangzhou Local Vendor Supplies,Local Vendor,South China,0.2549198331344193,12.681336147949319,2.0,Low Product Dependency,Medium Value Supplier-Product,-2.1970844739970685,Favourable Cost,55.303784329285136,High Procurement Priority
SUP0006,P018,599,104015,880894768.6,1301173.9565731168,1301173.9565731168,8468.920526847089,Wheel Rim WR-24,Undercarriage,Bulldozer,CAT,8200,11300,Qingdao Distributor Supplies,Distributor,East China,0.25413702121658766,12.366350506309338,6.0,Low Product Dependency,Medium Value Supplier-Product,3.2795186200864412,Near Standard Cost,54.019713972381176,High Procurement Priority
SUP0003,P006,574,103843,878673709.48,1388110.1255608215,1388110.1255608215,8461.55936827711,Alternator ALT-500,Electrical,Loader,CAT,8650,11200,Shanghai Distributor Supplies,Distributor,East China,0.2534962484832,12.610517980232828,3.0,Low Product Dependency,Medium Value Supplier-Product,-2.1785044129813858,Favourable Cost,54.99494363392819,High Procurement Priority
SUP0004,P006,567,103495,872848675.57,1351158.940510836,1351158.940510836,8433.727963379873,Alternator ALT-500,Electrical,Loader,CAT,8650,11200,Ningbo Distributor Supplies,Distributor,East China,0.25181573360316983,12.526918466482734,4.0,Low Product Dependency,Medium Value Supplier-Product,-2.5002547586141843,Favourable Cost,54.63036300736574,High Procurement Priority
SUP0005,P006,580,103561,870647893.13,1317167.7657034795,1317167.7657034795,8407.10202808007,Alternator ALT-500,Electrical,Loader,CAT,8650,11200,Tianjin OEM Supplies,OEM,North China,0.25118081066619263,12.495333355615326,5.0,Low Product Dependency,Medium Value Supplier-Product,-2.8080690395367647,Favourable Cost,54.49261914985352,High Procurement Priority
SUP0008,P006,576,102851,865730188.67,1356943.8693887147,1356943.8693887147,8417.323980029363,Alternator ALT-500,Electrical,Loader,CAT,8650,11200,Hangzhou OEM Supplies,OEM,East China,0.24976205917936725,12.424755620279415,6.0,Low Product Dependency,Medium Value Supplier-Product,-2.689896184631635,Favourable Cost,54.184826989159326,High Procurement Priority
SUP0006,P024,600,111362,863043010.13,1250786.9712028985,1250786.9712028985,7749.887844417306,Track Roller TR-60,Undercarriage,Bulldozer,Tata Hitachi,7400,10300,Qingdao Distributor Supplies,Distributor,East China,0.2489868115856983,13.23624695989086,1.0,Low Product Dependency,Medium Value Supplier-Product,4.728214113747375,Near Standard Cost,57.447873118239144,High Procurement Priority
SUP0001,P006,590,102607,856216710.74,1311204.7637672282,1311204.7637672282,8344.622791232567,Alternator ALT-500,Electrical,Loader,CAT,8650,11200,Shenzhen OEM Supplies,OEM,South China,0.2470174328871912,12.288220427298837,7.0,Low Product Dependency,Medium Value Supplier-Product,-3.530372355692868,Favourable Cost,53.58939187271253,High Procurement Priority
SUP0003,P018,562,99782,848414031.21,1357462.4499360002,1357462.4499360002,8502.676146098494,Wheel Rim WR-24,Undercarriage,Bulldozer,CAT,8200,11300,Shanghai Distributor Supplies,Distributor,East China,0.2447663697591704,11.910373018888796,7.0,Low Product Dependency,Medium Value Supplier-Product,3.691172513396279,Near Standard Cost,52.02787543960341,High Procurement Priority
SUP0005,P024,658,110489,847777505.05,1144099.1970985155,1144099.1970985155,7672.958439754183,Track Roller TR-60,Undercarriage,Bulldozer,Tata Hitachi,7400,10300,Tianjin OEM Supplies,OEM,North China,0.24458273277096812,13.002124218805323,2.0,Low Product Dependency,Medium Value Supplier-Product,3.6886275642457056,Near Standard Cost,56.43173511743479,High Procurement Priority
SUP0005,P016,569,109868,844300012.99,1290978.6131345567,1290978.6131345567,7684.676275075545,Radiator RD-250,Cooling,Loader,JCB,7800,10200,Tianjin OEM Supplies,OEM,North China,0.24357948073118443,13.414500350167872,1.0,Low Product Dependency,Medium Value Supplier-Product,-1.478509293903263,Favourable Cost,58.080081995506646,High Procurement Priority
SUP0006,P006,564,100178,843356676.54,1317744.80709375,1317744.80709375,8418.581689991814,Alternator ALT-500,Electrical,Loader,CAT,8650,11200,Qingdao Distributor Supplies,Distributor,East China,0.24330732936424074,12.103656247494843,8.0,Low Product Dependency,Medium Value Supplier-Product,-2.675356185065736,Favourable Cost,52.784500536680724,High Procurement Priority
SUP0008,P024,596,108393,838580230.33,1238670.9458345643,1238670.9458345643,7736.479572758389,Track Roller TR-60,Undercarriage,Bulldozer,Tata Hitachi,7400,10300,Hangzhou OEM Supplies,OEM,East China,0.24192933070301603,12.861068213342117,3.0,Low Product Dependency,Medium Value Supplier-Product,4.547021253491734,Near Standard Cost,55.819524758337444,High Procurement Priority
SUP0004,P018,570,98277,830638353.66,1316384.0787004754,1316384.0787004754,8452.011698159284,Wheel Rim WR-24,Undercarriage,Bulldozer,CAT,8200,11300,Ningbo Distributor Supplies,Distributor,East China,0.2396381093770102,11.660830999903041,8.0,Low Product Dependency,Medium Value Supplier-Product,3.073313392186394,Near Standard Cost,50.937805375454474,High Procurement Priority
SUP0002,P024,601,107280,827897040.49,1228333.887967359,1228333.887967359,7717.16107839299,Track Roller TR-60,Undercarriage,Bulldozer,Tata Hitachi,7400,10300,Guangzhou Local Vendor Supplies,Local Vendor,South China,0.23884724401138563,12.697223147242411,4.0,Low Product Dependency,Medium Value Supplier-Product,4.2859605188241945,Near Standard Cost,55.10840546622483,High Procurement Priority
SUP0006,P016,585,107861,827027648.17,1238065.3415718563,1238065.3415718563,7667.531806398976,Radiator RD-250,Cooling,Loader,JCB,7800,10200,Qingdao Distributor Supplies,Distributor,East China,0.2385964254319717,13.14007166325411,2.0,Low Product Dependency,Medium Value Supplier-Product,-1.6983101743720974,Favourable Cost,56.89190202444488,High Procurement Priority
SUP0004,P016,573,105478,812739008.71,1238931.4157164635,1238931.4157164635,7705.294077532756,Radiator RD-250,Cooling,Loader,JCB,7800,10200,Ningbo Distributor Supplies,Distributor,East China,0.2344741711071182,12.913049329852983,3.0,Low Product Dependency,Medium Value Supplier-Product,-1.214178493169793,Favourable Cost,55.9089749384887,High Procurement Priority
SUP0003,P024,574,104752,807512099.44,1227222.0356231004,1227222.0356231004,7708.798872002444,Track Roller TR-60,Undercarriage,Bulldozer,Tata Hitachi,7400,10300,Shanghai Distributor Supplies,Distributor,East China,0.23296621442557464,12.384585062194978,5.0,Low Product Dependency,Medium Value Supplier-Product,4.172957729762761,Near Standard Cost,53.751495679322346,High Procurement Priority
SUP0001,P024,573,104802,807286260.19,1234382.6608409786,1234382.6608409786,7702.966166580791,Track Roller TR-60,Undercarriage,Bulldozer,Tata Hitachi,7400,10300,Shenzhen OEM Supplies,OEM,South China,0.23290106008896755,12.381121429385084,6.0,Low Product Dependency,Medium Value Supplier-Product,4.094137386226904,Near Standard Cost,53.73646284268867,High Procurement Priority
SUP0007,P016,566,103964,794785632.52,1234139.1809316769,1234139.1809316769,7644.815825862798,Radiator RD-250,Cooling,Loader,JCB,7800,10200,Suzhou Local Vendor Supplies,Local Vendor,East China,0.22929464489315426,12.627800523170443,4.0,Low Product Dependency,Medium Value Supplier-Product,-1.9895406940666938,Favourable Cost,54.67394764348885,High Procurement Priority
SUP0001,P016,561,101307,778438104.53,1220122.420893417,1220122.420893417,7683.951795334971,Radiator RD-250,Cooling,Loader,JCB,7800,10200,Shenzhen OEM Supplies,OEM,South China,0.2245784038440263,12.368065930522945,5.0,Low Product Dependency,Medium Value Supplier-Product,-1.4877974957054896,Favourable Cost,53.54938794732041,High Procurement Priority
SUP0002,P016,561,100175,770646352.51,1235010.1803044872,1235010.1803044872,7693.000773745945,Radiator RD-250,Cooling,Loader,JCB,7800,10200,Guangzhou Local Vendor Supplies,Local Vendor,South China,0.22233049328875282,12.244268158886586,6.0,Low Product Dependency,Medium Value Supplier-Product,-1.3717849519750747,Favourable Cost,53.01338701252519,High Procurement Priority
SUP0007,P024,551,98997,768139518.58,1263387.3660855263,1263387.3660855263,7759.220164045376,Track Roller TR-60,Undercarriage,Bulldozer,Tata Hitachi,7400,10300,Suzhou Local Vendor Supplies,Local Vendor,East China,0.22160727488586984,11.780738906679817,7.0,Low Product Dependency,Medium Value Supplier-Product,4.8543265411537195,Near Standard Cost,51.13068651566063,High Procurement Priority
SUP0004,P024,536,97879,760064332.8,1243967.8114566284,1243967.8114566284,7765.346323521899,Track Roller TR-60,Undercarriage,Bulldozer,Tata Hitachi,7400,10300,Ningbo Distributor Supplies,Distributor,East China,0.21927759405105082,11.656892062459413,8.0,Low Product Dependency,Medium Value Supplier-Product,4.937112480025663,Near Standard Cost,50.593167246457845,High Procurement Priority
SUP0008,P016,549,97348,744319486.79,1210275.5882764228,1210275.5882764228,7645.9658831203515,Radiator RD-250,Cooling,Loader,JCB,7800,10200,Hangzhou OEM Supplies,OEM,East China,0.2147352259872075,11.825978754662751,7.0,Low Product Dependency,Medium Value Supplier-Product,-1.9747963702519078,Favourable Cost,51.202340588059,High Procurement Priority
SUP0003,P016,546,94305,721679352.95,1208843.1372696818,1208843.1372696818,7652.609649011188,Radiator RD-250,Cooling,Loader,JCB,7800,10200,Shanghai Distributor Supplies,Distributor,East China,0.20820357614759416,11.466265289482308,8.0,Low Product Dependency,Medium Value Supplier-Product,-1.8896198844719492,Favourable Cost,49.64490743682677,Medium Procurement Priority
SUP0001,P005,604,110272,704412878.11,1043574.634237037,1043574.634237037,6387.957759993471,Fuel Injector FI-220,Engine,Excavator,Tata Hitachi,6350,8450,Shenzhen OEM Supplies,OEM,South China,0.2032222201001259,13.261265618686558,1.0,Low Product Dependency,Medium Value Supplier-Product,0.5977599998971739,Near Standard Cost,56.80995004662842,High Procurement Priority
SUP0005,P005,630,111790,703535774.98,992293.0535684063,992293.0535684063,6293.369487252885,Fuel Injector FI-220,Engine,Excavator,Tata Hitachi,6350,8450,Tianjin OEM Supplies,OEM,North China,0.20296917696182665,13.24475328913756,2.0,Low Product Dependency,Medium Value Supplier-Product,-0.8918190983797647,Favourable Cost,56.73921286031415,High Procurement Priority
SUP0003,P005,593,110974,701029761.45,1035494.4777695717,1035494.4777695717,6317.063108926415,Fuel Injector FI-220,Engine,Excavator,Tata Hitachi,6350,8450,Shanghai Distributor Supplies,Distributor,East China,0.202246195243301,13.197575118354369,3.0,Low Product Dependency,Medium Value Supplier-Product,-0.5186911980092135,Favourable Cost,56.53710624375504,High Procurement Priority
SUP0004,P005,581,107858,688444738.21,1044680.9381031867,1044680.9381031867,6382.880622763263,Fuel Injector FI-220,Engine,Excavator,Tata Hitachi,6350,8450,Ningbo Distributor Supplies,Distributor,East China,0.19861543203280063,12.960649671376778,4.0,Low Product Dependency,Medium Value Supplier-Product,0.5178050828860359,Near Standard Cost,55.52214106663003,High Procurement Priority
SUP0006,P025,594,114605,668440659.4,965954.7101156069,965954.7101156069,5832.561052310109,Cabin Glass CG-20,Cabin,Excavator,JCB,5600,7850,Qingdao Distributor Supplies,Distributor,East China,0.19284428071919377,13.675713505515091,1.0,Low Product Dependency,Medium Value Supplier-Product,4.15287593410909,Near Standard Cost,58.315296806731354,High Procurement Priority
SUP0008,P005,601,101560,645369130.36,967569.9105847076,967569.9105847076,6354.5601650256,Fuel Injector FI-220,Engine,Excavator,Tata Hitachi,6350,8450,Hangzhou OEM Supplies,OEM,East China,0.18618817391263828,12.149708964389836,5.0,Low Product Dependency,Medium Value Supplier-Product,0.07181362245038958,Near Standard Cost,52.048151299786895,High Procurement Priority
SUP0007,P005,580,100212,635728471.39,978043.8021384615,978043.8021384615,6343.835782042071,Fuel Injector FI-220,Engine,Excavator,Tata Hitachi,6350,8450,Suzhou Local Vendor Supplies,Local Vendor,East China,0.18340685605205587,11.968214072241684,6.0,Low Product Dependency,Medium Value Supplier-Product,-0.09707429855007055,Favourable Cost,51.270645136112314,High Procurement Priority
SUP0001,P025,591,108189,635040684.77,945001.0190029761,945001.0190029761,5869.734305428463,Cabin Glass CG-20,Cabin,Excavator,JCB,5600,7850,Shenzhen OEM Supplies,OEM,South China,0.18320843048629026,12.992379124657184,2.0,Low Product Dependency,Medium Value Supplier-Product,4.8166840255082555,Near Standard Cost,55.401456353587704,High Procurement Priority
SUP0002,P005,569,99979,629644680.95,988453.1883045527,988453.1883045527,6297.769341061623,Fuel Injector FI-220,Engine,Excavator,Tata Hitachi,6350,8450,Guangzhou Local Vendor Supplies,Local Vendor,South China,0.18165169024197306,11.853680730361658,7.0,Low Product Dependency,Medium Value Supplier-Product,-0.8225300620216869,Favourable Cost,50.77999562964973,High Procurement Priority
SUP0002,P025,588,104889,612666029.59,924081.4925942685,924081.4925942685,5841.089433496363,Cabin Glass CG-20,Cabin,Excavator,JCB,5600,7850,Guangzhou Local Vendor Supplies,Local Vendor,South China,0.17675337090269147,12.53461317382315,3.0,Low Product Dependency,Medium Value Supplier-Product,4.305168455292208,Near Standard Cost,53.44947357183837,High Procurement Priority
SUP0005,P025,586,104332,611964113.5,934296.3564885496,934296.3564885496,5865.545695472147,Cabin Glass CG-20,Cabin,Excavator,JCB,5600,7850,Tianjin OEM Supplies,OEM,North China,0.1765508690027879,12.520252582173372,4.0,Low Product Dependency,Medium Value Supplier-Product,4.741887419145474,Near Standard Cost,53.388237851739426,High Procurement Priority
SUP0006,P005,543,95663,603641886.45,1002727.3861295682,1002727.3861295682,6310.087352999592,Fuel Injector FI-220,Engine,Excavator,Tata Hitachi,6350,8450,Qingdao Distributor Supplies,Distributor,East China,0.17414991707553734,11.36415253545155,8.0,Low Product Dependency,Medium Value Supplier-Product,-0.6285456220536667,Favourable Cost,48.68290526897766,Medium Procurement Priority
SUP0004,P025,565,101994,601870636.57,961454.6910063899,961454.6910063899,5901.039635370708,Cabin Glass CG-20,Cabin,Excavator,JCB,5600,7850,Ningbo Distributor Supplies,Distributor,East China,0.17363891373622947,12.313748838231303,5.0,Low Product Dependency,Medium Value Supplier-Product,5.375707774476934,Above Standard Cost,52.507674865769694,High Procurement Priority
SUP0007,P025,588,101095,597187057.05,927309.0947981366,927309.0947981366,5907.186874227212,Cabin Glass CG-20,Cabin,Excavator,JCB,5600,7850,Suzhou Local Vendor Supplies,Local Vendor,East China,0.17228770699704593,12.217926881868994,6.0,Low Product Dependency,Medium Value Supplier-Product,5.485479896914502,Above Standard Cost,52.09907564909144,High Procurement Priority
SUP0003,P025,554,99581,583813577.12,916504.8306436421,916504.8306436421,5862.700486237334,Cabin Glass CG-20,Cabin,Excavator,JCB,5600,7850,Shanghai Distributor Supplies,Distributor,East China,0.16842947503352604,11.94431713428332,7.0,Low Product Dependency,Medium Value Supplier-Product,4.691080111380974,Near Standard Cost,50.93236258265882,High Procurement Priority
SUP0008,P025,549,97901,576810914.56,953406.4703471074,953406.4703471074,5891.777556511169,Cabin Glass CG-20,Cabin,Excavator,JCB,5600,7850,Hangzhou OEM Supplies,OEM,East China,0.1664092157846129,11.801048759447596,8.0,Low Product Dependency,Medium Value Supplier-Product,5.210313509128017,Above Standard Cost,50.32144471002322,High Procurement Priority
SUP0007,P029,609,112399,330994882.11,474204.7021633238,474204.7021633238,2944.8205242929207,Pressure Sensor PS-90,Sensors,Excavator,CAT,2750,3950,Suzhou Local Vendor Supplies,Local Vendor,East China,0.09549160282908621,13.527910550782238,1.0,Low Product Dependency,Medium Value Supplier-Product,7.084382701560754,Above Standard Cost,56.1468481408831,High Procurement Priority
SUP0003,P029,586,109801,326708828.59,484013.07939259254,484013.07939259254,2975.4631432318465,Pressure Sensor PS-90,Sensors,Excavator,CAT,2750,3950,Shanghai Distributor Supplies,Distributor,East China,0.09425508183568901,13.352737604708842,2.0,Low Product Dependency,Medium Value Supplier-Product,8.198659753885318,Above Standard Cost,55.419802470034455,High Procurement Priority
SUP0005,P029,604,105846,315596616.1,471039.7255223881,471039.7255223881,2981.658410331992,Pressure Sensor PS-90,Sensors,Excavator,CAT,2750,3950,Tianjin OEM Supplies,OEM,North China,0.09104922265477623,12.89857645385441,3.0,Low Product Dependency,Medium Value Supplier-Product,8.423942193890621,Above Standard Cost,53.53483161124666,High Procurement Priority
SUP0008,P029,564,102391,303775377.4,474649.0271875,474649.0271875,2966.817175337676,Pressure Sensor PS-90,Sensors,Excavator,CAT,2750,3950,Hangzhou OEM Supplies,OEM,East China,0.08763881031337609,12.41543708108338,4.0,Low Product Dependency,Medium Value Supplier-Product,7.884260921370045,Above Standard Cost,51.52958823740664,High Procurement Priority
SUP0004,P029,565,102677,303602062.62,481144.31477020605,481144.31477020605,2956.8653410208713,Pressure Sensor PS-90,Sensors,Excavator,CAT,2750,3950,Ningbo Distributor Supplies,Distributor,East China,0.08758880921961094,12.40835362762929,5.0,Low Product Dependency,Medium Value Supplier-Product,7.52237603712258,Above Standard Cost,51.50018875373126,High Procurement Priority
SUP0002,P029,549,100058,297253566.26,473333.70423566876,473333.70423566876,2970.8125912970477,Pressure Sensor PS-90,Sensors,Excavator,CAT,2750,3950,Guangzhou Local Vendor Supplies,Local Vendor,South China,0.08575727608802144,12.148887709780128,6.0,Low Product Dependency,Medium Value Supplier-Product,8.029548774438089,Above Standard Cost,50.423289743161625,High Procurement Priority
SUP0001,P029,545,98408,290147263.74,471784.16868292686,471784.16868292686,2948.411346028778,Pressure Sensor PS-90,Sensors,Excavator,CAT,2750,3950,Shenzhen OEM Supplies,OEM,South China,0.08370711684236382,11.858449911393233,7.0,Low Product Dependency,Medium Value Supplier-Product,7.214958037410102,Above Standard Cost,49.217843647167264,Medium Procurement Priority
SUP0006,P029,536,94306,278676804.67,468364.3775966387,468364.3775966387,2955.0273012321595,Pressure Sensor PS-90,Sensors,Excavator,CAT,2750,3950,Qingdao Distributor Supplies,Distributor,East China,0.08039790397841472,11.38964706076849,8.0,Low Product Dependency,Medium Value Supplier-Product,7.455538226623992,Above Standard Cost,47.27210321938786,Medium Procurement Priority
